key,demand,unit
buildings_space_heater_heatpump_air_water_electricity_aggregator,7600.948655057867,tj
buildings_space_heater_heatpump_air_water_network_gas,0.0,tj
buildings_space_heater_heatpump_air_water_network_gas_aggregator,0.0,tj
buildings_space_heater_heatpump_surface_water_water_ts_electricity,0.0,tj
buildings_space_heater_heatpump_surface_water_water_ts_electricity_aggregator,0.0,tj
buildings_space_heater_hybrid_crude_oil_heatpump_air_water_electricity,0.0,tj
buildings_space_heater_hybrid_crude_oil_heatpump_air_water_electricity_aggregator,0.0,tj
buildings_space_heater_hybrid_heatpump_air_water_electricity,0.0,tj
buildings_space_heater_hybrid_heatpump_air_water_electricity_aggregator,0.0,tj
buildings_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,tj
buildings_space_heater_hybrid_hydrogen_heatpump_air_water_electricity_aggregator,0.0,tj
buildings_space_heater_network_gas,88830.40729854489,tj
buildings_space_heater_network_gas_aggregator,94782.0445875474,tj
buildings_space_heater_solar_thermal,235.00000000000003,tj
buildings_space_heater_wood_pellets,1198.8087853355103,tj
buildings_space_heater_wood_pellets_aggregator,983.0232039751182,tj
buildings_useful_demand_after_insulation_cooling,68555.49535215228,tj
buildings_useful_demand_after_motion_detection_daylight_control_light,9253.289772402746,tj
buildings_useful_demand_after_motion_detection_light,9771.16132249498,tj
buildings_useful_demand_cooling,68555.49535215228,tj
buildings_useful_demand_for_appliances,42704.14802434155,tj
buildings_useful_demand_for_space_heating_buildings_future,0.0,tj
buildings_useful_demand_for_space_heating_buildings_future_after_solar_thermal,0.0,tj
buildings_useful_demand_for_space_heating_buildings_present,140366.4862399499,tj
buildings_useful_demand_for_space_heating_buildings_present_after_solar_thermal,140131.4862399499,tj
buildings_useful_demand_light,10167.70168834025,tj
bunkers_aviation_mixer_kerosene,0.0,tj
bunkers_final_demand_ammonia,0.0,tj
bunkers_final_demand_bio_kerosene,0.0,tj
bunkers_final_demand_electricity,0.0,tj
bunkers_final_demand_for_aviation_bio_kerosene,0.0,tj
bunkers_final_demand_for_aviation_electricity,0.0,tj
bunkers_final_demand_for_aviation_hydrogen,0.0,tj
bunkers_final_demand_for_aviation_kerosene,0.0,tj
bunkers_final_demand_for_shipping_ammonia,0.0,tj
bunkers_final_demand_for_shipping_electricity,0.0,tj
bunkers_final_demand_for_shipping_heavy_fuel_oil,0.0,tj
bunkers_final_demand_for_shipping_hydrogen,0.0,tj
bunkers_final_demand_for_shipping_lng,0.0,tj
bunkers_final_demand_heavy_fuel_oil,0.0,tj
bunkers_final_demand_hydrogen,0.0,tj
bunkers_final_demand_kerosene,0.0,tj
bunkers_final_demand_lng,0.0,tj
bunkers_plane_using_electricity,0.0,tj
bunkers_plane_using_hydrogen,0.0,tj
bunkers_plane_using_kerosene_mix,0.0,tj
bunkers_ship_using_ammonia,0.0,tj
bunkers_ship_using_electricity,0.0,tj
bunkers_ship_using_heavy_fuel_oil,0.0,tj
bunkers_ship_using_hydrogen,0.0,tj
bunkers_ship_using_lng,0.0,tj
bunkers_total_useful_demand_planes,139686.822,tj
bunkers_total_useful_demand_ships,420981.325,tj
bunkers_useful_demand_planes,0.0,tj
bunkers_useful_demand_ships,0.0,tj
energy_battery_curtailed_solar_electricity,0.0,tj
energy_battery_curtailed_wind_electricity,0.0,tj
energy_battery_solar_electricity,0.0,tj
energy_battery_solar_pv_solar_radiation,0.0,tj
energy_battery_unused_electricity,0.0,tj
energy_battery_wind_electricity,0.0,tj
energy_battery_wind_turbine_inland,0.0,tj
energy_biogas_fermentation_wet_biomass,34513.487420148966,tj
energy_blastfurnace_transformation_cokes,63808.49648607726,tj
energy_chemical_fertilizers_transformation_external_coupling_node,0.0,tj
energy_chemical_other_transformation_external_coupling_node,0.0,tj
energy_chemical_refineries_transformation_external_coupling_node,0.0,tj
energy_chp_coal_gas,2472.063999999997,tj
energy_chp_combined_cycle_ht_network_gas,0.0,tj
energy_chp_combined_cycle_mt_network_gas,0.0,tj
energy_chp_local_engine_ht_biogas,3157.19516129032,tj
energy_chp_local_engine_ht_network_gas,0.0,tj
energy_chp_local_engine_mt_biogas,0.0,tj
energy_chp_local_engine_mt_network_gas,0.0,tj
energy_chp_local_ht_wood_pellets_ccs_dispatchable,0.0,tj
energy_chp_local_ht_wood_pellets_ccs_must_run,0.0,tj
energy_chp_local_ht_wood_pellets_dispatchable,12850.6883422272,tj
energy_chp_local_ht_wood_pellets_must_run,0.0,tj
energy_chp_local_mt_wood_pellets_ccs_dispatchable,0.0,tj
energy_chp_local_mt_wood_pellets_ccs_must_run,0.0,tj
energy_chp_local_mt_wood_pellets_dispatchable,0.0,tj
energy_chp_local_mt_wood_pellets_must_run,0.0,tj
energy_chp_supercritical_ccs_ht_waste_mix,0.0,tj
energy_chp_supercritical_ccs_mt_waste_mix,0.0,tj
energy_chp_supercritical_ht_waste_mix,67133.1905464697,tj
energy_chp_supercritical_mt_waste_mix,0.0,tj
energy_chp_ultra_supercritical_cofiring_ht_coal,51929.51904,tj
energy_chp_ultra_supercritical_cofiring_mt_coal,0.0,tj
energy_chp_ultra_supercritical_ht_coal,4503.04318636364,tj
energy_chp_ultra_supercritical_ht_lignite,0.0,tj
energy_chp_ultra_supercritical_mt_coal,0.0,tj
energy_chp_ultra_supercritical_mt_lignite,0.0,tj
energy_cokesoven_transformation_coal,67665.55539456464,tj
energy_compressor_network_gas,2621.9129013008705,tj
energy_direct_air_capture_co2_electricity,0.0,tj
energy_distribution_ammonia,0.0,tj
energy_distribution_bio_ethanol,10780.533,tj
energy_distribution_bio_kerosene,0.0,tj
energy_distribution_bio_lng,0.0,tj
energy_distribution_bio_oil,251.15999999999994,tj
energy_distribution_biodiesel,15008.675999999985,tj
energy_distribution_biogas,18637.283206880442,tj
energy_distribution_biogenic_waste,35122.59970457896,tj
energy_distribution_coal,169355.5822948124,tj
energy_distribution_coal_gas,42147.78899999999,tj
energy_distribution_cokes,50186.70380926848,tj
energy_distribution_crude_oil,3014995.3829747066,tj
energy_distribution_crude_oil_loss,0.0,tj
energy_distribution_diesel,854700.4839999997,tj
energy_distribution_dry_biomass,87078.21512764336,tj
energy_distribution_gasoline,197581.22500000003,tj
energy_distribution_greengas,11809.532371491203,tj
energy_distribution_heavy_fuel_oil,393140.02999999933,tj
energy_distribution_ht_steam_hot_water,29636.731605694877,tj
energy_distribution_kerosene,363040.98000000115,tj
energy_distribution_lignite,0.0,tj
energy_distribution_liquid_hydrogen,0.0,tj
energy_distribution_lng,347367.6601802593,tj
energy_distribution_lohc,0.0,tj
energy_distribution_lpg,82818.145,tj
energy_distribution_lt_steam_hot_water,0.0,tj
energy_distribution_methanol,0.0,tj
energy_distribution_mt_steam_hot_water,0.0,tj
energy_distribution_naphtha,484137.27699999907,tj
energy_distribution_natural_gas,593633.967850172,tj
energy_distribution_network_gas_loss,47.442999999976124,tj
energy_distribution_non_biogenic_waste,32814.242874411066,tj
energy_distribution_oily_biomass,15488.89784441979,tj
energy_distribution_propane,0.0,tj
energy_distribution_torrefied_biomass_pellets,0.0,tj
energy_distribution_uranium_oxide,38954.8058691284,tj
energy_distribution_waste_mix,67936.84257899002,tj
energy_distribution_wet_biomass,62883.31110435949,tj
energy_distribution_wood_pellets,78370.39361487902,tj
energy_export_ammonia_backup,0.0,tj
energy_export_ammonia_baseload,0.0,tj
energy_export_bio_kerosene_backup,0.0,tj
energy_export_bio_oil_products_backup,0.0,tj
energy_export_biodiesel_backup,0.0,tj
energy_export_coal_backup,0.0,tj
energy_export_coal_baseload,0.0,tj
energy_export_cokes_backup,10738.941652586755,tj
energy_export_cokes_baseload,0.0,tj
energy_export_crude_oil_backup,0.0,tj
energy_export_crude_oil_baseload,0.0,tj
energy_export_diesel_backup,626630.7179473675,tj
energy_export_diesel_baseload,0.0,tj
energy_export_electricity,20461.886987918762,tj
energy_export_gasoline_backup,27580.246000000032,tj
energy_export_gasoline_baseload,0.0,tj
energy_export_greengas_backup,0.0,tj
energy_export_greengas_baseload,0.0,tj
energy_export_heavy_fuel_oil_backup,393140.02999999933,tj
energy_export_heavy_fuel_oil_baseload,0.0,tj
energy_export_hydrogen_backup,0.0,tj
energy_export_hydrogen_baseload,0.0,tj
energy_export_kerosene_backup,361140.5860000012,tj
energy_export_kerosene_baseload,0.0,tj
energy_export_lignite_backup,0.0,tj
energy_export_lignite_baseload,0.0,tj
energy_export_liquid_hydrogen_baseload,0.0,tj
energy_export_lng_baseload,0.0,tj
energy_export_lohc_baseload,0.0,tj
energy_export_lpg_backup,0.0,tj
energy_export_lpg_baseload,0.0,tj
energy_export_methanol_backup,0.0,tj
energy_export_naphtha_backup,320243.6599999991,tj
energy_export_naphtha_baseload,0.0,tj
energy_export_natural_gas_backup,0.0,tj
energy_export_natural_gas_baseload,0.0,tj
energy_export_oil_products,154718.10200000013,tj
energy_export_uranium_oxide,0.0,tj
energy_extraction_coal,0.0,tj
energy_extraction_crude_oil,28144.413,tj
energy_extraction_lignite,0.0,tj
energy_extraction_natural_gas,354715.594,tj
energy_extraction_uranium_oxide,0.0,tj
energy_flexibility_curtailment_electricity,0.0,tj
energy_flexibility_flow_batteries_electricity,0.0,tj
energy_flexibility_hv_opac_electricity,0.0,tj
energy_flexibility_mv_batteries_electricity,0.0,tj
energy_flexibility_pumped_storage_electricity,0.0,tj
energy_flexibility_solar_batteries_electricity,0.0,tj
energy_flexibility_wind_batteries_electricity,0.0,tj
energy_greengas_gasification_dry_biomass,0.0,tj
energy_greengas_gasification_wet_biomass,0.0,tj
energy_greengas_production,11809.532371491203,tj
energy_greengas_upgrade_biogas,11868.876755267542,tj
energy_heat_backup_burner_ht_network_gas,0.0,tj
energy_heat_backup_burner_lt_network_gas,0.0,tj
energy_heat_backup_burner_mt_network_gas,0.0,tj
energy_heat_boiler_ht_electricity,0.0,tj
energy_heat_boiler_lt_electricity,0.0,tj
energy_heat_boiler_mt_electricity,0.0,tj
energy_heat_burner_ht_coal,0.0,tj
energy_heat_burner_ht_crude_oil,0.0,tj
energy_heat_burner_ht_hydrogen,0.0,tj
energy_heat_burner_ht_network_gas,0.0,tj
energy_heat_burner_ht_waste_mix,803.652032520325,tj
energy_heat_burner_ht_wood_pellets,4142.3230429989,tj
energy_heat_burner_lt_hydrogen,0.0,tj
energy_heat_burner_mt_coal,0.0,tj
energy_heat_burner_mt_crude_oil,0.0,tj
energy_heat_burner_mt_hydrogen,0.0,tj
energy_heat_burner_mt_network_gas,0.0,tj
energy_heat_burner_mt_waste_mix,0.0,tj
energy_heat_burner_mt_wood_pellets,0.0,tj
energy_heat_distribution_ht_loss,7619.570999999989,tj
energy_heat_distribution_lt_loss,0.0,tj
energy_heat_distribution_mt_loss,0.0,tj
energy_heat_dumped_ht_steam_hot_water,0.0,tj
energy_heat_dumped_lt_steam_hot_water,0.0,tj
energy_heat_dumped_mt_steam_hot_water,0.0,tj
energy_heat_flexibility_p2h_boiler_ht_electricity,0.0,tj
energy_heat_flexibility_p2h_boiler_mt_electricity,0.0,tj
energy_heat_flexibility_p2h_heatpump_ht_electricity,0.0,tj
energy_heat_flexibility_p2h_heatpump_mt_electricity,0.0,tj
energy_heat_heatpump_drink_water_water_ts_lt_electricity,0.0,tj
energy_heat_heatpump_drink_water_water_ts_mt_electricity,0.0,tj
energy_heat_heatpump_surface_water_water_ts_lt_electricity,0.0,tj
energy_heat_heatpump_surface_water_water_ts_mt_electricity,0.0,tj
energy_heat_heatpump_waste_water_water_ts_lt_electricity,0.0,tj
energy_heat_heatpump_waste_water_water_ts_mt_electricity,0.0,tj
energy_heat_heatpump_water_water_ht_electricity,0.0,tj
energy_heat_heatpump_water_water_lt_electricity,0.0,tj
energy_heat_heatpump_water_water_mt_electricity,0.0,tj
energy_heat_import_ht_steam_hot_water,0.0,tj
energy_heat_import_lt_steam_hot_water,0.0,tj
energy_heat_import_mt_steam_hot_water,0.0,tj
energy_heat_network_storage_ht_steam_hot_water,0.0,tj
energy_heat_network_storage_lt_steam_hot_water,0.0,tj
energy_heat_network_storage_mt_steam_hot_water,0.0,tj
energy_heat_production_ht_residual_heat,0.0,tj
energy_heat_production_lt_residual_heat,0.0,tj
energy_heat_production_mt_residual_heat,0.0,tj
energy_heat_solar_ht_solar_thermal,0.0,tj
energy_heat_solar_lt_solar_thermal,0.0,tj
energy_heat_solar_mt_solar_thermal,0.0,tj
energy_heat_unused_ht_steam_hot_water,307.2762859794998,tj
energy_heat_unused_lt_steam_hot_water,0.0,tj
energy_heat_unused_mt_steam_hot_water,0.0,tj
energy_heat_well_deep_ht_geothermal,0.0,tj
energy_heat_well_deep_mt_geothermal,0.0,tj
energy_heat_well_shallow_heatpump_mt_geothermal,0.0,tj
energy_heat_well_shallow_lt_geothermal,0.0,tj
energy_hydrogen_after_distribution,0.0,tj
energy_hydrogen_after_transport,0.0,tj
energy_hydrogen_ammonia_reformer_dispatchable,0.0,tj
energy_hydrogen_ammonia_reformer_must_run,0.0,tj
energy_hydrogen_autothermal_reformer_ccs_must_run,0.0,tj
energy_hydrogen_autothermal_reformer_dispatchable,0.0,tj
energy_hydrogen_autothermal_reformer_must_run,0.0,tj
energy_hydrogen_biomass_gasification,0.0,tj
energy_hydrogen_biomass_gasification_ccs,0.0,tj
energy_hydrogen_curtailed_electricity,0.0,tj
energy_hydrogen_distribution_compressed_trucks,0.0,tj
energy_hydrogen_electrolysis_solar_electricity,0.0,tj
energy_hydrogen_electrolysis_wind_electricity,0.0,tj
energy_hydrogen_flexibility_p2g_electricity,0.0,tj
energy_hydrogen_flexibility_p2g_potential_residual_heat,0.0,tj
energy_hydrogen_hybrid_electrolysis_wind_electricity,0.0,tj
energy_hydrogen_liquid_hydrogen_regasifier,0.0,tj
energy_hydrogen_lohc_reformer,0.0,tj
energy_hydrogen_solar_pv_solar_radiation,0.0,tj
energy_hydrogen_steam_methane_reformer_ccs_must_run,0.0,tj
energy_hydrogen_steam_methane_reformer_dispatchable,0.0,tj
energy_hydrogen_steam_methane_reformer_must_run,0.0,tj
energy_hydrogen_storage_depleted_gas_field,0.0,tj
energy_hydrogen_storage_salt_cavern,0.0,tj
energy_hydrogen_storage_unused,0.0,tj
energy_hydrogen_transport_loss,0.0,tj
energy_hydrogen_transport_pipelines,0.0,tj
energy_hydrogen_transport_pipelines_offshore,0.0,tj
energy_hydrogen_wind_turbine_offshore,0.0,tj
energy_import_ammonia,0.0,tj
energy_import_biogenic_waste,13740.939704578965,tj
energy_import_coal,169355.5822948124,tj
energy_import_cokes,0.0,tj
energy_import_crude_oil,2986850.9699747064,tj
energy_import_diesel,0.0,tj
energy_import_dry_biomass,24917.985127643355,tj
energy_import_electricity,0.0,tj
energy_import_gasoline,0.0,tj
energy_import_heat,0.0,tj
energy_import_heavy_fuel_oil,0.0,tj
energy_import_hydrogen,0.0,tj
energy_import_kerosene,0.0,tj
energy_import_lignite,0.0,tj
energy_import_liquid_hydrogen,0.0,tj
energy_import_lng,347367.6601802593,tj
energy_import_lohc,0.0,tj
energy_import_lpg,24601.11299999987,tj
energy_import_methanol,0.0,tj
energy_import_naphtha,0.0,tj
energy_import_natural_gas,243878.4797717389,tj
energy_import_non_biogenic_waste,1242.3443924135627,tj
energy_import_oily_biomass,4988.897844419788,tj
energy_import_propane,0.0,tj
energy_import_uranium_oxide,38954.8058691284,tj
energy_import_wet_biomass,0.0,tj
energy_imported_ammonia_backup,0.0,tj
energy_imported_ammonia_baseload,0.0,tj
energy_imported_hydrogen_backup,0.0,tj
energy_imported_hydrogen_baseload,0.0,tj
energy_imported_liquid_hydrogen,0.0,tj
energy_imported_lohc,0.0,tj
energy_interconnector_10_exported_electricity,0.0,tj
energy_interconnector_10_imported_electricity,0.0,tj
energy_interconnector_11_exported_electricity,0.0,tj
energy_interconnector_11_imported_electricity,0.0,tj
energy_interconnector_12_exported_electricity,0.0,tj
energy_interconnector_12_imported_electricity,0.0,tj
energy_interconnector_1_exported_electricity,20461.886987918762,tj
energy_interconnector_1_imported_electricity,0.0,tj
energy_interconnector_2_exported_electricity,0.0,tj
energy_interconnector_2_imported_electricity,0.0,tj
energy_interconnector_3_exported_electricity,0.0,tj
energy_interconnector_3_imported_electricity,0.0,tj
energy_interconnector_4_exported_electricity,0.0,tj
energy_interconnector_4_imported_electricity,0.0,tj
energy_interconnector_5_exported_electricity,0.0,tj
energy_interconnector_5_imported_electricity,0.0,tj
energy_interconnector_6_exported_electricity,0.0,tj
energy_interconnector_6_imported_electricity,0.0,tj
energy_interconnector_7_exported_electricity,0.0,tj
energy_interconnector_7_imported_electricity,0.0,tj
energy_interconnector_8_exported_electricity,0.0,tj
energy_interconnector_8_imported_electricity,0.0,tj
energy_interconnector_9_exported_electricity,0.0,tj
energy_interconnector_9_imported_electricity,0.0,tj
energy_methanol_production_coal_gas,0.0,tj
energy_mixer_for_gas_power_fuel,148400.0879114208,tj
energy_national_gas_network_natural_gas,947593.500221663,tj
energy_network_gas_storage,0.0,tj
energy_offshore_sequestration_co2_electricity,0.0,tj
energy_power_combined_cycle_ccs_coal,0.0,tj
energy_power_combined_cycle_ccs_network_gas,0.0,tj
energy_power_combined_cycle_coal,0.0,tj
energy_power_combined_cycle_coal_gas,15697.980999999994,tj
energy_power_combined_cycle_hydrogen,0.0,tj
energy_power_combined_cycle_network_gas,137447.266640394,tj
energy_power_engine_diesel,3.02105263263158,tj
energy_power_engine_network_gas,135.597520572758,tj
energy_power_geothermal,0.0,tj
energy_power_hv_network_electricity,273145.3230143521,tj
energy_power_hv_network_loss,18101.605999999992,tj
energy_power_hv_network_shortage,0.0,tj
energy_power_hybrid_curtailed_electricity,0.0,tj
energy_power_hybrid_from_offshore_network_electricity,0.0,tj
energy_power_hybrid_to_offshore_network_electricity,0.0,tj
energy_power_hybrid_wind_turbine_offshore,0.0,tj
energy_power_hydro_mountain,0.0,tj
energy_power_hydro_river,254.8244898,tj
energy_power_lv_network_electricity,154679.8530000001,tj
energy_power_mv_distribution_network_electricity,232297.54164715082,tj
energy_power_mv_transport_network_electricity,220913.81102643337,tj
energy_power_nuclear_gen2_uranium_oxide,38954.8058691284,tj
energy_power_nuclear_gen3_uranium_oxide,0.0,tj
energy_power_nuclear_small_modular_reactor_uranium_oxide,0.0,tj
energy_power_sector_own_use_electricity,13668.019,tj
energy_power_solar_csp_solar_radiation,0.0,tj
energy_power_solar_pv_offshore,0.0,tj
energy_power_solar_pv_solar_radiation,85086.27648,tj
energy_power_supercritical_ccs_waste_mix,0.0,tj
energy_power_supercritical_coal,3.70451025000727,tj
energy_power_supercritical_waste_mix,0.0,tj
energy_power_transformer_lv_mv_electricity,154679.8530000001,tj
energy_power_transformer_mv_hv_electricity,220913.81102643337,tj
energy_power_turbine_hydrogen,0.0,tj
energy_power_turbine_network_gas,0.0,tj
energy_power_ultra_supercritical_ccs_coal,0.0,tj
energy_power_ultra_supercritical_coal,29325.5812485,tj
energy_power_ultra_supercritical_cofiring_coal,23918.8195796545,tj
energy_power_ultra_supercritical_crude_oil,246.76888888,tj
energy_power_ultra_supercritical_lignite,0.0,tj
energy_power_ultra_supercritical_network_gas,2808.51766639364,tj
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.0,tj
energy_power_wind_turbine_coastal,0.0,tj
energy_power_wind_turbine_inland,66111.7568929822,tj
energy_power_wind_turbine_offshore,43465.8637437188,tj
energy_power_wood_pellets_ccs_dispatchable,0.0,tj
energy_power_wood_pellets_ccs_must_run,0.0,tj
energy_power_wood_pellets_dispatchable,0.0,tj
energy_power_wood_pellets_must_run,0.0,tj
energy_production_aggregator_ht_steam_hot_water,29944.007891674377,tj
energy_production_aggregator_lt_steam_hot_water,0.0,tj
energy_production_aggregator_mt_steam_hot_water,0.0,tj
energy_production_bio_ethanol,28369.823684210525,tj
energy_production_bio_kerosene,0.0,tj
energy_production_bio_lng,0.0,tj
energy_production_bio_oil,251.66332665330654,tj
energy_production_biodiesel,15237.234517766481,tj
energy_production_biogenic_waste,21381.66,tj
energy_production_drink_water_ambient_heat,0.0,tj
energy_production_dry_biomass,62160.23,tj
energy_production_excess_electricity,0.0,tj
energy_production_non_biogenic_waste,31571.8984819975,tj
energy_production_oily_biomass,10500.0,tj
energy_production_solar_thermal,1176.0,tj
energy_production_surface_water_ambient_heat,0.0,tj
energy_production_synthetic_kerosene_dispatchable,0.0,tj
energy_production_synthetic_kerosene_electricity_dispatchable,0.0,tj
energy_production_synthetic_kerosene_electricity_must_run,0.0,tj
energy_production_synthetic_kerosene_hydrogen_non_energetic_dispatchable,0.0,tj
energy_production_synthetic_kerosene_hydrogen_non_energetic_must_run,0.0,tj
energy_production_synthetic_kerosene_must_run,0.0,tj
energy_production_synthetic_methanol,0.0,tj
energy_production_synthetic_methanol_electricity,0.0,tj
energy_production_synthetic_methanol_hydrogen_non_energetic,0.0,tj
energy_production_waste_water_ambient_heat,0.0,tj
energy_production_wet_biomass,62883.31110435949,tj
energy_production_wood_pellets,87078.21512764336,tj
energy_regasification_lng,347360.40609137045,tj
energy_residual_heat,0.0,tj
energy_synthetic_products_electricity,0.0,tj
energy_synthetic_products_hydrogen_non_energetic,0.0,tj
energy_torrefaction_wood,0.0,tj
energy_transmission_ht_steam_hot_water,21352.983889006213,tj
energy_transmission_lt_steam_hot_water,0.0,tj
energy_transmission_mt_steam_hot_water,0.0,tj
energy_treatment_natural_gas,354715.594,tj
energy_treatment_natural_gas_loss,4960.105921566888,tj
environment_air_ambient_cold,53580.93556789357,tj
environment_air_ambient_heat,32330.22882057381,tj
environment_air_wind,109577.620636701,tj
environment_earth_ambient_cold,59.71519726516215,tj
environment_earth_ambient_heat,8035.187311016777,tj
environment_earth_geothermal,6797.51000000001,tj
environment_sun_solar_radiation,414596.923538823,tj
environment_sun_solar_thermal,1176.0,tj
environment_water_ambient_cold,2923.3556907348657,tj
