"Bouwjaar";"Perioden";"Brandstofsoort van personenauto's/Totaal (aantal)";"Brandstofsoort van personenauto's/Benzine (aantal)";"Brandstofsoort van personenauto's/Diesel (aantal)";"Brandstofsoort van personenauto's/LPG (aantal)";"Brandstofsoort van personenauto's/Elektriciteit (aantal)";"Brandstofsoort van personenauto's/CNG (aantal)";"Brandstofsoort van personenauto's/Overig/Onbekend (aantal)"
"Totaal alle bouwjaren";"2023";8917107;6992291;860021;94857;957886;8276;3776
