utc_timestamp,cet_cest_timestamp,PL_wind_onshore_generation_actual
2012-12-31T23:00:00Z,2013-01-01T00:00:00+0100,1727.725
2013-01-01T00:00:00Z,2013-01-01T01:00:00+0100,1783.95
2013-01-01T01:00:00Z,2013-01-01T02:00:00+0100,1768.263
2013-01-01T02:00:00Z,2013-01-01T03:00:00+0100,1751.538
2013-01-01T03:00:00Z,2013-01-01T04:00:00+0100,1797.438
2013-01-01T04:00:00Z,2013-01-01T05:00:00+0100,1771.95
2013-01-01T05:00:00Z,2013-01-01T06:00:00+0100,1756.3
2013-01-01T06:00:00Z,2013-01-01T07:00:00+0100,1674.788
2013-01-01T07:00:00Z,2013-01-01T08:00:00+0100,1673.888
2013-01-01T08:00:00Z,2013-01-01T09:00:00+0100,1610.575
2013-01-01T09:00:00Z,2013-01-01T10:00:00+0100,1601.6
2013-01-01T10:00:00Z,2013-01-01T11:00:00+0100,1406.4
2013-01-01T11:00:00Z,2013-01-01T12:00:00+0100,1386.288
2013-01-01T12:00:00Z,2013-01-01T13:00:00+0100,1365.075
2013-01-01T13:00:00Z,2013-01-01T14:00:00+0100,1359.575
2013-01-01T14:00:00Z,2013-01-01T15:00:00+0100,1398.313
2013-01-01T15:00:00Z,2013-01-01T16:00:00+0100,1393.163
2013-01-01T16:00:00Z,2013-01-01T17:00:00+0100,1366.013
2013-01-01T17:00:00Z,2013-01-01T18:00:00+0100,1375.2
2013-01-01T18:00:00Z,2013-01-01T19:00:00+0100,1391.138
2013-01-01T19:00:00Z,2013-01-01T20:00:00+0100,1288.088
2013-01-01T20:00:00Z,2013-01-01T21:00:00+0100,1140.775
2013-01-01T21:00:00Z,2013-01-01T22:00:00+0100,965.138
2013-01-01T22:00:00Z,2013-01-01T23:00:00+0100,909.438
2013-01-01T23:00:00Z,2013-01-02T00:00:00+0100,913.013
2013-01-02T00:00:00Z,2013-01-02T01:00:00+0100,914.763
2013-01-02T01:00:00Z,2013-01-02T02:00:00+0100,892.163
2013-01-02T02:00:00Z,2013-01-02T03:00:00+0100,867.413
2013-01-02T03:00:00Z,2013-01-02T04:00:00+0100,898.5
2013-01-02T04:00:00Z,2013-01-02T05:00:00+0100,846.313
2013-01-02T05:00:00Z,2013-01-02T06:00:00+0100,881.313
2013-01-02T06:00:00Z,2013-01-02T07:00:00+0100,842.763
2013-01-02T07:00:00Z,2013-01-02T08:00:00+0100,858.338
2013-01-02T08:00:00Z,2013-01-02T09:00:00+0100,881.538
2013-01-02T09:00:00Z,2013-01-02T10:00:00+0100,972.875
2013-01-02T10:00:00Z,2013-01-02T11:00:00+0100,977.425
2013-01-02T11:00:00Z,2013-01-02T12:00:00+0100,960.75
2013-01-02T12:00:00Z,2013-01-02T13:00:00+0100,1044.238
2013-01-02T13:00:00Z,2013-01-02T14:00:00+0100,1058.238
2013-01-02T14:00:00Z,2013-01-02T15:00:00+0100,1122.2
2013-01-02T15:00:00Z,2013-01-02T16:00:00+0100,1242.3
2013-01-02T16:00:00Z,2013-01-02T17:00:00+0100,1263.288
2013-01-02T17:00:00Z,2013-01-02T18:00:00+0100,1263.013
2013-01-02T18:00:00Z,2013-01-02T19:00:00+0100,1305.925
2013-01-02T19:00:00Z,2013-01-02T20:00:00+0100,1451.838
2013-01-02T20:00:00Z,2013-01-02T21:00:00+0100,1469.488
2013-01-02T21:00:00Z,2013-01-02T22:00:00+0100,1487.625
2013-01-02T22:00:00Z,2013-01-02T23:00:00+0100,1546.75
2013-01-02T23:00:00Z,2013-01-03T00:00:00+0100,1574.113
2013-01-03T00:00:00Z,2013-01-03T01:00:00+0100,1563.388
2013-01-03T01:00:00Z,2013-01-03T02:00:00+0100,1538.263
2013-01-03T02:00:00Z,2013-01-03T03:00:00+0100,1476.138
2013-01-03T03:00:00Z,2013-01-03T04:00:00+0100,1436.725
2013-01-03T04:00:00Z,2013-01-03T05:00:00+0100,1474.225
2013-01-03T05:00:00Z,2013-01-03T06:00:00+0100,1667.288
2013-01-03T06:00:00Z,2013-01-03T07:00:00+0100,1714.813
2013-01-03T07:00:00Z,2013-01-03T08:00:00+0100,1836.25
2013-01-03T08:00:00Z,2013-01-03T09:00:00+0100,1923.725
2013-01-03T09:00:00Z,2013-01-03T10:00:00+0100,1939.725
2013-01-03T10:00:00Z,2013-01-03T11:00:00+0100,2000.413
2013-01-03T11:00:00Z,2013-01-03T12:00:00+0100,2101.425
2013-01-03T12:00:00Z,2013-01-03T13:00:00+0100,2119.2
2013-01-03T13:00:00Z,2013-01-03T14:00:00+0100,2097.563
2013-01-03T14:00:00Z,2013-01-03T15:00:00+0100,2122.963
2013-01-03T15:00:00Z,2013-01-03T16:00:00+0100,2158.338
2013-01-03T16:00:00Z,2013-01-03T17:00:00+0100,2238.063
2013-01-03T17:00:00Z,2013-01-03T18:00:00+0100,2223.563
2013-01-03T18:00:00Z,2013-01-03T19:00:00+0100,2258.8
2013-01-03T19:00:00Z,2013-01-03T20:00:00+0100,2298.075
2013-01-03T20:00:00Z,2013-01-03T21:00:00+0100,2318.85
2013-01-03T21:00:00Z,2013-01-03T22:00:00+0100,2305.138
2013-01-03T22:00:00Z,2013-01-03T23:00:00+0100,2262.438
2013-01-03T23:00:00Z,2013-01-04T00:00:00+0100,2260.125
2013-01-04T00:00:00Z,2013-01-04T01:00:00+0100,2230.113
2013-01-04T01:00:00Z,2013-01-04T02:00:00+0100,2213.8
2013-01-04T02:00:00Z,2013-01-04T03:00:00+0100,2223.35
2013-01-04T03:00:00Z,2013-01-04T04:00:00+0100,2186.35
2013-01-04T04:00:00Z,2013-01-04T05:00:00+0100,2153.625
2013-01-04T05:00:00Z,2013-01-04T06:00:00+0100,2073.613
2013-01-04T06:00:00Z,2013-01-04T07:00:00+0100,2074.813
2013-01-04T07:00:00Z,2013-01-04T08:00:00+0100,2059.225
2013-01-04T08:00:00Z,2013-01-04T09:00:00+0100,2069.925
2013-01-04T09:00:00Z,2013-01-04T10:00:00+0100,1944.388
2013-01-04T10:00:00Z,2013-01-04T11:00:00+0100,1863.388
2013-01-04T11:00:00Z,2013-01-04T12:00:00+0100,1646.763
2013-01-04T12:00:00Z,2013-01-04T13:00:00+0100,1532.725
2013-01-04T13:00:00Z,2013-01-04T14:00:00+0100,1478.7
2013-01-04T14:00:00Z,2013-01-04T15:00:00+0100,1357.725
2013-01-04T15:00:00Z,2013-01-04T16:00:00+0100,1294.525
2013-01-04T16:00:00Z,2013-01-04T17:00:00+0100,1265.388
2013-01-04T17:00:00Z,2013-01-04T18:00:00+0100,1254.538
2013-01-04T18:00:00Z,2013-01-04T19:00:00+0100,1220.713
2013-01-04T19:00:00Z,2013-01-04T20:00:00+0100,1136.063
2013-01-04T20:00:00Z,2013-01-04T21:00:00+0100,1126.488
2013-01-04T21:00:00Z,2013-01-04T22:00:00+0100,1053.013
2013-01-04T22:00:00Z,2013-01-04T23:00:00+0100,1025.325
2013-01-04T23:00:00Z,2013-01-05T00:00:00+0100,947.825
2013-01-05T00:00:00Z,2013-01-05T01:00:00+0100,941.6
2013-01-05T01:00:00Z,2013-01-05T02:00:00+0100,1051.075
2013-01-05T02:00:00Z,2013-01-05T03:00:00+0100,1037.538
2013-01-05T03:00:00Z,2013-01-05T04:00:00+0100,1064.875
2013-01-05T04:00:00Z,2013-01-05T05:00:00+0100,1181.938
2013-01-05T05:00:00Z,2013-01-05T06:00:00+0100,1264.7
2013-01-05T06:00:00Z,2013-01-05T07:00:00+0100,1201.013
2013-01-05T07:00:00Z,2013-01-05T08:00:00+0100,1234.938
2013-01-05T08:00:00Z,2013-01-05T09:00:00+0100,1227.3
2013-01-05T09:00:00Z,2013-01-05T10:00:00+0100,1217.463
2013-01-05T10:00:00Z,2013-01-05T11:00:00+0100,1302.65
2013-01-05T11:00:00Z,2013-01-05T12:00:00+0100,1191.625
2013-01-05T12:00:00Z,2013-01-05T13:00:00+0100,1118.863
2013-01-05T13:00:00Z,2013-01-05T14:00:00+0100,1083.113
2013-01-05T14:00:00Z,2013-01-05T15:00:00+0100,949
2013-01-05T15:00:00Z,2013-01-05T16:00:00+0100,818.163
2013-01-05T16:00:00Z,2013-01-05T17:00:00+0100,732.05
2013-01-05T17:00:00Z,2013-01-05T18:00:00+0100,638.775
2013-01-05T18:00:00Z,2013-01-05T19:00:00+0100,556.8
2013-01-05T19:00:00Z,2013-01-05T20:00:00+0100,469.275
2013-01-05T20:00:00Z,2013-01-05T21:00:00+0100,389.6
2013-01-05T21:00:00Z,2013-01-05T22:00:00+0100,308.838
2013-01-05T22:00:00Z,2013-01-05T23:00:00+0100,255.838
2013-01-05T23:00:00Z,2013-01-06T00:00:00+0100,260.275
2013-01-06T00:00:00Z,2013-01-06T01:00:00+0100,279.263
2013-01-06T01:00:00Z,2013-01-06T02:00:00+0100,273.125
2013-01-06T02:00:00Z,2013-01-06T03:00:00+0100,253.925
2013-01-06T03:00:00Z,2013-01-06T04:00:00+0100,247.088
2013-01-06T04:00:00Z,2013-01-06T05:00:00+0100,193.713
2013-01-06T05:00:00Z,2013-01-06T06:00:00+0100,166.138
2013-01-06T06:00:00Z,2013-01-06T07:00:00+0100,171.538
2013-01-06T07:00:00Z,2013-01-06T08:00:00+0100,211.288
2013-01-06T08:00:00Z,2013-01-06T09:00:00+0100,243.588
2013-01-06T09:00:00Z,2013-01-06T10:00:00+0100,223.55
2013-01-06T10:00:00Z,2013-01-06T11:00:00+0100,237.725
2013-01-06T11:00:00Z,2013-01-06T12:00:00+0100,243.125
2013-01-06T12:00:00Z,2013-01-06T13:00:00+0100,232.438
2013-01-06T13:00:00Z,2013-01-06T14:00:00+0100,256.838
2013-01-06T14:00:00Z,2013-01-06T15:00:00+0100,277.575
2013-01-06T15:00:00Z,2013-01-06T16:00:00+0100,327.113
2013-01-06T16:00:00Z,2013-01-06T17:00:00+0100,348.5
2013-01-06T17:00:00Z,2013-01-06T18:00:00+0100,405.025
2013-01-06T18:00:00Z,2013-01-06T19:00:00+0100,434.05
2013-01-06T19:00:00Z,2013-01-06T20:00:00+0100,433.438
2013-01-06T20:00:00Z,2013-01-06T21:00:00+0100,453.938
2013-01-06T21:00:00Z,2013-01-06T22:00:00+0100,355.875
2013-01-06T22:00:00Z,2013-01-06T23:00:00+0100,255.625
2013-01-06T23:00:00Z,2013-01-07T00:00:00+0100,202.65
2013-01-07T00:00:00Z,2013-01-07T01:00:00+0100,192.95
2013-01-07T01:00:00Z,2013-01-07T02:00:00+0100,161.863
