Key,Value,Source
country,nl,
base_year,2019,
industry_steel_blastfurnace_bof_capture_potential_co2,0.34,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_blastfurnace_bof_emitted_co2,0.66,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_blastfurnace_bof_captured_co2,0,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_blastfurnace_bofpotential_emitted_co2,1,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_cyclonefurnace_bof_capture_potential_co2,0.81,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_cyclonefurnace_bof_emitted_co2,0.19,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_cyclonefurnace_bof_captured_co2,0,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_cyclonefurnace_bof_capture_potential_emitted_co2,1,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_dri_network_gas_eaf_capture_potential_co2,0.55,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_dri_network_gas_eaf_emitted_co2,0.45,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_dri_network_gas_eaf_captured_co2,0,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_steel_dri_network_gas_eaf_capture_potential_emitted_co2,1,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_paper_potential_co2,0.85,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_paper_emitted_co2,0.15,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_paper_captured_co2,0,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_paper_potential_emitted_co2,1,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_food_potential_co2,0.85,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_food_emitted_co2,0.15,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_food_captured_co2,0,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
industry_food_potential_emitted_co2,1,See source_analyses/nl/2015/12_molecules/12_molecules_sources.xlsx
