utc_timestamp,cet_cest_timestamp,NL_wind_offshore_generation_actual,NL_wind_onshore_generation_actual
2015-12-31T23:00:00Z,2016-01-01T00:00:00+0100,202,1451
2016-01-01T00:00:00Z,2016-01-01T01:00:00+0100,277,1205
2016-01-01T01:00:00Z,2016-01-01T02:00:00+0100,267,958
2016-01-01T02:00:00Z,2016-01-01T03:00:00+0100,247,901
2016-01-01T03:00:00Z,2016-01-01T04:00:00+0100,128,809
2016-01-01T04:00:00Z,2016-01-01T05:00:00+0100,64,556
2016-01-01T05:00:00Z,2016-01-01T06:00:00+0100,33,306
2016-01-01T06:00:00Z,2016-01-01T07:00:00+0100,6,213
2016-01-01T07:00:00Z,2016-01-01T08:00:00+0100,0,84
2016-01-01T08:00:00Z,2016-01-01T09:00:00+0100,0,31
2016-01-01T09:00:00Z,2016-01-01T10:00:00+0100,0,18
2016-01-01T10:00:00Z,2016-01-01T11:00:00+0100,0,17
2016-01-01T11:00:00Z,2016-01-01T12:00:00+0100,11,16
2016-01-01T12:00:00Z,2016-01-01T13:00:00+0100,37,30
2016-01-01T13:00:00Z,2016-01-01T14:00:00+0100,63,106
2016-01-01T14:00:00Z,2016-01-01T15:00:00+0100,91,203
2016-01-01T15:00:00Z,2016-01-01T16:00:00+0100,88,355
2016-01-01T16:00:00Z,2016-01-01T17:00:00+0100,123,438
2016-01-01T17:00:00Z,2016-01-01T18:00:00+0100,149,514
2016-01-01T18:00:00Z,2016-01-01T19:00:00+0100,175,718
2016-01-01T19:00:00Z,2016-01-01T20:00:00+0100,220,917
2016-01-01T20:00:00Z,2016-01-01T21:00:00+0100,225,811
2016-01-01T21:00:00Z,2016-01-01T22:00:00+0100,248,943
2016-01-01T22:00:00Z,2016-01-01T23:00:00+0100,266,1053
2016-01-01T23:00:00Z,2016-01-02T00:00:00+0100,281,1163
2016-01-02T00:00:00Z,2016-01-02T01:00:00+0100,291,1249
2016-01-02T01:00:00Z,2016-01-02T02:00:00+0100,297,1335
2016-01-02T02:00:00Z,2016-01-02T03:00:00+0100,295,1380
2016-01-02T03:00:00Z,2016-01-02T04:00:00+0100,292,1365
2016-01-02T04:00:00Z,2016-01-02T05:00:00+0100,289,1436
2016-01-02T05:00:00Z,2016-01-02T06:00:00+0100,287,1343
2016-01-02T06:00:00Z,2016-01-02T07:00:00+0100,290,1338
2016-01-02T07:00:00Z,2016-01-02T08:00:00+0100,288,1311
2016-01-02T08:00:00Z,2016-01-02T09:00:00+0100,290,1265
2016-01-02T09:00:00Z,2016-01-02T10:00:00+0100,290,1266
2016-01-02T10:00:00Z,2016-01-02T11:00:00+0100,289,1313
2016-01-02T11:00:00Z,2016-01-02T12:00:00+0100,286,1269
2016-01-02T12:00:00Z,2016-01-02T13:00:00+0100,281,1255
2016-01-02T13:00:00Z,2016-01-02T14:00:00+0100,274,1251
2016-01-02T14:00:00Z,2016-01-02T15:00:00+0100,276,1264
2016-01-02T15:00:00Z,2016-01-02T16:00:00+0100,281,1356
2016-01-02T16:00:00Z,2016-01-02T17:00:00+0100,268,1403
2016-01-02T17:00:00Z,2016-01-02T18:00:00+0100,275,1466
2016-01-02T18:00:00Z,2016-01-02T19:00:00+0100,288,1582
2016-01-02T19:00:00Z,2016-01-02T20:00:00+0100,282,1660
2016-01-02T20:00:00Z,2016-01-02T21:00:00+0100,290,1697
2016-01-02T21:00:00Z,2016-01-02T22:00:00+0100,295,1716
2016-01-02T22:00:00Z,2016-01-02T23:00:00+0100,294,1695
2016-01-02T23:00:00Z,2016-01-03T00:00:00+0100,295,1752
2016-01-03T00:00:00Z,2016-01-03T01:00:00+0100,295,1795
2016-01-03T01:00:00Z,2016-01-03T02:00:00+0100,293,1775
2016-01-03T02:00:00Z,2016-01-03T03:00:00+0100,289,1774
2016-01-03T03:00:00Z,2016-01-03T04:00:00+0100,286,1690
2016-01-03T04:00:00Z,2016-01-03T05:00:00+0100,288,1451
2016-01-03T05:00:00Z,2016-01-03T06:00:00+0100,276,1279
2016-01-03T06:00:00Z,2016-01-03T07:00:00+0100,278,1133
2016-01-03T07:00:00Z,2016-01-03T08:00:00+0100,282,1079
2016-01-03T08:00:00Z,2016-01-03T09:00:00+0100,285,977
2016-01-03T09:00:00Z,2016-01-03T10:00:00+0100,295,914
2016-01-03T10:00:00Z,2016-01-03T11:00:00+0100,295,784
2016-01-03T11:00:00Z,2016-01-03T12:00:00+0100,267,715
2016-01-03T12:00:00Z,2016-01-03T13:00:00+0100,271,705
2016-01-03T13:00:00Z,2016-01-03T14:00:00+0100,280,809
2016-01-03T14:00:00Z,2016-01-03T15:00:00+0100,287,985
2016-01-03T15:00:00Z,2016-01-03T16:00:00+0100,289,1235
2016-01-03T16:00:00Z,2016-01-03T17:00:00+0100,293,1270
2016-01-03T17:00:00Z,2016-01-03T18:00:00+0100,295,1302
2016-01-03T18:00:00Z,2016-01-03T19:00:00+0100,297,1408
2016-01-03T19:00:00Z,2016-01-03T20:00:00+0100,297,1469
2016-01-03T20:00:00Z,2016-01-03T21:00:00+0100,296,1374
2016-01-03T21:00:00Z,2016-01-03T22:00:00+0100,297,1256
2016-01-03T22:00:00Z,2016-01-03T23:00:00+0100,295,1250
2016-01-03T23:00:00Z,2016-01-04T00:00:00+0100,293,1158
2016-01-04T00:00:00Z,2016-01-04T01:00:00+0100,293,981
2016-01-04T01:00:00Z,2016-01-04T02:00:00+0100,290,812
2016-01-04T02:00:00Z,2016-01-04T03:00:00+0100,281,733
2016-01-04T03:00:00Z,2016-01-04T04:00:00+0100,271,683
2016-01-04T04:00:00Z,2016-01-04T05:00:00+0100,214,773
2016-01-04T05:00:00Z,2016-01-04T06:00:00+0100,132,729
2016-01-04T06:00:00Z,2016-01-04T07:00:00+0100,106,689
2016-01-04T07:00:00Z,2016-01-04T08:00:00+0100,61,607
2016-01-04T08:00:00Z,2016-01-04T09:00:00+0100,63,561
2016-01-04T09:00:00Z,2016-01-04T10:00:00+0100,80,509
2016-01-04T10:00:00Z,2016-01-04T11:00:00+0100,87,473
2016-01-04T11:00:00Z,2016-01-04T12:00:00+0100,79,444
2016-01-04T12:00:00Z,2016-01-04T13:00:00+0100,72,413
2016-01-04T13:00:00Z,2016-01-04T14:00:00+0100,67,406
2016-01-04T14:00:00Z,2016-01-04T15:00:00+0100,77,441
2016-01-04T15:00:00Z,2016-01-04T16:00:00+0100,112,446
2016-01-04T16:00:00Z,2016-01-04T17:00:00+0100,143,518
2016-01-04T17:00:00Z,2016-01-04T18:00:00+0100,169,608
2016-01-04T18:00:00Z,2016-01-04T19:00:00+0100,183,628
2016-01-04T19:00:00Z,2016-01-04T20:00:00+0100,186,657
2016-01-04T20:00:00Z,2016-01-04T21:00:00+0100,196,666
2016-01-04T21:00:00Z,2016-01-04T22:00:00+0100,209,641
2016-01-04T22:00:00Z,2016-01-04T23:00:00+0100,214,619
2016-01-04T23:00:00Z,2016-01-05T00:00:00+0100,197,605
2016-01-05T00:00:00Z,2016-01-05T01:00:00+0100,205,580
2016-01-05T01:00:00Z,2016-01-05T02:00:00+0100,187,491
2016-01-05T02:00:00Z,2016-01-05T03:00:00+0100,181,459
2016-01-05T03:00:00Z,2016-01-05T04:00:00+0100,185,426
2016-01-05T04:00:00Z,2016-01-05T05:00:00+0100,191,416
2016-01-05T05:00:00Z,2016-01-05T06:00:00+0100,171,416
2016-01-05T06:00:00Z,2016-01-05T07:00:00+0100,191,425
2016-01-05T07:00:00Z,2016-01-05T08:00:00+0100,217,481
2016-01-05T08:00:00Z,2016-01-05T09:00:00+0100,208,503
2016-01-05T09:00:00Z,2016-01-05T10:00:00+0100,193,381
2016-01-05T10:00:00Z,2016-01-05T11:00:00+0100,181,367
2016-01-05T11:00:00Z,2016-01-05T12:00:00+0100,179,339
2016-01-05T12:00:00Z,2016-01-05T13:00:00+0100,171,335
2016-01-05T13:00:00Z,2016-01-05T14:00:00+0100,150,329
2016-01-05T14:00:00Z,2016-01-05T15:00:00+0100,132,371
2016-01-05T15:00:00Z,2016-01-05T16:00:00+0100,149,461
2016-01-05T16:00:00Z,2016-01-05T17:00:00+0100,182,518
2016-01-05T17:00:00Z,2016-01-05T18:00:00+0100,193,518
2016-01-05T18:00:00Z,2016-01-05T19:00:00+0100,200,565
2016-01-05T19:00:00Z,2016-01-05T20:00:00+0100,209,543
2016-01-05T20:00:00Z,2016-01-05T21:00:00+0100,205,514
2016-01-05T21:00:00Z,2016-01-05T22:00:00+0100,201,508
2016-01-05T22:00:00Z,2016-01-05T23:00:00+0100,187,517
2016-01-05T23:00:00Z,2016-01-06T00:00:00+0100,202,486
2016-01-06T00:00:00Z,2016-01-06T01:00:00+0100,217,452
2016-01-06T01:00:00Z,2016-01-06T02:00:00+0100,192,405
2016-01-06T02:00:00Z,2016-01-06T03:00:00+0100,197,381
2016-01-06T03:00:00Z,2016-01-06T04:00:00+0100,187,345
2016-01-06T04:00:00Z,2016-01-06T05:00:00+0100,178,341
2016-01-06T05:00:00Z,2016-01-06T06:00:00+0100,167,347
2016-01-06T06:00:00Z,2016-01-06T07:00:00+0100,155,334
2016-01-06T07:00:00Z,2016-01-06T08:00:00+0100,144,342
2016-01-06T08:00:00Z,2016-01-06T09:00:00+0100,146,280
2016-01-06T09:00:00Z,2016-01-06T10:00:00+0100,145,233
2016-01-06T10:00:00Z,2016-01-06T11:00:00+0100,101,210
2016-01-06T11:00:00Z,2016-01-06T12:00:00+0100,74,193
2016-01-06T12:00:00Z,2016-01-06T13:00:00+0100,71,157
2016-01-06T13:00:00Z,2016-01-06T14:00:00+0100,72,198
2016-01-06T14:00:00Z,2016-01-06T15:00:00+0100,83,215
2016-01-06T15:00:00Z,2016-01-06T16:00:00+0100,85,167
2016-01-06T16:00:00Z,2016-01-06T17:00:00+0100,98,203
2016-01-06T17:00:00Z,2016-01-06T18:00:00+0100,73,213
2016-01-06T18:00:00Z,2016-01-06T19:00:00+0100,70,208
2016-01-06T19:00:00Z,2016-01-06T20:00:00+0100,81,214
2016-01-06T20:00:00Z,2016-01-06T21:00:00+0100,114,283
2016-01-06T21:00:00Z,2016-01-06T22:00:00+0100,127,313
2016-01-06T22:00:00Z,2016-01-06T23:00:00+0100,134,307
2016-01-06T23:00:00Z,2016-01-07T00:00:00+0100,154,293
2016-01-07T00:00:00Z,2016-01-07T01:00:00+0100,183,317
2016-01-07T01:00:00Z,2016-01-07T02:00:00+0100,219,380
2016-01-07T02:00:00Z,2016-01-07T03:00:00+0100,252,462
2016-01-07T03:00:00Z,2016-01-07T04:00:00+0100,243,519
2016-01-07T04:00:00Z,2016-01-07T05:00:00+0100,248,598
2016-01-07T05:00:00Z,2016-01-07T06:00:00+0100,284,867
2016-01-07T06:00:00Z,2016-01-07T07:00:00+0100,281,989
2016-01-07T07:00:00Z,2016-01-07T08:00:00+0100,285,1105
2016-01-07T08:00:00Z,2016-01-07T09:00:00+0100,285,1072
2016-01-07T09:00:00Z,2016-01-07T10:00:00+0100,288,995
2016-01-07T10:00:00Z,2016-01-07T11:00:00+0100,294,1165
2016-01-07T11:00:00Z,2016-01-07T12:00:00+0100,296,1325
2016-01-07T12:00:00Z,2016-01-07T13:00:00+0100,299,1350
2016-01-07T13:00:00Z,2016-01-07T14:00:00+0100,299,1330
2016-01-07T14:00:00Z,2016-01-07T15:00:00+0100,299,1491
2016-01-07T15:00:00Z,2016-01-07T16:00:00+0100,290,1627
2016-01-07T16:00:00Z,2016-01-07T17:00:00+0100,280,1608
2016-01-07T17:00:00Z,2016-01-07T18:00:00+0100,162,1527
2016-01-07T18:00:00Z,2016-01-07T19:00:00+0100,89,1909
2016-01-07T19:00:00Z,2016-01-07T20:00:00+0100,256,2028
2016-01-07T20:00:00Z,2016-01-07T21:00:00+0100,219,1947
2016-01-07T21:00:00Z,2016-01-07T22:00:00+0100,263,2052
2016-01-07T22:00:00Z,2016-01-07T23:00:00+0100,293,2018
2016-01-07T23:00:00Z,2016-01-08T00:00:00+0100,293,2012
2016-01-08T00:00:00Z,2016-01-08T01:00:00+0100,287,1960
2016-01-08T01:00:00Z,2016-01-08T02:00:00+0100,286,1987
2016-01-08T02:00:00Z,2016-01-08T03:00:00+0100,299,1944
2016-01-08T03:00:00Z,2016-01-08T04:00:00+0100,296,1933
2016-01-08T04:00:00Z,2016-01-08T05:00:00+0100,299,1866
2016-01-08T05:00:00Z,2016-01-08T06:00:00+0100,301,1822
2016-01-08T06:00:00Z,2016-01-08T07:00:00+0100,299,1660
2016-01-08T07:00:00Z,2016-01-08T08:00:00+0100,298,1412
2016-01-08T08:00:00Z,2016-01-08T09:00:00+0100,278,1205
2016-01-08T09:00:00Z,2016-01-08T10:00:00+0100,221,1000
2016-01-08T10:00:00Z,2016-01-08T11:00:00+0100,213,731
2016-01-08T11:00:00Z,2016-01-08T12:00:00+0100,225,756
2016-01-08T12:00:00Z,2016-01-08T13:00:00+0100,236,703
2016-01-08T13:00:00Z,2016-01-08T14:00:00+0100,265,694
2016-01-08T14:00:00Z,2016-01-08T15:00:00+0100,266,622
2016-01-08T15:00:00Z,2016-01-08T16:00:00+0100,236,563
2016-01-08T16:00:00Z,2016-01-08T17:00:00+0100,246,603
2016-01-08T17:00:00Z,2016-01-08T18:00:00+0100,236,728
2016-01-08T18:00:00Z,2016-01-08T19:00:00+0100,235,821
2016-01-08T19:00:00Z,2016-01-08T20:00:00+0100,238,1027
2016-01-08T20:00:00Z,2016-01-08T21:00:00+0100,240,988
2016-01-08T21:00:00Z,2016-01-08T22:00:00+0100,242,955
2016-01-08T22:00:00Z,2016-01-08T23:00:00+0100,211,860
2016-01-08T23:00:00Z,2016-01-09T00:00:00+0100,178,770
2016-01-09T00:00:00Z,2016-01-09T01:00:00+0100,190,710
2016-01-09T01:00:00Z,2016-01-09T02:00:00+0100,198,761
2016-01-09T02:00:00Z,2016-01-09T03:00:00+0100,236,800
2016-01-09T03:00:00Z,2016-01-09T04:00:00+0100,230,735
2016-01-09T04:00:00Z,2016-01-09T05:00:00+0100,215,723
2016-01-09T05:00:00Z,2016-01-09T06:00:00+0100,252,720
2016-01-09T06:00:00Z,2016-01-09T07:00:00+0100,269,809
2016-01-09T07:00:00Z,2016-01-09T08:00:00+0100,288,956
2016-01-09T08:00:00Z,2016-01-09T09:00:00+0100,284,904
2016-01-09T09:00:00Z,2016-01-09T10:00:00+0100,241,814
2016-01-09T10:00:00Z,2016-01-09T11:00:00+0100,227,719
2016-01-09T11:00:00Z,2016-01-09T12:00:00+0100,241,700
2016-01-09T12:00:00Z,2016-01-09T13:00:00+0100,268,655
2016-01-09T13:00:00Z,2016-01-09T14:00:00+0100,280,739
2016-01-09T14:00:00Z,2016-01-09T15:00:00+0100,286,745
2016-01-09T15:00:00Z,2016-01-09T16:00:00+0100,280,881
2016-01-09T16:00:00Z,2016-01-09T17:00:00+0100,268,881
2016-01-09T17:00:00Z,2016-01-09T18:00:00+0100,284,992
2016-01-09T18:00:00Z,2016-01-09T19:00:00+0100,293,1177
2016-01-09T19:00:00Z,2016-01-09T20:00:00+0100,294,1242
2016-01-09T20:00:00Z,2016-01-09T21:00:00+0100,292,1402
2016-01-09T21:00:00Z,2016-01-09T22:00:00+0100,293,1660
2016-01-09T22:00:00Z,2016-01-09T23:00:00+0100,293,1683
2016-01-09T23:00:00Z,2016-01-10T00:00:00+0100,292,1843
2016-01-10T00:00:00Z,2016-01-10T01:00:00+0100,293,1897
2016-01-10T01:00:00Z,2016-01-10T02:00:00+0100,292,1932
2016-01-10T02:00:00Z,2016-01-10T03:00:00+0100,293,1887
2016-01-10T03:00:00Z,2016-01-10T04:00:00+0100,292,1799
2016-01-10T04:00:00Z,2016-01-10T05:00:00+0100,293,1655
2016-01-10T05:00:00Z,2016-01-10T06:00:00+0100,292,1573
2016-01-10T06:00:00Z,2016-01-10T07:00:00+0100,295,1483
2016-01-10T07:00:00Z,2016-01-10T08:00:00+0100,295,1456
2016-01-10T08:00:00Z,2016-01-10T09:00:00+0100,293,1711
2016-01-10T09:00:00Z,2016-01-10T10:00:00+0100,292,1837
2016-01-10T10:00:00Z,2016-01-10T11:00:00+0100,293,1847
2016-01-10T11:00:00Z,2016-01-10T12:00:00+0100,292,1734
2016-01-10T12:00:00Z,2016-01-10T13:00:00+0100,293,1618
2016-01-10T13:00:00Z,2016-01-10T14:00:00+0100,294,1573
2016-01-10T14:00:00Z,2016-01-10T15:00:00+0100,293,1284
2016-01-10T15:00:00Z,2016-01-10T16:00:00+0100,290,1022
2016-01-10T16:00:00Z,2016-01-10T17:00:00+0100,290,1088
2016-01-10T17:00:00Z,2016-01-10T18:00:00+0100,288,972
2016-01-10T18:00:00Z,2016-01-10T19:00:00+0100,271,929
2016-01-10T19:00:00Z,2016-01-10T20:00:00+0100,284,907
2016-01-10T20:00:00Z,2016-01-10T21:00:00+0100,283,914
2016-01-10T21:00:00Z,2016-01-10T22:00:00+0100,289,790
2016-01-10T22:00:00Z,2016-01-10T23:00:00+0100,289,801
2016-01-10T23:00:00Z,2016-01-11T00:00:00+0100,287,768
2016-01-11T00:00:00Z,2016-01-11T01:00:00+0100,275,874
2016-01-11T01:00:00Z,2016-01-11T02:00:00+0100,252,832
2016-01-11T02:00:00Z,2016-01-11T03:00:00+0100,232,847
2016-01-11T03:00:00Z,2016-01-11T04:00:00+0100,221,762
2016-01-11T04:00:00Z,2016-01-11T05:00:00+0100,227,857
2016-01-11T05:00:00Z,2016-01-11T06:00:00+0100,263,760
2016-01-11T06:00:00Z,2016-01-11T07:00:00+0100,258,845
2016-01-11T07:00:00Z,2016-01-11T08:00:00+0100,247,736
2016-01-11T08:00:00Z,2016-01-11T09:00:00+0100,256,720
2016-01-11T09:00:00Z,2016-01-11T10:00:00+0100,203,700
2016-01-11T10:00:00Z,2016-01-11T11:00:00+0100,235,743
2016-01-11T11:00:00Z,2016-01-11T12:00:00+0100,278,753
2016-01-11T12:00:00Z,2016-01-11T13:00:00+0100,249,849
2016-01-11T13:00:00Z,2016-01-11T14:00:00+0100,204,621
2016-01-11T14:00:00Z,2016-01-11T15:00:00+0100,182,581
2016-01-11T15:00:00Z,2016-01-11T16:00:00+0100,190,571
2016-01-11T16:00:00Z,2016-01-11T17:00:00+0100,202,637
2016-01-11T17:00:00Z,2016-01-11T18:00:00+0100,219,755
2016-01-11T18:00:00Z,2016-01-11T19:00:00+0100,259,823
2016-01-11T19:00:00Z,2016-01-11T20:00:00+0100,283,851
2016-01-11T20:00:00Z,2016-01-11T21:00:00+0100,267,998
2016-01-11T21:00:00Z,2016-01-11T22:00:00+0100,256,978
2016-01-11T22:00:00Z,2016-01-11T23:00:00+0100,274,963
2016-01-11T23:00:00Z,2016-01-12T00:00:00+0100,284,1038
2016-01-12T00:00:00Z,2016-01-12T01:00:00+0100,289,1044
2016-01-12T01:00:00Z,2016-01-12T02:00:00+0100,286,1110
2016-01-12T02:00:00Z,2016-01-12T03:00:00+0100,279,1199
2016-01-12T03:00:00Z,2016-01-12T04:00:00+0100,278,1151
2016-01-12T04:00:00Z,2016-01-12T05:00:00+0100,271,1064
2016-01-12T05:00:00Z,2016-01-12T06:00:00+0100,265,1086
2016-01-12T06:00:00Z,2016-01-12T07:00:00+0100,257,1174
2016-01-12T07:00:00Z,2016-01-12T08:00:00+0100,252,1089
2016-01-12T08:00:00Z,2016-01-12T09:00:00+0100,277,1060
2016-01-12T09:00:00Z,2016-01-12T10:00:00+0100,287,1164
2016-01-12T10:00:00Z,2016-01-12T11:00:00+0100,287,1263
2016-01-12T11:00:00Z,2016-01-12T12:00:00+0100,289,1414
2016-01-12T12:00:00Z,2016-01-12T13:00:00+0100,289,1517
2016-01-12T13:00:00Z,2016-01-12T14:00:00+0100,288,1432
2016-01-12T14:00:00Z,2016-01-12T15:00:00+0100,288,1455
2016-01-12T15:00:00Z,2016-01-12T16:00:00+0100,284,1451
2016-01-12T16:00:00Z,2016-01-12T17:00:00+0100,282,1509
2016-01-12T17:00:00Z,2016-01-12T18:00:00+0100,279,1492
2016-01-12T18:00:00Z,2016-01-12T19:00:00+0100,284,1262
2016-01-12T19:00:00Z,2016-01-12T20:00:00+0100,288,1243
2016-01-12T20:00:00Z,2016-01-12T21:00:00+0100,289,1295
2016-01-12T21:00:00Z,2016-01-12T22:00:00+0100,287,1335
2016-01-12T22:00:00Z,2016-01-12T23:00:00+0100,283,1261
2016-01-12T23:00:00Z,2016-01-13T00:00:00+0100,284,1130
2016-01-13T00:00:00Z,2016-01-13T01:00:00+0100,286,999
2016-01-13T01:00:00Z,2016-01-13T02:00:00+0100,287,1191
2016-01-13T02:00:00Z,2016-01-13T03:00:00+0100,287,1636
2016-01-13T03:00:00Z,2016-01-13T04:00:00+0100,286,1816
2016-01-13T04:00:00Z,2016-01-13T05:00:00+0100,275,1683
2016-01-13T05:00:00Z,2016-01-13T06:00:00+0100,253,1449
2016-01-13T06:00:00Z,2016-01-13T07:00:00+0100,221,1157
2016-01-13T07:00:00Z,2016-01-13T08:00:00+0100,136,874
2016-01-13T08:00:00Z,2016-01-13T09:00:00+0100,91,590
2016-01-13T09:00:00Z,2016-01-13T10:00:00+0100,141,472
2016-01-13T10:00:00Z,2016-01-13T11:00:00+0100,122,490
2016-01-13T11:00:00Z,2016-01-13T12:00:00+0100,121,734
2016-01-13T12:00:00Z,2016-01-13T13:00:00+0100,246,601
2016-01-13T13:00:00Z,2016-01-13T14:00:00+0100,287,649
2016-01-13T14:00:00Z,2016-01-13T15:00:00+0100,285,698
2016-01-13T15:00:00Z,2016-01-13T16:00:00+0100,268,712
2016-01-13T16:00:00Z,2016-01-13T17:00:00+0100,235,817
2016-01-13T17:00:00Z,2016-01-13T18:00:00+0100,190,918
2016-01-13T18:00:00Z,2016-01-13T19:00:00+0100,162,826
2016-01-13T19:00:00Z,2016-01-13T20:00:00+0100,150,784
2016-01-13T20:00:00Z,2016-01-13T21:00:00+0100,130,777
2016-01-13T21:00:00Z,2016-01-13T22:00:00+0100,144,730
2016-01-13T22:00:00Z,2016-01-13T23:00:00+0100,197,865
2016-01-13T23:00:00Z,2016-01-14T00:00:00+0100,223,936
2016-01-14T00:00:00Z,2016-01-14T01:00:00+0100,241,890
2016-01-14T01:00:00Z,2016-01-14T02:00:00+0100,245,950
2016-01-14T02:00:00Z,2016-01-14T03:00:00+0100,266,1128
2016-01-14T03:00:00Z,2016-01-14T04:00:00+0100,274,1160
2016-01-14T04:00:00Z,2016-01-14T05:00:00+0100,282,1289
2016-01-14T05:00:00Z,2016-01-14T06:00:00+0100,287,1440
2016-01-14T06:00:00Z,2016-01-14T07:00:00+0100,285,1559
2016-01-14T07:00:00Z,2016-01-14T08:00:00+0100,287,1663
2016-01-14T08:00:00Z,2016-01-14T09:00:00+0100,205,1610
2016-01-14T09:00:00Z,2016-01-14T10:00:00+0100,261,1488
2016-01-14T10:00:00Z,2016-01-14T11:00:00+0100,276,1338
2016-01-14T11:00:00Z,2016-01-14T12:00:00+0100,232,1171
2016-01-14T12:00:00Z,2016-01-14T13:00:00+0100,161,1148
2016-01-14T13:00:00Z,2016-01-14T14:00:00+0100,174,1177
2016-01-14T14:00:00Z,2016-01-14T15:00:00+0100,191,1154
2016-01-14T15:00:00Z,2016-01-14T16:00:00+0100,202,1160
2016-01-14T16:00:00Z,2016-01-14T17:00:00+0100,193,1020
2016-01-14T17:00:00Z,2016-01-14T18:00:00+0100,177,934
2016-01-14T18:00:00Z,2016-01-14T19:00:00+0100,198,1001
2016-01-14T19:00:00Z,2016-01-14T20:00:00+0100,163,1082
2016-01-14T20:00:00Z,2016-01-14T21:00:00+0100,231,1190
2016-01-14T21:00:00Z,2016-01-14T22:00:00+0100,197,1197
2016-01-14T22:00:00Z,2016-01-14T23:00:00+0100,256,1005
2016-01-14T23:00:00Z,2016-01-15T00:00:00+0100,242,1123
2016-01-15T00:00:00Z,2016-01-15T01:00:00+0100,253,1207
2016-01-15T01:00:00Z,2016-01-15T02:00:00+0100,222,1306
2016-01-15T02:00:00Z,2016-01-15T03:00:00+0100,182,1285
2016-01-15T03:00:00Z,2016-01-15T04:00:00+0100,139,1328
2016-01-15T04:00:00Z,2016-01-15T05:00:00+0100,149,1036
2016-01-15T05:00:00Z,2016-01-15T06:00:00+0100,40,922
2016-01-15T06:00:00Z,2016-01-15T07:00:00+0100,106,783
2016-01-15T07:00:00Z,2016-01-15T08:00:00+0100,107,663
2016-01-15T08:00:00Z,2016-01-15T09:00:00+0100,86,510
2016-01-15T09:00:00Z,2016-01-15T10:00:00+0100,216,578
2016-01-15T10:00:00Z,2016-01-15T11:00:00+0100,107,568
2016-01-15T11:00:00Z,2016-01-15T12:00:00+0100,17,368
2016-01-15T12:00:00Z,2016-01-15T13:00:00+0100,19,469
2016-01-15T13:00:00Z,2016-01-15T14:00:00+0100,34,480
2016-01-15T14:00:00Z,2016-01-15T15:00:00+0100,78,387
2016-01-15T15:00:00Z,2016-01-15T16:00:00+0100,121,290
2016-01-15T16:00:00Z,2016-01-15T17:00:00+0100,177,221
2016-01-15T17:00:00Z,2016-01-15T18:00:00+0100,230,219
2016-01-15T18:00:00Z,2016-01-15T19:00:00+0100,94,271
2016-01-15T19:00:00Z,2016-01-15T20:00:00+0100,56,217
2016-01-15T20:00:00Z,2016-01-15T21:00:00+0100,36,121
2016-01-15T21:00:00Z,2016-01-15T22:00:00+0100,46,63
2016-01-15T22:00:00Z,2016-01-15T23:00:00+0100,82,63
2016-01-15T23:00:00Z,2016-01-16T00:00:00+0100,87,89
2016-01-16T00:00:00Z,2016-01-16T01:00:00+0100,128,208
2016-01-16T01:00:00Z,2016-01-16T02:00:00+0100,219,587
2016-01-16T02:00:00Z,2016-01-16T03:00:00+0100,264,879
2016-01-16T03:00:00Z,2016-01-16T04:00:00+0100,314,1172
2016-01-16T04:00:00Z,2016-01-16T05:00:00+0100,314,1312
2016-01-16T05:00:00Z,2016-01-16T06:00:00+0100,314,1423
2016-01-16T06:00:00Z,2016-01-16T07:00:00+0100,314,1689
2016-01-16T07:00:00Z,2016-01-16T08:00:00+0100,312,1851
2016-01-16T08:00:00Z,2016-01-16T09:00:00+0100,314,1945
2016-01-16T09:00:00Z,2016-01-16T10:00:00+0100,314,1847
2016-01-16T10:00:00Z,2016-01-16T11:00:00+0100,314,1774
2016-01-16T11:00:00Z,2016-01-16T12:00:00+0100,311,1334
2016-01-16T12:00:00Z,2016-01-16T13:00:00+0100,311,1279
2016-01-16T13:00:00Z,2016-01-16T14:00:00+0100,313,1013
2016-01-16T14:00:00Z,2016-01-16T15:00:00+0100,314,1159
2016-01-16T15:00:00Z,2016-01-16T16:00:00+0100,306,843
2016-01-16T16:00:00Z,2016-01-16T17:00:00+0100,312,1061
2016-01-16T17:00:00Z,2016-01-16T18:00:00+0100,269,1031
2016-01-16T18:00:00Z,2016-01-16T19:00:00+0100,295,813
2016-01-16T19:00:00Z,2016-01-16T20:00:00+0100,294,829
2016-01-16T20:00:00Z,2016-01-16T21:00:00+0100,295,740
2016-01-16T21:00:00Z,2016-01-16T22:00:00+0100,305,887
2016-01-16T22:00:00Z,2016-01-16T23:00:00+0100,306,862
2016-01-16T23:00:00Z,2016-01-17T00:00:00+0100,312,937
2016-01-17T00:00:00Z,2016-01-17T01:00:00+0100,313,1057
2016-01-17T01:00:00Z,2016-01-17T02:00:00+0100,311,801
2016-01-17T02:00:00Z,2016-01-17T03:00:00+0100,300,736
2016-01-17T03:00:00Z,2016-01-17T04:00:00+0100,285,635
2016-01-17T04:00:00Z,2016-01-17T05:00:00+0100,235,357
2016-01-17T05:00:00Z,2016-01-17T06:00:00+0100,199,285
2016-01-17T06:00:00Z,2016-01-17T07:00:00+0100,100,179
2016-01-17T07:00:00Z,2016-01-17T08:00:00+0100,92,166
