party,category,classification,measure,gas,unit,year,numberValue,stringValue
LVA,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CR,CS,D,M"
LVA,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CR,CS,D,M"
LVA,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D"
LVA,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,PS"
LVA,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CR,D,M"
LVA,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CR,D,M"
LVA,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,40.40903614721011,
LVA,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,12.67657004301825,
LVA,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NA
LVA,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NA
LVA,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T2,T3"
LVA,1.  Energy,Total for category,Method,CH4,no unit,2019,,"T1,T2,T3"
LVA,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2,T3"
LVA,1.  Energy,Total for category,Method,CO2,no unit,2019,,"T1,T2,T3"
LVA,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T3"
LVA,1.  Energy,Total for category,Method,N2O,no unit,2019,,"T1,T2,T3"
LVA,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,19530.780384698148,
LVA,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,7476.339170826752,
LVA,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,21.91332780489477,
LVA,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,11.8591563417398,
LVA,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,393.08737685674066,
LVA,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,104.65019024005232,
LVA,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,18645.269462139568,
LVA,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,6975.707601106537,
LVA,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,1.68916513589456,
LVA,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,2.22483069473557,
LVA,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,52.16320262343531,
LVA,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,14.55000432608783,
LVA,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,88.47156308914677,
LVA,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,28.50045364739911,
LVA,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,1.02618016611897,
LVA,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,0.6361328005717,
LVA,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,96.87536281295775,
LVA,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,3.56587792787432,
LVA,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,21.91332780489477,
LVA,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,11.8591563417398,
LVA,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,1.02618016611897,
LVA,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,0.6361328005717,
LVA,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,40.40903614721011,
LVA,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,12.67657004301825,
LVA,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,NO
LVA,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,NO
LVA,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,1990,436.0,
LVA,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,2019,22403.585763332438,
LVA,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,1990,30.0,
LVA,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,2019,27.31846554514642,
LVA,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,1990,109.97842500096307,
LVA,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,2019,95.17985204820344,
LVA,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,1990,4.0,
LVA,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,2019,3.63937984917473,
LVA,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,48.7789933004199,
LVA,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,2171.113679727319,
LVA,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,1990,0.01308,
LVA,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,2019,0.61203158576333,
LVA,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,1990,47.9505933004199,
LVA,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,2019,2132.3699783032184,
LVA,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,1990,0.001744,
LVA,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,2019,0.08153515857633,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,1990,,NO
LVA,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,2019,,NO
LVA,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,1990,50115.0,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,2019,31283.0,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,1990,1.0,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,2019,1.0,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,1990,55.12105846258966,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,2019,55.56355159889365,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,1990,0.1,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,2019,0.1,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,2765.1231123526804,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,1739.89950816819,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CH4,kt,1990,0.050115,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CH4,kt,2019,0.031283,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CO2,kt,1990,2762.3918448526806,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CO2,kt,2019,1738.1945846681901,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,N2O,kt,1990,0.0050115,
LVA,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,N2O,kt,2019,0.0031283,
LVA,1.A.1  Energy Industries,Liquid Fuels,Amount captured,CO2,kt,1990,,NO
LVA,1.A.1  Energy Industries,Liquid Fuels,Amount captured,CO2,kt,2019,,NO
LVA,1.A.1  Energy Industries,Liquid Fuels,Fuel Consumption,No gas,TJ,1990,40437.2,
LVA,1.A.1  Energy Industries,Liquid Fuels,Fuel Consumption,No gas,TJ,2019,416.0,
LVA,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CH4,kg/TJ,1990,2.99544973440298,
LVA,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CH4,kg/TJ,2019,2.99038461538462,
LVA,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CO2,t/TJ,1990,76.76024990446344,
LVA,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CO2,t/TJ,2019,74.866696082461,
LVA,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,N2O,kg/TJ,1990,0.59886243360074,
LVA,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,N2O,kg/TJ,2019,0.59759615384615,
LVA,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,3113.7784750367687,
LVA,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,31.24525657030378,
LVA,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CH4,kt,1990,0.1211276,
LVA,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CH4,kt,2019,0.001244,
LVA,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CO2,kt,1990,3103.9695774367688,
LVA,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CO2,kt,2019,31.14454557030378,
LVA,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,N2O,kt,1990,0.02421632,
LVA,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,N2O,kt,2019,0.0002486,
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Amount captured,CO2,kt,1990,,NO
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Amount captured,CO2,kt,2019,,NO
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Fuel Consumption,No gas,TJ,1990,42.0,
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Fuel Consumption,No gas,TJ,2019,,NO
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,CH4,kg/TJ,1990,30.0,
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,CH4,kg/TJ,2019,,NO
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,CO2,t/TJ,1990,73.3,
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,CO2,t/TJ,2019,,NO
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,N2O,kg/TJ,1990,4.0,
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,N2O,kg/TJ,2019,,NO
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,3.1584,
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,,NO
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,CH4,kt,1990,0.00126,
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,CH4,kt,2019,,NO
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,CO2,kt,1990,3.0786,
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,CO2,kt,2019,,NO
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,N2O,kt,1990,0.000168,
LVA,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,N2O,kt,2019,,NO
LVA,1.A.1  Energy Industries,Peat,Amount captured,CO2,kt,1990,,NO
LVA,1.A.1  Energy Industries,Peat,Amount captured,CO2,kt,2019,,NO
LVA,1.A.1  Energy Industries,Peat,Fuel Consumption,No gas,TJ,1990,2088.9,
LVA,1.A.1  Energy Industries,Peat,Fuel Consumption,No gas,TJ,2019,35.0,
LVA,1.A.1  Energy Industries,Peat,Implied emission factor,CH4,kg/TJ,1990,1.0,
LVA,1.A.1  Energy Industries,Peat,Implied emission factor,CH4,kg/TJ,2019,1.0,
LVA,1.A.1  Energy Industries,Peat,Implied emission factor,CO2,t/TJ,1990,105.86023218908475,
LVA,1.A.1  Energy Industries,Peat,Implied emission factor,CO2,t/TJ,2019,105.98616989152971,
LVA,1.A.1  Energy Industries,Peat,Implied emission factor,N2O,kg/TJ,1990,1.5,
LVA,1.A.1  Energy Industries,Peat,Implied emission factor,N2O,kg/TJ,2019,1.5,
LVA,1.A.1  Energy Industries,Peat,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,222.02026596977916,
LVA,1.A.1  Energy Industries,Peat,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,3.72440844620354,
LVA,1.A.1  Energy Industries,Peat,Net emissions/removals,CH4,kt,1990,0.0020889,
LVA,1.A.1  Energy Industries,Peat,Net emissions/removals,CH4,kt,2019,3.5e-05,
LVA,1.A.1  Energy Industries,Peat,Net emissions/removals,CO2,kt,1990,221.13143901977918,
LVA,1.A.1  Energy Industries,Peat,Net emissions/removals,CO2,kt,2019,3.70951594620354,
LVA,1.A.1  Energy Industries,Peat,Net emissions/removals,N2O,kt,1990,0.00313335,
LVA,1.A.1  Energy Industries,Peat,Net emissions/removals,N2O,kt,2019,5.25e-05,
LVA,1.A.1  Energy Industries,Solid Fuels,Amount captured,CO2,kt,1990,,NO
LVA,1.A.1  Energy Industries,Solid Fuels,Amount captured,CO2,kt,2019,,NO
LVA,1.A.1  Energy Industries,Solid Fuels,Fuel Consumption,No gas,TJ,1990,2305.0,
LVA,1.A.1  Energy Industries,Solid Fuels,Fuel Consumption,No gas,TJ,2019,104.0,
LVA,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,CH4,kg/TJ,1990,1.0,
LVA,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,CH4,kg/TJ,2019,1.0,
LVA,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,CO2,t/TJ,1990,91.6031138123387,
LVA,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,CO2,t/TJ,2019,96.54436061549384,
LVA,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,N2O,kg/TJ,1990,1.5,
LVA,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,N2O,kg/TJ,2019,1.5,
LVA,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,212.1259548374407,
LVA,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,10.08486550401136,
LVA,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,CH4,kt,1990,0.002305,
LVA,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,CH4,kt,2019,0.000104,
LVA,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,CO2,kt,1990,211.1451773374407,
LVA,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,CO2,kt,2019,10.04061350401136,
LVA,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,N2O,kt,1990,0.0034575,
LVA,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,N2O,kt,2019,0.000156,
LVA,1.A.1  Energy Industries,Total for category,Amount captured,CO2,kt,1990,,NO
LVA,1.A.1  Energy Industries,Total for category,Amount captured,CO2,kt,2019,,NO
LVA,1.A.1  Energy Industries,Total for category,Emission factor information,CH4,no unit,1990,,D
LVA,1.A.1  Energy Industries,Total for category,Emission factor information,CH4,no unit,2019,,D
LVA,1.A.1  Energy Industries,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D"
LVA,1.A.1  Energy Industries,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D"
LVA,1.A.1  Energy Industries,Total for category,Emission factor information,N2O,no unit,1990,,D
LVA,1.A.1  Energy Industries,Total for category,Emission factor information,N2O,no unit,2019,,D
LVA,1.A.1  Energy Industries,Total for category,Fuel Consumption,No gas,TJ,1990,95424.1,
LVA,1.A.1  Energy Industries,Total for category,Fuel Consumption,No gas,TJ,2019,54241.58576333244,
LVA,1.A.1  Energy Industries,Total for category,Method,CH4,no unit,1990,,T1
LVA,1.A.1  Energy Industries,Total for category,Method,CH4,no unit,2019,,T1
LVA,1.A.1  Energy Industries,Total for category,Method,CO2,no unit,1990,,"T1,T2"
LVA,1.A.1  Energy Industries,Total for category,Method,CO2,no unit,2019,,"T1,T2"
LVA,1.A.1  Energy Industries,Total for category,Method,N2O,no unit,1990,,T1
LVA,1.A.1  Energy Industries,Total for category,Method,N2O,no unit,2019,,T1
LVA,1.A.1  Energy Industries,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,6317.034608196669,
LVA,1.A.1  Energy Industries,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,1823.6977401128095,
LVA,1.A.1  Energy Industries,Total for category,Net emissions/removals,CH4,kt,1990,0.1899765,
LVA,1.A.1  Energy Industries,Total for category,Net emissions/removals,CH4,kt,2019,0.64469758576333,
