utc_timestamp,cet_cest_timestamp,NL_wind_offshore_generation_actual,NL_wind_onshore_generation_actual
2017-01-02T06:00:00Z,2017-01-02T07:00:00+0100,883,1026
2017-01-02T07:00:00Z,2017-01-02T08:00:00+0100,897,1101
2017-01-02T08:00:00Z,2017-01-02T09:00:00+0100,775,1089
2017-01-02T09:00:00Z,2017-01-02T10:00:00+0100,788,762
2017-01-02T10:00:00Z,2017-01-02T11:00:00+0100,779,862
2017-01-02T11:00:00Z,2017-01-02T12:00:00+0100,793,1021
2017-01-02T12:00:00Z,2017-01-02T13:00:00+0100,725,917
2017-01-02T13:00:00Z,2017-01-02T14:00:00+0100,670,857
2017-01-02T14:00:00Z,2017-01-02T15:00:00+0100,599,802
2017-01-02T15:00:00Z,2017-01-02T16:00:00+0100,800,770
2017-01-02T16:00:00Z,2017-01-02T17:00:00+0100,860,696
2017-01-02T17:00:00Z,2017-01-02T18:00:00+0100,714,651
2017-01-02T18:00:00Z,2017-01-02T19:00:00+0100,702,875
2017-01-02T19:00:00Z,2017-01-02T20:00:00+0100,740,740
2017-01-02T20:00:00Z,2017-01-02T21:00:00+0100,723,769
2017-01-02T21:00:00Z,2017-01-02T22:00:00+0100,707,875
2017-01-02T22:00:00Z,2017-01-02T23:00:00+0100,699,907
2017-01-02T23:00:00Z,2017-01-03T00:00:00+0100,678,1053
2017-01-03T00:00:00Z,2017-01-03T01:00:00+0100,720,1131
2017-01-03T01:00:00Z,2017-01-03T02:00:00+0100,729,1218
2017-01-03T02:00:00Z,2017-01-03T03:00:00+0100,748,1037
2017-01-03T03:00:00Z,2017-01-03T04:00:00+0100,780,1085
2017-01-03T04:00:00Z,2017-01-03T05:00:00+0100,849,1048
2017-01-03T05:00:00Z,2017-01-03T06:00:00+0100,875,1277
2017-01-03T06:00:00Z,2017-01-03T07:00:00+0100,880,1601
2017-01-03T07:00:00Z,2017-01-03T08:00:00+0100,884,1627
2017-01-03T08:00:00Z,2017-01-03T09:00:00+0100,872,1672
2017-01-03T09:00:00Z,2017-01-03T10:00:00+0100,905,1730
2017-01-03T10:00:00Z,2017-01-03T11:00:00+0100,897,1757
2017-01-03T11:00:00Z,2017-01-03T12:00:00+0100,900,1937
2017-01-03T12:00:00Z,2017-01-03T13:00:00+0100,904,2104
2017-01-03T13:00:00Z,2017-01-03T14:00:00+0100,907,2164
2017-01-03T14:00:00Z,2017-01-03T15:00:00+0100,913,2340
2017-01-03T15:00:00Z,2017-01-03T16:00:00+0100,917,2468
2017-01-03T16:00:00Z,2017-01-03T17:00:00+0100,919,2515
2017-01-03T17:00:00Z,2017-01-03T18:00:00+0100,919,2468
2017-01-03T18:00:00Z,2017-01-03T19:00:00+0100,919,2389
2017-01-03T19:00:00Z,2017-01-03T20:00:00+0100,919,2500
2017-01-03T20:00:00Z,2017-01-03T21:00:00+0100,921,2531
2017-01-03T21:00:00Z,2017-01-03T22:00:00+0100,918,2524
2017-01-03T22:00:00Z,2017-01-03T23:00:00+0100,919,2547
2017-01-03T23:00:00Z,2017-01-04T00:00:00+0100,919,2615
2017-01-04T00:00:00Z,2017-01-04T01:00:00+0100,914,2682
2017-01-04T01:00:00Z,2017-01-04T02:00:00+0100,904,2668
2017-01-04T02:00:00Z,2017-01-04T03:00:00+0100,911,2679
2017-01-04T03:00:00Z,2017-01-04T04:00:00+0100,909,2647
2017-01-04T04:00:00Z,2017-01-04T05:00:00+0100,900,2370
2017-01-04T05:00:00Z,2017-01-04T06:00:00+0100,903,2528
2017-01-04T06:00:00Z,2017-01-04T07:00:00+0100,915,2581
2017-01-04T07:00:00Z,2017-01-04T08:00:00+0100,912,2518
2017-01-04T08:00:00Z,2017-01-04T09:00:00+0100,905,2552
2017-01-04T09:00:00Z,2017-01-04T10:00:00+0100,916,2487
2017-01-04T10:00:00Z,2017-01-04T11:00:00+0100,895,2492
2017-01-04T11:00:00Z,2017-01-04T12:00:00+0100,919,2561
2017-01-04T12:00:00Z,2017-01-04T13:00:00+0100,918,2742
2017-01-04T13:00:00Z,2017-01-04T14:00:00+0100,911,2659
2017-01-04T14:00:00Z,2017-01-04T15:00:00+0100,912,2621
2017-01-04T15:00:00Z,2017-01-04T16:00:00+0100,909,2504
2017-01-04T16:00:00Z,2017-01-04T17:00:00+0100,912,2325
2017-01-04T17:00:00Z,2017-01-04T18:00:00+0100,915,2261
2017-01-04T18:00:00Z,2017-01-04T19:00:00+0100,916,2104
2017-01-04T19:00:00Z,2017-01-04T20:00:00+0100,906,1682
2017-01-04T20:00:00Z,2017-01-04T21:00:00+0100,874,1052
2017-01-04T21:00:00Z,2017-01-04T22:00:00+0100,858,1083
2017-01-04T22:00:00Z,2017-01-04T23:00:00+0100,893,1261
2017-01-04T23:00:00Z,2017-01-05T00:00:00+0100,814,1275
2017-01-05T00:00:00Z,2017-01-05T01:00:00+0100,829,1045
2017-01-05T01:00:00Z,2017-01-05T02:00:00+0100,572,852
2017-01-05T02:00:00Z,2017-01-05T03:00:00+0100,718,758
2017-01-05T03:00:00Z,2017-01-05T04:00:00+0100,756,690
2017-01-05T04:00:00Z,2017-01-05T05:00:00+0100,675,483
2017-01-05T05:00:00Z,2017-01-05T06:00:00+0100,697,366
2017-01-05T06:00:00Z,2017-01-05T07:00:00+0100,564,338
2017-01-05T07:00:00Z,2017-01-05T08:00:00+0100,501,343
2017-01-05T08:00:00Z,2017-01-05T09:00:00+0100,465,391
2017-01-05T09:00:00Z,2017-01-05T10:00:00+0100,465,464
2017-01-05T10:00:00Z,2017-01-05T11:00:00+0100,363,266
2017-01-05T11:00:00Z,2017-01-05T12:00:00+0100,338,202
2017-01-05T12:00:00Z,2017-01-05T13:00:00+0100,241,257
2017-01-05T13:00:00Z,2017-01-05T14:00:00+0100,212,265
2017-01-05T14:00:00Z,2017-01-05T15:00:00+0100,152,267
2017-01-05T15:00:00Z,2017-01-05T16:00:00+0100,188,304
2017-01-05T16:00:00Z,2017-01-05T17:00:00+0100,170,316
2017-01-05T17:00:00Z,2017-01-05T18:00:00+0100,146,339
2017-01-05T18:00:00Z,2017-01-05T19:00:00+0100,112,317
2017-01-05T19:00:00Z,2017-01-05T20:00:00+0100,50,346
2017-01-05T20:00:00Z,2017-01-05T21:00:00+0100,27,271
2017-01-05T21:00:00Z,2017-01-05T22:00:00+0100,39,211
2017-01-05T22:00:00Z,2017-01-05T23:00:00+0100,64,207
2017-01-05T23:00:00Z,2017-01-06T00:00:00+0100,85,347
2017-01-06T00:00:00Z,2017-01-06T01:00:00+0100,158,261
2017-01-06T01:00:00Z,2017-01-06T02:00:00+0100,230,269
2017-01-06T02:00:00Z,2017-01-06T03:00:00+0100,290,185
2017-01-06T03:00:00Z,2017-01-06T04:00:00+0100,294,178
2017-01-06T04:00:00Z,2017-01-06T05:00:00+0100,277,210
2017-01-06T05:00:00Z,2017-01-06T06:00:00+0100,309,150
2017-01-06T06:00:00Z,2017-01-06T07:00:00+0100,320,189
2017-01-06T07:00:00Z,2017-01-06T08:00:00+0100,268,289
2017-01-06T08:00:00Z,2017-01-06T09:00:00+0100,306,193
2017-01-06T09:00:00Z,2017-01-06T10:00:00+0100,479,210
2017-01-06T10:00:00Z,2017-01-06T11:00:00+0100,531,232
2017-01-06T11:00:00Z,2017-01-06T12:00:00+0100,527,238
2017-01-06T12:00:00Z,2017-01-06T13:00:00+0100,537,286
2017-01-06T13:00:00Z,2017-01-06T14:00:00+0100,581,266
2017-01-06T14:00:00Z,2017-01-06T15:00:00+0100,641,261
2017-01-06T15:00:00Z,2017-01-06T16:00:00+0100,687,338
2017-01-06T16:00:00Z,2017-01-06T17:00:00+0100,723,545
2017-01-06T17:00:00Z,2017-01-06T18:00:00+0100,823,776
2017-01-06T18:00:00Z,2017-01-06T19:00:00+0100,885,843
2017-01-06T19:00:00Z,2017-01-06T20:00:00+0100,912,948
2017-01-06T20:00:00Z,2017-01-06T21:00:00+0100,912,953
2017-01-06T21:00:00Z,2017-01-06T22:00:00+0100,906,1008
2017-01-06T22:00:00Z,2017-01-06T23:00:00+0100,908,941
2017-01-06T23:00:00Z,2017-01-07T00:00:00+0100,903,864
2017-01-07T00:00:00Z,2017-01-07T01:00:00+0100,909,988
2017-01-07T01:00:00Z,2017-01-07T02:00:00+0100,914,1147
2017-01-07T02:00:00Z,2017-01-07T03:00:00+0100,913,1201
2017-01-07T03:00:00Z,2017-01-07T04:00:00+0100,914,976
2017-01-07T04:00:00Z,2017-01-07T05:00:00+0100,913,874
2017-01-07T05:00:00Z,2017-01-07T06:00:00+0100,907,650
2017-01-07T06:00:00Z,2017-01-07T07:00:00+0100,854,523
2017-01-07T07:00:00Z,2017-01-07T08:00:00+0100,755,503
2017-01-07T08:00:00Z,2017-01-07T09:00:00+0100,590,501
2017-01-07T09:00:00Z,2017-01-07T10:00:00+0100,206,415
2017-01-07T10:00:00Z,2017-01-07T11:00:00+0100,156,464
2017-01-07T11:00:00Z,2017-01-07T12:00:00+0100,214,385
2017-01-07T12:00:00Z,2017-01-07T13:00:00+0100,179,379
2017-01-07T13:00:00Z,2017-01-07T14:00:00+0100,294,391
2017-01-07T14:00:00Z,2017-01-07T15:00:00+0100,390,465
2017-01-07T15:00:00Z,2017-01-07T16:00:00+0100,426,399
2017-01-07T16:00:00Z,2017-01-07T17:00:00+0100,520,311
2017-01-07T17:00:00Z,2017-01-07T18:00:00+0100,419,398
2017-01-07T18:00:00Z,2017-01-07T19:00:00+0100,475,507
2017-01-07T19:00:00Z,2017-01-07T20:00:00+0100,462,660
2017-01-07T20:00:00Z,2017-01-07T21:00:00+0100,380,802
2017-01-07T21:00:00Z,2017-01-07T22:00:00+0100,419,770
2017-01-07T22:00:00Z,2017-01-07T23:00:00+0100,348,714
2017-01-07T23:00:00Z,2017-01-08T00:00:00+0100,341,634
2017-01-08T00:00:00Z,2017-01-08T01:00:00+0100,301,536
2017-01-08T01:00:00Z,2017-01-08T02:00:00+0100,289,383
2017-01-08T02:00:00Z,2017-01-08T03:00:00+0100,269,427
2017-01-08T03:00:00Z,2017-01-08T04:00:00+0100,192,408
2017-01-08T04:00:00Z,2017-01-08T05:00:00+0100,179,317
2017-01-08T05:00:00Z,2017-01-08T06:00:00+0100,154,230
2017-01-08T06:00:00Z,2017-01-08T07:00:00+0100,103,218
2017-01-08T07:00:00Z,2017-01-08T08:00:00+0100,63,195
2017-01-08T08:00:00Z,2017-01-08T09:00:00+0100,69,162
2017-01-08T09:00:00Z,2017-01-08T10:00:00+0100,87,118
2017-01-08T10:00:00Z,2017-01-08T11:00:00+0100,49,94
2017-01-08T11:00:00Z,2017-01-08T12:00:00+0100,4,86
2017-01-08T12:00:00Z,2017-01-08T13:00:00+0100,1,57
2017-01-08T13:00:00Z,2017-01-08T14:00:00+0100,0,27
2017-01-08T14:00:00Z,2017-01-08T15:00:00+0100,0,45
2017-01-08T15:00:00Z,2017-01-08T16:00:00+0100,0,37
2017-01-08T16:00:00Z,2017-01-08T17:00:00+0100,0,35
2017-01-08T17:00:00Z,2017-01-08T18:00:00+0100,0,27
2017-01-08T18:00:00Z,2017-01-08T19:00:00+0100,0,33
2017-01-08T19:00:00Z,2017-01-08T20:00:00+0100,0,31
2017-01-08T20:00:00Z,2017-01-08T21:00:00+0100,29,66
2017-01-08T21:00:00Z,2017-01-08T22:00:00+0100,87,83
2017-01-08T22:00:00Z,2017-01-08T23:00:00+0100,124,78
2017-01-08T23:00:00Z,2017-01-09T00:00:00+0100,172,124
2017-01-09T00:00:00Z,2017-01-09T01:00:00+0100,217,160
2017-01-09T01:00:00Z,2017-01-09T02:00:00+0100,209,126
2017-01-09T02:00:00Z,2017-01-09T03:00:00+0100,267,140
2017-01-09T03:00:00Z,2017-01-09T04:00:00+0100,339,188
2017-01-09T04:00:00Z,2017-01-09T05:00:00+0100,443,278
2017-01-09T05:00:00Z,2017-01-09T06:00:00+0100,528,415
2017-01-09T06:00:00Z,2017-01-09T07:00:00+0100,605,366
2017-01-09T07:00:00Z,2017-01-09T08:00:00+0100,654,443
2017-01-09T08:00:00Z,2017-01-09T09:00:00+0100,713,584
2017-01-09T09:00:00Z,2017-01-09T10:00:00+0100,727,585
2017-01-09T10:00:00Z,2017-01-09T11:00:00+0100,774,651
2017-01-09T11:00:00Z,2017-01-09T12:00:00+0100,845,827
2017-01-09T12:00:00Z,2017-01-09T13:00:00+0100,895,1042
2017-01-09T13:00:00Z,2017-01-09T14:00:00+0100,916,1075
2017-01-09T14:00:00Z,2017-01-09T15:00:00+0100,916,1255
2017-01-09T15:00:00Z,2017-01-09T16:00:00+0100,913,1355
2017-01-09T16:00:00Z,2017-01-09T17:00:00+0100,911,1584
2017-01-09T17:00:00Z,2017-01-09T18:00:00+0100,919,1781
2017-01-09T18:00:00Z,2017-01-09T19:00:00+0100,921,1926
2017-01-09T19:00:00Z,2017-01-09T20:00:00+0100,918,2007
2017-01-09T20:00:00Z,2017-01-09T21:00:00+0100,904,2071
2017-01-09T21:00:00Z,2017-01-09T22:00:00+0100,908,2058
2017-01-09T22:00:00Z,2017-01-09T23:00:00+0100,785,2040
2017-01-09T23:00:00Z,2017-01-10T00:00:00+0100,538,1933
2017-01-10T00:00:00Z,2017-01-10T01:00:00+0100,640,1724
2017-01-10T01:00:00Z,2017-01-10T02:00:00+0100,529,1478
2017-01-10T02:00:00Z,2017-01-10T03:00:00+0100,459,811
2017-01-10T03:00:00Z,2017-01-10T04:00:00+0100,238,544
2017-01-10T04:00:00Z,2017-01-10T05:00:00+0100,219,463
2017-01-10T05:00:00Z,2017-01-10T06:00:00+0100,263,450
2017-01-10T06:00:00Z,2017-01-10T07:00:00+0100,225,395
2017-01-10T07:00:00Z,2017-01-10T08:00:00+0100,189,299
2017-01-10T08:00:00Z,2017-01-10T09:00:00+0100,98,206
2017-01-10T09:00:00Z,2017-01-10T10:00:00+0100,112,253
2017-01-10T10:00:00Z,2017-01-10T11:00:00+0100,216,434
2017-01-10T11:00:00Z,2017-01-10T12:00:00+0100,269,289
2017-01-10T12:00:00Z,2017-01-10T13:00:00+0100,288,271
2017-01-10T13:00:00Z,2017-01-10T14:00:00+0100,266,311
2017-01-10T14:00:00Z,2017-01-10T15:00:00+0100,236,336
2017-01-10T15:00:00Z,2017-01-10T16:00:00+0100,244,351
2017-01-10T16:00:00Z,2017-01-10T17:00:00+0100,299,504
2017-01-10T17:00:00Z,2017-01-10T18:00:00+0100,316,716
2017-01-10T18:00:00Z,2017-01-10T19:00:00+0100,401,791
2017-01-10T19:00:00Z,2017-01-10T20:00:00+0100,470,793
2017-01-10T20:00:00Z,2017-01-10T21:00:00+0100,466,1022
2017-01-10T21:00:00Z,2017-01-10T22:00:00+0100,484,1000
2017-01-10T22:00:00Z,2017-01-10T23:00:00+0100,533,1083
2017-01-10T23:00:00Z,2017-01-11T00:00:00+0100,606,1204
2017-01-11T00:00:00Z,2017-01-11T01:00:00+0100,741,1248
2017-01-11T01:00:00Z,2017-01-11T02:00:00+0100,842,1290
2017-01-11T02:00:00Z,2017-01-11T03:00:00+0100,898,1519
2017-01-11T03:00:00Z,2017-01-11T04:00:00+0100,876,1859
2017-01-11T04:00:00Z,2017-01-11T05:00:00+0100,902,2187
2017-01-11T05:00:00Z,2017-01-11T06:00:00+0100,876,2341
2017-01-11T06:00:00Z,2017-01-11T07:00:00+0100,892,2539
2017-01-11T07:00:00Z,2017-01-11T08:00:00+0100,906,2635
2017-01-11T08:00:00Z,2017-01-11T09:00:00+0100,910,2708
2017-01-11T09:00:00Z,2017-01-11T10:00:00+0100,908,2727
2017-01-11T10:00:00Z,2017-01-11T11:00:00+0100,882,2758
2017-01-11T11:00:00Z,2017-01-11T12:00:00+0100,885,2774
2017-01-11T12:00:00Z,2017-01-11T13:00:00+0100,885,2805
2017-01-11T13:00:00Z,2017-01-11T14:00:00+0100,884,2793
2017-01-11T14:00:00Z,2017-01-11T15:00:00+0100,880,2793
2017-01-11T15:00:00Z,2017-01-11T16:00:00+0100,879,2796
2017-01-11T16:00:00Z,2017-01-11T17:00:00+0100,878,2821
2017-01-11T17:00:00Z,2017-01-11T18:00:00+0100,874,2826
2017-01-11T18:00:00Z,2017-01-11T19:00:00+0100,875,2813
2017-01-11T19:00:00Z,2017-01-11T20:00:00+0100,875,2842
2017-01-11T20:00:00Z,2017-01-11T21:00:00+0100,880,2821
2017-01-11T21:00:00Z,2017-01-11T22:00:00+0100,878,2808
2017-01-11T22:00:00Z,2017-01-11T23:00:00+0100,784,2603
2017-01-11T23:00:00Z,2017-01-12T00:00:00+0100,877,2776
2017-01-12T00:00:00Z,2017-01-12T01:00:00+0100,870,2772
2017-01-12T01:00:00Z,2017-01-12T02:00:00+0100,837,2734
2017-01-12T02:00:00Z,2017-01-12T03:00:00+0100,837,2664
2017-01-12T03:00:00Z,2017-01-12T04:00:00+0100,837,2581
2017-01-12T04:00:00Z,2017-01-12T05:00:00+0100,836,2515
2017-01-12T05:00:00Z,2017-01-12T06:00:00+0100,839,2430
2017-01-12T06:00:00Z,2017-01-12T07:00:00+0100,878,2397
2017-01-12T07:00:00Z,2017-01-12T08:00:00+0100,880,2415
2017-01-12T08:00:00Z,2017-01-12T09:00:00+0100,878,2217
2017-01-12T09:00:00Z,2017-01-12T10:00:00+0100,880,2100
2017-01-12T10:00:00Z,2017-01-12T11:00:00+0100,879,2179
2017-01-12T11:00:00Z,2017-01-12T12:00:00+0100,875,2110
2017-01-12T12:00:00Z,2017-01-12T13:00:00+0100,845,1724
2017-01-12T13:00:00Z,2017-01-12T14:00:00+0100,766,1468
2017-01-12T14:00:00Z,2017-01-12T15:00:00+0100,644,1098
2017-01-12T15:00:00Z,2017-01-12T16:00:00+0100,647,542
2017-01-12T16:00:00Z,2017-01-12T17:00:00+0100,554,332
2017-01-12T17:00:00Z,2017-01-12T18:00:00+0100,370,365
2017-01-12T18:00:00Z,2017-01-12T19:00:00+0100,135,424
2017-01-12T19:00:00Z,2017-01-12T20:00:00+0100,79,379
2017-01-12T20:00:00Z,2017-01-12T21:00:00+0100,36,308
2017-01-12T21:00:00Z,2017-01-12T22:00:00+0100,179,243
2017-01-12T22:00:00Z,2017-01-12T23:00:00+0100,372,410
2017-01-12T23:00:00Z,2017-01-13T00:00:00+0100,489,899
2017-01-13T00:00:00Z,2017-01-13T01:00:00+0100,649,1381
2017-01-13T01:00:00Z,2017-01-13T02:00:00+0100,833,1738
2017-01-13T02:00:00Z,2017-01-13T03:00:00+0100,850,1944
2017-01-13T03:00:00Z,2017-01-13T04:00:00+0100,790,1700
2017-01-13T04:00:00Z,2017-01-13T05:00:00+0100,723,1410
2017-01-13T05:00:00Z,2017-01-13T06:00:00+0100,764,1222
2017-01-13T06:00:00Z,2017-01-13T07:00:00+0100,772,1330
2017-01-13T07:00:00Z,2017-01-13T08:00:00+0100,759,1369
2017-01-13T08:00:00Z,2017-01-13T09:00:00+0100,818,1167
2017-01-13T09:00:00Z,2017-01-13T10:00:00+0100,851,1099
2017-01-13T10:00:00Z,2017-01-13T11:00:00+0100,853,1383
2017-01-13T11:00:00Z,2017-01-13T12:00:00+0100,845,1636
2017-01-13T12:00:00Z,2017-01-13T13:00:00+0100,853,1739
2017-01-13T13:00:00Z,2017-01-13T14:00:00+0100,849,1688
2017-01-13T14:00:00Z,2017-01-13T15:00:00+0100,785,1553
2017-01-13T15:00:00Z,2017-01-13T16:00:00+0100,819,1870
2017-01-13T16:00:00Z,2017-01-13T17:00:00+0100,863,1969
2017-01-13T17:00:00Z,2017-01-13T18:00:00+0100,835,2105
2017-01-13T18:00:00Z,2017-01-13T19:00:00+0100,746,2681
2017-01-13T19:00:00Z,2017-01-13T20:00:00+0100,689,2798
2017-01-13T20:00:00Z,2017-01-13T21:00:00+0100,734,2747
2017-01-13T21:00:00Z,2017-01-13T22:00:00+0100,765,2728
2017-01-13T22:00:00Z,2017-01-13T23:00:00+0100,775,2581
2017-01-13T23:00:00Z,2017-01-14T00:00:00+0100,838,2672
2017-01-14T00:00:00Z,2017-01-14T01:00:00+0100,859,2545
2017-01-14T01:00:00Z,2017-01-14T02:00:00+0100,849,2540
2017-01-14T02:00:00Z,2017-01-14T03:00:00+0100,857,2351
2017-01-14T03:00:00Z,2017-01-14T04:00:00+0100,852,2302
2017-01-14T04:00:00Z,2017-01-14T05:00:00+0100,856,2072
2017-01-14T05:00:00Z,2017-01-14T06:00:00+0100,842,1819
2017-01-14T06:00:00Z,2017-01-14T07:00:00+0100,812,1682
2017-01-14T07:00:00Z,2017-01-14T08:00:00+0100,814,1421
2017-01-14T08:00:00Z,2017-01-14T09:00:00+0100,739,974
2017-01-14T09:00:00Z,2017-01-14T10:00:00+0100,479,1125
2017-01-14T10:00:00Z,2017-01-14T11:00:00+0100,595,1092
2017-01-14T11:00:00Z,2017-01-14T12:00:00+0100,844,1051
2017-01-14T12:00:00Z,2017-01-14T13:00:00+0100,836,870
2017-01-14T13:00:00Z,2017-01-14T14:00:00+0100,860,1169
2017-01-14T14:00:00Z,2017-01-14T15:00:00+0100,863,1465
2017-01-14T15:00:00Z,2017-01-14T16:00:00+0100,827,1690
2017-01-14T16:00:00Z,2017-01-14T17:00:00+0100,842,1605
2017-01-14T17:00:00Z,2017-01-14T18:00:00+0100,840,1239
2017-01-14T18:00:00Z,2017-01-14T19:00:00+0100,818,1444
2017-01-14T19:00:00Z,2017-01-14T20:00:00+0100,790,1100
2017-01-14T20:00:00Z,2017-01-14T21:00:00+0100,813,1144
2017-01-14T21:00:00Z,2017-01-14T22:00:00+0100,827,817
2017-01-14T22:00:00Z,2017-01-14T23:00:00+0100,751,972
2017-01-14T23:00:00Z,2017-01-15T00:00:00+0100,807,951
2017-01-15T00:00:00Z,2017-01-15T01:00:00+0100,733,813
2017-01-15T01:00:00Z,2017-01-15T02:00:00+0100,796,621
2017-01-15T02:00:00Z,2017-01-15T03:00:00+0100,729,638
2017-01-15T03:00:00Z,2017-01-15T04:00:00+0100,723,511
2017-01-15T04:00:00Z,2017-01-15T05:00:00+0100,624,563
2017-01-15T05:00:00Z,2017-01-15T06:00:00+0100,497,579
2017-01-15T06:00:00Z,2017-01-15T07:00:00+0100,421,464
2017-01-15T07:00:00Z,2017-01-15T08:00:00+0100,328,372
2017-01-15T08:00:00Z,2017-01-15T09:00:00+0100,242,414
2017-01-15T09:00:00Z,2017-01-15T10:00:00+0100,165,251
2017-01-15T10:00:00Z,2017-01-15T11:00:00+0100,164,160
2017-01-15T11:00:00Z,2017-01-15T12:00:00+0100,48,61
2017-01-15T12:00:00Z,2017-01-15T13:00:00+0100,45,86
2017-01-15T13:00:00Z,2017-01-15T14:00:00+0100,100,70
2017-01-15T14:00:00Z,2017-01-15T15:00:00+0100,17,6
2017-01-15T15:00:00Z,2017-01-15T16:00:00+0100,85,21
2017-01-15T16:00:00Z,2017-01-15T17:00:00+0100,98,30
2017-01-15T17:00:00Z,2017-01-15T18:00:00+0100,73,36
2017-01-15T18:00:00Z,2017-01-15T19:00:00+0100,97,8
2017-01-15T19:00:00Z,2017-01-15T20:00:00+0100,38,10
2017-01-15T20:00:00Z,2017-01-15T21:00:00+0100,34,4
2017-01-15T21:00:00Z,2017-01-15T22:00:00+0100,126,21
2017-01-15T22:00:00Z,2017-01-15T23:00:00+0100,3,6
2017-01-15T23:00:00Z,2017-01-16T00:00:00+0100,48,13
2017-01-16T00:00:00Z,2017-01-16T01:00:00+0100,25,10
2017-01-16T01:00:00Z,2017-01-16T02:00:00+0100,77,59
2017-01-16T02:00:00Z,2017-01-16T03:00:00+0100,94,44
2017-01-16T03:00:00Z,2017-01-16T04:00:00+0100,64,99
2017-01-16T04:00:00Z,2017-01-16T05:00:00+0100,62,57
2017-01-16T05:00:00Z,2017-01-16T06:00:00+0100,96,112
2017-01-16T06:00:00Z,2017-01-16T07:00:00+0100,114,108
2017-01-16T07:00:00Z,2017-01-16T08:00:00+0100,43,142
2017-01-16T08:00:00Z,2017-01-16T09:00:00+0100,31,100
2017-01-16T09:00:00Z,2017-01-16T10:00:00+0100,11,65
2017-01-16T10:00:00Z,2017-01-16T11:00:00+0100,28,28
2017-01-16T11:00:00Z,2017-01-16T12:00:00+0100,22,6
2017-01-16T12:00:00Z,2017-01-16T13:00:00+0100,14,2
2017-01-16T13:00:00Z,2017-01-16T14:00:00+0100,12,31
2017-01-16T14:00:00Z,2017-01-16T15:00:00+0100,6,37
2017-01-16T15:00:00Z,2017-01-16T16:00:00+0100,6,48
2017-01-16T16:00:00Z,2017-01-16T17:00:00+0100,23,53
2017-01-16T17:00:00Z,2017-01-16T18:00:00+0100,24,39
2017-01-16T18:00:00Z,2017-01-16T19:00:00+0100,22,38
2017-01-16T19:00:00Z,2017-01-16T20:00:00+0100,6,30
2017-01-16T20:00:00Z,2017-01-16T21:00:00+0100,3,18
2017-01-16T21:00:00Z,2017-01-16T22:00:00+0100,7,15
2017-01-16T22:00:00Z,2017-01-16T23:00:00+0100,1,19
2017-01-16T23:00:00Z,2017-01-17T00:00:00+0100,1,14
2017-01-17T00:00:00Z,2017-01-17T01:00:00+0100,1,29
2017-01-17T01:00:00Z,2017-01-17T02:00:00+0100,1,25
2017-01-17T02:00:00Z,2017-01-17T03:00:00+0100,0,16
2017-01-17T03:00:00Z,2017-01-17T04:00:00+0100,0,8
2017-01-17T04:00:00Z,2017-01-17T05:00:00+0100,0,11
2017-01-17T05:00:00Z,2017-01-17T06:00:00+0100,0,16
2017-01-17T06:00:00Z,2017-01-17T07:00:00+0100,1,20
