PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural Gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other Kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.48606870000000E+05,1.53903959000000E+06,0.00000000000000E+00,5.33138320000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.60204680000000E+05,0.00000000000000E+00,2.89554500000000E+04,0.00000000000000E+00,0.00000000000000E+00,3.66260000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.10699500000000E+04,1.35975000000000E+03,4.31119000000000E+03,2.92505800000000E+05,7.03165000000000E+03,5.13808000000000E+03,2.32320100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,7.33452000000000E+03,6.60890000000000E+02,3.60000000000000E+00,5.43910000000000E+02,0.00000000000000E+00,1.70922800000000E+04,0.00000000000000E+00,0.00000000000000E+00,4.98000000000000E+00,2.99059978000000E+06,3.54902480000000E+05
Imports,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.74468700000000E+04,2.02890230000000E+05,0.00000000000000E+00,1.24951000000000E+03,2.78380000000000E+02,3.86400000000000E+03,0.00000000000000E+00,3.77110000000000E+02,1.76390000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.20376280000000E+05,0.00000000000000E+00,1.04680396000000E+06,0.00000000000000E+00,5.78000000000000E+03,2.41725000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,8.94699900000000E+04,1.92280000000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.46199000000000E+03,4.30000000000000E+01,6.05772200000000E+04,2.43998000000000E+03,0.00000000000000E+00,1.39521000000000E+03,8.06399000000000E+03,1.31820100000000E+04,2.31999000000000E+03,3.10401000000000E+03,6.27999000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.30678000000000E+03,6.95038000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.52971500000000E+04,0.00000000000000E+00,1.98277967000000E+06,8.25717000000000E+03
Exports,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.69751800000000E+04,-1.50398690000000E+05,0.00000000000000E+00,-1.11139000000000E+03,-4.63900000000000E+01,-1.78948020000000E+05,0.00000000000000E+00,-1.42581500000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.07060000000000E+02,0.00000000000000E+00,-8.97152000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-5.24401000000000E+03,-2.98320000000000E+04,-5.72000000000000E+02,0.00000000000000E+00,-1.86189900000000E+04,0.00000000000000E+00,-1.43562000000000E+04,-9.24000000000000E+04,-1.95359900000000E+04,-6.93242000000000E+03,-2.09160000000000E+04,-1.91880200000000E+04,-4.00010000000000E+02,-4.47990000000000E+02,-1.13200200000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-5.94100000000000E+01,-1.88159000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.55229900000000E+04,0.00000000000000E+00,-6.88044040000000E+05,-1.94100000000000E+03
International marine bunkers,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.81160000000000E+03,-3.20001000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-6.01161000000000E+03,0.00000000000000E+00
International aviation bunkers,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.25320200000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.25320200000000E+04,0.00000000000000E+00
Stock changes,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.62510000000000E+03,-1.50210070000000E+05,0.00000000000000E+00,-1.14459000000000E+03,0.00000000000000E+00,-6.52430000000000E+02,0.00000000000000E+00,3.77200000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.11892200000000E+04,0.00000000000000E+00,2.14984000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.75990000000000E+02,4.35599000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.27900000000000E+03,0.00000000000000E+00,-1.70399000000000E+03,9.20010000000000E+02,1.76010000000000E+02,0.00000000000000E+00,-4.19900000000000E+01,-2.72980000000000E+02,-1.60020000000000E+02,0.00000000000000E+00,-2.00000000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.94100000000000E+01,-3.07190000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.59805590000000E+05,-2.47770000000000E+02
Total primary energy supply,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.45989208161286E+05,1.33378341991628E+06,0.00000000000000E+00,5.61389752222222E+05,2.32000000000000E+02,-1.75732562133434E+05,0.00000000000000E+00,-1.38433600000000E+04,1.76400000000000E+02,0.00000000000000E+00,-1.99498190025651E+04,-1.11718400000000E+04,-4.80808000000000E+03,0.00000000000000E+00,5.86099203207430E+05,0.00000000000000E+00,1.06893773000000E+06,0.00000000000000E+00,5.77996000000000E+03,2.78351000000000E+03,0.00000000000000E+00,-3.03742857142915E+01,0.00000000000000E+00,8.39499000000000E+04,-6.24797000000000E+03,-5.72000000000000E+02,0.00000000000000E+00,-3.74100200000000E+04,4.30000000000000E+01,4.15360636560352E+04,-9.61691849381859E+04,-1.93600200000000E+04,-5.53722000000000E+03,-1.28940100000000E+04,-6.27898000000000E+03,1.76001000000000E+03,2.65598000000000E+03,-5.22788141626186E+03,2.10243501801802E+04,1.35975000000000E+03,4.06024000000000E+03,2.81747119287609E+05,5.58421836071448E+03,6.44491000000000E+03,2.79936100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,7.33320000000000E+03,6.60890000000000E+02,3.60000000000000E+00,5.43870000000000E+02,0.00000000000000E+00,1.70892000000000E+04,0.00000000000000E+00,-1.01210499999999E+04,-4.78767809150277E+04,3.93572994230057E+06,3.60970910000000E+05
Transfers,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.04002000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.04002000000000E+03,0.00000000000000E+00
Statistical differences,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.68558500000000E+04,-1.09111800000000E+04,0.00000000000000E+00,2.04843000000000E+03,-4.54700000000000E+01,7.89128000000000E+03,0.00000000000000E+00,-3.30000000000000E-01,-7.76700000000000E+01,-1.80000000000000E+00,1.15078000000000E+03,1.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.71955000000000E+03,0.00000000000000E+00,1.25658000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.45001000000000E+03,-3.65202000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-1.54799000000000E+03,-4.30000000000000E+01,-7.02901000000000E+03,8.00100000000000E+01,-1.76010000000000E+02,0.00000000000000E+00,3.10799000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-2.65598000000000E+03,-1.51200000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.61024000000000E+03,0.00000000000000E+00
