Key,Value,Source
country,de,
base_year,2015,
chp_allocation_protermo,1,AGEB
chp_allocation_iea,0,
chp_allocation_decc,0,
chp_total_heat_produciton,345413.9484,See DE 2011 source analysis
chp_total_fuel_input,986897,See DE 2011 source analysis
chp_agriculture_unsold_gas,0,Sector not relevant for DE
chp_agriculture_unsold_wood_pellets,0,Sector not relevant for DE
chp_agriculture_elec_prod_gas,0,Sector not relevant for DE
chp_residential_unsold_gas,0,Sector not relevant for DE
chp_residential_unsold_wood_pellets,0,Sector not relevant for DE
chp_residential_elec_prod_gas,0,Sector not relevant for DE
chp_caps_unsold_gas,1,Sector not relevant for DE
chp_caps_unsold_wood_pellets,1,Sector not relevant for DE
chp_caps_elec_prod_gas,0,Sector not relevant for DE
chp_ei_unsold_gas_turbine,0.94,Optimized
chp_ei_unsold_gas_engine,1,Not relevant
chp_ei_unsold_gas_cc,0.98,Optimized
chp_ei_unsold_coal,1,Not relevant
chp_ei_elec_prod_gas,1,Check of BNA list: Capacities_DE_Kraftwerksliste_BNetzA_2018_brutto_Leistung.xlsx
chp_ei_elec_prod_gas_turbine,0.899,de_20115_capacity validation_gross.xlsx
chp_ei_elec_prod_gas_engine,0,de_20115_capacity validation_gross.xlsx
chp_ei_elec_prod_gas_cc,0.101,de_20115_capacity validation_gross.xlsx
chp_i_unsold_gas_turbine,1,Optimized
chp_i_unsold_gas_engine,0.985,Optimized
chp_i_unsold_gas_cc,0.996,Optimized
chp_i_unsold_coal,1,Optimized
chp_i_elec_prod_gas_turbine,0.614,de_20115_capacity validation_gross.xlsx
chp_i_elec_prod_gas_engine,0.012,de_20115_capacity validation_gross.xlsx
chp_i_elec_prod_gas_cc,0.374,de_20115_capacity validation_gross.xlsx
chp_waste_removal_caps,0,
chp_waste_removal_industry,1,
chp_flh_heat_network_gas,3867,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of Households: 4000; buildings: 4000; agriculture: 3600 .
chp_flh_heat_network_biogas,8000,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 8000.
chp_flh_heat_network_wood_pellets,6000,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 6000.
chp_flh_iei_gas_turbine,6300,Optimized to reproduce installed capacities found in BNA list and 'de_2015_capacity validation_gross.xlsx'
chp_flh_iei_gas_engine,6000,Optimized to reproduce installed capacities found in BNA list and 'de_2015_capacity validation_gross.xlsx'
chp_flh_iei_gas_cc,6750,Optimized to reproduce installed capacities found in BNA list and 'de_2015_capacity validation_gross.xlsx'
chp_flh_iei_coal,8060,Optimized to reproduce installed capacities found in BNA list and 'de_2015_capacity validation_gross.xlsx'
chp_flh_iei_wood_pellets,6000,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 6000.
chp_flh_ma_gas,6750,Tweaked to get non-zero CCGT main activity PP capacity in 'de_2015_capacity validation_gross.xlsx'
chp_flh_ma_coal,8000,Estimate
chp_flh_ma_lignite,7000,Estimate
chp_flh_ma_cofiring,6000,Estimate
chp_flh_waste,6000,Estimate
chp_elec_eff_heat_nework_gas,0.43,See node source analysis of energy_chp_local_engine_network_gas
chp_heat_eff_heat_nework_gas,0.47,See node source analysis of energy_chp_local_engine_network_gas
chp_elec_eff_heat_nework_biogas,0.43,See node source analysis of energy_chp_local_engine_biogas
chp_heat_eff_heat_nework_biogas,0.47,See node source analysis of energy_chp_local_engine_biogas
chp_elec_eff_heat_nework_wood_pellets,0.289,See node source analysis of energy_chp_local_wood_pellets 
chp_heat_eff_heat_nework_wood_pellets,0.821,See node source analysis of energy_chp_local_wood_pellets 
chp_elec_eff_iei_gas_turbine,0.38,See node source analysis of industry_chp_turbine_gas_power_fuelmix
chp_heat_eff_iei_gas_turbine,0.42,See node source analysis of industry_chp_turbine_gas_power_fuelmix
chp_elec_eff_iei_gas_engine,0.42,See node source analysis of industry_chp_engine_gas_power_fuelmix
chp_heat_eff_iei_gas_engine,0.48,See node source analysis of industry_chp_engine_gas_power_fuelmix
chp_elec_eff_iei_gas_cc,0.46,See node source analysis of industry_chp_combined_cycle_gas_power_fuelmix
chp_heat_eff_iei_gas_cc,0.42,See node source analysis of industry_chp_combined_cycle_gas_power_fuelmix
chp_elec_eff_iei_coal,0.4,See node source analysis of industry_chp_ultra_supercritical_coal
chp_heat_eff_iei_coal,0.15,See node source analysis of industry_chp_ultra_supercritical_coal
chp_elec_eff_iei_wood_pellets,0.279,See node source analysis of industry_chp_wood_pellets
chp_heat_eff_iei_wood_pellets,0.835,See node source analysis of industry_chp_wood_pellets
chp_elec_eff_ma_gas,0.46,See node source analysis of energy_chp_combined_cycle_network_gas
chp_heat_eff_ma_gas,0.42,See node source analysis of energy_chp_combined_cycle_network_gas
chp_elec_eff_ma_coal,0.4,See node source analysis of energy_chp_ultra_supercritical_coal
chp_heat_eff_ma_coal,0.15,See node source analysis of energy_chp_ultra_supercritical_coal
chp_elec_eff_ma_lignite,0.35,See node source analysis of energy_chp_ultra_supercritical_lignite
chp_heat_eff_ma_lignite,0.15,See node source analysis of energy_chp_ultra_supercritical_lignite
chp_elec_eff_ma_cofiring,0.37,See node source analysis of energy_chp_ultra_supercritical_cofiring_coal
chp_heat_eff_ma_cofiring,0.15,See node source analysis of energy_chp_ultra_supercritical_cofiring_coal
chp_elec_eff_waste,0.27,See node source analysis of energy_chp_supercritical_waste_mix
chp_heat_eff_waste,0.15,See node source analysis of energy_chp_supercritical_waste_mix
