utc_timestamp,cet_cest_timestamp,interpolated_values,DE_load_entsoe_power_statistics,DE_load_entsoe_transparency,DE_price_day_ahead,DE_solar_capacity,DE_solar_generation_actual,DE_solar_profile,DE_wind_capacity,DE_wind_generation_actual,DE_wind_profile,DE_wind_offshore_capacity,DE_wind_offshore_generation_actual,DE_wind_offshore_profile,DE_wind_onshore_capacity,DE_wind_onshore_generation_actual,DE_wind_onshore_profile
2016-01-01T16:00:00Z,2016-01-01T17:00:00+0100,,52519,48354,37.44,39021,0,0,44325,1298,0.0293,3283,5,0.0015,41042,1294,0.0315
2016-01-01T17:00:00Z,2016-01-01T18:00:00+0100,,53128,48900,37.41,39021,0,0,44325,2146,0.0484,3283,94,0.0287,41042,2052,0.05
2016-01-01T18:00:00Z,2016-01-01T19:00:00+0100,,52005,47737,35.34,39021,0,0,44325,3371,0.0761,3283,266,0.0811,41042,3105,0.0756
2016-01-01T19:00:00Z,2016-01-01T20:00:00+0100,,49820,45666,33.07,39021,0,0,44325,4383,0.0989,3283,610,0.186,41042,3772,0.0919
2016-01-01T20:00:00Z,2016-01-01T21:00:00+0100,,48139,44417,29.52,39021,0,0,44325,5409,0.122,3283,907,0.2763,41042,4502,0.1097
2016-01-01T21:00:00Z,2016-01-01T22:00:00+0100,,47440,44017,30.1,39021,0,0,44325,6180,0.1394,3283,1191,0.3627,41042,4989,0.1216
2016-01-01T22:00:00Z,2016-01-01T23:00:00+0100,"GB_load_entsoe_power_statistics | IE_load_entsoe_power_statistics | IS_load_entsoe_power_statistics | PT_load_entsoe_power_statistics",44439,41144,24.57,39021,0,0,44325,6958,0.157,3283,1452,0.4421,41042,5507,0.1342
2016-01-01T23:00:00Z,2016-01-02T00:00:00+0100,,41257,38484,22.2,39022,0,0,44325,7462,0.1683,3283,1656,0.5046,41042,5805,0.1415
2016-01-02T00:00:00Z,2016-01-02T01:00:00+0100,,39121,36559,16.57,39022,0,0,44325,8763,0.1977,3283,2160,0.658,41042,6602,0.1609
2016-01-02T01:00:00Z,2016-01-02T02:00:00+0100,,38271,36115,15.35,39022,0,0,44325,10716,0.2418,3283,2510,0.7645,41042,8205,0.1999
2016-01-02T02:00:00Z,2016-01-02T03:00:00+0100,,37965,36377,12.77,39022,0,0,44325,11949,0.2696,3283,2728,0.831,41042,9221,0.2246
2016-01-02T03:00:00Z,2016-01-02T04:00:00+0100,,38807,37101,11.27,39022,0,0,44325,13451,0.3034,3283,2782,0.8474,41042,10670,0.26
2016-01-02T04:00:00Z,2016-01-02T05:00:00+0100,,39525,37656,11.91,39022,0,0,44325,14640,0.3303,3283,2810,0.8558,41042,11830,0.2882
2016-01-02T05:00:00Z,2016-01-02T06:00:00+0100,,40469,38545,12.62,39022,0,0,44325,15480,0.3492,3283,2812,0.8565,41042,12668,0.3087
2016-01-02T06:00:00Z,2016-01-02T07:00:00+0100,,43463,40719,13.83,39022,0,0,44325,16062,0.3624,3283,2800,0.8528,41042,13263,0.3232
2016-01-02T07:00:00Z,2016-01-02T08:00:00+0100,,47248,44031,16.12,39022,106,0.0027,44325,16588,0.3742,3283,2805,0.8544,41042,13783,0.3358
2016-01-02T08:00:00Z,2016-01-02T09:00:00+0100,,50897,47830,18.12,39022,593,0.0152,44325,17324,0.3909,3283,2791,0.8501,41042,14533,0.3541
2016-01-02T09:00:00Z,2016-01-02T10:00:00+0100,,53389,50282,19.59,39022,1341,0.0344,44325,17888,0.4035,3283,2771,0.8441,41042,15116,0.3683
2016-01-02T10:00:00Z,2016-01-02T11:00:00+0100,,55371,52270,21.07,39022,1866,0.0478,44325,18265,0.4121,3283,2767,0.8429,41042,15498,0.3776
2016-01-02T11:00:00Z,2016-01-02T12:00:00+0100,,55922,52703,22.54,39022,2043,0.0524,44325,18329,0.4135,3283,2765,0.8423,41042,15564,0.3792
2016-01-02T12:00:00Z,2016-01-02T13:00:00+0100,,55201,51991,19.79,39022,1869,0.0479,44325,18394,0.415,3283,2756,0.8395,41042,15638,0.381
2016-01-02T13:00:00Z,2016-01-02T14:00:00+0100,,54554,51364,16.9,39022,1178,0.0302,44325,18540,0.4182,3283,2760,0.8408,41042,15779,0.3845
2016-01-02T14:00:00Z,2016-01-02T15:00:00+0100,,54700,51375,16.97,39022,382,0.0098,44325,18754,0.4231,3283,2770,0.8436,41042,15984,0.3894
2016-01-02T15:00:00Z,2016-01-02T16:00:00+0100,,56689,53058,19.25,39022,28,0.0007,44325,19192,0.433,3283,2748,0.837,41042,16444,0.4007
2016-01-02T16:00:00Z,2016-01-02T17:00:00+0100,,59611,55961,28.01,39022,0,0,44325,19913,0.4492,3283,2730,0.8317,41042,17182,0.4186
2016-01-02T17:00:00Z,2016-01-02T18:00:00+0100,,59778,56224,28.36,39022,0,0,44325,20215,0.456,3283,2726,0.8303,41042,17489,0.4261
2016-01-02T18:00:00Z,2016-01-02T19:00:00+0100,,58184,54732,26.56,39022,0,0,44325,20108,0.4536,3283,2725,0.8302,41042,17382,0.4235
2016-01-02T19:00:00Z,2016-01-02T20:00:00+0100,,54723,51391,17.38,39022,0,0,44325,19693,0.4443,3283,2730,0.8316,41042,16963,0.4133
2016-01-02T20:00:00Z,2016-01-02T21:00:00+0100,,52557,49345,15.83,39022,0,0,44325,19202,0.4332,3283,2724,0.8298,41042,16478,0.4015
2016-01-02T21:00:00Z,2016-01-02T22:00:00+0100,,51794,48653,16.97,39022,0,0,44325,18460,0.4165,3283,2719,0.8282,41042,15742,0.3835
2016-01-02T22:00:00Z,2016-01-02T23:00:00+0100,,48859,45877,15.31,39022,0,0,44325,18772,0.4235,3283,2721,0.8289,41042,16051,0.3911
2016-01-02T23:00:00Z,2016-01-03T00:00:00+0100,,45600,42925,6.99,39022,0,0,44325,18924,0.427,3283,2712,0.826,41042,16212,0.395
2016-01-03T00:00:00Z,2016-01-03T01:00:00+0100,,43067,40504,-0.01,39022,0,0,44325,18596,0.4195,3283,2696,0.8213,41042,15900,0.3874
2016-01-03T01:00:00Z,2016-01-03T02:00:00+0100,,41858,39342,0.23,39022,0,0,44325,18600,0.4196,3283,2682,0.8167,41042,15919,0.3879
2016-01-03T02:00:00Z,2016-01-03T03:00:00+0100,,41317,38995,4.51,39022,0,0,44325,18440,0.416,3283,2685,0.8177,41042,15755,0.3839
2016-01-03T03:00:00Z,2016-01-03T04:00:00+0100,,41180,39117,4.12,39022,0,0,44325,18281,0.4124,3283,2682,0.817,41042,15599,0.3801
2016-01-03T04:00:00Z,2016-01-03T05:00:00+0100,,40826,38595,6.76,39022,0,0,44325,18302,0.4129,3283,2672,0.814,41042,15630,0.3808
2016-01-03T05:00:00Z,2016-01-03T06:00:00+0100,,40329,37811,0.75,39022,0,0,44325,18422,0.4156,3283,2667,0.8125,41042,15756,0.3839
2016-01-03T06:00:00Z,2016-01-03T07:00:00+0100,,42017,39293,4.27,39022,0,0,44325,18190,0.4104,3283,2669,0.813,41042,15521,0.3782
2016-01-03T07:00:00Z,2016-01-03T08:00:00+0100,,44620,41552,9.11,39022,66,0.0017,44325,17751,0.4004,3283,2675,0.8149,41042,15075,0.3673
2016-01-03T08:00:00Z,2016-01-03T09:00:00+0100,,47842,44699,15.92,39022,638,0.0164,44325,17202,0.3881,3283,2665,0.8118,41042,14537,0.3542
2016-01-03T09:00:00Z,2016-01-03T10:00:00+0100,,50808,47533,17.06,39022,1648,0.0422,44325,16685,0.3764,3283,2658,0.8098,41042,14026,0.3418
2016-01-03T10:00:00Z,2016-01-03T11:00:00+0100,,53782,50654,19.28,39022,2621,0.0672,44325,15632,0.3527,3283,2648,0.8065,41042,12984,0.3164
2016-01-03T11:00:00Z,2016-01-03T12:00:00+0100,,54113,50720,20.25,39022,3051,0.0782,44325,14568,0.3286,3283,2658,0.8095,41042,11910,0.2902
2016-01-03T12:00:00Z,2016-01-03T13:00:00+0100,,52635,49106,17.66,39022,2909,0.0745,44325,14358,0.3239,3283,2667,0.8124,41042,11691,0.2849
2016-01-03T13:00:00Z,2016-01-03T14:00:00+0100,,51487,47630,18.49,39022,1880,0.0482,44325,14313,0.3229,3283,2586,0.7878,41042,11726,0.2857
2016-01-03T14:00:00Z,2016-01-03T15:00:00+0100,,51389,47654,16.51,39022,658,0.0168,44325,14881,0.3357,3283,2528,0.7699,41042,12354,0.301
2016-01-03T15:00:00Z,2016-01-03T16:00:00+0100,,53460,49376,18.76,39022,48,0.0012,44325,15377,0.3469,3283,2562,0.7805,41042,12815,0.3122
2016-01-03T16:00:00Z,2016-01-03T17:00:00+0100,,57420,52896,22.21,39022,0,0,44325,16306,0.3679,3283,2594,0.79,41042,13712,0.3341
2016-01-03T17:00:00Z,2016-01-03T18:00:00+0100,,58169,54073,26.76,39022,0,0,44325,17294,0.3902,3283,2535,0.7722,41042,14759,0.3596
2016-01-03T18:00:00Z,2016-01-03T19:00:00+0100,,56896,52724,27.08,39022,0,0,44325,17648,0.3982,3283,2519,0.7673,41042,15129,0.3686
2016-01-03T19:00:00Z,2016-01-03T20:00:00+0100,,54473,50689,25.33,39022,0,0,44325,17745,0.4004,3283,2532,0.7712,41042,15213,0.3707
2016-01-03T20:00:00Z,2016-01-03T21:00:00+0100,,52999,49487,22.11,39022,0,0,44325,17589,0.3968,3283,2541,0.7741,41042,15048,0.3666
2016-01-03T21:00:00Z,2016-01-03T22:00:00+0100,,52522,48983,20.91,39022,0,0,44325,16955,0.3826,3283,2561,0.7801,41042,14394,0.3507
2016-01-03T22:00:00Z,2016-01-03T23:00:00+0100,,49366,45865,14.43,39022,0,0,44325,16746,0.3778,3283,2580,0.786,41042,14165,0.3451
2016-01-03T23:00:00Z,2016-01-04T00:00:00+0100,,46707,43721,13.78,39033,0,0,44325,16415,0.3704,3283,2594,0.79,41042,13822,0.3368
2016-01-04T00:00:00Z,2016-01-04T01:00:00+0100,,44926,42174,12.77,39033,0,0,44325,15686,0.3539,3283,2594,0.7901,41042,13092,0.319
2016-01-04T01:00:00Z,2016-01-04T02:00:00+0100,,43950,41258,10.56,39033,0,0,44325,15040,0.3393,3283,2596,0.7909,41042,12444,0.3032
2016-01-04T02:00:00Z,2016-01-04T03:00:00+0100,,43896,41376,3.87,39033,0,0,44325,14410,0.3251,3283,2597,0.7912,41042,11812,0.2878
2016-01-04T03:00:00Z,2016-01-04T04:00:00+0100,,45239,42537,3.2,39033,0,0,44325,13623,0.3074,3283,2604,0.7934,41042,11018,0.2685
2016-01-04T04:00:00Z,2016-01-04T05:00:00+0100,,48212,45127,8.67,39033,0,0,44325,13175,0.2972,3283,2611,0.7954,41042,10563,0.2574
2016-01-04T05:00:00Z,2016-01-04T06:00:00+0100,,54565,50741,18.01,39033,0,0,44325,13284,0.2997,3283,2628,0.8007,41042,10655,0.2596
2016-01-04T06:00:00Z,2016-01-04T07:00:00+0100,,60941,56959,28.52,39033,0,0,44325,13091,0.2954,3283,2653,0.8082,41042,10438,0.2543
2016-01-04T07:00:00Z,2016-01-04T08:00:00+0100,,64750,60455,34.74,39033,71,0.0018,44325,12873,0.2904,3283,2665,0.8118,41042,10208,0.2487
2016-01-04T08:00:00Z,2016-01-04T09:00:00+0100,,66379,61842,33.46,39033,533,0.0137,44325,12206,0.2754,3283,2658,0.8095,41042,9548,0.2326
2016-01-04T09:00:00Z,2016-01-04T10:00:00+0100,,67676,63034,33.24,39033,1350,0.0346,44325,11458,0.2585,3283,2661,0.8106,41042,8798,0.2144
2016-01-04T10:00:00Z,2016-01-04T11:00:00+0100,,68993,64438,35.09,39033,1998,0.0512,44325,10580,0.2387,3283,2665,0.8118,41042,7915,0.1929
2016-01-04T11:00:00Z,2016-01-04T12:00:00+0100,,69371,64624,35,39033,2231,0.0571,44325,10173,0.2295,3283,2662,0.8108,41042,7512,0.183
2016-01-04T12:00:00Z,2016-01-04T13:00:00+0100,,68527,63752,35,39033,2005,0.0514,44325,9772,0.2205,3283,2664,0.8117,41042,7107,0.1732
2016-01-04T13:00:00Z,2016-01-04T14:00:00+0100,,67408,62423,34.94,39033,1298,0.0332,44325,9753,0.22,3283,2674,0.8144,41042,7080,0.1725
2016-01-04T14:00:00Z,2016-01-04T15:00:00+0100,,66946,61784,34.92,39033,536,0.0137,44325,10014,0.2259,3283,2681,0.8166,41042,7334,0.1787
2016-01-04T15:00:00Z,2016-01-04T16:00:00+0100,,68071,62640,38,39033,58,0.0015,44325,10292,0.2322,3283,2670,0.8131,41042,7623,0.1858
2016-01-04T16:00:00Z,2016-01-04T17:00:00+0100,,71193,65770,41.21,39033,0,0,44325,10920,0.2464,3283,2680,0.8164,41042,8240,0.2008
2016-01-04T17:00:00Z,2016-01-04T18:00:00+0100,,71085,65900,42.95,39033,0,0,44325,11096,0.2503,3283,2674,0.8144,41042,8422,0.2052
2016-01-04T18:00:00Z,2016-01-04T19:00:00+0100,,69218,64063,41.96,39033,0,0,44325,10861,0.245,3283,2682,0.8169,41042,8179,0.1993
2016-01-04T19:00:00Z,2016-01-04T20:00:00+0100,,65293,59838,34.94,39033,0,0,44325,10690,0.2412,3283,2686,0.8182,41042,8003,0.195
2016-01-04T20:00:00Z,2016-01-04T21:00:00+0100,,62109,56845,30.66,39033,0,0,44325,10284,0.232,3283,2687,0.8185,41042,7597,0.1851
2016-01-04T21:00:00Z,2016-01-04T22:00:00+0100,,59701,54723,30,39033,0,0,44325,9974,0.225,3283,2686,0.8179,41042,7289,0.1776
2016-01-04T22:00:00Z,2016-01-04T23:00:00+0100,,55525,50849,23.9,39033,0,0,44325,9676,0.2183,3283,2686,0.8184,41042,6989,0.1703
2016-01-04T23:00:00Z,2016-01-05T00:00:00+0100,,52320,48136,25.03,39035,0,0,44325,9529,0.215,3283,2688,0.8185,41042,6842,0.1667
2016-01-05T00:00:00Z,2016-01-05T01:00:00+0100,,50034,46335,24.42,39035,0,0,44325,9304,0.2099,3283,2679,0.816,41042,6626,0.1614
2016-01-05T01:00:00Z,2016-01-05T02:00:00+0100,,49021,45297,22.34,39035,0,0,44325,9205,0.2077,3283,2686,0.8182,41042,6519,0.1588
2016-01-05T02:00:00Z,2016-01-05T03:00:00+0100,,49028,45878,21.5,39035,0,0,44325,9191,0.2073,3283,2688,0.8188,41042,6503,0.1584
2016-01-05T03:00:00Z,2016-01-05T04:00:00+0100,,49969,46581,20,39035,0,0,44325,9260,0.2089,3283,2691,0.8196,41042,6568,0.16
2016-01-05T04:00:00Z,2016-01-05T05:00:00+0100,,52952,48672,23.53,39035,0,0,44325,9387,0.2118,3283,2697,0.8216,41042,6689,0.163
2016-01-05T05:00:00Z,2016-01-05T06:00:00+0100,,58470,53675,28.96,39035,0,0,44325,9378,0.2116,3283,2692,0.8198,41042,6686,0.1629
2016-01-05T06:00:00Z,2016-01-05T07:00:00+0100,,64505,59388,38.32,39035,0,0,44325,9323,0.2104,3283,2684,0.8176,41042,6639,0.1617
2016-01-05T07:00:00Z,2016-01-05T08:00:00+0100,,67481,62233,41.45,39035,75,0.002,44325,9250,0.2087,3283,2688,0.8185,41042,6563,0.1599
2016-01-05T08:00:00Z,2016-01-05T09:00:00+0100,,68431,63037,40.72,39035,603,0.0155,44325,9086,0.205,3283,2652,0.8076,41042,6435,0.1568
2016-01-05T09:00:00Z,2016-01-05T10:00:00+0100,,69696,64221,40.66,39035,1670,0.0428,44325,8797,0.1985,3283,2594,0.7901,41042,6203,0.1512
2016-01-05T10:00:00Z,2016-01-05T11:00:00+0100,,70748,65373,40.33,39035,2497,0.064,44325,8369,0.1888,3283,2534,0.7717,41042,5836,0.1422
2016-01-05T11:00:00Z,2016-01-05T12:00:00+0100,,70612,65424,38.25,39035,2936,0.0752,44325,8088,0.1824,3283,2521,0.768,41042,5566,0.1356
2016-01-05T12:00:00Z,2016-01-05T13:00:00+0100,,69671,64227,36.98,39035,2423,0.0621,44325,7892,0.1781,3283,2512,0.7654,41042,5380,0.1311
2016-01-05T13:00:00Z,2016-01-05T14:00:00+0100,,68836,63358,34.91,39035,1610,0.0412,44325,7972,0.1798,3283,2524,0.7689,41042,5448,0.1328
2016-01-05T14:00:00Z,2016-01-05T15:00:00+0100,,68455,63125,33.5,39035,673,0.0172,44325,8052,0.1817,3283,2506,0.7632,41042,5547,0.1352
2016-01-05T15:00:00Z,2016-01-05T16:00:00+0100,,69570,64071,35.1,39035,62,0.0016,44325,8112,0.183,3283,2504,0.7627,41042,5608,0.1367
2016-01-05T16:00:00Z,2016-01-05T17:00:00+0100,,72290,66527,42.44,39035,0,0,44325,8368,0.1888,3283,2520,0.7676,41042,5848,0.1425
2016-01-05T17:00:00Z,2016-01-05T18:00:00+0100,,71755,66345,42.94,39035,0,0,44325,8622,0.1945,3283,2552,0.7772,41042,6070,0.1479
2016-01-05T18:00:00Z,2016-01-05T19:00:00+0100,,69817,64936,41.74,39035,0,0,44325,8527,0.1924,3283,2594,0.7899,41042,5934,0.1446
2016-01-05T19:00:00Z,2016-01-05T20:00:00+0100,,65838,61109,36.47,39035,0,0,44325,8410,0.1897,3283,2557,0.7788,41042,5853,0.1426
2016-01-05T20:00:00Z,2016-01-05T21:00:00+0100,,62451,57703,33.01,39035,0,0,44325,8185,0.1846,3283,2535,0.7723,41042,5650,0.1377
2016-01-05T21:00:00Z,2016-01-05T22:00:00+0100,,59707,54935,31.75,39035,0,0,44325,7999,0.1804,3283,2524,0.7689,41042,5475,0.1334
2016-01-05T22:00:00Z,2016-01-05T23:00:00+0100,,55272,50917,26.99,39035,0,0,44325,7968,0.1798,3283,2490,0.7582,41042,5478,0.1335
2016-01-05T23:00:00Z,2016-01-06T00:00:00+0100,,52128,48150,26.62,39036,0,0,44335,7723,0.1742,3283,2492,0.759,41052,5231,0.1274
2016-01-06T00:00:00Z,2016-01-06T01:00:00+0100,,50103,46147,25.58,39036,0,0,44335,7566,0.1706,3283,2506,0.7634,41052,5060,0.1232
2016-01-06T01:00:00Z,2016-01-06T02:00:00+0100,,48997,45356,24.59,39036,0,0,44335,7264,0.1638,3283,2529,0.7704,41052,4734,0.1153
2016-01-06T02:00:00Z,2016-01-06T03:00:00+0100,,48885,45404,22.5,39036,0,0,44335,7212,0.1627,3283,2551,0.777,41052,4661,0.1136
2016-01-06T03:00:00Z,2016-01-06T04:00:00+0100,,49753,46119,23.16,39036,0,0,44335,7163,0.1616,3283,2549,0.7766,41052,4613,0.1124
2016-01-06T04:00:00Z,2016-01-06T05:00:00+0100,,51443,47530,24.99,39036,0,0,44335,7366,0.1661,3283,2556,0.7785,41052,4810,0.1172
2016-01-06T05:00:00Z,2016-01-06T06:00:00+0100,,55375,50884,26.62,39036,0,0,44335,7206,0.1626,3283,2625,0.7995,41052,4582,0.1116
2016-01-06T06:00:00Z,2016-01-06T07:00:00+0100,,60387,55973,28.03,39036,0,0,44335,7265,0.1639,3283,2642,0.8048,41052,4623,0.1126
2016-01-06T07:00:00Z,2016-01-06T08:00:00+0100,,63337,58776,29.34,39036,127,0.0032,44335,7169,0.1617,3283,2652,0.8078,41052,4517,0.11
2016-01-06T08:00:00Z,2016-01-06T09:00:00+0100,,64608,59740,32.94,39036,770,0.0197,44335,6806,0.1535,3283,2654,0.8082,41052,4152,0.1012
2016-01-06T09:00:00Z,2016-01-06T10:00:00+0100,,66051,61392,37.71,39036,1818,0.0466,44335,6636,0.1497,3283,2647,0.8063,41052,3989,0.0972
2016-01-06T10:00:00Z,2016-01-06T11:00:00+0100,,67574,63374,40.08,39036,2721,0.0697,44335,6272,0.1415,3283,2574,0.7842,41052,3697,0.0901
2016-01-06T11:00:00Z,2016-01-06T12:00:00+0100,,67399,63180,40.73,39036,2820,0.0722,44335,5672,0.1279,3283,2578,0.7852,41052,3094,0.0754
2016-01-06T12:00:00Z,2016-01-06T13:00:00+0100,,66451,61725,38.26,39036,2326,0.0596,44335,5346,0.1206,3283,2547,0.7758,41052,2798,0.0682
2016-01-06T13:00:00Z,2016-01-06T14:00:00+0100,,65330,60540,35.44,39036,1463,0.0375,44335,5177,0.1168,3283,2584,0.787,41052,2593,0.0632
2016-01-06T14:00:00Z,2016-01-06T15:00:00+0100,,64924,60001,36.92,39036,510,0.013,44335,5347,0.1206,3283,2615,0.7966,41052,2732,0.0666
2016-01-06T15:00:00Z,2016-01-06T16:00:00+0100,,66161,61018,41.28,39036,40,0.001,44335,5586,0.126,3283,2620,0.7981,41052,2966,0.0722
2016-01-06T16:00:00Z,2016-01-06T17:00:00+0100,,69424,62917,44.95,39036,0,0,44335,6018,0.1357,3283,2606,0.7939,41052,3412,0.0831
2016-01-06T17:00:00Z,2016-01-06T18:00:00+0100,,69464,64084,46.9,39036,0,0,44335,6242,0.1408,3283,2575,0.7843,41052,3666,0.0893
2016-01-06T18:00:00Z,2016-01-06T19:00:00+0100,,67660,62488,43.95,39036,0,0,44335,6465,0.1458,3283,2620,0.7978,41052,3846,0.0937
2016-01-06T19:00:00Z,2016-01-06T20:00:00+0100,,64076,59066,39.94,39036,0,0,44335,6603,0.1489,3283,2622,0.7989,41052,3980,0.097
2016-01-06T20:00:00Z,2016-01-06T21:00:00+0100,,61195,56412,32.4,39036,0,0,44335,6434,0.1451,3283,2618,0.7976,41052,3815,0.093
2016-01-06T21:00:00Z,2016-01-06T22:00:00+0100,,59131,54652,33.51,39036,0,0,44335,6437,0.1452,3283,2594,0.7903,41052,3842,0.0936
2016-01-06T22:00:00Z,2016-01-06T23:00:00+0100,,54981,50689,30.11,39036,0,0,44335,6372,0.1437,3283,2648,0.8064,41052,3725,0.0908
2016-01-06T23:00:00Z,2016-01-07T00:00:00+0100,,51976,47640,26.41,39039,0,0,44335,6420,0.1448,3283,2605,0.7934,41052,3815,0.0929
2016-01-07T00:00:00Z,2016-01-07T01:00:00+0100,,49943,45625,26.05,39039,0,0,44335,6509,0.1468,3283,2588,0.7882,41052,3921,0.0955
2016-01-07T01:00:00Z,2016-01-07T02:00:00+0100,,48810,44843,24.93,39039,0,0,44335,6713,0.1514,3283,2630,0.8011,41052,4083,0.0994
2016-01-07T02:00:00Z,2016-01-07T03:00:00+0100,,48739,45177,22.39,39039,0,0,44335,6943,0.1566,3283,2615,0.7965,41052,4328,0.1054
2016-01-07T03:00:00Z,2016-01-07T04:00:00+0100,,50148,46586,22.32,39039,0,0,44335,7062,0.1593,3283,2666,0.8122,41052,4396,0.1071
2016-01-07T04:00:00Z,2016-01-07T05:00:00+0100,,53631,49635,24.2,39039,0,0,44335,7098,0.1601,3283,2704,0.8238,41052,4393,0.107
2016-01-07T05:00:00Z,2016-01-07T06:00:00+0100,,60845,56837,31,39039,0,0,44335,7575,0.1708,3283,2684,0.8176,41052,4890,0.1192
2016-01-07T06:00:00Z,2016-01-07T07:00:00+0100,,67459,63351,42.47,39039,0,0,44335,8400,0.1895,3283,2702,0.823,41052,5698,0.1388
2016-01-07T07:00:00Z,2016-01-07T08:00:00+0100,,70127,65719,42.97,39039,150,0.0038,44335,9167,0.2068,3283,2705,0.8239,41052,6462,0.1574
2016-01-07T08:00:00Z,2016-01-07T09:00:00+0100,,70099,66195,41.93,39039,1205,0.0309,44335,10482,0.2364,3283,2718,0.8281,41052,7764,0.1891
2016-01-07T09:00:00Z,2016-01-07T10:00:00+0100,,70648,66388,41.62,39039,2839,0.0727,44335,11005,0.2482,3283,2712,0.826,41052,8294,0.202
2016-01-07T10:00:00Z,2016-01-07T11:00:00+0100,,71914,67693,41.5,39039,3898,0.0998,44335,10906,0.246,3283,2712,0.826,41052,8194,0.1996
2016-01-07T11:00:00Z,2016-01-07T12:00:00+0100,,71908,67858,40.66,39039,3342,0.0856,44335,10983,0.2477,3283,2714,0.8267,41052,8269,0.2014
2016-01-07T12:00:00Z,2016-01-07T13:00:00+0100,,71640,67034,40.33,39039,1982,0.0508,44335,11398,0.2571,3283,2713,0.8263,41052,8685,0.2116
2016-01-07T13:00:00Z,2016-01-07T14:00:00+0100,,71068,66516,36.51,39039,914,0.0234,44335,12438,0.2806,3283,2711,0.8257,41052,9726,0.237
2016-01-07T14:00:00Z,2016-01-07T15:00:00+0100,,70951,65969,33.49,39039,282,0.0072,44335,13858,0.3126,3283,2700,0.8225,41052,11158,0.2718
2016-01-07T15:00:00Z,2016-01-07T16:00:00+0100,,71857,66703,34.19,39039,26,0.0006,44335,15102,0.3406,3283,2685,0.8179,41052,12417,0.3024
2016-01-07T16:00:00Z,2016-01-07T17:00:00+0100,,74189,69269,40.66,39039,0,0,44335,16114,0.3635,3283,2691,0.8196,41052,13423,0.327
2016-01-07T17:00:00Z,2016-01-07T18:00:00+0100,,73572,68865,40.8,39039,0,0,44335,17594,0.3968,3283,2690,0.8195,41052,14904,0.363
2016-01-07T18:00:00Z,2016-01-07T19:00:00+0100,,71404,66475,37.19,39039,0,0,44335,18522,0.4178,3283,2678,0.8154,41052,15845,0.386
