party,category,classification,measure,gas,unit,year,numberValue,stringValue
HRV,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CR,D"
HRV,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CR,D"
HRV,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D"
HRV,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D"
HRV,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CR,D"
HRV,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CR,D"
HRV,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NO
HRV,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NO
HRV,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NO
HRV,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NO
HRV,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T3"
HRV,1.  Energy,Total for category,Method,CH4,no unit,2019,,"T1,T3"
HRV,1.  Energy,Total for category,Method,CO2,no unit,1990,,"CS,T1,T2"
HRV,1.  Energy,Total for category,Method,CO2,no unit,2019,,"CS,T1,T2"
HRV,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T3"
HRV,1.  Energy,Total for category,Method,N2O,no unit,2019,,"T1,T3"
HRV,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,21512.573395320058,
HRV,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,16535.951972969422,
HRV,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,33.33387066440652,
HRV,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,20.67344757158966,
HRV,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,511.4939594875544,
HRV,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,215.24372405125052,
HRV,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,20362.896533671785,
HRV,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,15764.278015235392,
HRV,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,3.43328807725899,
HRV,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,2.9461598124561,
HRV,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,67.21588643850387,
HRV,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,27.86379721490279,
HRV,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,97.55495206854177,
HRV,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,43.58965037508319,
HRV,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,0.81633389828261,
HRV,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,0.72761292728121,
HRV,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,169.37248960771154,
HRV,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,7.35142227213644,
HRV,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,33.33387066440652,
HRV,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,20.67344757158966,
HRV,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,0.81633389828261,
HRV,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,0.72761292728121,
HRV,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,,NO
HRV,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,,NO
HRV,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,NO
HRV,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,NO
HRV,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,1990,,NO
HRV,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,2019,12291.691261118622,
HRV,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,1990,,NO
HRV,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,2019,22.20318469309512,
HRV,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,1990,,NO
HRV,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,2019,87.79395120919013,
HRV,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,1990,,NO
HRV,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,2019,2.95146276907206,
HRV,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,,NO
HRV,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,1096.3915485308098,
HRV,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,1990,,NO
HRV,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,2019,0.27291469126112,
HRV,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,1990,,NO
HRV,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,2019,1079.136142857077,
HRV,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,1990,,NO
HRV,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,2019,0.03627846912612,
HRV,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,1990,,NO
HRV,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,2019,,NO
HRV,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,1990,34264.903,
HRV,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,2019,35152.672,
HRV,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,1990,1.83653487733498,
HRV,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,2019,2.60173436342136,
