utc_timestamp,cet_cest_timestamp,FR_wind_onshore_generation_actual
2016-01-02T18:00:00Z,2016-01-02T19:00:00+0100,5839
2016-01-02T19:00:00Z,2016-01-02T20:00:00+0100,5829
2016-01-02T20:00:00Z,2016-01-02T21:00:00+0100,5689
2016-01-02T21:00:00Z,2016-01-02T22:00:00+0100,5410
2016-01-02T22:00:00Z,2016-01-02T23:00:00+0100,5305
2016-01-02T23:00:00Z,2016-01-03T00:00:00+0100,4956
2016-01-03T00:00:00Z,2016-01-03T01:00:00+0100,4506
2016-01-03T01:00:00Z,2016-01-03T02:00:00+0100,4081
2016-01-03T02:00:00Z,2016-01-03T03:00:00+0100,3663
2016-01-03T03:00:00Z,2016-01-03T04:00:00+0100,3399
2016-01-03T04:00:00Z,2016-01-03T05:00:00+0100,3279
2016-01-03T05:00:00Z,2016-01-03T06:00:00+0100,3212
2016-01-03T06:00:00Z,2016-01-03T07:00:00+0100,3748
2016-01-03T07:00:00Z,2016-01-03T08:00:00+0100,4171
2016-01-03T08:00:00Z,2016-01-03T09:00:00+0100,4413
2016-01-03T09:00:00Z,2016-01-03T10:00:00+0100,4681
2016-01-03T10:00:00Z,2016-01-03T11:00:00+0100,4984
2016-01-03T11:00:00Z,2016-01-03T12:00:00+0100,5268
2016-01-03T12:00:00Z,2016-01-03T13:00:00+0100,5510
2016-01-03T13:00:00Z,2016-01-03T14:00:00+0100,5619
2016-01-03T14:00:00Z,2016-01-03T15:00:00+0100,5672
2016-01-03T15:00:00Z,2016-01-03T16:00:00+0100,5641
2016-01-03T16:00:00Z,2016-01-03T17:00:00+0100,5696
2016-01-03T17:00:00Z,2016-01-03T18:00:00+0100,5813
2016-01-03T18:00:00Z,2016-01-03T19:00:00+0100,5812
2016-01-03T19:00:00Z,2016-01-03T20:00:00+0100,5377
2016-01-03T20:00:00Z,2016-01-03T21:00:00+0100,5039
2016-01-03T21:00:00Z,2016-01-03T22:00:00+0100,4594
2016-01-03T22:00:00Z,2016-01-03T23:00:00+0100,4366
2016-01-03T23:00:00Z,2016-01-04T00:00:00+0100,4447
2016-01-04T00:00:00Z,2016-01-04T01:00:00+0100,4441
2016-01-04T01:00:00Z,2016-01-04T02:00:00+0100,4563
2016-01-04T02:00:00Z,2016-01-04T03:00:00+0100,4574
2016-01-04T03:00:00Z,2016-01-04T04:00:00+0100,4687
2016-01-04T04:00:00Z,2016-01-04T05:00:00+0100,4787
2016-01-04T05:00:00Z,2016-01-04T06:00:00+0100,4810
2016-01-04T06:00:00Z,2016-01-04T07:00:00+0100,4773
2016-01-04T07:00:00Z,2016-01-04T08:00:00+0100,4757
2016-01-04T08:00:00Z,2016-01-04T09:00:00+0100,4783
2016-01-04T09:00:00Z,2016-01-04T10:00:00+0100,4735
2016-01-04T10:00:00Z,2016-01-04T11:00:00+0100,4652
2016-01-04T11:00:00Z,2016-01-04T12:00:00+0100,4584
2016-01-04T12:00:00Z,2016-01-04T13:00:00+0100,4439
2016-01-04T13:00:00Z,2016-01-04T14:00:00+0100,4119
2016-01-04T14:00:00Z,2016-01-04T15:00:00+0100,3723
2016-01-04T15:00:00Z,2016-01-04T16:00:00+0100,3517
2016-01-04T16:00:00Z,2016-01-04T17:00:00+0100,3472
2016-01-04T17:00:00Z,2016-01-04T18:00:00+0100,3800
2016-01-04T18:00:00Z,2016-01-04T19:00:00+0100,4194
2016-01-04T19:00:00Z,2016-01-04T20:00:00+0100,4181
2016-01-04T20:00:00Z,2016-01-04T21:00:00+0100,4223
2016-01-04T21:00:00Z,2016-01-04T22:00:00+0100,4250
2016-01-04T22:00:00Z,2016-01-04T23:00:00+0100,4035
2016-01-04T23:00:00Z,2016-01-05T00:00:00+0100,4142
2016-01-05T00:00:00Z,2016-01-05T01:00:00+0100,4228
2016-01-05T01:00:00Z,2016-01-05T02:00:00+0100,4385
2016-01-05T02:00:00Z,2016-01-05T03:00:00+0100,4426
2016-01-05T03:00:00Z,2016-01-05T04:00:00+0100,4606
2016-01-05T04:00:00Z,2016-01-05T05:00:00+0100,4640
2016-01-05T05:00:00Z,2016-01-05T06:00:00+0100,4535
2016-01-05T06:00:00Z,2016-01-05T07:00:00+0100,4583
2016-01-05T07:00:00Z,2016-01-05T08:00:00+0100,4484
2016-01-05T08:00:00Z,2016-01-05T09:00:00+0100,4460
2016-01-05T09:00:00Z,2016-01-05T10:00:00+0100,4494
2016-01-05T10:00:00Z,2016-01-05T11:00:00+0100,4512
2016-01-05T11:00:00Z,2016-01-05T12:00:00+0100,4564
2016-01-05T12:00:00Z,2016-01-05T13:00:00+0100,4603
2016-01-05T13:00:00Z,2016-01-05T14:00:00+0100,4377
2016-01-05T14:00:00Z,2016-01-05T15:00:00+0100,4151
2016-01-05T15:00:00Z,2016-01-05T16:00:00+0100,3839
2016-01-05T16:00:00Z,2016-01-05T17:00:00+0100,3634
2016-01-05T17:00:00Z,2016-01-05T18:00:00+0100,3716
2016-01-05T18:00:00Z,2016-01-05T19:00:00+0100,3860
2016-01-05T19:00:00Z,2016-01-05T20:00:00+0100,3689
2016-01-05T20:00:00Z,2016-01-05T21:00:00+0100,3518
2016-01-05T21:00:00Z,2016-01-05T22:00:00+0100,3356
2016-01-05T22:00:00Z,2016-01-05T23:00:00+0100,3047
2016-01-05T23:00:00Z,2016-01-06T00:00:00+0100,2866
2016-01-06T00:00:00Z,2016-01-06T01:00:00+0100,2797
2016-01-06T01:00:00Z,2016-01-06T02:00:00+0100,2694
2016-01-06T02:00:00Z,2016-01-06T03:00:00+0100,2482
2016-01-06T03:00:00Z,2016-01-06T04:00:00+0100,2363
2016-01-06T04:00:00Z,2016-01-06T05:00:00+0100,2263
2016-01-06T05:00:00Z,2016-01-06T06:00:00+0100,2136
2016-01-06T06:00:00Z,2016-01-06T07:00:00+0100,2101
2016-01-06T07:00:00Z,2016-01-06T08:00:00+0100,2142
2016-01-06T08:00:00Z,2016-01-06T09:00:00+0100,2163
2016-01-06T09:00:00Z,2016-01-06T10:00:00+0100,2042
2016-01-06T10:00:00Z,2016-01-06T11:00:00+0100,1933
2016-01-06T11:00:00Z,2016-01-06T12:00:00+0100,1845
2016-01-06T12:00:00Z,2016-01-06T13:00:00+0100,1888
2016-01-06T13:00:00Z,2016-01-06T14:00:00+0100,1877
2016-01-06T14:00:00Z,2016-01-06T15:00:00+0100,1828
2016-01-06T15:00:00Z,2016-01-06T16:00:00+0100,1800
2016-01-06T16:00:00Z,2016-01-06T17:00:00+0100,1856
2016-01-06T17:00:00Z,2016-01-06T18:00:00+0100,1963
2016-01-06T18:00:00Z,2016-01-06T19:00:00+0100,2226
2016-01-06T19:00:00Z,2016-01-06T20:00:00+0100,2383
2016-01-06T20:00:00Z,2016-01-06T21:00:00+0100,2606
2016-01-06T21:00:00Z,2016-01-06T22:00:00+0100,2690
2016-01-06T22:00:00Z,2016-01-06T23:00:00+0100,2885
2016-01-06T23:00:00Z,2016-01-07T00:00:00+0100,2933
2016-01-07T00:00:00Z,2016-01-07T01:00:00+0100,2958
2016-01-07T01:00:00Z,2016-01-07T02:00:00+0100,3402
2016-01-07T02:00:00Z,2016-01-07T03:00:00+0100,4248
2016-01-07T03:00:00Z,2016-01-07T04:00:00+0100,4883
2016-01-07T04:00:00Z,2016-01-07T05:00:00+0100,5454
2016-01-07T05:00:00Z,2016-01-07T06:00:00+0100,6002
2016-01-07T06:00:00Z,2016-01-07T07:00:00+0100,6739
2016-01-07T07:00:00Z,2016-01-07T08:00:00+0100,7141
2016-01-07T08:00:00Z,2016-01-07T09:00:00+0100,7102
2016-01-07T09:00:00Z,2016-01-07T10:00:00+0100,6787
2016-01-07T10:00:00Z,2016-01-07T11:00:00+0100,6351
2016-01-07T11:00:00Z,2016-01-07T12:00:00+0100,6657
2016-01-07T12:00:00Z,2016-01-07T13:00:00+0100,7015
2016-01-07T13:00:00Z,2016-01-07T14:00:00+0100,7230
2016-01-07T14:00:00Z,2016-01-07T15:00:00+0100,7068
2016-01-07T15:00:00Z,2016-01-07T16:00:00+0100,6692
2016-01-07T16:00:00Z,2016-01-07T17:00:00+0100,6145
2016-01-07T17:00:00Z,2016-01-07T18:00:00+0100,5472
2016-01-07T18:00:00Z,2016-01-07T19:00:00+0100,4931
2016-01-07T19:00:00Z,2016-01-07T20:00:00+0100,4466
2016-01-07T20:00:00Z,2016-01-07T21:00:00+0100,4129
2016-01-07T21:00:00Z,2016-01-07T22:00:00+0100,3749
2016-01-07T22:00:00Z,2016-01-07T23:00:00+0100,3375
2016-01-07T23:00:00Z,2016-01-08T00:00:00+0100,2871
2016-01-08T00:00:00Z,2016-01-08T01:00:00+0100,2560
2016-01-08T01:00:00Z,2016-01-08T02:00:00+0100,2145
2016-01-08T02:00:00Z,2016-01-08T03:00:00+0100,1821
2016-01-08T03:00:00Z,2016-01-08T04:00:00+0100,1569
2016-01-08T04:00:00Z,2016-01-08T05:00:00+0100,1412
2016-01-08T05:00:00Z,2016-01-08T06:00:00+0100,1267
2016-01-08T06:00:00Z,2016-01-08T07:00:00+0100,1294
2016-01-08T07:00:00Z,2016-01-08T08:00:00+0100,1270
2016-01-08T08:00:00Z,2016-01-08T09:00:00+0100,1355
2016-01-08T09:00:00Z,2016-01-08T10:00:00+0100,1302
2016-01-08T10:00:00Z,2016-01-08T11:00:00+0100,1120
2016-01-08T11:00:00Z,2016-01-08T12:00:00+0100,1032
2016-01-08T12:00:00Z,2016-01-08T13:00:00+0100,954
2016-01-08T13:00:00Z,2016-01-08T14:00:00+0100,876
2016-01-08T14:00:00Z,2016-01-08T15:00:00+0100,856
2016-01-08T15:00:00Z,2016-01-08T16:00:00+0100,923
2016-01-08T16:00:00Z,2016-01-08T17:00:00+0100,1106
2016-01-08T17:00:00Z,2016-01-08T18:00:00+0100,1236
2016-01-08T18:00:00Z,2016-01-08T19:00:00+0100,1202
2016-01-08T19:00:00Z,2016-01-08T20:00:00+0100,1242
2016-01-08T20:00:00Z,2016-01-08T21:00:00+0100,1362
2016-01-08T21:00:00Z,2016-01-08T22:00:00+0100,1363
2016-01-08T22:00:00Z,2016-01-08T23:00:00+0100,1466
2016-01-08T23:00:00Z,2016-01-09T00:00:00+0100,1549
2016-01-09T00:00:00Z,2016-01-09T01:00:00+0100,1601
2016-01-09T01:00:00Z,2016-01-09T02:00:00+0100,1839
2016-01-09T02:00:00Z,2016-01-09T03:00:00+0100,1953
2016-01-09T03:00:00Z,2016-01-09T04:00:00+0100,1944
2016-01-09T04:00:00Z,2016-01-09T05:00:00+0100,2057
2016-01-09T05:00:00Z,2016-01-09T06:00:00+0100,2135
2016-01-09T06:00:00Z,2016-01-09T07:00:00+0100,2392
2016-01-09T07:00:00Z,2016-01-09T08:00:00+0100,2591
2016-01-09T08:00:00Z,2016-01-09T09:00:00+0100,2644
2016-01-09T09:00:00Z,2016-01-09T10:00:00+0100,2517
2016-01-09T10:00:00Z,2016-01-09T11:00:00+0100,2611
2016-01-09T11:00:00Z,2016-01-09T12:00:00+0100,2911
2016-01-09T12:00:00Z,2016-01-09T13:00:00+0100,3382
2016-01-09T13:00:00Z,2016-01-09T14:00:00+0100,3523
2016-01-09T14:00:00Z,2016-01-09T15:00:00+0100,3602
2016-01-09T15:00:00Z,2016-01-09T16:00:00+0100,4000
2016-01-09T16:00:00Z,2016-01-09T17:00:00+0100,4785
2016-01-09T17:00:00Z,2016-01-09T18:00:00+0100,5562
2016-01-09T18:00:00Z,2016-01-09T19:00:00+0100,6061
2016-01-09T19:00:00Z,2016-01-09T20:00:00+0100,6239
2016-01-09T20:00:00Z,2016-01-09T21:00:00+0100,6391
2016-01-09T21:00:00Z,2016-01-09T22:00:00+0100,6231
2016-01-09T22:00:00Z,2016-01-09T23:00:00+0100,6204
2016-01-09T23:00:00Z,2016-01-10T00:00:00+0100,6189
2016-01-10T00:00:00Z,2016-01-10T01:00:00+0100,6039
2016-01-10T01:00:00Z,2016-01-10T02:00:00+0100,5985
2016-01-10T02:00:00Z,2016-01-10T03:00:00+0100,5745
2016-01-10T03:00:00Z,2016-01-10T04:00:00+0100,5363
2016-01-10T04:00:00Z,2016-01-10T05:00:00+0100,5019
2016-01-10T05:00:00Z,2016-01-10T06:00:00+0100,5065
2016-01-10T06:00:00Z,2016-01-10T07:00:00+0100,5040
2016-01-10T07:00:00Z,2016-01-10T08:00:00+0100,4967
2016-01-10T08:00:00Z,2016-01-10T09:00:00+0100,4833
2016-01-10T09:00:00Z,2016-01-10T10:00:00+0100,4838
2016-01-10T10:00:00Z,2016-01-10T11:00:00+0100,4817
2016-01-10T11:00:00Z,2016-01-10T12:00:00+0100,4844
2016-01-10T12:00:00Z,2016-01-10T13:00:00+0100,4791
2016-01-10T13:00:00Z,2016-01-10T14:00:00+0100,4689
2016-01-10T14:00:00Z,2016-01-10T15:00:00+0100,4370
2016-01-10T15:00:00Z,2016-01-10T16:00:00+0100,3939
2016-01-10T16:00:00Z,2016-01-10T17:00:00+0100,3832
2016-01-10T17:00:00Z,2016-01-10T18:00:00+0100,3938
2016-01-10T18:00:00Z,2016-01-10T19:00:00+0100,3918
2016-01-10T19:00:00Z,2016-01-10T20:00:00+0100,3795
2016-01-10T20:00:00Z,2016-01-10T21:00:00+0100,3663
2016-01-10T21:00:00Z,2016-01-10T22:00:00+0100,3667
2016-01-10T22:00:00Z,2016-01-10T23:00:00+0100,3845
2016-01-10T23:00:00Z,2016-01-11T00:00:00+0100,3763
2016-01-11T00:00:00Z,2016-01-11T01:00:00+0100,3775
2016-01-11T01:00:00Z,2016-01-11T02:00:00+0100,3725
2016-01-11T02:00:00Z,2016-01-11T03:00:00+0100,3551
2016-01-11T03:00:00Z,2016-01-11T04:00:00+0100,3689
2016-01-11T04:00:00Z,2016-01-11T05:00:00+0100,4323
2016-01-11T05:00:00Z,2016-01-11T06:00:00+0100,4910
2016-01-11T06:00:00Z,2016-01-11T07:00:00+0100,5203
2016-01-11T07:00:00Z,2016-01-11T08:00:00+0100,5354
2016-01-11T08:00:00Z,2016-01-11T09:00:00+0100,5668
2016-01-11T09:00:00Z,2016-01-11T10:00:00+0100,6018
2016-01-11T10:00:00Z,2016-01-11T11:00:00+0100,6230
2016-01-11T11:00:00Z,2016-01-11T12:00:00+0100,6441
2016-01-11T12:00:00Z,2016-01-11T13:00:00+0100,6746
2016-01-11T13:00:00Z,2016-01-11T14:00:00+0100,6863
2016-01-11T14:00:00Z,2016-01-11T15:00:00+0100,7055
2016-01-11T15:00:00Z,2016-01-11T16:00:00+0100,7216
2016-01-11T16:00:00Z,2016-01-11T17:00:00+0100,7384
2016-01-11T17:00:00Z,2016-01-11T18:00:00+0100,7358
2016-01-11T18:00:00Z,2016-01-11T19:00:00+0100,7039
2016-01-11T19:00:00Z,2016-01-11T20:00:00+0100,6698
2016-01-11T20:00:00Z,2016-01-11T21:00:00+0100,6396
2016-01-11T21:00:00Z,2016-01-11T22:00:00+0100,6281
2016-01-11T22:00:00Z,2016-01-11T23:00:00+0100,6175
2016-01-11T23:00:00Z,2016-01-12T00:00:00+0100,6206
2016-01-12T00:00:00Z,2016-01-12T01:00:00+0100,6162
2016-01-12T01:00:00Z,2016-01-12T02:00:00+0100,5840
2016-01-12T02:00:00Z,2016-01-12T03:00:00+0100,5563
2016-01-12T03:00:00Z,2016-01-12T04:00:00+0100,5592
2016-01-12T04:00:00Z,2016-01-12T05:00:00+0100,5718
2016-01-12T05:00:00Z,2016-01-12T06:00:00+0100,5679
2016-01-12T06:00:00Z,2016-01-12T07:00:00+0100,5826
2016-01-12T07:00:00Z,2016-01-12T08:00:00+0100,5604
2016-01-12T08:00:00Z,2016-01-12T09:00:00+0100,5535
2016-01-12T09:00:00Z,2016-01-12T10:00:00+0100,5652
2016-01-12T10:00:00Z,2016-01-12T11:00:00+0100,5985
2016-01-12T11:00:00Z,2016-01-12T12:00:00+0100,6358
2016-01-12T12:00:00Z,2016-01-12T13:00:00+0100,6586
2016-01-12T13:00:00Z,2016-01-12T14:00:00+0100,6799
2016-01-12T14:00:00Z,2016-01-12T15:00:00+0100,6938
2016-01-12T15:00:00Z,2016-01-12T16:00:00+0100,6708
2016-01-12T16:00:00Z,2016-01-12T17:00:00+0100,6696
2016-01-12T17:00:00Z,2016-01-12T18:00:00+0100,6782
2016-01-12T18:00:00Z,2016-01-12T19:00:00+0100,6846
2016-01-12T19:00:00Z,2016-01-12T20:00:00+0100,6893
2016-01-12T20:00:00Z,2016-01-12T21:00:00+0100,7018
2016-01-12T21:00:00Z,2016-01-12T22:00:00+0100,7042
2016-01-12T22:00:00Z,2016-01-12T23:00:00+0100,7122
2016-01-12T23:00:00Z,2016-01-13T00:00:00+0100,7033
2016-01-13T00:00:00Z,2016-01-13T01:00:00+0100,6820
2016-01-13T01:00:00Z,2016-01-13T02:00:00+0100,6520
2016-01-13T02:00:00Z,2016-01-13T03:00:00+0100,6202
2016-01-13T03:00:00Z,2016-01-13T04:00:00+0100,5786
2016-01-13T04:00:00Z,2016-01-13T05:00:00+0100,5351
2016-01-13T05:00:00Z,2016-01-13T06:00:00+0100,5054
2016-01-13T06:00:00Z,2016-01-13T07:00:00+0100,4749
2016-01-13T07:00:00Z,2016-01-13T08:00:00+0100,4327
2016-01-13T08:00:00Z,2016-01-13T09:00:00+0100,3738
2016-01-13T09:00:00Z,2016-01-13T10:00:00+0100,3136
2016-01-13T10:00:00Z,2016-01-13T11:00:00+0100,2877
2016-01-13T11:00:00Z,2016-01-13T12:00:00+0100,2655
2016-01-13T12:00:00Z,2016-01-13T13:00:00+0100,2345
2016-01-13T13:00:00Z,2016-01-13T14:00:00+0100,2052
2016-01-13T14:00:00Z,2016-01-13T15:00:00+0100,1809
2016-01-13T15:00:00Z,2016-01-13T16:00:00+0100,1644
2016-01-13T16:00:00Z,2016-01-13T17:00:00+0100,1894
2016-01-13T17:00:00Z,2016-01-13T18:00:00+0100,2356
2016-01-13T18:00:00Z,2016-01-13T19:00:00+0100,2637
2016-01-13T19:00:00Z,2016-01-13T20:00:00+0100,3037
2016-01-13T20:00:00Z,2016-01-13T21:00:00+0100,3275
2016-01-13T21:00:00Z,2016-01-13T22:00:00+0100,3204
2016-01-13T22:00:00Z,2016-01-13T23:00:00+0100,3186
2016-01-13T23:00:00Z,2016-01-14T00:00:00+0100,3373
2016-01-14T00:00:00Z,2016-01-14T01:00:00+0100,3377
2016-01-14T01:00:00Z,2016-01-14T02:00:00+0100,3413
2016-01-14T02:00:00Z,2016-01-14T03:00:00+0100,3483
2016-01-14T03:00:00Z,2016-01-14T04:00:00+0100,3615
2016-01-14T04:00:00Z,2016-01-14T05:00:00+0100,3673
2016-01-14T05:00:00Z,2016-01-14T06:00:00+0100,3561
2016-01-14T06:00:00Z,2016-01-14T07:00:00+0100,3396
2016-01-14T07:00:00Z,2016-01-14T08:00:00+0100,3190
2016-01-14T08:00:00Z,2016-01-14T09:00:00+0100,2977
2016-01-14T09:00:00Z,2016-01-14T10:00:00+0100,2977
2016-01-14T10:00:00Z,2016-01-14T11:00:00+0100,2840
2016-01-14T11:00:00Z,2016-01-14T12:00:00+0100,3252
2016-01-14T12:00:00Z,2016-01-14T13:00:00+0100,3966
2016-01-14T13:00:00Z,2016-01-14T14:00:00+0100,4534
2016-01-14T14:00:00Z,2016-01-14T15:00:00+0100,4671
2016-01-14T15:00:00Z,2016-01-14T16:00:00+0100,4749
2016-01-14T16:00:00Z,2016-01-14T17:00:00+0100,4819
2016-01-14T17:00:00Z,2016-01-14T18:00:00+0100,4981
2016-01-14T18:00:00Z,2016-01-14T19:00:00+0100,5448
2016-01-14T19:00:00Z,2016-01-14T20:00:00+0100,5654
2016-01-14T20:00:00Z,2016-01-14T21:00:00+0100,5864
2016-01-14T21:00:00Z,2016-01-14T22:00:00+0100,5860
2016-01-14T22:00:00Z,2016-01-14T23:00:00+0100,5878
2016-01-14T23:00:00Z,2016-01-15T00:00:00+0100,5905
2016-01-15T00:00:00Z,2016-01-15T01:00:00+0100,5814
2016-01-15T01:00:00Z,2016-01-15T02:00:00+0100,5843
2016-01-15T02:00:00Z,2016-01-15T03:00:00+0100,5822
2016-01-15T03:00:00Z,2016-01-15T04:00:00+0100,5667
2016-01-15T04:00:00Z,2016-01-15T05:00:00+0100,5593
2016-01-15T05:00:00Z,2016-01-15T06:00:00+0100,5344
2016-01-15T06:00:00Z,2016-01-15T07:00:00+0100,5284
2016-01-15T07:00:00Z,2016-01-15T08:00:00+0100,5228
2016-01-15T08:00:00Z,2016-01-15T09:00:00+0100,4925
2016-01-15T09:00:00Z,2016-01-15T10:00:00+0100,4876
2016-01-15T10:00:00Z,2016-01-15T11:00:00+0100,5066
2016-01-15T11:00:00Z,2016-01-15T12:00:00+0100,5553
2016-01-15T12:00:00Z,2016-01-15T13:00:00+0100,5835
2016-01-15T13:00:00Z,2016-01-15T14:00:00+0100,6008
2016-01-15T14:00:00Z,2016-01-15T15:00:00+0100,5673
2016-01-15T15:00:00Z,2016-01-15T16:00:00+0100,5497
2016-01-15T16:00:00Z,2016-01-15T17:00:00+0100,5446
2016-01-15T17:00:00Z,2016-01-15T18:00:00+0100,5469
2016-01-15T18:00:00Z,2016-01-15T19:00:00+0100,5455
2016-01-15T19:00:00Z,2016-01-15T20:00:00+0100,5180
2016-01-15T20:00:00Z,2016-01-15T21:00:00+0100,4924
2016-01-15T21:00:00Z,2016-01-15T22:00:00+0100,4456
2016-01-15T22:00:00Z,2016-01-15T23:00:00+0100,4146
2016-01-15T23:00:00Z,2016-01-16T00:00:00+0100,3841
2016-01-16T00:00:00Z,2016-01-16T01:00:00+0100,3615
2016-01-16T01:00:00Z,2016-01-16T02:00:00+0100,3394
2016-01-16T02:00:00Z,2016-01-16T03:00:00+0100,3109
2016-01-16T03:00:00Z,2016-01-16T04:00:00+0100,3017
2016-01-16T04:00:00Z,2016-01-16T05:00:00+0100,2712
2016-01-16T05:00:00Z,2016-01-16T06:00:00+0100,2638
2016-01-16T06:00:00Z,2016-01-16T07:00:00+0100,2556
2016-01-16T07:00:00Z,2016-01-16T08:00:00+0100,2354
2016-01-16T08:00:00Z,2016-01-16T09:00:00+0100,2379
2016-01-16T09:00:00Z,2016-01-16T10:00:00+0100,2283
2016-01-16T10:00:00Z,2016-01-16T11:00:00+0100,2282
2016-01-16T11:00:00Z,2016-01-16T12:00:00+0100,2208
2016-01-16T12:00:00Z,2016-01-16T13:00:00+0100,2141
2016-01-16T13:00:00Z,2016-01-16T14:00:00+0100,2137
2016-01-16T14:00:00Z,2016-01-16T15:00:00+0100,2174
2016-01-16T15:00:00Z,2016-01-16T16:00:00+0100,2145
2016-01-16T16:00:00Z,2016-01-16T17:00:00+0100,2117
2016-01-16T17:00:00Z,2016-01-16T18:00:00+0100,2045
2016-01-16T18:00:00Z,2016-01-16T19:00:00+0100,2025
2016-01-16T19:00:00Z,2016-01-16T20:00:00+0100,1845
2016-01-16T20:00:00Z,2016-01-16T21:00:00+0100,1811
2016-01-16T21:00:00Z,2016-01-16T22:00:00+0100,1733
2016-01-16T22:00:00Z,2016-01-16T23:00:00+0100,1700
2016-01-16T23:00:00Z,2016-01-17T00:00:00+0100,1703
2016-01-17T00:00:00Z,2016-01-17T01:00:00+0100,1703
2016-01-17T01:00:00Z,2016-01-17T02:00:00+0100,1569
2016-01-17T02:00:00Z,2016-01-17T03:00:00+0100,1515
2016-01-17T03:00:00Z,2016-01-17T04:00:00+0100,1469
2016-01-17T04:00:00Z,2016-01-17T05:00:00+0100,1395
2016-01-17T05:00:00Z,2016-01-17T06:00:00+0100,1290
2016-01-17T06:00:00Z,2016-01-17T07:00:00+0100,1192
2016-01-17T07:00:00Z,2016-01-17T08:00:00+0100,1154
2016-01-17T08:00:00Z,2016-01-17T09:00:00+0100,1066
2016-01-17T09:00:00Z,2016-01-17T10:00:00+0100,1016
2016-01-17T10:00:00Z,2016-01-17T11:00:00+0100,927
2016-01-17T11:00:00Z,2016-01-17T12:00:00+0100,911
2016-01-17T12:00:00Z,2016-01-17T13:00:00+0100,836
2016-01-17T13:00:00Z,2016-01-17T14:00:00+0100,784
2016-01-17T14:00:00Z,2016-01-17T15:00:00+0100,764
2016-01-17T15:00:00Z,2016-01-17T16:00:00+0100,752
2016-01-17T16:00:00Z,2016-01-17T17:00:00+0100,884
2016-01-17T17:00:00Z,2016-01-17T18:00:00+0100,1156
2016-01-17T18:00:00Z,2016-01-17T19:00:00+0100,1465
2016-01-17T19:00:00Z,2016-01-17T20:00:00+0100,1820
2016-01-17T20:00:00Z,2016-01-17T21:00:00+0100,2153
2016-01-17T21:00:00Z,2016-01-17T22:00:00+0100,2389
2016-01-17T22:00:00Z,2016-01-17T23:00:00+0100,2554
2016-01-17T23:00:00Z,2016-01-18T00:00:00+0100,2619
2016-01-18T00:00:00Z,2016-01-18T01:00:00+0100,2745
