STN,YYYYMMDD,HH,SQ,Q
260,19970106,6,0.0,0.0
260,19970106,7,0.0,0.0
260,19970106,8,0.0,0.0
260,19970106,9,0.0,1.0
260,19970106,10,0.0,7.0
260,19970106,11,0.0,12.0
260,19970106,12,0.0,20.0
260,19970106,13,2.0,36.0
260,19970106,14,8.0,45.0
260,19970106,15,10.0,34.0
260,19970106,16,0.0,8.0
260,19970106,17,0.0,0.0
260,19970106,18,0.0,0.0
260,19970106,19,0.0,0.0
260,19970106,20,0.0,0.0
260,19970106,21,0.0,0.0
260,19970106,22,0.0,0.0
260,19970106,23,0.0,0.0
260,19970106,24,0.0,0.0
260,19970107,1,0.0,0.0
260,19970107,2,0.0,0.0
260,19970107,3,0.0,0.0
260,19970107,4,0.0,0.0
260,19970107,5,0.0,0.0
260,19970107,6,0.0,0.0
260,19970107,7,0.0,0.0
260,19970107,8,0.0,0.0
260,19970107,9,0.0,1.0
260,19970107,10,0.0,6.0
260,19970107,11,0.0,12.0
260,19970107,12,0.0,21.0
260,19970107,13,0.0,27.0
260,19970107,14,0.0,24.0
260,19970107,15,0.0,12.0
260,19970107,16,0.0,4.0
260,19970107,17,0.0,0.0
260,19970107,18,0.0,0.0
260,19970107,19,0.0,0.0
260,19970107,20,0.0,0.0
260,19970107,21,0.0,0.0
260,19970107,22,0.0,0.0
260,19970107,23,0.0,0.0
260,19970107,24,0.0,0.0
260,19970108,1,0.0,0.0
260,19970108,2,0.0,0.0
260,19970108,3,0.0,0.0
260,19970108,4,0.0,0.0
260,19970108,5,0.0,0.0
260,19970108,6,0.0,0.0
260,19970108,7,0.0,0.0
260,19970108,8,0.0,0.0
260,19970108,9,8.0,12.0
260,19970108,10,10.0,35.0
260,19970108,11,0.0,34.0
260,19970108,12,0.0,25.0
260,19970108,13,0.0,27.0
260,19970108,14,0.0,27.0
260,19970108,15,0.0,12.0
260,19970108,16,0.0,1.0
260,19970108,17,0.0,0.0
260,19970108,18,0.0,0.0
260,19970108,19,0.0,0.0
260,19970108,20,0.0,0.0
260,19970108,21,0.0,0.0
260,19970108,22,0.0,0.0
260,19970108,23,0.0,0.0
260,19970108,24,0.0,0.0
260,19970109,1,0.0,0.0
260,19970109,2,0.0,0.0
260,19970109,3,0.0,0.0
260,19970109,4,0.0,0.0
260,19970109,5,0.0,0.0
260,19970109,6,0.0,0.0
260,19970109,7,0.0,0.0
260,19970109,8,0.0,0.0
260,19970109,9,0.0,4.0
260,19970109,10,0.0,14.0
260,19970109,11,0.0,29.0
260,19970109,12,0.0,49.0
260,19970109,13,2.0,55.0
260,19970109,14,2.0,40.0
260,19970109,15,10.0,25.0
260,19970109,16,0.0,9.0
260,19970109,17,0.0,0.0
260,19970109,18,0.0,0.0
260,19970109,19,0.0,0.0
260,19970109,20,0.0,0.0
260,19970109,21,0.0,0.0
260,19970109,22,0.0,0.0
260,19970109,23,0.0,0.0
260,19970109,24,0.0,0.0
260,19970110,1,0.0,0.0
260,19970110,2,0.0,0.0
260,19970110,3,0.0,0.0
260,19970110,4,0.0,0.0
260,19970110,5,0.0,0.0
260,19970110,6,0.0,0.0
260,19970110,7,0.0,0.0
260,19970110,8,0.0,0.0
260,19970110,9,0.0,1.0
260,19970110,10,0.0,6.0
260,19970110,11,0.0,14.0
260,19970110,12,0.0,28.0
260,19970110,13,0.0,19.0
260,19970110,14,0.0,15.0
260,19970110,15,0.0,9.0
260,19970110,16,0.0,1.0
260,19970110,17,0.0,0.0
260,19970110,18,0.0,0.0
260,19970110,19,0.0,0.0
260,19970110,20,0.0,0.0
260,19970110,21,0.0,0.0
260,19970110,22,0.0,0.0
260,19970110,23,0.0,0.0
260,19970110,24,0.0,0.0
260,19970111,1,0.0,0.0
260,19970111,2,0.0,0.0
260,19970111,3,0.0,0.0
260,19970111,4,0.0,0.0
260,19970111,5,0.0,0.0
260,19970111,6,0.0,0.0
260,19970111,7,0.0,0.0
260,19970111,8,0.0,0.0
260,19970111,9,0.0,1.0
260,19970111,10,0.0,6.0
260,19970111,11,0.0,16.0
260,19970111,12,0.0,18.0
260,19970111,13,0.0,21.0
260,19970111,14,0.0,19.0
260,19970111,15,0.0,13.0
260,19970111,16,0.0,3.0
260,19970111,17,0.0,0.0
260,19970111,18,0.0,0.0
260,19970111,19,0.0,0.0
260,19970111,20,0.0,0.0
260,19970111,21,0.0,0.0
260,19970111,22,0.0,0.0
260,19970111,23,0.0,0.0
260,19970111,24,0.0,0.0
260,19970112,1,0.0,0.0
260,19970112,2,0.0,0.0
260,19970112,3,0.0,0.0
260,19970112,4,0.0,0.0
260,19970112,5,0.0,0.0
260,19970112,6,0.0,0.0
260,19970112,7,0.0,0.0
260,19970112,8,0.0,0.0
260,19970112,9,0.0,3.0
260,19970112,10,0.0,8.0
260,19970112,11,0.0,17.0
260,19970112,12,0.0,25.0
260,19970112,13,0.0,22.0
260,19970112,14,0.0,14.0
260,19970112,15,0.0,9.0
260,19970112,16,0.0,2.0
260,19970112,17,0.0,0.0
260,19970112,18,0.0,0.0
260,19970112,19,0.0,0.0
260,19970112,20,0.0,0.0
260,19970112,21,0.0,0.0
260,19970112,22,0.0,0.0
260,19970112,23,0.0,0.0
260,19970112,24,0.0,0.0
260,19970113,1,0.0,0.0
260,19970113,2,0.0,0.0
260,19970113,3,0.0,0.0
260,19970113,4,0.0,0.0
260,19970113,5,0.0,0.0
260,19970113,6,0.0,0.0
260,19970113,7,0.0,0.0
260,19970113,8,0.0,0.0
260,19970113,9,0.0,4.0
260,19970113,10,8.0,33.0
260,19970113,11,10.0,72.0
260,19970113,12,10.0,86.0
260,19970113,13,10.0,89.0
260,19970113,14,10.0,63.0
260,19970113,15,10.0,47.0
260,19970113,16,2.0,14.0
260,19970113,17,0.0,0.0
260,19970113,18,0.0,0.0
260,19970113,19,0.0,0.0
260,19970113,20,0.0,0.0
260,19970113,21,0.0,0.0
260,19970113,22,0.0,0.0
260,19970113,23,0.0,0.0
260,19970113,24,0.0,0.0
260,19970114,1,0.0,0.0
260,19970114,2,0.0,0.0
260,19970114,3,0.0,0.0
260,19970114,4,0.0,0.0
260,19970114,5,0.0,0.0
260,19970114,6,0.0,0.0
260,19970114,7,0.0,0.0
260,19970114,8,0.0,0.0
260,19970114,9,10.0,18.0
260,19970114,10,10.0,51.0
260,19970114,11,10.0,77.0
260,19970114,12,8.0,84.0
260,19970114,13,10.0,79.0
260,19970114,14,10.0,73.0
260,19970114,15,10.0,54.0
260,19970114,16,2.0,18.0
260,19970114,17,0.0,0.0
260,19970114,18,0.0,0.0
260,19970114,19,0.0,0.0
260,19970114,20,0.0,0.0
260,19970114,21,0.0,0.0
260,19970114,22,0.0,0.0
260,19970114,23,0.0,0.0
260,19970114,24,0.0,0.0
260,19970115,1,0.0,0.0
260,19970115,2,0.0,0.0
260,19970115,3,0.0,0.0
260,19970115,4,0.0,0.0
260,19970115,5,0.0,0.0
260,19970115,6,0.0,0.0
260,19970115,7,0.0,0.0
260,19970115,8,0.0,0.0
260,19970115,9,10.0,15.0
260,19970115,10,10.0,46.0
260,19970115,11,10.0,73.0
260,19970115,12,10.0,91.0
260,19970115,13,10.0,92.0
260,19970115,14,10.0,72.0
260,19970115,15,10.0,46.0
260,19970115,16,2.0,14.0
260,19970115,17,0.0,0.0
260,19970115,18,0.0,0.0
260,19970115,19,0.0,0.0
260,19970115,20,0.0,0.0
260,19970115,21,0.0,0.0
260,19970115,22,0.0,0.0
260,19970115,23,0.0,0.0
260,19970115,24,0.0,0.0
260,19970116,1,0.0,0.0
260,19970116,2,0.0,0.0
260,19970116,3,0.0,0.0
260,19970116,4,0.0,0.0
260,19970116,5,0.0,0.0
260,19970116,6,0.0,0.0
260,19970116,7,0.0,0.0
260,19970116,8,0.0,0.0
260,19970116,9,10.0,17.0
260,19970116,10,10.0,49.0
260,19970116,11,10.0,76.0
260,19970116,12,10.0,94.0
260,19970116,13,10.0,94.0
260,19970116,14,10.0,76.0
260,19970116,15,10.0,50.0
260,19970116,16,2.0,17.0
260,19970116,17,0.0,0.0
260,19970116,18,0.0,0.0
260,19970116,19,0.0,0.0
260,19970116,20,0.0,0.0
260,19970116,21,0.0,0.0
260,19970116,22,0.0,0.0
260,19970116,23,0.0,0.0
260,19970116,24,0.0,0.0
260,19970117,1,0.0,0.0
260,19970117,2,0.0,0.0
260,19970117,3,0.0,0.0
260,19970117,4,0.0,0.0
260,19970117,5,0.0,0.0
260,19970117,6,0.0,0.0
260,19970117,7,0.0,0.0
260,19970117,8,0.0,0.0
260,19970117,9,10.0,16.0
260,19970117,10,10.0,48.0
260,19970117,11,10.0,75.0
260,19970117,12,10.0,92.0
260,19970117,13,10.0,92.0
260,19970117,14,10.0,75.0
260,19970117,15,7.0,32.0
260,19970117,16,3.0,9.0
260,19970117,17,0.0,0.0
260,19970117,18,0.0,0.0
260,19970117,19,0.0,0.0
260,19970117,20,0.0,0.0
260,19970117,21,0.0,0.0
260,19970117,22,0.0,0.0
260,19970117,23,0.0,0.0
260,19970117,24,0.0,0.0
260,19970118,1,0.0,0.0
260,19970118,2,0.0,0.0
260,19970118,3,0.0,0.0
260,19970118,4,0.0,0.0
260,19970118,5,0.0,0.0
260,19970118,6,0.0,0.0
260,19970118,7,0.0,0.0
260,19970118,8,0.0,0.0
260,19970118,9,0.0,1.0
260,19970118,10,0.0,5.0
260,19970118,11,0.0,9.0
260,19970118,12,0.0,7.0
260,19970118,13,0.0,11.0
260,19970118,14,0.0,8.0
260,19970118,15,0.0,6.0
260,19970118,16,0.0,2.0
260,19970118,17,0.0,0.0
260,19970118,18,0.0,0.0
260,19970118,19,0.0,0.0
260,19970118,20,0.0,0.0
260,19970118,21,0.0,0.0
260,19970118,22,0.0,0.0
260,19970118,23,0.0,0.0
260,19970118,24,0.0,0.0
260,19970119,1,0.0,0.0
260,19970119,2,0.0,0.0
260,19970119,3,0.0,0.0
260,19970119,4,0.0,0.0
260,19970119,5,0.0,0.0
260,19970119,6,0.0,0.0
260,19970119,7,0.0,0.0
260,19970119,8,0.0,0.0
260,19970119,9,0.0,2.0
260,19970119,10,0.0,6.0
260,19970119,11,0.0,8.0
260,19970119,12,0.0,8.0
260,19970119,13,0.0,7.0
260,19970119,14,0.0,14.0
260,19970119,15,0.0,4.0
260,19970119,16,0.0,1.0
260,19970119,17,0.0,0.0
260,19970119,18,0.0,0.0
260,19970119,19,0.0,0.0
260,19970119,20,0.0,0.0
260,19970119,21,0.0,0.0
260,19970119,22,0.0,0.0
260,19970119,23,0.0,0.0
260,19970119,24,0.0,0.0
260,19970120,1,0.0,0.0
260,19970120,2,0.0,0.0
260,19970120,3,0.0,0.0
260,19970120,4,0.0,0.0
260,19970120,5,0.0,0.0
260,19970120,6,0.0,0.0
260,19970120,7,0.0,0.0
260,19970120,8,0.0,0.0
260,19970120,9,0.0,2.0
260,19970120,10,0.0,9.0
260,19970120,11,0.0,24.0
260,19970120,12,0.0,36.0
260,19970120,13,0.0,39.0
260,19970120,14,0.0,27.0
260,19970120,15,0.0,19.0
260,19970120,16,0.0,6.0
260,19970120,17,0.0,0.0
260,19970120,18,0.0,0.0
260,19970120,19,0.0,0.0
260,19970120,20,0.0,0.0
260,19970120,21,0.0,0.0
260,19970120,22,0.0,0.0
260,19970120,23,0.0,0.0
260,19970120,24,0.0,0.0
260,19970121,1,0.0,0.0
260,19970121,2,0.0,0.0
260,19970121,3,0.0,0.0
260,19970121,4,0.0,0.0
260,19970121,5,0.0,0.0
260,19970121,6,0.0,0.0
260,19970121,7,0.0,0.0
260,19970121,8,0.0,0.0
260,19970121,9,10.0,20.0
260,19970121,10,10.0,54.0
260,19970121,11,3.0,68.0
260,19970121,12,0.0,28.0
260,19970121,13,3.0,56.0
260,19970121,14,0.0,36.0
260,19970121,15,0.0,17.0
260,19970121,16,0.0,2.0
260,19970121,17,0.0,0.0
260,19970121,18,0.0,0.0
260,19970121,19,0.0,0.0
260,19970121,20,0.0,0.0
260,19970121,21,0.0,0.0
260,19970121,22,0.0,0.0
260,19970121,23,0.0,0.0
260,19970121,24,0.0,0.0
260,19970122,1,0.0,0.0
260,19970122,2,0.0,0.0
260,19970122,3,0.0,0.0
260,19970122,4,0.0,0.0
260,19970122,5,0.0,0.0
260,19970122,6,0.0,0.0
260,19970122,7,0.0,0.0
260,19970122,8,0.0,0.0
260,19970122,9,0.0,9.0
260,19970122,10,5.0,33.0
260,19970122,11,2.0,49.0
260,19970122,12,3.0,40.0
260,19970122,13,0.0,51.0
260,19970122,14,0.0,22.0
260,19970122,15,10.0,48.0
260,19970122,16,3.0,16.0
260,19970122,17,0.0,0.0
260,19970122,18,0.0,0.0
260,19970122,19,0.0,0.0
260,19970122,20,0.0,0.0
260,19970122,21,0.0,0.0
260,19970122,22,0.0,0.0
260,19970122,23,0.0,0.0
260,19970122,24,0.0,0.0
260,19970123,1,0.0,0.0
260,19970123,2,0.0,0.0
260,19970123,3,0.0,0.0
260,19970123,4,0.0,0.0
260,19970123,5,0.0,0.0
260,19970123,6,0.0,0.0
260,19970123,7,0.0,0.0
260,19970123,8,0.0,0.0
260,19970123,9,0.0,6.0
260,19970123,10,0.0,17.0
260,19970123,11,2.0,55.0
260,19970123,12,2.0,61.0
260,19970123,13,0.0,31.0
260,19970123,14,10.0,64.0
260,19970123,15,8.0,52.0
260,19970123,16,0.0,8.0
260,19970123,17,0.0,0.0
260,19970123,18,0.0,0.0
260,19970123,19,0.0,0.0
260,19970123,20,0.0,0.0
260,19970123,21,0.0,0.0
260,19970123,22,0.0,0.0
260,19970123,23,0.0,0.0
260,19970123,24,0.0,0.0
260,19970124,1,0.0,0.0
260,19970124,2,0.0,0.0
260,19970124,3,0.0,0.0
260,19970124,4,0.0,0.0
260,19970124,5,0.0,0.0
260,19970124,6,0.0,0.0
260,19970124,7,0.0,0.0
260,19970124,8,0.0,0.0
260,19970124,9,7.0,16.0
260,19970124,10,7.0,44.0
260,19970124,11,6.0,63.0
260,19970124,12,9.0,71.0
260,19970124,13,9.0,81.0
260,19970124,14,10.0,83.0
260,19970124,15,10.0,57.0
260,19970124,16,5.0,25.0
260,19970124,17,0.0,0.0
260,19970124,18,0.0,0.0
260,19970124,19,0.0,0.0
260,19970124,20,0.0,0.0
260,19970124,21,0.0,0.0
260,19970124,22,0.0,0.0
260,19970124,23,0.0,0.0
260,19970124,24,0.0,0.0
260,19970125,1,0.0,0.0
260,19970125,2,0.0,0.0
260,19970125,3,0.0,0.0
260,19970125,4,0.0,0.0
260,19970125,5,0.0,0.0
260,19970125,6,0.0,0.0
260,19970125,7,0.0,0.0
260,19970125,8,0.0,0.0
260,19970125,9,0.0,9.0
260,19970125,10,0.0,26.0
260,19970125,11,3.0,48.0
260,19970125,12,4.0,67.0
260,19970125,13,9.0,85.0
260,19970125,14,7.0,80.0
260,19970125,15,10.0,52.0
260,19970125,16,5.0,21.0
260,19970125,17,0.0,1.0
260,19970125,18,0.0,0.0
260,19970125,19,0.0,0.0
260,19970125,20,0.0,0.0
260,19970125,21,0.0,0.0
260,19970125,22,0.0,0.0
260,19970125,23,0.0,0.0
260,19970125,24,0.0,0.0
260,19970126,1,0.0,0.0
260,19970126,2,0.0,0.0
260,19970126,3,0.0,0.0
260,19970126,4,0.0,0.0
260,19970126,5,0.0,0.0
260,19970126,6,0.0,0.0
260,19970126,7,0.0,0.0
260,19970126,8,0.0,0.0
260,19970126,9,0.0,2.0
260,19970126,10,0.0,6.0
260,19970126,11,0.0,10.0
260,19970126,12,0.0,14.0
260,19970126,13,0.0,16.0
260,19970126,14,0.0,12.0
260,19970126,15,0.0,7.0
260,19970126,16,0.0,2.0
260,19970126,17,0.0,0.0
260,19970126,18,0.0,0.0
260,19970126,19,0.0,0.0
260,19970126,20,0.0,0.0
260,19970126,21,0.0,0.0
260,19970126,22,0.0,0.0
260,19970126,23,0.0,0.0
260,19970126,24,0.0,0.0
260,19970127,1,0.0,0.0
260,19970127,2,0.0,0.0
260,19970127,3,0.0,0.0
260,19970127,4,0.0,0.0
260,19970127,5,0.0,0.0
260,19970127,6,0.0,0.0
260,19970127,7,0.0,0.0
260,19970127,8,2.0,1.0
260,19970127,9,10.0,23.0
260,19970127,10,10.0,48.0
260,19970127,11,6.0,67.0
260,19970127,12,10.0,99.0
260,19970127,13,10.0,129.0
260,19970127,14,10.0,91.0
260,19970127,15,10.0,57.0
260,19970127,16,5.0,24.0
260,19970127,17,0.0,1.0
260,19970127,18,0.0,0.0
260,19970127,19,0.0,0.0
260,19970127,20,0.0,0.0
260,19970127,21,0.0,0.0
260,19970127,22,0.0,0.0
260,19970127,23,0.0,0.0
260,19970127,24,0.0,0.0
260,19970128,1,0.0,0.0
260,19970128,2,0.0,0.0
260,19970128,3,0.0,0.0
260,19970128,4,0.0,0.0
260,19970128,5,0.0,0.0
260,19970128,6,0.0,0.0
260,19970128,7,0.0,0.0
260,19970128,8,0.0,0.0
260,19970128,9,0.0,6.0
260,19970128,10,0.0,21.0
260,19970128,11,0.0,32.0
260,19970128,12,0.0,34.0
260,19970128,13,0.0,29.0
260,19970128,14,0.0,15.0
260,19970128,15,0.0,10.0
260,19970128,16,0.0,4.0
260,19970128,17,0.0,0.0
260,19970128,18,0.0,0.0
260,19970128,19,0.0,0.0
260,19970128,20,0.0,0.0
260,19970128,21,0.0,0.0
260,19970128,22,0.0,0.0
260,19970128,23,0.0,0.0
260,19970128,24,0.0,0.0
260,19970129,1,0.0,0.0
260,19970129,2,0.0,0.0
260,19970129,3,0.0,0.0
260,19970129,4,0.0,0.0
260,19970129,5,0.0,0.0
260,19970129,6,0.0,0.0
260,19970129,7,0.0,0.0
260,19970129,8,0.0,0.0
260,19970129,9,0.0,4.0
260,19970129,10,0.0,11.0
260,19970129,11,0.0,21.0
260,19970129,12,0.0,22.0
260,19970129,13,0.0,22.0
260,19970129,14,0.0,27.0
260,19970129,15,0.0,27.0
260,19970129,16,0.0,8.0
260,19970129,17,0.0,1.0
260,19970129,18,0.0,0.0
260,19970129,19,0.0,0.0
260,19970129,20,0.0,0.0
260,19970129,21,0.0,0.0
260,19970129,22,0.0,0.0
260,19970129,23,0.0,0.0
260,19970129,24,0.0,0.0
260,19970130,1,0.0,0.0
260,19970130,2,0.0,0.0
260,19970130,3,0.0,0.0
260,19970130,4,0.0,0.0
260,19970130,5,0.0,0.0
260,19970130,6,0.0,0.0
260,19970130,7,0.0,0.0
260,19970130,8,0.0,0.0
260,19970130,9,0.0,2.0
260,19970130,10,0.0,8.0
260,19970130,11,0.0,14.0
260,19970130,12,0.0,19.0
260,19970130,13,0.0,20.0
260,19970130,14,0.0,15.0
260,19970130,15,0.0,9.0
260,19970130,16,0.0,3.0
260,19970130,17,0.0,0.0
260,19970130,18,0.0,0.0
260,19970130,19,0.0,0.0
260,19970130,20,0.0,0.0
260,19970130,21,0.0,0.0
260,19970130,22,0.0,0.0
260,19970130,23,0.0,0.0
260,19970130,24,0.0,0.0
260,19970131,1,0.0,0.0
260,19970131,2,0.0,0.0
260,19970131,3,0.0,0.0
260,19970131,4,0.0,0.0
260,19970131,5,0.0,0.0
260,19970131,6,0.0,0.0
260,19970131,7,0.0,0.0
260,19970131,8,0.0,1.0
260,19970131,9,0.0,8.0
260,19970131,10,0.0,10.0
260,19970131,11,0.0,17.0
260,19970131,12,0.0,26.0
260,19970131,13,0.0,28.0
260,19970131,14,7.0,65.0
260,19970131,15,7.0,69.0
260,19970131,16,0.0,10.0
260,19970131,17,0.0,0.0
260,19970131,18,0.0,0.0
260,19970131,19,0.0,0.0
260,19970131,20,0.0,0.0
260,19970131,21,0.0,0.0
260,19970131,22,0.0,0.0
260,19970131,23,0.0,0.0
260,19970131,24,0.0,0.0
260,19970201,1,0.0,0.0
260,19970201,2,0.0,0.0
260,19970201,3,0.0,0.0
260,19970201,4,0.0,0.0
260,19970201,5,0.0,0.0
260,19970201,6,0.0,0.0
260,19970201,7,0.0,0.0
260,19970201,8,0.0,0.0
260,19970201,9,0.0,7.0
260,19970201,10,0.0,18.0
260,19970201,11,0.0,28.0
260,19970201,12,0.0,35.0
260,19970201,13,0.0,36.0
260,19970201,14,0.0,37.0
260,19970201,15,0.0,26.0
260,19970201,16,0.0,11.0
260,19970201,17,0.0,0.0
260,19970201,18,0.0,0.0
260,19970201,19,0.0,0.0
260,19970201,20,0.0,0.0
260,19970201,21,0.0,0.0
260,19970201,22,0.0,0.0
260,19970201,23,0.0,0.0
260,19970201,24,0.0,0.0
260,19970202,1,0.0,0.0
260,19970202,2,0.0,0.0
260,19970202,3,0.0,0.0
260,19970202,4,0.0,0.0
260,19970202,5,0.0,0.0
260,19970202,6,0.0,0.0
260,19970202,7,0.0,0.0
260,19970202,8,3.0,1.0
260,19970202,9,10.0,29.0
260,19970202,10,0.0,32.0
260,19970202,11,1.0,45.0
260,19970202,12,0.0,31.0
260,19970202,13,0.0,22.0
260,19970202,14,0.0,24.0
260,19970202,15,0.0,7.0
260,19970202,16,0.0,2.0
260,19970202,17,0.0,0.0
260,19970202,18,0.0,0.0
260,19970202,19,0.0,0.0
260,19970202,20,0.0,0.0
260,19970202,21,0.0,0.0
260,19970202,22,0.0,0.0
260,19970202,23,0.0,0.0
260,19970202,24,0.0,0.0
260,19970203,1,0.0,0.0
260,19970203,2,0.0,0.0
260,19970203,3,0.0,0.0
260,19970203,4,0.0,0.0
260,19970203,5,0.0,0.0
260,19970203,6,0.0,0.0
260,19970203,7,0.0,0.0
260,19970203,8,0.0,1.0
260,19970203,9,0.0,15.0
260,19970203,10,0.0,37.0
260,19970203,11,0.0,51.0
260,19970203,12,0.0,48.0
260,19970203,13,0.0,45.0
260,19970203,14,0.0,36.0
260,19970203,15,0.0,17.0
260,19970203,16,0.0,10.0
260,19970203,17,0.0,0.0
260,19970203,18,0.0,0.0
260,19970203,19,0.0,0.0
260,19970203,20,0.0,0.0
260,19970203,21,0.0,0.0
260,19970203,22,0.0,0.0
260,19970203,23,0.0,0.0
260,19970203,24,0.0,0.0
260,19970204,1,0.0,0.0
260,19970204,2,0.0,0.0
260,19970204,3,0.0,0.0
260,19970204,4,0.0,0.0
260,19970204,5,0.0,0.0
260,19970204,6,0.0,0.0
260,19970204,7,0.0,0.0
260,19970204,8,0.0,0.0
260,19970204,9,0.0,8.0
260,19970204,10,0.0,15.0
260,19970204,11,0.0,12.0
260,19970204,12,0.0,10.0
260,19970204,13,0.0,13.0
260,19970204,14,0.0,7.0
260,19970204,15,0.0,6.0
260,19970204,16,0.0,2.0
260,19970204,17,0.0,0.0
260,19970204,18,0.0,0.0
260,19970204,19,0.0,0.0
260,19970204,20,0.0,0.0
260,19970204,21,0.0,0.0
260,19970204,22,0.0,0.0
260,19970204,23,0.0,0.0
260,19970204,24,0.0,0.0
260,19970205,1,0.0,0.0
260,19970205,2,0.0,0.0
260,19970205,3,0.0,0.0
260,19970205,4,0.0,0.0
260,19970205,5,0.0,0.0
260,19970205,6,0.0,0.0
260,19970205,7,0.0,0.0
260,19970205,8,0.0,0.0
260,19970205,9,7.0,26.0
260,19970205,10,10.0,71.0
260,19970205,11,9.0,110.0
260,19970205,12,10.0,107.0
260,19970205,13,6.0,97.0
260,19970205,14,3.0,65.0
260,19970205,15,0.0,43.0
260,19970205,16,7.0,25.0
260,19970205,17,0.0,7.0
260,19970205,18,0.0,0.0
260,19970205,19,0.0,0.0
260,19970205,20,0.0,0.0
260,19970205,21,0.0,0.0
260,19970205,22,0.0,0.0
260,19970205,23,0.0,0.0
260,19970205,24,0.0,0.0
260,19970206,1,0.0,0.0
260,19970206,2,0.0,0.0
260,19970206,3,0.0,0.0
260,19970206,4,0.0,0.0
260,19970206,5,0.0,0.0
260,19970206,6,0.0,0.0
260,19970206,7,0.0,0.0
260,19970206,8,0.0,0.0
