key,share
industry_final_demand_for_other_minerals_coal,6.48869657219385E-01
industry_final_demand_for_other_transport_equipment_coal,1.42277879420620E-03
industry_final_demand_for_other_machinery_coal,3.78034968924232E-03
industry_final_demand_for_other_mining_coal,2.87124244096434E-02
industry_final_demand_for_other_food_coal,9.42859149900838E-02
industry_final_demand_for_other_paper_coal,1.71368445854249E-01
industry_final_demand_for_other_wood_products_coal,0.00000000000000E+00
industry_final_demand_for_other_construction_coal,0.00000000000000E+00
industry_final_demand_for_other_textile_coal,2.84815081317142E-03
industry_final_demand_for_other_non_specified_coal,4.87122782300193E-02
