,demand_fertilizers_coal_energetic,demand_fertilizers_network_gas_energetic,demand_fertilizers_crude_oil_energetic,demand_fertilizers_wood_pellets_energetic,demand_fertilizers_heat_energetic,demand_fertilizers_electricity_energetic,demand_fertilizers_coal_non_energetic,demand_fertilizers_network_gas_non_energetic,demand_fertilizers_crude_oil_non_energetic
NO,0.0,1495.8075131910648,0.0,0.0,0.0,156.29567668792095,0.0,3329.0979134527165,0.0
