STN,YYYYMMDD,HH,SQ,Q
260,19870115,22,0.0,0.0
260,19870115,23,0.0,0.0
260,19870115,24,0.0,0.0
260,19870116,1,0.0,0.0
260,19870116,2,0.0,0.0
260,19870116,3,0.0,0.0
260,19870116,4,0.0,0.0
260,19870116,5,0.0,0.0
260,19870116,6,0.0,0.0
260,19870116,7,0.0,0.0
260,19870116,8,0.0,0.0
260,19870116,9,0.0,2.0
260,19870116,10,0.0,12.0
260,19870116,11,0.0,29.0
260,19870116,12,0.0,22.0
260,19870116,13,0.0,22.0
260,19870116,14,0.0,17.0
260,19870116,15,0.0,13.0
260,19870116,16,0.0,4.0
260,19870116,17,0.0,0.0
260,19870116,18,0.0,0.0
260,19870116,19,0.0,0.0
260,19870116,20,0.0,0.0
260,19870116,21,0.0,0.0
260,19870116,22,0.0,0.0
260,19870116,23,0.0,0.0
260,19870116,24,0.0,0.0
260,19870117,1,0.0,0.0
260,19870117,2,0.0,0.0
260,19870117,3,0.0,0.0
260,19870117,4,0.0,0.0
260,19870117,5,0.0,0.0
260,19870117,6,0.0,0.0
260,19870117,7,0.0,0.0
260,19870117,8,0.0,0.0
260,19870117,9,0.0,7.0
260,19870117,10,0.0,16.0
260,19870117,11,0.0,26.0
260,19870117,12,0.0,38.0
260,19870117,13,0.0,34.0
260,19870117,14,0.0,22.0
260,19870117,15,0.0,11.0
260,19870117,16,0.0,4.0
260,19870117,17,0.0,0.0
260,19870117,18,0.0,0.0
260,19870117,19,0.0,0.0
260,19870117,20,0.0,0.0
260,19870117,21,0.0,0.0
260,19870117,22,0.0,0.0
260,19870117,23,0.0,0.0
260,19870117,24,0.0,0.0
260,19870118,1,0.0,0.0
260,19870118,2,0.0,0.0
260,19870118,3,0.0,0.0
260,19870118,4,0.0,0.0
260,19870118,5,0.0,0.0
260,19870118,6,0.0,0.0
260,19870118,7,0.0,0.0
260,19870118,8,0.0,0.0
260,19870118,9,0.0,3.0
260,19870118,10,0.0,11.0
260,19870118,11,0.0,24.0
260,19870118,12,-1.0,54.0
260,19870118,13,8.0,77.0
260,19870118,14,-1.0,53.0
260,19870118,15,0.0,16.0
260,19870118,16,0.0,4.0
260,19870118,17,0.0,1.0
260,19870118,18,0.0,0.0
260,19870118,19,0.0,0.0
260,19870118,20,0.0,0.0
260,19870118,21,0.0,0.0
260,19870118,22,0.0,0.0
260,19870118,23,0.0,0.0
260,19870118,24,0.0,0.0
260,19870119,1,0.0,0.0
260,19870119,2,0.0,0.0
260,19870119,3,0.0,0.0
260,19870119,4,0.0,0.0
260,19870119,5,0.0,0.0
260,19870119,6,0.0,0.0
260,19870119,7,0.0,0.0
260,19870119,8,0.0,0.0
260,19870119,9,0.0,3.0
260,19870119,10,0.0,13.0
260,19870119,11,0.0,22.0
260,19870119,12,0.0,23.0
260,19870119,13,0.0,20.0
260,19870119,14,0.0,17.0
260,19870119,15,0.0,12.0
260,19870119,16,0.0,5.0
260,19870119,17,0.0,0.0
260,19870119,18,0.0,0.0
260,19870119,19,0.0,0.0
260,19870119,20,0.0,0.0
260,19870119,21,0.0,0.0
260,19870119,22,0.0,0.0
260,19870119,23,0.0,0.0
260,19870119,24,0.0,0.0
260,19870120,1,0.0,0.0
260,19870120,2,0.0,0.0
260,19870120,3,0.0,0.0
260,19870120,4,0.0,0.0
260,19870120,5,0.0,0.0
260,19870120,6,0.0,0.0
260,19870120,7,0.0,0.0
260,19870120,8,0.0,0.0
260,19870120,9,0.0,4.0
260,19870120,10,0.0,14.0
260,19870120,11,0.0,17.0
260,19870120,12,0.0,26.0
260,19870120,13,0.0,24.0
260,19870120,14,0.0,19.0
260,19870120,15,0.0,13.0
260,19870120,16,0.0,4.0
260,19870120,17,0.0,0.0
260,19870120,18,0.0,0.0
260,19870120,19,0.0,0.0
260,19870120,20,0.0,0.0
260,19870120,21,0.0,0.0
260,19870120,22,0.0,0.0
260,19870120,23,0.0,0.0
260,19870120,24,0.0,0.0
260,19870121,1,0.0,0.0
260,19870121,2,0.0,0.0
260,19870121,3,0.0,0.0
260,19870121,4,0.0,0.0
260,19870121,5,0.0,0.0
260,19870121,6,0.0,0.0
260,19870121,7,0.0,0.0
260,19870121,8,0.0,0.0
260,19870121,9,0.0,4.0
260,19870121,10,0.0,13.0
260,19870121,11,0.0,14.0
260,19870121,12,0.0,21.0
260,19870121,13,0.0,20.0
260,19870121,14,0.0,19.0
260,19870121,15,0.0,12.0
260,19870121,16,0.0,4.0
260,19870121,17,0.0,0.0
260,19870121,18,0.0,0.0
260,19870121,19,0.0,0.0
260,19870121,20,0.0,0.0
260,19870121,21,0.0,0.0
260,19870121,22,0.0,0.0
260,19870121,23,0.0,0.0
260,19870121,24,0.0,0.0
260,19870122,1,0.0,0.0
260,19870122,2,0.0,0.0
260,19870122,3,0.0,0.0
260,19870122,4,0.0,0.0
260,19870122,5,0.0,0.0
260,19870122,6,0.0,0.0
260,19870122,7,0.0,0.0
260,19870122,8,0.0,0.0
260,19870122,9,0.0,3.0
260,19870122,10,0.0,6.0
260,19870122,11,0.0,18.0
260,19870122,12,0.0,16.0
260,19870122,13,0.0,20.0
260,19870122,14,0.0,14.0
260,19870122,15,0.0,11.0
260,19870122,16,0.0,4.0
260,19870122,17,0.0,0.0
260,19870122,18,0.0,0.0
260,19870122,19,0.0,0.0
260,19870122,20,0.0,0.0
260,19870122,21,0.0,0.0
260,19870122,22,0.0,0.0
260,19870122,23,0.0,0.0
260,19870122,24,0.0,0.0
260,19870123,1,0.0,0.0
260,19870123,2,0.0,0.0
260,19870123,3,0.0,0.0
260,19870123,4,0.0,0.0
260,19870123,5,0.0,0.0
260,19870123,6,0.0,0.0
260,19870123,7,0.0,0.0
260,19870123,8,0.0,0.0
260,19870123,9,0.0,13.0
260,19870123,10,0.0,24.0
260,19870123,11,0.0,40.0
260,19870123,12,0.0,31.0
260,19870123,13,0.0,24.0
260,19870123,14,0.0,18.0
260,19870123,15,0.0,5.0
260,19870123,16,0.0,3.0
260,19870123,17,0.0,0.0
260,19870123,18,0.0,0.0
260,19870123,19,0.0,0.0
260,19870123,20,0.0,0.0
260,19870123,21,0.0,0.0
260,19870123,22,0.0,0.0
260,19870123,23,0.0,0.0
260,19870123,24,0.0,0.0
260,19870124,1,0.0,0.0
260,19870124,2,0.0,0.0
260,19870124,3,0.0,0.0
260,19870124,4,0.0,0.0
260,19870124,5,0.0,0.0
260,19870124,6,0.0,0.0
260,19870124,7,0.0,0.0
260,19870124,8,0.0,0.0
260,19870124,9,0.0,4.0
260,19870124,10,0.0,9.0
260,19870124,11,0.0,12.0
260,19870124,12,0.0,14.0
260,19870124,13,0.0,18.0
260,19870124,14,0.0,14.0
260,19870124,15,0.0,9.0
260,19870124,16,0.0,4.0
260,19870124,17,0.0,0.0
260,19870124,18,0.0,0.0
260,19870124,19,0.0,0.0
260,19870124,20,0.0,0.0
260,19870124,21,0.0,0.0
260,19870124,22,0.0,0.0
260,19870124,23,0.0,0.0
260,19870124,24,0.0,0.0
260,19870125,1,0.0,0.0
260,19870125,2,0.0,0.0
260,19870125,3,0.0,0.0
260,19870125,4,0.0,0.0
260,19870125,5,0.0,0.0
260,19870125,6,0.0,0.0
260,19870125,7,0.0,0.0
260,19870125,8,0.0,0.0
260,19870125,9,0.0,3.0
260,19870125,10,0.0,5.0
260,19870125,11,0.0,8.0
260,19870125,12,0.0,11.0
260,19870125,13,0.0,10.0
260,19870125,14,0.0,9.0
260,19870125,15,0.0,6.0
260,19870125,16,0.0,3.0
260,19870125,17,0.0,1.0
260,19870125,18,0.0,0.0
260,19870125,19,0.0,0.0
260,19870125,20,0.0,0.0
260,19870125,21,0.0,0.0
260,19870125,22,0.0,0.0
260,19870125,23,0.0,0.0
260,19870125,24,0.0,0.0
260,19870126,1,0.0,0.0
260,19870126,2,0.0,0.0
260,19870126,3,0.0,0.0
260,19870126,4,0.0,0.0
260,19870126,5,0.0,0.0
260,19870126,6,0.0,0.0
260,19870126,7,0.0,0.0
260,19870126,8,0.0,1.0
260,19870126,9,-1.0,8.0
260,19870126,10,-1.0,25.0
260,19870126,11,4.0,58.0
260,19870126,12,5.0,62.0
260,19870126,13,4.0,84.0
260,19870126,14,0.0,15.0
260,19870126,15,0.0,20.0
260,19870126,16,0.0,10.0
260,19870126,17,0.0,0.0
260,19870126,18,0.0,0.0
260,19870126,19,0.0,0.0
260,19870126,20,0.0,0.0
260,19870126,21,0.0,0.0
260,19870126,22,0.0,0.0
260,19870126,23,0.0,0.0
260,19870126,24,0.0,0.0
260,19870127,1,0.0,0.0
260,19870127,2,0.0,0.0
260,19870127,3,0.0,0.0
260,19870127,4,0.0,0.0
260,19870127,5,0.0,0.0
260,19870127,6,0.0,0.0
260,19870127,7,0.0,0.0
260,19870127,8,0.0,0.0
260,19870127,9,0.0,26.0
260,19870127,10,0.0,62.0
260,19870127,11,0.0,89.0
260,19870127,12,0.0,80.0
260,19870127,13,2.0,73.0
260,19870127,14,1.0,53.0
260,19870127,15,0.0,30.0
260,19870127,16,0.0,12.0
260,19870127,17,0.0,1.0
260,19870127,18,0.0,0.0
260,19870127,19,0.0,0.0
260,19870127,20,0.0,0.0
260,19870127,21,0.0,0.0
260,19870127,22,0.0,0.0
260,19870127,23,0.0,0.0
260,19870127,24,0.0,0.0
260,19870128,1,0.0,0.0
260,19870128,2,0.0,0.0
260,19870128,3,0.0,0.0
260,19870128,4,0.0,0.0
260,19870128,5,0.0,0.0
260,19870128,6,0.0,0.0
260,19870128,7,0.0,0.0
260,19870128,8,0.0,0.0
260,19870128,9,1.0,16.0
260,19870128,10,6.0,54.0
260,19870128,11,0.0,41.0
260,19870128,12,3.0,55.0
260,19870128,13,8.0,78.0
260,19870128,14,4.0,78.0
260,19870128,15,5.0,43.0
260,19870128,16,-1.0,12.0
260,19870128,17,0.0,2.0
260,19870128,18,0.0,0.0
260,19870128,19,0.0,0.0
260,19870128,20,0.0,0.0
260,19870128,21,0.0,0.0
260,19870128,22,0.0,0.0
260,19870128,23,0.0,0.0
260,19870128,24,0.0,0.0
260,19870129,1,0.0,0.0
260,19870129,2,0.0,0.0
260,19870129,3,0.0,0.0
260,19870129,4,0.0,0.0
260,19870129,5,0.0,0.0
260,19870129,6,0.0,0.0
260,19870129,7,0.0,0.0
260,19870129,8,4.0,1.0
260,19870129,9,10.0,39.0
260,19870129,10,10.0,83.0
260,19870129,11,10.0,105.0
260,19870129,12,10.0,121.0
260,19870129,13,10.0,118.0
260,19870129,14,10.0,100.0
260,19870129,15,10.0,68.0
260,19870129,16,5.0,26.0
260,19870129,17,0.0,2.0
260,19870129,18,0.0,0.0
260,19870129,19,0.0,0.0
260,19870129,20,0.0,0.0
260,19870129,21,0.0,0.0
260,19870129,22,0.0,0.0
260,19870129,23,0.0,0.0
260,19870129,24,0.0,0.0
260,19870130,1,0.0,0.0
260,19870130,2,0.0,0.0
260,19870130,3,0.0,0.0
260,19870130,4,0.0,0.0
260,19870130,5,0.0,0.0
260,19870130,6,0.0,0.0
260,19870130,7,0.0,0.0
260,19870130,8,5.0,1.0
260,19870130,9,10.0,32.0
260,19870130,10,10.0,75.0
260,19870130,11,10.0,106.0
260,19870130,12,10.0,122.0
260,19870130,13,10.0,118.0
260,19870130,14,10.0,100.0
260,19870130,15,10.0,69.0
260,19870130,16,6.0,29.0
260,19870130,17,0.0,1.0
260,19870130,18,0.0,0.0
260,19870130,19,0.0,0.0
260,19870130,20,0.0,0.0
260,19870130,21,0.0,0.0
260,19870130,22,0.0,0.0
260,19870130,23,0.0,0.0
260,19870130,24,0.0,0.0
260,19870131,1,0.0,0.0
260,19870131,2,0.0,0.0
260,19870131,3,0.0,0.0
260,19870131,4,0.0,0.0
260,19870131,5,0.0,0.0
260,19870131,6,0.0,0.0
260,19870131,7,0.0,0.0
260,19870131,8,5.0,2.0
260,19870131,9,10.0,35.0
260,19870131,10,10.0,76.0
260,19870131,11,10.0,107.0
260,19870131,12,10.0,122.0
260,19870131,13,10.0,119.0
260,19870131,14,10.0,102.0
260,19870131,15,10.0,69.0
260,19870131,16,6.0,29.0
260,19870131,17,0.0,3.0
260,19870131,18,0.0,0.0
260,19870131,19,0.0,0.0
260,19870131,20,0.0,0.0
260,19870131,21,0.0,0.0
260,19870131,22,0.0,0.0
260,19870131,23,0.0,0.0
260,19870131,24,0.0,0.0
260,19870201,1,0.0,0.0
260,19870201,2,0.0,0.0
260,19870201,3,0.0,0.0
260,19870201,4,0.0,0.0
260,19870201,5,0.0,0.0
260,19870201,6,0.0,0.0
260,19870201,7,0.0,0.0
260,19870201,8,5.0,2.0
260,19870201,9,10.0,31.0
260,19870201,10,10.0,72.0
260,19870201,11,10.0,103.0
260,19870201,12,10.0,116.0
260,19870201,13,10.0,106.0
260,19870201,14,10.0,92.0
260,19870201,15,8.0,65.0
260,19870201,16,0.0,21.0
260,19870201,17,0.0,2.0
260,19870201,18,0.0,0.0
260,19870201,19,0.0,0.0
260,19870201,20,0.0,0.0
260,19870201,21,0.0,0.0
260,19870201,22,0.0,0.0
260,19870201,23,0.0,0.0
260,19870201,24,0.0,0.0
260,19870202,1,0.0,0.0
260,19870202,2,0.0,0.0
260,19870202,3,0.0,0.0
260,19870202,4,0.0,0.0
260,19870202,5,0.0,0.0
260,19870202,6,0.0,0.0
260,19870202,7,0.0,0.0
260,19870202,8,0.0,3.0
260,19870202,9,0.0,28.0
260,19870202,10,9.0,64.0
260,19870202,11,9.0,98.0
260,19870202,12,9.0,124.0
260,19870202,13,6.0,96.0
260,19870202,14,7.0,107.0
260,19870202,15,0.0,45.0
260,19870202,16,0.0,15.0
260,19870202,17,0.0,2.0
260,19870202,18,0.0,0.0
260,19870202,19,0.0,0.0
260,19870202,20,0.0,0.0
260,19870202,21,0.0,0.0
260,19870202,22,0.0,0.0
260,19870202,23,0.0,0.0
260,19870202,24,0.0,0.0
260,19870203,1,0.0,0.0
260,19870203,2,0.0,0.0
260,19870203,3,0.0,0.0
260,19870203,4,0.0,0.0
260,19870203,5,0.0,0.0
260,19870203,6,0.0,0.0
260,19870203,7,0.0,0.0
260,19870203,8,0.0,0.0
260,19870203,9,0.0,3.0
260,19870203,10,0.0,14.0
260,19870203,11,0.0,17.0
260,19870203,12,0.0,19.0
260,19870203,13,0.0,14.0
260,19870203,14,0.0,11.0
260,19870203,15,0.0,11.0
260,19870203,16,0.0,4.0
260,19870203,17,0.0,1.0
260,19870203,18,0.0,0.0
260,19870203,19,0.0,0.0
260,19870203,20,0.0,0.0
260,19870203,21,0.0,0.0
260,19870203,22,0.0,0.0
260,19870203,23,0.0,0.0
260,19870203,24,0.0,0.0
260,19870204,1,0.0,0.0
260,19870204,2,0.0,0.0
260,19870204,3,0.0,0.0
260,19870204,4,0.0,0.0
260,19870204,5,0.0,0.0
260,19870204,6,0.0,0.0
260,19870204,7,0.0,0.0
260,19870204,8,0.0,1.0
260,19870204,9,0.0,3.0
260,19870204,10,0.0,10.0
260,19870204,11,0.0,29.0
260,19870204,12,0.0,47.0
260,19870204,13,0.0,41.0
260,19870204,14,0.0,37.0
260,19870204,15,0.0,24.0
260,19870204,16,0.0,8.0
260,19870204,17,0.0,2.0
260,19870204,18,0.0,0.0
260,19870204,19,0.0,0.0
260,19870204,20,0.0,0.0
260,19870204,21,0.0,0.0
260,19870204,22,0.0,0.0
260,19870204,23,0.0,0.0
260,19870204,24,0.0,0.0
260,19870205,1,0.0,0.0
260,19870205,2,0.0,0.0
260,19870205,3,0.0,0.0
260,19870205,4,0.0,0.0
260,19870205,5,0.0,0.0
260,19870205,6,0.0,0.0
260,19870205,7,0.0,0.0
260,19870205,8,0.0,1.0
260,19870205,9,0.0,6.0
260,19870205,10,0.0,17.0
260,19870205,11,0.0,23.0
260,19870205,12,0.0,26.0
260,19870205,13,0.0,39.0
260,19870205,14,0.0,24.0
260,19870205,15,0.0,18.0
260,19870205,16,0.0,14.0
260,19870205,17,0.0,2.0
260,19870205,18,0.0,0.0
260,19870205,19,0.0,0.0
260,19870205,20,0.0,0.0
260,19870205,21,0.0,0.0
260,19870205,22,0.0,0.0
260,19870205,23,0.0,0.0
260,19870205,24,0.0,0.0
260,19870206,1,0.0,0.0
260,19870206,2,0.0,0.0
260,19870206,3,0.0,0.0
260,19870206,4,0.0,0.0
260,19870206,5,0.0,0.0
260,19870206,6,0.0,0.0
260,19870206,7,0.0,0.0
