party,category,classification,measure,gas,unit,year,numberValue,stringValue
BEL,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CR,CS,D,M,OTH,PS"
BEL,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CR,CS,D,M,OTH,PS"
BEL,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D,M,PS"
BEL,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,M,PS"
BEL,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CR,CS,D,M,OTH,PS"
BEL,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CR,CS,D,M,OTH,PS"
BEL,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NE
BEL,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NE
BEL,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NE
BEL,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NE
BEL,1.  Energy,Total for category,Method,CH4,no unit,1990,,"CS,D,M,T1,T2,T3"
BEL,1.  Energy,Total for category,Method,CH4,no unit,2019,,"CS,D,M,T1,T2,T3"
BEL,1.  Energy,Total for category,Method,CO2,no unit,1990,,"CS,M,T1,T2,T3"
BEL,1.  Energy,Total for category,Method,CO2,no unit,2019,,"CS,M,T1,T2,T3"
BEL,1.  Energy,Total for category,Method,N2O,no unit,1990,,"CS,M,T1,T2,T3"
BEL,1.  Energy,Total for category,Method,N2O,no unit,2019,,"CS,M,T1,T2,T3"
BEL,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,103906.7978432268,
BEL,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,85542.90985437746,
BEL,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,64.06967725941593,
BEL,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,42.35627106195463,
BEL,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,1188.4643416804233,
BEL,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,175.3065629910301,
BEL,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,101610.65478296706,
BEL,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,83780.8789946251,
BEL,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,1.49381487059872,
BEL,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,2.49435505038651,
BEL,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,171.66531167954074,
BEL,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,37.1655620933834,
BEL,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,366.06444079328423,
BEL,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,122.98358684788278,
BEL,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,1.89506451696641,
BEL,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,2.17379347176464,
BEL,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,305.82400277024834,
BEL,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,13.43013834917513,
BEL,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,64.06967725941593,
BEL,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,42.35627106195463,
BEL,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,1.89506451696641,
BEL,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,2.17379347176464,
BEL,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,,NE
BEL,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,,NE
