Key,Value,Source
country,fr,
base_year,2012,
chemical_other_electricity,1,
chemicals_other_heater_electricity,0,
chemicals_other_heatpump_water_water,0,
chemicals_other_steam_recompression_electricity,0,
detailed_analysis,no,
fertilizers_energetic_final_demand_coal,0,
fertilizers_energetic_final_demand_network_gas,0,
fertilizers_energetic_final_demand_crude_oil,0,
fertilizers_energetic_final_demand_wood_pellets,0,
fertilizers_energetic_final_demand_heat,0,
fertilizers_energetic_final_demand_electricity,0,
fertilizers_non_energetic_final_demand_coal,0,
fertilizers_non_energetic_final_demand_network_gas,0,
fertilizers_non_energetic_final_demand_crude_oil,0,
