key,demand,full_load_hours
agriculture_chp_engine_network_gas,0.00000000000000E+00,3.60000000000000E+03
agriculture_chp_engine_biogas,0.00000000000000E+00,8.00000000000000E+03
agriculture_chp_supercritical_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
households_collective_chp_network_gas,0.00000000000000E+00,4.00000000000000E+03
households_collective_chp_biogas,0.00000000000000E+00,8.00000000000000E+03
households_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
buildings_collective_chp_network_gas,1.03272445856372E+04,4.00000000000000E+03
buildings_chp_engine_biogas,9.23603200000000E+03,8.00000000000000E+03
buildings_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
industry_chp_turbine_gas_power_fuelmix,2.28884676445807E+04,6.00000000000000E+03
industry_chp_engine_gas_power_fuelmix,2.25900667971129E+04,6.00000000000000E+03
industry_chp_combined_cycle_gas_power_fuelmix,1.13660727686781E+05,6.00000000000000E+03
industry_chp_ultra_supercritical_coal,8.73600000000000E+03,7.00000000000000E+03
energy_chp_combined_cycle_network_gas,0.00000000000000E+00,4.50000000000000E+03
energy_chp_ultra_supercritical_cofiring_coal,0.00000000000000E+00,4.50000000000000E+03
energy_chp_ultra_supercritical_coal,0.00000000000000E+00,4.50000000000000E+03
energy_chp_ultra_supercritical_lignite,0.00000000000000E+00,7.00000000000000E+03
energy_chp_supercritical_waste_mix,1.51600000000000E+04,6.00000000000000E+03
