party,category,classification,measure,gas,unit,year,numberValue,stringValue
GRC,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CR,D,M"
GRC,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CR,D,M"
GRC,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D,PS"
GRC,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,PS"
GRC,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CR,D,M"
GRC,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CR,D,M"
GRC,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NE
GRC,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NE
GRC,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NE
GRC,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NE
GRC,1.  Energy,Total for category,Method,CH4,no unit,1990,,"M,T1,T2"
GRC,1.  Energy,Total for category,Method,CH4,no unit,2019,,"M,T1,T2,T3"
GRC,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2"
GRC,1.  Energy,Total for category,Method,CO2,no unit,2019,,"T1,T2,T3"
GRC,1.  Energy,Total for category,Method,N2O,no unit,1990,,"M,T1,T2"
GRC,1.  Energy,Total for category,Method,N2O,no unit,2019,,"M,T1,T2,T3"
GRC,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,77133.42767071443,
GRC,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,61325.46978287007,
GRC,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,61.66709193044524,
GRC,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,41.01000660207112,
GRC,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,1227.3960451733622,
GRC,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,399.5766646690746,
GRC,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,74677.02650728969,
GRC,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,59783.38072163083,
GRC,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,,NE
GRC,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,,NE
GRC,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,201.13453015242555,
GRC,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,69.43375575992341,
GRC,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,312.6163798049753,
GRC,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,235.4851961838476,
GRC,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,2.75367014857465,
GRC,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,1.48607123162737,
GRC,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,502.62066051441553,
GRC,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,84.53575486844956,
GRC,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,61.66709193044524,
GRC,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,41.01000660207112,
GRC,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,2.75367014857465,
GRC,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,1.48607123162737,
GRC,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,,NE
GRC,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,,NE
GRC,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,NO
GRC,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,NO
GRC,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,1990,,"IE,NO"
GRC,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,2019,4462.9,
GRC,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,1990,,"IE,NO"
GRC,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,2019,1.0,
GRC,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,1990,,"IE,NO"
GRC,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,2019,54.6,
GRC,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,1990,,"IE,NO"
GRC,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,2019,0.1,
GRC,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,,"IE,NO"
GRC,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,243.91756805,
GRC,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,1990,,"IE,NO"
GRC,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,2019,0.0044629,
GRC,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,1990,,"IE,NO"
GRC,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,2019,243.67434,
GRC,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,1990,,"IE,NO"
GRC,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,2019,0.00044629,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,1990,,NO
GRC,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,2019,,NO
GRC,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,1990,1737.0,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,2019,126969.02296247934,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,1990,1.0,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,2019,1.00000000000001,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,1990,58.73816666666667,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,2019,55.76365792938879,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,1990,0.1,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,2019,0.10000000000002,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,102.122862,
GRC,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,7087.176975859866,
