utc_timestamp,cet_cest_timestamp,ES_wind_onshore_generation_actual
2016-12-31T23:00:00Z,2017-01-01T00:00:00+0100,1760
2017-01-01T00:00:00Z,2017-01-01T01:00:00+0100,1825
2017-01-01T01:00:00Z,2017-01-01T02:00:00+0100,1814
2017-01-01T02:00:00Z,2017-01-01T03:00:00+0100,1792
2017-01-01T03:00:00Z,2017-01-01T04:00:00+0100,1712
2017-01-01T04:00:00Z,2017-01-01T05:00:00+0100,1662
2017-01-01T05:00:00Z,2017-01-01T06:00:00+0100,1695
2017-01-01T06:00:00Z,2017-01-01T07:00:00+0100,1789
2017-01-01T07:00:00Z,2017-01-01T08:00:00+0100,1769
2017-01-01T08:00:00Z,2017-01-01T09:00:00+0100,1684
2017-01-01T09:00:00Z,2017-01-01T10:00:00+0100,1485
2017-01-01T10:00:00Z,2017-01-01T11:00:00+0100,1454
2017-01-01T11:00:00Z,2017-01-01T12:00:00+0100,1511
2017-01-01T12:00:00Z,2017-01-01T13:00:00+0100,1542
2017-01-01T13:00:00Z,2017-01-01T14:00:00+0100,1547
2017-01-01T14:00:00Z,2017-01-01T15:00:00+0100,1437
2017-01-01T15:00:00Z,2017-01-01T16:00:00+0100,1433
2017-01-01T16:00:00Z,2017-01-01T17:00:00+0100,1615
2017-01-01T17:00:00Z,2017-01-01T18:00:00+0100,2134
2017-01-01T18:00:00Z,2017-01-01T19:00:00+0100,2447
2017-01-01T19:00:00Z,2017-01-01T20:00:00+0100,3032
2017-01-01T20:00:00Z,2017-01-01T21:00:00+0100,3609
2017-01-01T21:00:00Z,2017-01-01T22:00:00+0100,4002
2017-01-01T22:00:00Z,2017-01-01T23:00:00+0100,4423
2017-01-01T23:00:00Z,2017-01-02T00:00:00+0100,4770
2017-01-02T00:00:00Z,2017-01-02T01:00:00+0100,4780
2017-01-02T01:00:00Z,2017-01-02T02:00:00+0100,4600
2017-01-02T02:00:00Z,2017-01-02T03:00:00+0100,4288
2017-01-02T03:00:00Z,2017-01-02T04:00:00+0100,4110
2017-01-02T04:00:00Z,2017-01-02T05:00:00+0100,4112
2017-01-02T05:00:00Z,2017-01-02T06:00:00+0100,4159
2017-01-02T06:00:00Z,2017-01-02T07:00:00+0100,4065
2017-01-02T07:00:00Z,2017-01-02T08:00:00+0100,4192
2017-01-02T08:00:00Z,2017-01-02T09:00:00+0100,4156
2017-01-02T09:00:00Z,2017-01-02T10:00:00+0100,4004
2017-01-02T10:00:00Z,2017-01-02T11:00:00+0100,3817
2017-01-02T11:00:00Z,2017-01-02T12:00:00+0100,3543
2017-01-02T12:00:00Z,2017-01-02T13:00:00+0100,3426
2017-01-02T13:00:00Z,2017-01-02T14:00:00+0100,3258
2017-01-02T14:00:00Z,2017-01-02T15:00:00+0100,3147
2017-01-02T15:00:00Z,2017-01-02T16:00:00+0100,3095
2017-01-02T16:00:00Z,2017-01-02T17:00:00+0100,3105
2017-01-02T17:00:00Z,2017-01-02T18:00:00+0100,3091
2017-01-02T18:00:00Z,2017-01-02T19:00:00+0100,3383
2017-01-02T19:00:00Z,2017-01-02T20:00:00+0100,3430
2017-01-02T20:00:00Z,2017-01-02T21:00:00+0100,3414
2017-01-02T21:00:00Z,2017-01-02T22:00:00+0100,3507
2017-01-02T22:00:00Z,2017-01-02T23:00:00+0100,3752
2017-01-02T23:00:00Z,2017-01-03T00:00:00+0100,4015
2017-01-03T00:00:00Z,2017-01-03T01:00:00+0100,3899
2017-01-03T01:00:00Z,2017-01-03T02:00:00+0100,3877
2017-01-03T02:00:00Z,2017-01-03T03:00:00+0100,3807
2017-01-03T03:00:00Z,2017-01-03T04:00:00+0100,3622
2017-01-03T04:00:00Z,2017-01-03T05:00:00+0100,3623
2017-01-03T05:00:00Z,2017-01-03T06:00:00+0100,3747
2017-01-03T06:00:00Z,2017-01-03T07:00:00+0100,3666
2017-01-03T07:00:00Z,2017-01-03T08:00:00+0100,3388
2017-01-03T08:00:00Z,2017-01-03T09:00:00+0100,3288
2017-01-03T09:00:00Z,2017-01-03T10:00:00+0100,3168
2017-01-03T10:00:00Z,2017-01-03T11:00:00+0100,2642
2017-01-03T11:00:00Z,2017-01-03T12:00:00+0100,2333
2017-01-03T12:00:00Z,2017-01-03T13:00:00+0100,2703
2017-01-03T13:00:00Z,2017-01-03T14:00:00+0100,3199
2017-01-03T14:00:00Z,2017-01-03T15:00:00+0100,3438
