utc_timestamp,cet_cest_timestamp,ES_wind_onshore_generation_actual
2017-01-03T15:00:00Z,2017-01-03T16:00:00+0100,3437
2017-01-03T16:00:00Z,2017-01-03T17:00:00+0100,3595
2017-01-03T17:00:00Z,2017-01-03T18:00:00+0100,4147
2017-01-03T18:00:00Z,2017-01-03T19:00:00+0100,4304
2017-01-03T19:00:00Z,2017-01-03T20:00:00+0100,4226
2017-01-03T20:00:00Z,2017-01-03T21:00:00+0100,4318
2017-01-03T21:00:00Z,2017-01-03T22:00:00+0100,4359
2017-01-03T22:00:00Z,2017-01-03T23:00:00+0100,4248
2017-01-03T23:00:00Z,2017-01-04T00:00:00+0100,4099
2017-01-04T00:00:00Z,2017-01-04T01:00:00+0100,4092
2017-01-04T01:00:00Z,2017-01-04T02:00:00+0100,4428
2017-01-04T02:00:00Z,2017-01-04T03:00:00+0100,4601
2017-01-04T03:00:00Z,2017-01-04T04:00:00+0100,4771
2017-01-04T04:00:00Z,2017-01-04T05:00:00+0100,4845
2017-01-04T05:00:00Z,2017-01-04T06:00:00+0100,4894
2017-01-04T06:00:00Z,2017-01-04T07:00:00+0100,5215
2017-01-04T07:00:00Z,2017-01-04T08:00:00+0100,5404
2017-01-04T08:00:00Z,2017-01-04T09:00:00+0100,5105
2017-01-04T09:00:00Z,2017-01-04T10:00:00+0100,4647
2017-01-04T10:00:00Z,2017-01-04T11:00:00+0100,4600
2017-01-04T11:00:00Z,2017-01-04T12:00:00+0100,4801
2017-01-04T12:00:00Z,2017-01-04T13:00:00+0100,5307
2017-01-04T13:00:00Z,2017-01-04T14:00:00+0100,5987
2017-01-04T14:00:00Z,2017-01-04T15:00:00+0100,6406
2017-01-04T15:00:00Z,2017-01-04T16:00:00+0100,6354
2017-01-04T16:00:00Z,2017-01-04T17:00:00+0100,6371
2017-01-04T17:00:00Z,2017-01-04T18:00:00+0100,6850
2017-01-04T18:00:00Z,2017-01-04T19:00:00+0100,7099
2017-01-04T19:00:00Z,2017-01-04T20:00:00+0100,7305
2017-01-04T20:00:00Z,2017-01-04T21:00:00+0100,7456
2017-01-04T21:00:00Z,2017-01-04T22:00:00+0100,7345
2017-01-04T22:00:00Z,2017-01-04T23:00:00+0100,7247
2017-01-04T23:00:00Z,2017-01-05T00:00:00+0100,7170
2017-01-05T00:00:00Z,2017-01-05T01:00:00+0100,7166
2017-01-05T01:00:00Z,2017-01-05T02:00:00+0100,7355
2017-01-05T02:00:00Z,2017-01-05T03:00:00+0100,7362
2017-01-05T03:00:00Z,2017-01-05T04:00:00+0100,6918
2017-01-05T04:00:00Z,2017-01-05T05:00:00+0100,7351
2017-01-05T05:00:00Z,2017-01-05T06:00:00+0100,7343
2017-01-05T06:00:00Z,2017-01-05T07:00:00+0100,7239
2017-01-05T07:00:00Z,2017-01-05T08:00:00+0100,7140
2017-01-05T08:00:00Z,2017-01-05T09:00:00+0100,6819
2017-01-05T09:00:00Z,2017-01-05T10:00:00+0100,6249
2017-01-05T10:00:00Z,2017-01-05T11:00:00+0100,5626
2017-01-05T11:00:00Z,2017-01-05T12:00:00+0100,5285
2017-01-05T12:00:00Z,2017-01-05T13:00:00+0100,5084
2017-01-05T13:00:00Z,2017-01-05T14:00:00+0100,4920
2017-01-05T14:00:00Z,2017-01-05T15:00:00+0100,4806
2017-01-05T15:00:00Z,2017-01-05T16:00:00+0100,4723
2017-01-05T16:00:00Z,2017-01-05T17:00:00+0100,4890
2017-01-05T17:00:00Z,2017-01-05T18:00:00+0100,5537
2017-01-05T18:00:00Z,2017-01-05T19:00:00+0100,5785
2017-01-05T19:00:00Z,2017-01-05T20:00:00+0100,5784
2017-01-05T20:00:00Z,2017-01-05T21:00:00+0100,5710
2017-01-05T21:00:00Z,2017-01-05T22:00:00+0100,5613
2017-01-05T22:00:00Z,2017-01-05T23:00:00+0100,5384
2017-01-05T23:00:00Z,2017-01-06T00:00:00+0100,5210
2017-01-06T00:00:00Z,2017-01-06T01:00:00+0100,4945
2017-01-06T01:00:00Z,2017-01-06T02:00:00+0100,4607
2017-01-06T02:00:00Z,2017-01-06T03:00:00+0100,4490
2017-01-06T03:00:00Z,2017-01-06T04:00:00+0100,4375
2017-01-06T04:00:00Z,2017-01-06T05:00:00+0100,4122
2017-01-06T05:00:00Z,2017-01-06T06:00:00+0100,3762
2017-01-06T06:00:00Z,2017-01-06T07:00:00+0100,3562
2017-01-06T07:00:00Z,2017-01-06T08:00:00+0100,3584
2017-01-06T08:00:00Z,2017-01-06T09:00:00+0100,3488
2017-01-06T09:00:00Z,2017-01-06T10:00:00+0100,3233
2017-01-06T10:00:00Z,2017-01-06T11:00:00+0100,2969
2017-01-06T11:00:00Z,2017-01-06T12:00:00+0100,2800
2017-01-06T12:00:00Z,2017-01-06T13:00:00+0100,2644
2017-01-06T13:00:00Z,2017-01-06T14:00:00+0100,2581
2017-01-06T14:00:00Z,2017-01-06T15:00:00+0100,2579
2017-01-06T15:00:00Z,2017-01-06T16:00:00+0100,2707
2017-01-06T16:00:00Z,2017-01-06T17:00:00+0100,2851
2017-01-06T17:00:00Z,2017-01-06T18:00:00+0100,3188
2017-01-06T18:00:00Z,2017-01-06T19:00:00+0100,3376
2017-01-06T19:00:00Z,2017-01-06T20:00:00+0100,3744
2017-01-06T20:00:00Z,2017-01-06T21:00:00+0100,4038
2017-01-06T21:00:00Z,2017-01-06T22:00:00+0100,4161
2017-01-06T22:00:00Z,2017-01-06T23:00:00+0100,4171
2017-01-06T23:00:00Z,2017-01-07T00:00:00+0100,4179
2017-01-07T00:00:00Z,2017-01-07T01:00:00+0100,4296
2017-01-07T01:00:00Z,2017-01-07T02:00:00+0100,4638
2017-01-07T02:00:00Z,2017-01-07T03:00:00+0100,4779
2017-01-07T03:00:00Z,2017-01-07T04:00:00+0100,4699
2017-01-07T04:00:00Z,2017-01-07T05:00:00+0100,4559
2017-01-07T05:00:00Z,2017-01-07T06:00:00+0100,4507
2017-01-07T06:00:00Z,2017-01-07T07:00:00+0100,4431
2017-01-07T07:00:00Z,2017-01-07T08:00:00+0100,4191
2017-01-07T08:00:00Z,2017-01-07T09:00:00+0100,3778
2017-01-07T09:00:00Z,2017-01-07T10:00:00+0100,3087
2017-01-07T10:00:00Z,2017-01-07T11:00:00+0100,2650
2017-01-07T11:00:00Z,2017-01-07T12:00:00+0100,2405
2017-01-07T12:00:00Z,2017-01-07T13:00:00+0100,2134
2017-01-07T13:00:00Z,2017-01-07T14:00:00+0100,1981
2017-01-07T14:00:00Z,2017-01-07T15:00:00+0100,1939
2017-01-07T15:00:00Z,2017-01-07T16:00:00+0100,1968
2017-01-07T16:00:00Z,2017-01-07T17:00:00+0100,2230
2017-01-07T17:00:00Z,2017-01-07T18:00:00+0100,2785
2017-01-07T18:00:00Z,2017-01-07T19:00:00+0100,3319
2017-01-07T19:00:00Z,2017-01-07T20:00:00+0100,3338
2017-01-07T20:00:00Z,2017-01-07T21:00:00+0100,3353
2017-01-07T21:00:00Z,2017-01-07T22:00:00+0100,3577
2017-01-07T22:00:00Z,2017-01-07T23:00:00+0100,3694
2017-01-07T23:00:00Z,2017-01-08T00:00:00+0100,3636
2017-01-08T00:00:00Z,2017-01-08T01:00:00+0100,3491
2017-01-08T01:00:00Z,2017-01-08T02:00:00+0100,3441
2017-01-08T02:00:00Z,2017-01-08T03:00:00+0100,3483
2017-01-08T03:00:00Z,2017-01-08T04:00:00+0100,3451
2017-01-08T04:00:00Z,2017-01-08T05:00:00+0100,3665
2017-01-08T05:00:00Z,2017-01-08T06:00:00+0100,3748
2017-01-08T06:00:00Z,2017-01-08T07:00:00+0100,3752
2017-01-08T07:00:00Z,2017-01-08T08:00:00+0100,3933
2017-01-08T08:00:00Z,2017-01-08T09:00:00+0100,3878
2017-01-08T09:00:00Z,2017-01-08T10:00:00+0100,3699
2017-01-08T10:00:00Z,2017-01-08T11:00:00+0100,3616
2017-01-08T11:00:00Z,2017-01-08T12:00:00+0100,3790
2017-01-08T12:00:00Z,2017-01-08T13:00:00+0100,4193
2017-01-08T13:00:00Z,2017-01-08T14:00:00+0100,4769
2017-01-08T14:00:00Z,2017-01-08T15:00:00+0100,5266
2017-01-08T15:00:00Z,2017-01-08T16:00:00+0100,5542
2017-01-08T16:00:00Z,2017-01-08T17:00:00+0100,5754
2017-01-08T17:00:00Z,2017-01-08T18:00:00+0100,6374
2017-01-08T18:00:00Z,2017-01-08T19:00:00+0100,6932
2017-01-08T19:00:00Z,2017-01-08T20:00:00+0100,7379
2017-01-08T20:00:00Z,2017-01-08T21:00:00+0100,7651
2017-01-08T21:00:00Z,2017-01-08T22:00:00+0100,7399
2017-01-08T22:00:00Z,2017-01-08T23:00:00+0100,7329
2017-01-08T23:00:00Z,2017-01-09T00:00:00+0100,7196
2017-01-09T00:00:00Z,2017-01-09T01:00:00+0100,7259
2017-01-09T01:00:00Z,2017-01-09T02:00:00+0100,7279
2017-01-09T02:00:00Z,2017-01-09T03:00:00+0100,7106
2017-01-09T03:00:00Z,2017-01-09T04:00:00+0100,6984
2017-01-09T04:00:00Z,2017-01-09T05:00:00+0100,6881
2017-01-09T05:00:00Z,2017-01-09T06:00:00+0100,6708
2017-01-09T06:00:00Z,2017-01-09T07:00:00+0100,6316
2017-01-09T07:00:00Z,2017-01-09T08:00:00+0100,5584
2017-01-09T08:00:00Z,2017-01-09T09:00:00+0100,4923
2017-01-09T09:00:00Z,2017-01-09T10:00:00+0100,3925
2017-01-09T10:00:00Z,2017-01-09T11:00:00+0100,3397
2017-01-09T11:00:00Z,2017-01-09T12:00:00+0100,3282
2017-01-09T12:00:00Z,2017-01-09T13:00:00+0100,3089
2017-01-09T13:00:00Z,2017-01-09T14:00:00+0100,3084
2017-01-09T14:00:00Z,2017-01-09T15:00:00+0100,3090
2017-01-09T15:00:00Z,2017-01-09T16:00:00+0100,3143
2017-01-09T16:00:00Z,2017-01-09T17:00:00+0100,3218
2017-01-09T17:00:00Z,2017-01-09T18:00:00+0100,3985
2017-01-09T18:00:00Z,2017-01-09T19:00:00+0100,4632
2017-01-09T19:00:00Z,2017-01-09T20:00:00+0100,5187
2017-01-09T20:00:00Z,2017-01-09T21:00:00+0100,5792
2017-01-09T21:00:00Z,2017-01-09T22:00:00+0100,6129
2017-01-09T22:00:00Z,2017-01-09T23:00:00+0100,6637
2017-01-09T23:00:00Z,2017-01-10T00:00:00+0100,7204
2017-01-10T00:00:00Z,2017-01-10T01:00:00+0100,7506
2017-01-10T01:00:00Z,2017-01-10T02:00:00+0100,7445
2017-01-10T02:00:00Z,2017-01-10T03:00:00+0100,7945
2017-01-10T03:00:00Z,2017-01-10T04:00:00+0100,8403
2017-01-10T04:00:00Z,2017-01-10T05:00:00+0100,8630
2017-01-10T05:00:00Z,2017-01-10T06:00:00+0100,9016
2017-01-10T06:00:00Z,2017-01-10T07:00:00+0100,9452
2017-01-10T07:00:00Z,2017-01-10T08:00:00+0100,9557
2017-01-10T08:00:00Z,2017-01-10T09:00:00+0100,9918
2017-01-10T09:00:00Z,2017-01-10T10:00:00+0100,10115
2017-01-10T10:00:00Z,2017-01-10T11:00:00+0100,10261
2017-01-10T11:00:00Z,2017-01-10T12:00:00+0100,10928
2017-01-10T12:00:00Z,2017-01-10T13:00:00+0100,11491
2017-01-10T13:00:00Z,2017-01-10T14:00:00+0100,12164
2017-01-10T14:00:00Z,2017-01-10T15:00:00+0100,12589
2017-01-10T15:00:00Z,2017-01-10T16:00:00+0100,12373
2017-01-10T16:00:00Z,2017-01-10T17:00:00+0100,12204
2017-01-10T17:00:00Z,2017-01-10T18:00:00+0100,11967
2017-01-10T18:00:00Z,2017-01-10T19:00:00+0100,11789
2017-01-10T19:00:00Z,2017-01-10T20:00:00+0100,11708
2017-01-10T20:00:00Z,2017-01-10T21:00:00+0100,11553
2017-01-10T21:00:00Z,2017-01-10T22:00:00+0100,11241
2017-01-10T22:00:00Z,2017-01-10T23:00:00+0100,11105
2017-01-10T23:00:00Z,2017-01-11T00:00:00+0100,10823
2017-01-11T00:00:00Z,2017-01-11T01:00:00+0100,10959
2017-01-11T01:00:00Z,2017-01-11T02:00:00+0100,10598
2017-01-11T02:00:00Z,2017-01-11T03:00:00+0100,10228
2017-01-11T03:00:00Z,2017-01-11T04:00:00+0100,9613
2017-01-11T04:00:00Z,2017-01-11T05:00:00+0100,9407
2017-01-11T05:00:00Z,2017-01-11T06:00:00+0100,9360
2017-01-11T06:00:00Z,2017-01-11T07:00:00+0100,8951
2017-01-11T07:00:00Z,2017-01-11T08:00:00+0100,8223
2017-01-11T08:00:00Z,2017-01-11T09:00:00+0100,7554
2017-01-11T09:00:00Z,2017-01-11T10:00:00+0100,6912
2017-01-11T10:00:00Z,2017-01-11T11:00:00+0100,6578
2017-01-11T11:00:00Z,2017-01-11T12:00:00+0100,6362
2017-01-11T12:00:00Z,2017-01-11T13:00:00+0100,6055
2017-01-11T13:00:00Z,2017-01-11T14:00:00+0100,5632
2017-01-11T14:00:00Z,2017-01-11T15:00:00+0100,5335
2017-01-11T15:00:00Z,2017-01-11T16:00:00+0100,4989
2017-01-11T16:00:00Z,2017-01-11T17:00:00+0100,4393
2017-01-11T17:00:00Z,2017-01-11T18:00:00+0100,4280
2017-01-11T18:00:00Z,2017-01-11T19:00:00+0100,4409
2017-01-11T19:00:00Z,2017-01-11T20:00:00+0100,4301
2017-01-11T20:00:00Z,2017-01-11T21:00:00+0100,4126
2017-01-11T21:00:00Z,2017-01-11T22:00:00+0100,4356
2017-01-11T22:00:00Z,2017-01-11T23:00:00+0100,4448
2017-01-11T23:00:00Z,2017-01-12T00:00:00+0100,4613
2017-01-12T00:00:00Z,2017-01-12T01:00:00+0100,4397
2017-01-12T01:00:00Z,2017-01-12T02:00:00+0100,4109
2017-01-12T02:00:00Z,2017-01-12T03:00:00+0100,3922
2017-01-12T03:00:00Z,2017-01-12T04:00:00+0100,3991
2017-01-12T04:00:00Z,2017-01-12T05:00:00+0100,4047
2017-01-12T05:00:00Z,2017-01-12T06:00:00+0100,4423
2017-01-12T06:00:00Z,2017-01-12T07:00:00+0100,4885
2017-01-12T07:00:00Z,2017-01-12T08:00:00+0100,5253
2017-01-12T08:00:00Z,2017-01-12T09:00:00+0100,5526
2017-01-12T09:00:00Z,2017-01-12T10:00:00+0100,5511
2017-01-12T10:00:00Z,2017-01-12T11:00:00+0100,6231
2017-01-12T11:00:00Z,2017-01-12T12:00:00+0100,7157
2017-01-12T12:00:00Z,2017-01-12T13:00:00+0100,7936
2017-01-12T13:00:00Z,2017-01-12T14:00:00+0100,8665
2017-01-12T14:00:00Z,2017-01-12T15:00:00+0100,9102
2017-01-12T15:00:00Z,2017-01-12T16:00:00+0100,8846
2017-01-12T16:00:00Z,2017-01-12T17:00:00+0100,8369
2017-01-12T17:00:00Z,2017-01-12T18:00:00+0100,8729
2017-01-12T18:00:00Z,2017-01-12T19:00:00+0100,9372
2017-01-12T19:00:00Z,2017-01-12T20:00:00+0100,9493
2017-01-12T20:00:00Z,2017-01-12T21:00:00+0100,9661
2017-01-12T21:00:00Z,2017-01-12T22:00:00+0100,9867
2017-01-12T22:00:00Z,2017-01-12T23:00:00+0100,10313
2017-01-12T23:00:00Z,2017-01-13T00:00:00+0100,10651
2017-01-13T00:00:00Z,2017-01-13T01:00:00+0100,10984
2017-01-13T01:00:00Z,2017-01-13T02:00:00+0100,10779
2017-01-13T02:00:00Z,2017-01-13T03:00:00+0100,10624
2017-01-13T03:00:00Z,2017-01-13T04:00:00+0100,10812
2017-01-13T04:00:00Z,2017-01-13T05:00:00+0100,10905
2017-01-13T05:00:00Z,2017-01-13T06:00:00+0100,10608
2017-01-13T06:00:00Z,2017-01-13T07:00:00+0100,10253
2017-01-13T07:00:00Z,2017-01-13T08:00:00+0100,9630
2017-01-13T08:00:00Z,2017-01-13T09:00:00+0100,9456
2017-01-13T09:00:00Z,2017-01-13T10:00:00+0100,9384
2017-01-13T10:00:00Z,2017-01-13T11:00:00+0100,9810
2017-01-13T11:00:00Z,2017-01-13T12:00:00+0100,10364
2017-01-13T12:00:00Z,2017-01-13T13:00:00+0100,10303
2017-01-13T13:00:00Z,2017-01-13T14:00:00+0100,10445
2017-01-13T14:00:00Z,2017-01-13T15:00:00+0100,10795
2017-01-13T15:00:00Z,2017-01-13T16:00:00+0100,10501
2017-01-13T16:00:00Z,2017-01-13T17:00:00+0100,9686
2017-01-13T17:00:00Z,2017-01-13T18:00:00+0100,8892
2017-01-13T18:00:00Z,2017-01-13T19:00:00+0100,8292
2017-01-13T19:00:00Z,2017-01-13T20:00:00+0100,7614
2017-01-13T20:00:00Z,2017-01-13T21:00:00+0100,6989
2017-01-13T21:00:00Z,2017-01-13T22:00:00+0100,6237
2017-01-13T22:00:00Z,2017-01-13T23:00:00+0100,5801
2017-01-13T23:00:00Z,2017-01-14T00:00:00+0100,6041
2017-01-14T00:00:00Z,2017-01-14T01:00:00+0100,6308
2017-01-14T01:00:00Z,2017-01-14T02:00:00+0100,6523
2017-01-14T02:00:00Z,2017-01-14T03:00:00+0100,7039
2017-01-14T03:00:00Z,2017-01-14T04:00:00+0100,7123
2017-01-14T04:00:00Z,2017-01-14T05:00:00+0100,7499
2017-01-14T05:00:00Z,2017-01-14T06:00:00+0100,7961
2017-01-14T06:00:00Z,2017-01-14T07:00:00+0100,7785
2017-01-14T07:00:00Z,2017-01-14T08:00:00+0100,7555
2017-01-14T08:00:00Z,2017-01-14T09:00:00+0100,7271
2017-01-14T09:00:00Z,2017-01-14T10:00:00+0100,7105
2017-01-14T10:00:00Z,2017-01-14T11:00:00+0100,7133
2017-01-14T11:00:00Z,2017-01-14T12:00:00+0100,7663
2017-01-14T12:00:00Z,2017-01-14T13:00:00+0100,8477
2017-01-14T13:00:00Z,2017-01-14T14:00:00+0100,9234
2017-01-14T14:00:00Z,2017-01-14T15:00:00+0100,9173
2017-01-14T15:00:00Z,2017-01-14T16:00:00+0100,9276
2017-01-14T16:00:00Z,2017-01-14T17:00:00+0100,8793
2017-01-14T17:00:00Z,2017-01-14T18:00:00+0100,8464
2017-01-14T18:00:00Z,2017-01-14T19:00:00+0100,8397
2017-01-14T19:00:00Z,2017-01-14T20:00:00+0100,8465
2017-01-14T20:00:00Z,2017-01-14T21:00:00+0100,8565
2017-01-14T21:00:00Z,2017-01-14T22:00:00+0100,8297
2017-01-14T22:00:00Z,2017-01-14T23:00:00+0100,8072
2017-01-14T23:00:00Z,2017-01-15T00:00:00+0100,8191
2017-01-15T00:00:00Z,2017-01-15T01:00:00+0100,8260
2017-01-15T01:00:00Z,2017-01-15T02:00:00+0100,8124
2017-01-15T02:00:00Z,2017-01-15T03:00:00+0100,8031
2017-01-15T03:00:00Z,2017-01-15T04:00:00+0100,8149
2017-01-15T04:00:00Z,2017-01-15T05:00:00+0100,8474
2017-01-15T05:00:00Z,2017-01-15T06:00:00+0100,8658
2017-01-15T06:00:00Z,2017-01-15T07:00:00+0100,8890
2017-01-15T07:00:00Z,2017-01-15T08:00:00+0100,9266
2017-01-15T08:00:00Z,2017-01-15T09:00:00+0100,9308
2017-01-15T09:00:00Z,2017-01-15T10:00:00+0100,9116
2017-01-15T10:00:00Z,2017-01-15T11:00:00+0100,8882
2017-01-15T11:00:00Z,2017-01-15T12:00:00+0100,9284
2017-01-15T12:00:00Z,2017-01-15T13:00:00+0100,9816
2017-01-15T13:00:00Z,2017-01-15T14:00:00+0100,10160
2017-01-15T14:00:00Z,2017-01-15T15:00:00+0100,10321
2017-01-15T15:00:00Z,2017-01-15T16:00:00+0100,10202
2017-01-15T16:00:00Z,2017-01-15T17:00:00+0100,9917
2017-01-15T17:00:00Z,2017-01-15T18:00:00+0100,9678
2017-01-15T18:00:00Z,2017-01-15T19:00:00+0100,9444
2017-01-15T19:00:00Z,2017-01-15T20:00:00+0100,9387
2017-01-15T20:00:00Z,2017-01-15T21:00:00+0100,9633
2017-01-15T21:00:00Z,2017-01-15T22:00:00+0100,9848
2017-01-15T22:00:00Z,2017-01-15T23:00:00+0100,10027
2017-01-15T23:00:00Z,2017-01-16T00:00:00+0100,10283
2017-01-16T00:00:00Z,2017-01-16T01:00:00+0100,10356
2017-01-16T01:00:00Z,2017-01-16T02:00:00+0100,10692
2017-01-16T02:00:00Z,2017-01-16T03:00:00+0100,10936
2017-01-16T03:00:00Z,2017-01-16T04:00:00+0100,10939
2017-01-16T04:00:00Z,2017-01-16T05:00:00+0100,11029
2017-01-16T05:00:00Z,2017-01-16T06:00:00+0100,11048
2017-01-16T06:00:00Z,2017-01-16T07:00:00+0100,11155
2017-01-16T07:00:00Z,2017-01-16T08:00:00+0100,11159
2017-01-16T08:00:00Z,2017-01-16T09:00:00+0100,11071
2017-01-16T09:00:00Z,2017-01-16T10:00:00+0100,10877
2017-01-16T10:00:00Z,2017-01-16T11:00:00+0100,10593
2017-01-16T11:00:00Z,2017-01-16T12:00:00+0100,11255
2017-01-16T12:00:00Z,2017-01-16T13:00:00+0100,11912
2017-01-16T13:00:00Z,2017-01-16T14:00:00+0100,12389
2017-01-16T14:00:00Z,2017-01-16T15:00:00+0100,12540
2017-01-16T15:00:00Z,2017-01-16T16:00:00+0100,12467
2017-01-16T16:00:00Z,2017-01-16T17:00:00+0100,12221
2017-01-16T17:00:00Z,2017-01-16T18:00:00+0100,12082
2017-01-16T18:00:00Z,2017-01-16T19:00:00+0100,11960
2017-01-16T19:00:00Z,2017-01-16T20:00:00+0100,11833
2017-01-16T20:00:00Z,2017-01-16T21:00:00+0100,11719
2017-01-16T21:00:00Z,2017-01-16T22:00:00+0100,11793
2017-01-16T22:00:00Z,2017-01-16T23:00:00+0100,11875
2017-01-16T23:00:00Z,2017-01-17T00:00:00+0100,11876
2017-01-17T00:00:00Z,2017-01-17T01:00:00+0100,11871
2017-01-17T01:00:00Z,2017-01-17T02:00:00+0100,11760
2017-01-17T02:00:00Z,2017-01-17T03:00:00+0100,11874
2017-01-17T03:00:00Z,2017-01-17T04:00:00+0100,11777
2017-01-17T04:00:00Z,2017-01-17T05:00:00+0100,11950
2017-01-17T05:00:00Z,2017-01-17T06:00:00+0100,12178
2017-01-17T06:00:00Z,2017-01-17T07:00:00+0100,12241
2017-01-17T07:00:00Z,2017-01-17T08:00:00+0100,12163
2017-01-17T08:00:00Z,2017-01-17T09:00:00+0100,12472.6667
2017-01-17T09:00:00Z,2017-01-17T10:00:00+0100,12782.3333
2017-01-17T10:00:00Z,2017-01-17T11:00:00+0100,13092
2017-01-17T11:00:00Z,2017-01-17T12:00:00+0100,13498
2017-01-17T12:00:00Z,2017-01-17T13:00:00+0100,13340
2017-01-17T13:00:00Z,2017-01-17T14:00:00+0100,13279
2017-01-17T14:00:00Z,2017-01-17T15:00:00+0100,13716
2017-01-17T15:00:00Z,2017-01-17T16:00:00+0100,13982
2017-01-17T16:00:00Z,2017-01-17T17:00:00+0100,13866
2017-01-17T17:00:00Z,2017-01-17T18:00:00+0100,13284
2017-01-17T18:00:00Z,2017-01-17T19:00:00+0100,12932
2017-01-17T19:00:00Z,2017-01-17T20:00:00+0100,12769
2017-01-17T20:00:00Z,2017-01-17T21:00:00+0100,12328
2017-01-17T21:00:00Z,2017-01-17T22:00:00+0100,11937
2017-01-17T22:00:00Z,2017-01-17T23:00:00+0100,11901
2017-01-17T23:00:00Z,2017-01-18T00:00:00+0100,11629
