party,category,classification,measure,gas,unit,year,numberValue,stringValue
LTU,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CR,CS,D"
LTU,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CR,CS,D"
LTU,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D,PS"
LTU,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,OTH,PS"
LTU,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CR,D"
LTU,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CR,D"
LTU,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NO
LTU,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NO
LTU,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NO
LTU,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NO
LTU,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T2,T3"
LTU,1.  Energy,Total for category,Method,CH4,no unit,2019,,"T1,T2,T3"
LTU,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2,T3"
LTU,1.  Energy,Total for category,Method,CO2,no unit,2019,,"T1,T2,T3"
LTU,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T3"
LTU,1.  Energy,Total for category,Method,N2O,no unit,2019,,"T1,T3"
LTU,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,33145.20316468029,
LTU,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,11927.029754260067,
LTU,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,21.25557961694828,
LTU,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,19.31937615183514,
LTU,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,381.5500975199047,
LTU,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,108.80866684928841,
LTU,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,32240.34988472172,
LTU,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,11237.78271318229,
LTU,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,0.23840340044657,
LTU,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,0.53409284621989,
LTU,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,82.60762793752427,
LTU,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,23.53028395065319,
LTU,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,135.71705425756406,
LTU,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,44.29957060797114,
LTU,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,1.16866811578877,
LTU,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,0.55963965594865,
LTU,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,218.2111160055752,
LTU,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,11.12727696347025,
LTU,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,21.25557961694828,
LTU,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,19.31937615183514,
LTU,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,1.16866811578877,
LTU,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,0.55963965594865,
LTU,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,,NO
LTU,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,,NO
LTU,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,NO
LTU,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,NO
LTU,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,1990,527.0,
LTU,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,2019,29199.0,
LTU,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,1990,30.0,
LTU,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,2019,28.74461454159389,
LTU,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,1990,101.34,
LTU,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,2019,99.83827220110278,
LTU,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,1990,4.0,
LTU,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,2019,3.83117230042125,
LTU,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,54.40748,
LTU,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,2968.323098,
LTU,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,1990,0.01581,
LTU,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,2019,0.839314,
LTU,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,1990,53.40618,
LTU,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,2019,2915.17771,
LTU,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,1990,0.002108,
LTU,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,2019,0.1118664,
LTU,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,1990,,NO
LTU,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,2019,,NO
LTU,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,1990,105125.0,
LTU,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,2019,13469.0,
LTU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,1990,1.0,
LTU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,2019,1.0,
LTU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,1990,55.14,
LTU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,2019,55.59,
