Key,Value,Source
country,de,
base_year,2011,
metal_steel_production,44.288,Wikipedia: http://de.wikipedia.org/wiki/Stahl/Tabellen_und_Grafiken
metal_steel_share_blast_furnace_current,0.87,matching checks
metal_steel_share_blast_furnace_bat,0,technology does not exist in DE
metal_steel_share_cyclone,0,technology does not exist in DE
metal_steel_share_electric,0.13,matching checks
metal_steel_burner_share_coal,0,
metal_steel_burner_share_coal_gas,0.7,matching checks
metal_steel_burner_share_network_gas,0.3,matching checks
metal_aluminium_production,0.43,Wikipedia
metal_aluminium_share_electrolysis_current,0.8,taken from NL dataset
metal_aluminium_share_electrolysis_bat,0,technology does not exist in DE
metal_aluminium_share_melting_oven,0.2,taken from NL dataset
metal_aluminium_share_carbothermal_reduction,0,technology does not exist in DE
