utc_timestamp,cet_cest_timestamp,DK_wind_offshore_generation_actual,DK_wind_onshore_generation_actual
2016-12-31T23:00:00Z,2017-01-01T00:00:00+0100,1094.8,2614.3
2017-01-01T00:00:00Z,2017-01-01T01:00:00+0100,1086.3,2443
2017-01-01T01:00:00Z,2017-01-01T02:00:00+0100,1174.8,2141.1
2017-01-01T02:00:00Z,2017-01-01T03:00:00+0100,1166.2,1884.7
2017-01-01T03:00:00Z,2017-01-01T04:00:00+0100,1153.8,1660.3
2017-01-01T04:00:00Z,2017-01-01T05:00:00+0100,921.9,1463.2
2017-01-01T05:00:00Z,2017-01-01T06:00:00+0100,754.1,1311.8
2017-01-01T06:00:00Z,2017-01-01T07:00:00+0100,816.4,1199.4
2017-01-01T07:00:00Z,2017-01-01T08:00:00+0100,818.5,1151.2
2017-01-01T08:00:00Z,2017-01-01T09:00:00+0100,788.7,1049.6
2017-01-01T09:00:00Z,2017-01-01T10:00:00+0100,777.5,919.2
2017-01-01T10:00:00Z,2017-01-01T11:00:00+0100,770.5,826
2017-01-01T11:00:00Z,2017-01-01T12:00:00+0100,775.8,742.1
2017-01-01T12:00:00Z,2017-01-01T13:00:00+0100,751.5,641
2017-01-01T13:00:00Z,2017-01-01T14:00:00+0100,667.9,562.4
2017-01-01T14:00:00Z,2017-01-01T15:00:00+0100,479.2,511.4
2017-01-01T15:00:00Z,2017-01-01T16:00:00+0100,466.6,516.2
2017-01-01T16:00:00Z,2017-01-01T17:00:00+0100,391.8,463.5
2017-01-01T17:00:00Z,2017-01-01T18:00:00+0100,354.6,413.4
2017-01-01T18:00:00Z,2017-01-01T19:00:00+0100,411.3,411.8
2017-01-01T19:00:00Z,2017-01-01T20:00:00+0100,530.6,533.6
2017-01-01T20:00:00Z,2017-01-01T21:00:00+0100,608,643.6
2017-01-01T21:00:00Z,2017-01-01T22:00:00+0100,691.1,687.9
2017-01-01T22:00:00Z,2017-01-01T23:00:00+0100,708.1,747
2017-01-01T23:00:00Z,2017-01-02T00:00:00+0100,696,850.8
2017-01-02T00:00:00Z,2017-01-02T01:00:00+0100,646.9,834.5
2017-01-02T01:00:00Z,2017-01-02T02:00:00+0100,613.3,814.7
2017-01-02T02:00:00Z,2017-01-02T03:00:00+0100,737.3,753.5
2017-01-02T03:00:00Z,2017-01-02T04:00:00+0100,568.6,636.2
2017-01-02T04:00:00Z,2017-01-02T05:00:00+0100,598.6,508.9
2017-01-02T05:00:00Z,2017-01-02T06:00:00+0100,441.2,403.6
2017-01-02T06:00:00Z,2017-01-02T07:00:00+0100,451.8,329.6
2017-01-02T07:00:00Z,2017-01-02T08:00:00+0100,491.1,310
2017-01-02T08:00:00Z,2017-01-02T09:00:00+0100,660,335.3
2017-01-02T09:00:00Z,2017-01-02T10:00:00+0100,661.9,436.2
2017-01-02T10:00:00Z,2017-01-02T11:00:00+0100,607.4,564
2017-01-02T11:00:00Z,2017-01-02T12:00:00+0100,483.7,617.6
2017-01-02T12:00:00Z,2017-01-02T13:00:00+0100,413.5,618.5
2017-01-02T13:00:00Z,2017-01-02T14:00:00+0100,470.5,553.2
2017-01-02T14:00:00Z,2017-01-02T15:00:00+0100,486,451.8
2017-01-02T15:00:00Z,2017-01-02T16:00:00+0100,564.2,394.7
2017-01-02T16:00:00Z,2017-01-02T17:00:00+0100,536.6,454.8
2017-01-02T17:00:00Z,2017-01-02T18:00:00+0100,490,553.8
2017-01-02T18:00:00Z,2017-01-02T19:00:00+0100,488.8,655.7
2017-01-02T19:00:00Z,2017-01-02T20:00:00+0100,589,708.5
2017-01-02T20:00:00Z,2017-01-02T21:00:00+0100,612.4,667.4
2017-01-02T21:00:00Z,2017-01-02T22:00:00+0100,523,605.4
2017-01-02T22:00:00Z,2017-01-02T23:00:00+0100,535.8,644.5
2017-01-02T23:00:00Z,2017-01-03T00:00:00+0100,568.1,751.8
2017-01-03T00:00:00Z,2017-01-03T01:00:00+0100,736.7,823.4
2017-01-03T01:00:00Z,2017-01-03T02:00:00+0100,753,923.5
2017-01-03T02:00:00Z,2017-01-03T03:00:00+0100,756.6,1042.9
2017-01-03T03:00:00Z,2017-01-03T04:00:00+0100,799.2,1112.7
2017-01-03T04:00:00Z,2017-01-03T05:00:00+0100,814,1154
2017-01-03T05:00:00Z,2017-01-03T06:00:00+0100,872.1,1242.4
2017-01-03T06:00:00Z,2017-01-03T07:00:00+0100,1017.8,1347.1
2017-01-03T07:00:00Z,2017-01-03T08:00:00+0100,1112.3,1408.3
2017-01-03T08:00:00Z,2017-01-03T09:00:00+0100,1135.2,1624.8
2017-01-03T09:00:00Z,2017-01-03T10:00:00+0100,1153.2,1981.6
2017-01-03T10:00:00Z,2017-01-03T11:00:00+0100,1151.4,2553.9
2017-01-03T11:00:00Z,2017-01-03T12:00:00+0100,1141.7,2910.9
2017-01-03T12:00:00Z,2017-01-03T13:00:00+0100,1181.5,3214
2017-01-03T13:00:00Z,2017-01-03T14:00:00+0100,1087.2,3272.7
2017-01-03T14:00:00Z,2017-01-03T15:00:00+0100,1185.6,3374.7
2017-01-03T15:00:00Z,2017-01-03T16:00:00+0100,1186.8,3398.5
2017-01-03T16:00:00Z,2017-01-03T17:00:00+0100,1207.4,3494.2
2017-01-03T17:00:00Z,2017-01-03T18:00:00+0100,1203.7,3482.8
2017-01-03T18:00:00Z,2017-01-03T19:00:00+0100,1201.5,3413.2
2017-01-03T19:00:00Z,2017-01-03T20:00:00+0100,1202.9,3381.5
2017-01-03T20:00:00Z,2017-01-03T21:00:00+0100,1092.7,3288.5
2017-01-03T21:00:00Z,2017-01-03T22:00:00+0100,995.2,3252.9
2017-01-03T22:00:00Z,2017-01-03T23:00:00+0100,982.7,3256.9
2017-01-03T23:00:00Z,2017-01-04T00:00:00+0100,995,3182
2017-01-04T00:00:00Z,2017-01-04T01:00:00+0100,600.4,3172.2
2017-01-04T01:00:00Z,2017-01-04T02:00:00+0100,636.1,3160.5
2017-01-04T02:00:00Z,2017-01-04T03:00:00+0100,639.3,3039.6
2017-01-04T03:00:00Z,2017-01-04T04:00:00+0100,898.1,3038.4
2017-01-04T04:00:00Z,2017-01-04T05:00:00+0100,871.5,3098.5
2017-01-04T05:00:00Z,2017-01-04T06:00:00+0100,853.4,3082.7
2017-01-04T06:00:00Z,2017-01-04T07:00:00+0100,978.5,3029.6
2017-01-04T07:00:00Z,2017-01-04T08:00:00+0100,1097.6,2961.3
2017-01-04T08:00:00Z,2017-01-04T09:00:00+0100,1193.8,2803
2017-01-04T09:00:00Z,2017-01-04T10:00:00+0100,1206.2,2707.1
2017-01-04T10:00:00Z,2017-01-04T11:00:00+0100,1194.4,2673
2017-01-04T11:00:00Z,2017-01-04T12:00:00+0100,1174.2,2779.4
2017-01-04T12:00:00Z,2017-01-04T13:00:00+0100,1083.4,2806.1
2017-01-04T13:00:00Z,2017-01-04T14:00:00+0100,1158.8,2508.8
2017-01-04T14:00:00Z,2017-01-04T15:00:00+0100,1151,2279.4
2017-01-04T15:00:00Z,2017-01-04T16:00:00+0100,1078,2296.2
2017-01-04T16:00:00Z,2017-01-04T17:00:00+0100,1077.1,2275.8
2017-01-04T17:00:00Z,2017-01-04T18:00:00+0100,1073.5,2198.1
2017-01-04T18:00:00Z,2017-01-04T19:00:00+0100,1056.7,2042.9
2017-01-04T19:00:00Z,2017-01-04T20:00:00+0100,1091.2,1739
2017-01-04T20:00:00Z,2017-01-04T21:00:00+0100,1108.6,1419.5
2017-01-04T21:00:00Z,2017-01-04T22:00:00+0100,1105.3,1225.9
2017-01-04T22:00:00Z,2017-01-04T23:00:00+0100,1126.6,1205.1
2017-01-04T23:00:00Z,2017-01-05T00:00:00+0100,1091.1,1082.7
2017-01-05T00:00:00Z,2017-01-05T01:00:00+0100,1042.1,1013.7
2017-01-05T01:00:00Z,2017-01-05T02:00:00+0100,947.1,1057.5
2017-01-05T02:00:00Z,2017-01-05T03:00:00+0100,896.5,1142.3
2017-01-05T03:00:00Z,2017-01-05T04:00:00+0100,889.2,1140.1
