agriculture_heating,agriculture_heating_2019,buildings_heating,buildings_heating_2019,insulation_apartments_high,insulation_apartments_high_2019,insulation_apartments_low,insulation_apartments_low_2019,insulation_apartments_medium,insulation_apartments_medium_2019,insulation_detached_houses_high,insulation_detached_houses_high_2019,insulation_detached_houses_low,insulation_detached_houses_low_2019,insulation_detached_houses_medium,insulation_detached_houses_medium_2019,insulation_semi_detached_houses_high,insulation_semi_detached_houses_high_2019,insulation_semi_detached_houses_low,insulation_semi_detached_houses_low_2019,insulation_semi_detached_houses_medium,insulation_semi_detached_houses_medium_2019,insulation_terraced_houses_high,insulation_terraced_houses_high_2019,insulation_terraced_houses_low,insulation_terraced_houses_low_2019,insulation_terraced_houses_medium,insulation_terraced_houses_medium_2019
2.8516725277373063e-08,3.6948620910510344e-08,2.8516725277373063e-08,3.6948620910510344e-08,0.0,0.0,8.7765789406451e-11,1.1652122055e-09,0.0,1.8913857608e-09,0.0,2.9729749516e-09,4.1847436025332374e-10,6.2354050107e-10,2.406578943836488e-09,5.7798528749e-09,0.0,2.7269448281e-09,1.3492711268628302e-10,8.8694050198e-10,5.096806181227309e-10,2.813091122e-09,0.0,2.2760690085e-09,1.2267848778406814e-10,6.2806765029e-10,0.0,1.7942110187e-09
2.8217569758952843e-08,3.4460372528268236e-08,2.8217569758952843e-08,3.4460372528268236e-08,0.0,0.0,5.7101030800391666e-11,8.4665807216e-11,0.0,2.3113440688e-10,0.0,1.2822207625e-09,1.8598684529322478e-10,5.3714892226e-10,4.535090474092311e-09,7.4883659537e-09,0.0,1.2319155496e-09,1.3544035161336358e-10,6.5929381839e-10,1.6049036690775275e-09,1.6249744589e-09,0.0,1.3072529135e-09,1.5785127790540924e-11,7.681033703e-11,9.782024935896958e-12,9.9712255624e-10
2.5907617792637656e-08,2.9785369942834068e-08,2.5907617792637656e-08,2.9785369942834068e-08,0.0,0.0,2.1723167723905287e-11,9.1914688801e-13,0.0,4.9049000647e-11,0.0,4.1623488488e-10,4.3962191489760856e-10,1.3928508525e-09,7.351329770710126e-09,1.2642542873e-08,0.0,5.0218756393e-10,1.6525494418749288e-10,2.2115500216e-10,2.969968612588893e-09,3.3289671712e-09,0.0,9.9032144963e-10,0.0,9.3202694411e-11,4.173832045922416e-11,1.0691052836e-09
2.2310788238131818e-08,2.386857684887752e-08,2.2310788238131818e-08,2.386857684887752e-08,0.0,0.0,8.565132132569608e-13,6.1354324833e-11,0.0,3.1650125611e-11,0.0,1.5815639217e-10,1.0080505561589691e-09,3.5064748548e-09,1.2077963623827569e-08,2.0637652007e-08,0.0,2.6864764437e-10,1.9805203667339423e-10,9.7600713701e-10,4.990109797924727e-09,6.3057322686e-09,0.0,5.0451664168e-10,0.0,5.8657987964e-10,6.835583653638448e-11,2.8412379867e-09
1.9351639336587865e-08,1.4572290409525881e-08,1.9351639336587865e-08,1.4572290409525881e-08,0.0,0.0,0.0,6.427913783e-10,0.0,2.9260218167e-10,0.0,2.1713080525e-10,2.1377765644561543e-09,8.0351437054e-09,1.809025457994565e-08,2.7687674676e-08,0.0,1.9841036538e-10,4.0300643531581516e-10,3.3890482397e-09,7.596782628326776e-09,1.0891746268e-08,0.0,1.1059109991e-10,1.644919012911402e-11,2.2968097096e-09,2.3340642308502686e-10,6.488451067e-09
1.25340002346146e-08,1.5632248719683337e-08,1.25340002346146e-08,1.5632248719683337e-08,0.0,0.0,0.0,1.9817728002e-09,0.0,4.1532715853e-10,0.0,6.1113267988e-10,3.820247239764778e-09,1.5748216872e-08,2.113474481699211e-08,3.7537730605e-08,0.0,1.3493773421e-10,1.050048522849144e-09,8.2286049471e-09,1.003246487003641e-08,1.8522892521e-08,0.0,0.0,9.443053592639527e-11,5.9109490812e-09,7.512519947995283e-10,1.2530250147e-08
1.7073558011894893e-08,1.6027555960716892e-08,1.7073558011894893e-08,1.6027555960716892e-08,0.0,0.0,0.0,3.4418763174e-09,0.0,7.6510469679e-10,0.0,1.7117987522e-09,5.884783041593834e-09,2.5215646612e-08,2.5790513961356123e-08,4.256447257e-08,0.0,2.2861465687e-10,2.232005235146675e-09,1.5619181252e-08,1.2001508622455008e-08,2.7464558074e-08,0.0,0.0,3.0278694422850615e-10,1.1830776957e-08,1.425805531169019e-09,2.0154929888e-08
1.8559961885871618e-08,1.361657318372016e-08,1.8559961885871618e-08,1.361657318372016e-08,0.0,0.0,0.0,7.1743586986e-09,0.0,1.2134842374e-09,0.0,3.4992709718e-09,8.137857281164005e-09,3.4389915643e-08,2.47278566786356e-08,4.5006643819e-08,0.0,3.8663308789e-10,3.6100777153220134e-09,2.4536830353e-08,1.3560814693170925e-08,3.5193725708e-08,0.0,2.2483837622e-11,6.17453859105817e-10,1.9088831679e-08,2.3493025881922e-09,2.7157212721e-08
1.6109404147693762e-08,1.3342597868152354e-08,1.6109404147693762e-08,1.3342597868152354e-08,0.0,0.0,0.0,1.1842838567e-08,0.0,2.1099726162e-09,0.0,6.7716678653e-09,9.514660878532558e-09,4.1018996328e-08,1.9782305887975753e-08,4.4178542341e-08,0.0,7.9479831883e-10,5.01944658103716e-09,3.245657146e-08,1.3821329281042212e-08,4.0764898408e-08,0.0,4.7374919374e-10,1.052138938999256e-09,2.5336016369e-08,3.4176458243170243e-09,3.2769462704e-08
1.6029057992343672e-08,1.494339649768427e-08,1.6029057992343672e-08,1.494339649768427e-08,0.0,0.0,0.0,1.581326443e-08,0.0,3.244048263e-09,0.0,1.2198173828e-08,9.392569957639989e-09,4.0306278288e-08,1.6060625495738904e-08,3.9911762055e-08,0.0,2.467337246e-09,6.19665409917558e-09,3.6242388095e-08,1.2574360851948474e-08,4.141046021e-08,0.0,1.1662902268e-09,1.4283380095447343e-09,2.9541975542e-08,3.7774380387445265e-09,3.4037283431e-08
1.6792346468169556e-08,1.4223232811048889e-08,1.6792346468169556e-08,1.4223232811048889e-08,0.0,0.0,0.0,2.0173968236e-08,0.0,4.979811501e-09,0.0,1.9380321702e-08,8.038765619779238e-09,3.3487927496e-08,1.24068895078891e-08,3.3468142386e-08,0.0,5.3944591862e-09,6.4166117107847e-09,3.264605503e-08,1.0440610588612872e-08,3.506330357e-08,0.0,2.8593781053e-09,1.506014740709995e-09,3.0644083688e-08,3.99712110362851e-09,3.1918857579e-08
1.3899884875566188e-08,1.0641984043269653e-08,1.3899884875566188e-08,1.0641984043269653e-08,0.0,0.0,0.0,1.992823816e-08,0.0,7.1698484093e-09,0.0,2.7819043267e-08,5.681436592523446e-09,2.5364278984e-08,8.543592318203791e-09,2.5112323395e-08,0.0,8.8939945782e-09,4.858125059811322e-09,2.5620999947e-08,8.070795142580478e-09,2.7496218218e-08,0.0,5.3001728865e-09,1.6555805250321243e-09,2.9132272092e-08,3.7088824654241967e-09,2.6119204231e-08
9.320154020610856e-09,8.313193860943266e-09,9.320154020610856e-09,8.313193860943266e-09,0.0,0.0,0.0,1.7762522566e-08,0.0,1.1755184568e-08,0.0,3.6365399438e-08,3.255151944897553e-09,1.7686768275e-08,4.967882948935931e-09,1.9968839424e-08,0.0,1.5281675126e-08,2.916760440907996e-09,1.844068452e-08,5.70637935396521e-09,2.1420842111e-08,0.0,8.4672114374e-09,1.4060019274298607e-09,2.4717401376e-08,2.6701060684872493e-09,2.0744886779e-08
7.070461670808235e-09,6.833727156877092e-09,7.070461670808235e-09,6.833727156877092e-09,0.0,0.0,0.0,2.2151403287e-08,0.0,1.5964344518e-08,0.0,4.4871440409e-08,1.565553952836995e-09,1.6104727597e-08,2.515187962433201e-09,1.8435390418e-08,0.0,2.2696448081e-08,1.4590945159319047e-09,1.9205079814e-08,3.086187757410388e-09,2.071759834e-08,0.0,1.304651166e-08,8.382827247458441e-10,2.3978545019e-08,1.2413814305224366e-09,2.1290219828e-08
6.066134728932065e-09,7.193809000194785e-09,6.066134728932065e-09,7.193809000194785e-09,0.0,0.0,0.0,2.8879165805e-08,0.0,2.4908048505e-08,0.0,5.2258024319e-08,6.291577119403386e-10,2.4677230326e-08,1.2055889367382027e-09,2.1648327872e-08,0.0,3.3446730257e-08,6.704458870283883e-10,2.8505263724e-08,1.432279010076615e-09,2.3751721962e-08,0.0,2.0017883351e-08,3.177596049813426e-10,3.1680883458e-08,6.626640371632047e-10,2.9502687021e-08
5.985788573581971e-09,8.015734946898216e-09,5.985788573581971e-09,8.015734946898216e-09,0.0,0.0,0.0,4.5253371776e-08,0.0,3.6872367826e-08,0.0,5.6627146417e-08,2.482094871966289e-10,3.9231229586e-08,4.883516550345165e-10,2.9488864757e-08,0.0,4.3479663446e-08,1.4597576998328412e-10,4.3950704362e-08,6.734309925033177e-10,2.7157346616e-08,0.0,2.7899179555e-08,2.6517154716728644e-10,4.5550525372e-08,4.1523041199517157e-10,4.008084634e-08
5.101980864730942e-09,8.414956121011311e-09,5.101980864730942e-09,8.414956121011311e-09,0.0,0.0,0.0,6.519224441e-08,0.0,5.05867821e-08,0.0,5.726136768e-08,3.4518136964602406e-11,6.2036512425e-08,1.1287373158816676e-10,4.0350832378e-08,0.0,5.0197341255e-08,4.307850515969885e-11,6.2122284622e-08,2.2785497253991854e-10,3.9771777927e-08,0.0,3.3665929031e-08,3.9704272699934263e-10,6.2122194442e-08,1.0728418720462096e-10,5.3046478787e-08
6.2268270396322534e-09,1.849724773390672e-08,6.2268270396322534e-09,1.849724773390672e-08,0.0,0.0,0.0,7.6800375226e-08,0.0,6.4288205869e-08,0.0,5.4036322646e-08,4.10293100871243e-13,7.7018253844e-08,5.508478471472205e-12,4.723229637e-08,0.0,5.2692712583e-08,4.4085970670989254e-11,7.6661785717e-08,8.064915405165521e-11,5.8260616717e-08,0.0,3.5294188042e-08,5.203989972409974e-10,7.3487620824e-08,4.6091763516253065e-11,5.85478671e-08
1.2373307923914412e-08,2.8869170394688108e-08,1.2373307923914412e-08,2.8869170394688108e-08,0.0,0.0,0.0,8.45501962e-08,0.0,6.6166461933e-08,0.0,4.7982760663e-08,0.0,7.5692461542e-08,0.0,5.316336347e-08,0.0,4.7349248955e-08,1.5305318119739643e-11,7.8737012191e-08,1.219237865571489e-11,5.9638558877e-08,0.0,3.4672235385e-08,5.486996464831502e-10,7.2320760154e-08,3.6811638513534366e-12,5.9400936317e-08
2.430471199340331e-08,2.707785781089868e-08,2.430471199340331e-08,2.707785781089868e-08,0.0,0.0,0.0,7.5701305652e-08,0.0,6.3718796317e-08,0.0,4.0102576993e-08,0.0,6.8966299484e-08,0.0,4.5838600762e-08,0.0,3.8329031877e-08,0.0,7.018663616e-08,0.0,5.2322895783e-08,0.0,3.189357613e-08,6.031922691415696e-10,6.7044188369e-08,0.0,5.232412647e-08
2.3902981216652843e-08,3.2641598485348376e-08,2.3902981216652843e-08,3.2641598485348376e-08,0.0,0.0,0.0,5.1032503934e-08,0.0,4.8109966265e-08,0.0,3.0863438562e-08,0.0,4.8637167856e-08,0.0,3.404722728e-08,0.0,2.8589216747e-08,0.0,4.4212900553e-08,0.0,3.5942091884e-08,0.0,2.7132475949e-08,5.100775839879767e-10,5.1813518925e-08,0.0,3.8549343549e-08
2.2539506960361744e-08,3.6851189417394815e-08,2.2539506960361744e-08,3.6851189417394815e-08,0.0,0.0,0.0,2.8249023635e-08,0.0,2.7336684352e-08,0.0,2.1798984946e-08,0.0,2.222593611e-08,0.0,2.2702866502e-08,0.0,1.9297833675e-08,0.0,2.5080416635e-08,0.0,2.4426856271e-08,0.0,2.0547211087e-08,2.9288397392172995e-10,2.9439509288e-08,0.0,2.034669305e-08
1.510507720581759e-08,3.591996167086778e-08,1.510507720581759e-08,3.591996167086778e-08,0.0,0.0,0.0,1.2051492469e-08,0.0,1.4386202773e-08,0.0,1.3962761674e-08,0.0,1.0502459208e-08,0.0,1.465850861e-08,0.0,1.2013574479e-08,0.0,1.1846782686e-08,0.0,1.6851857918e-08,0.0,1.2826484309e-08,7.557938091727856e-11,9.4649816649e-09,0.0,1.0088263333e-08
1.4543859310697188e-08,3.586950389792853e-08,1.4543859310697188e-08,3.586950389792853e-08,0.0,0.0,0.0,6.0065264966e-09,0.0,7.0419037775e-09,0.0,7.9370906112e-09,0.0,2.9000636779e-09,0.0,8.151450249e-09,0.0,7.1117299997e-09,0.0,3.6524920766e-09,0.0,8.1912513537e-09,0.0,6.7139556201e-09,1.4649747842996718e-11,2.0854073602e-09,0.0,6.0393165406e-09
1.9825949473671265e-08,3.698694483858084e-08,1.9825949473671265e-08,3.698694483858084e-08,0.0,0.0,0.0,1.4171110823e-09,0.0,2.2513326769e-09,0.0,3.9960619038e-09,0.0,4.6391522992e-10,0.0,3.4781327731e-09,0.0,3.6112525072e-09,0.0,8.8327904009e-10,0.0,2.8491738183e-09,0.0,3.1765592633e-09,4.9942322192034275e-12,5.4444248905e-10,0.0,2.0332720863e-09
1.249382715693955e-08,3.4498337679139775e-08,1.249382715693955e-08,3.4498337679139775e-08,0.0,0.0,0.0,1.1422954336e-10,0.0,2.8789817456e-10,0.0,1.6821813555e-09,0.0,4.908743619e-11,3.0434787664435483e-13,1.951536674e-09,0.0,1.5684576833e-09,0.0,6.8723965064e-10,0.0,4.0605972672e-10,0.0,1.9383263973e-09,0.0,6.0659336899e-11,0.0,7.2197134052e-10
1.1328807904363196e-08,2.9823204629269625e-08,1.1328807904363196e-08,2.9823204629269625e-08,0.0,0.0,0.0,1.2644842367e-12,0.0,1.0842182946e-11,0.0,5.4009563246e-10,0.0,1.9708578136e-11,1.9173916228594353e-11,2.8173461706e-09,0.0,6.6491988161e-10,0.0,1.253056126e-10,0.0,1.571427633e-11,0.0,1.383744182e-09,0.0,2.9158575948999997e-15,0.0,1.3459797814e-10
9.922750185736556e-09,2.3905172123171223e-08,9.922750185736556e-09,2.3905172123171223e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4488148023e-10,0.0,1.9297321708e-10,1.4913045955573384e-11,4.1982631518e-09,0.0,3.7134911878e-10,0.0,1.2601076847e-11,0.0,4.8378847589e-11,0.0,6.3873934009e-10,0.0,0.0,0.0,7.5481384388e-12
7.472192447558704e-09,1.4614691351220898e-08,7.472192447558704e-09,1.4614691351220898e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5931934759e-11,0.0,6.7123008494e-10,1.378695881198927e-10,6.8125887084e-09,0.0,2.8555449617e-10,0.0,2.3281657103e-12,0.0,4.4760255645e-10,0.0,1.1916996979e-10,0.0,1.0793388469e-11,0.0,0.0
1.25340002346146e-08,1.5632248719683337e-08,1.25340002346146e-08,1.5632248719683337e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6765303837e-09,1.956956846823201e-10,1.1248893001e-08,0.0,1.5042800765e-10,0.0,2.5760308114e-10,0.0,1.3141780031e-09,0.0,0.0,0.0,6.1962044915e-11,0.0,0.0
1.7073558011894893e-08,1.6027555960716892e-08,1.7073558011894893e-08,1.6027555960716892e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69961446e-09,3.60347885946916e-10,1.626675946e-08,0.0,2.8703287458e-11,0.0,9.5009501409e-10,0.0,2.6002461157e-09,0.0,0.0,0.0,1.9867829886e-10,0.0,0.0
1.8559961885871618e-08,1.361657318372016e-08,1.8559961885871618e-08,1.361657318372016e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9047686963e-09,5.606087887789014e-10,2.1440026727e-08,0.0,0.0,0.0,2.0049943236e-09,0.0,3.0140067988e-09,0.0,0.0,0.0,4.0515182272e-10,0.0,0.0
1.6109404147693762e-08,1.3342597868152354e-08,1.6109404147693762e-08,1.3342597868152354e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2513086923e-11,0.0,1.2912821992e-08,9.069566724001767e-10,2.4737360572e-08,0.0,0.0,0.0,3.413485695e-09,0.0,5.1791561501e-09,0.0,0.0,0.0,6.9037710689e-10,0.0,0.0
1.6029057992343672e-08,1.494339649768427e-08,1.6029057992343672e-08,1.494339649768427e-08,0.0,0.0,0.0,0.0,0.0,5.219856226500001e-13,0.0,1.5832604388e-10,0.0,1.5091763165e-08,1.3132610877203895e-09,2.4078560607e-08,0.0,0.0,0.0,4.9894680431e-09,0.0,9.1785129401e-09,0.0,0.0,0.0,9.3722589873e-10,0.0,6.2566025478e-13
1.6792346468169556e-08,1.4223232811048889e-08,1.6792346468169556e-08,1.4223232811048889e-08,0.0,0.0,0.0,0.0,0.0,3.3123565896e-11,0.0,4.3902513811e-10,0.0,1.5294732561e-08,1.3899567526347667e-09,2.1281039131e-08,0.0,0.0,0.0,5.6956726876e-09,0.0,9.3017312553e-09,0.0,0.0,0.0,1.0311694823e-09,0.0,2.9128747805e-10
1.3899884875566188e-08,1.0641984043269653e-08,1.3899884875566188e-08,1.0641984043269653e-08,0.0,0.0,0.0,0.0,0.0,4.0601010685e-11,0.0,1.1725717468e-09,0.0,1.3605181211e-08,1.6109133110785679e-09,1.6352067444e-08,0.0,0.0,0.0,5.5768715465e-09,0.0,8.6519033296e-09,0.0,0.0,0.0,1.4120631947e-09,0.0,4.454825368e-10
9.320154020610856e-09,8.313193860943266e-09,9.320154020610856e-09,8.313193860943266e-09,0.0,0.0,0.0,5.6541268563e-10,0.0,2.4814459886e-10,0.0,2.0118532956e-09,0.0,9.2153415378e-09,1.287087170328975e-09,1.2931059939e-08,0.0,0.0,0.0,3.6826839955e-09,0.0,6.848347414e-09,0.0,0.0,0.0,2.5658550461e-09,0.0,8.9010898603e-10
7.070461670808235e-09,6.833727156877092e-09,7.070461670808235e-09,6.833727156877092e-09,0.0,0.0,0.0,4.432510916e-09,0.0,4.4366442162e-10,0.0,3.6024203839e-09,0.0,7.0247076675e-09,6.911740278593295e-10,1.0734019205e-08,0.0,0.0,0.0,5.3610729228e-09,0.0,8.1693697012e-09,0.0,0.0,0.0,5.9395519883e-09,0.0,4.6338179552e-09
6.066134728932065e-09,7.193809000194785e-09,6.066134728932065e-09,7.193809000194785e-09,0.0,0.0,0.0,6.6580285484e-09,0.0,7.7136826067e-10,0.0,6.0647262681e-09,0.0,1.0234405882e-08,3.7800006279228857e-10,1.1557147461e-08,0.0,0.0,2.69958404518233e-13,1.1630810179e-08,0.0,1.2130895258e-08,0.0,0.0,0.0,1.3453277227e-08,0.0,9.8918422307e-09
5.985788573581971e-09,8.015734946898216e-09,5.985788573581971e-09,8.015734946898216e-09,0.0,0.0,0.0,1.4818984189e-08,0.0,1.2438479735e-09,0.0,8.3562879677e-09,1.830879984209483e-12,1.9163446504e-08,2.0208699009185156e-10,1.509718539e-08,0.0,0.0,2.0218810890724398e-11,2.2012508158e-08,0.0,1.210784745e-08,0.0,0.0,0.0,2.4540005023e-08,0.0,1.6417176851e-08
5.101980864730942e-09,8.414956121011311e-09,5.101980864730942e-09,8.414956121011311e-09,0.0,0.0,0.0,2.7993875002e-08,0.0,1.9947819706e-09,0.0,1.0091769072e-08,4.920549745737747e-11,3.8154911495e-08,5.904348806900482e-11,2.1896654873e-08,0.0,0.0,7.687618192353222e-11,3.6295275643e-08,0.0,1.8386590482e-08,0.0,0.0,6.7050511693610006e-12,3.7812121437e-08,0.0,2.715289733e-08
6.2268270396322534e-09,1.849724773390672e-08,6.2268270396322534e-09,1.849724773390672e-08,0.0,0.0,0.0,3.7476259368e-08,0.0,2.9630135367e-09,0.0,1.0869996437e-08,3.2987437674727917e-10,5.1288691699e-08,3.0434787664435468e-12,2.4914754918e-08,0.0,0.0,1.8279374401172587e-10,5.1231105242e-08,0.0,3.3257523425e-08,0.0,0.0,6.405065207368123e-11,4.8660156236e-08,0.0,3.0876079118e-08
1.2373307923914412e-08,2.8869170394688108e-08,1.2373307923914412e-08,2.8869170394688108e-08,0.0,0.0,0.0,4.9896800394e-08,0.0,3.4129135923e-09,1.7647557109523017e-13,1.1520631088e-08,7.601154666833348e-10,5.2776652796e-08,0.0,3.0061205864e-08,0.0,0.0,4.189872248581331e-10,5.7894452279e-08,0.0,3.5238995107e-08,0.0,0.0,2.8631390021857857e-10,5.1379679542e-08,0.0,3.3707400623e-08
2.430471199340331e-08,2.0599029797619785e-08,2.430471199340331e-08,2.0599029797619785e-08,0.0,0.0,1.6545681888817768e-14,5.0025199856e-08,0.0,3.8519700151e-09,6.755867108511846e-12,1.1450081782e-08,1.6454106313980954e-09,5.2350446249e-08,0.0,2.6219873645e-08,0.0,0.0,1.0934163345499187e-09,5.4312970288e-08,0.0,3.3258888726e-08,0.0,0.0,8.220737212771104e-10,5.2413004464e-08,0.0,3.3110009496e-08
2.3902981216652843e-08,2.1329652383206604e-08,2.3902981216652843e-08,2.1329652383206604e-08,0.0,0.0,2.1757571683795364e-12,3.4678696958e-08,0.0,3.4697077446e-09,6.726348167542127e-11,1.0201597077e-08,3.246405666047189e-09,3.7442340981e-08,8.957173679327489e-12,1.9494578509e-08,0.0,0.0,2.3624079766743998e-09,3.3775793556e-08,0.0,2.2111820978e-08,0.0,0.0,1.7285862368775e-09,4.2042285197e-08,0.0,2.6717033882e-08
2.5821647406413073e-08,2.5317817987296223e-08,2.5821647406413073e-08,2.5317817987296223e-08,0.0,0.0,8.285868586015427e-12,1.9632233116e-08,0.0,2.1939260391e-09,1.2090193094262435e-10,8.3115871766e-09,5.27357380678235e-09,1.5701741925e-08,5.652443122868698e-10,1.2815814948e-08,0.0,0.0,3.879642997515121e-09,1.9552054085e-08,7.997526673360369e-12,1.5069748237e-08,0.0,0.0,2.9801754502299675e-09,2.3630750705e-08,2.957356794275e-10,1.3119000102e-08
2.456034667767553e-08,2.3943739584855553e-08,2.456034667767553e-08,2.3943739584855553e-08,0.0,0.0,5.223551940981012e-11,8.0757389823e-09,5.5452200655114046e-11,1.1898753047e-09,3.3973262948194563e-10,5.8785448742e-09,7.791290544088085e-09,7.563376833e-09,4.992557002902995e-10,8.4035007601e-09,3.892353127103017e-13,0.0,5.944928912388501e-09,9.1014010972e-09,5.048347391434607e-10,1.1328210078e-08,0.0,0.0,4.278880823105447e-09,6.9461406488e-09,4.741253595765641e-10,6.4769057615e-09
2.6048089654241417e-08,2.3710365236647627e-08,2.6048089654241417e-08,2.3710365236647627e-08,0.0,0.0,2.8744798418900824e-10,4.5804698523e-09,8.447947066922902e-10,6.427802669e-10,7.73968808228719e-10,3.6411447654e-09,1.0191004435372944e-08,1.8020739451e-09,4.166822870667862e-09,4.7919277732e-09,3.3841241279479386e-11,0.0,8.150889196587786e-09,2.4427083294e-09,9.591662104667135e-10,5.5182673787e-09,0.0,0.0,5.531188015925112e-09,1.4732361515e-09,9.780994614280699e-10,4.491020594e-09
3.2467077915419334e-08,2.5674998736439067e-08,3.2467077915419334e-08,2.5674998736439067e-08,0.0,0.0,1.6675243245489256e-09,9.1758146842e-10,2.8327524254093122e-09,2.5961039931e-10,1.9659624483357975e-09,2.028097765e-09,1.2571059009201982e-08,1.1095680604e-10,6.298646006455367e-09,1.8957475245e-09,1.57326392440463e-10,0.0,9.917275849829424e-09,5.368305389e-10,5.511743970684841e-09,1.9884050701e-09,0.0,0.0,7.403760366962923e-09,4.1751175355e-10,4.884798731493945e-09,1.2983304766e-09
2.8980858234778744e-08,2.3292290646890392e-08,2.8980858234778744e-08,2.3292290646890392e-08,0.0,0.0,5.021339946891003e-09,4.6837781984e-11,6.414951968001019e-09,5.14833601e-11,3.754621902237425e-09,8.5075152701e-10,1.3676619683555392e-08,0.0,1.1766292182520077e-08,5.7250696431e-10,3.0433709917904543e-10,0.0,1.1652946092835504e-08,5.8567611716e-10,1.543193908683693e-08,2.1824167295e-10,0.0,0.0,1.0277552416199102e-08,2.7980844324e-11,1.0651713142880286e-08,5.5133881328e-10
2.2243833108673404e-08,1.8655666349708383e-08,2.2243833108673404e-08,1.8655666349708383e-08,0.0,0.0,1.0487143617609776e-08,4.6558307513e-13,8.727586210311722e-09,2.3847166945e-12,6.289853630416212e-09,2.7932455031e-10,1.6795675698916428e-08,0.0,1.88075830121657e-08,6.5267801988e-10,4.720463647996522e-10,0.0,1.6057530166681585e-08,7.0182991358e-11,2.0962789065440273e-08,6.5813327061e-12,0.0,0.0,1.4069189643306661e-08,0.0,1.8424432380226637e-08,7.8004779475e-11
1.5829531706557598e-08,1.3103466994147331e-08,1.5829531706557598e-08,1.3103466994147331e-08,0.0,0.0,1.8165455332355883e-08,0.0,1.4855242677171032e-08,0.0,9.976826584576936e-09,7.8296513911e-11,2.2439215510712327e-08,0.0,3.0708350168504564e-08,3.8492856267e-10,1.149984997211695e-09,0.0,2.1183453439594e-08,1.9984144646e-12,3.1491213028819686e-08,0.0,0.0,0.0,1.9355213944879796e-08,0.0,3.1387500111536904e-08,3.229064104e-12
1.1134905849451631e-08,9.24079600079428e-09,1.1134905849451631e-08,9.24079600079428e-09,0.0,0.0,2.7278856145316932e-08,0.0,2.6798514696707682e-08,0.0,1.3728627056224954e-08,1.0736890116e-11,2.7680408785015258e-08,0.0,4.5490457724677724e-08,4.0158409642e-11,2.8876447245136422e-09,0.0,2.581881391234831e-08,0.0,4.290992077305594e-08,0.0,0.0,0.0,2.5476479459816242e-08,0.0,3.851348164797622e-08,0.0
1.25340002346146e-08,1.5632248719683337e-08,1.25340002346146e-08,1.5632248719683337e-08,0.0,0.0,3.4218912471202445e-08,0.0,3.27313409118902e-08,0.0,1.7883357907070954e-08,0.0,3.435567494958209e-08,0.0,5.1471992753192017e-08,0.0,5.433390906777766e-09,0.0,3.42235561815391e-08,0.0,4.544793184857835e-08,0.0,0.0,0.0,3.0026508262115845e-08,0.0,4.5812882848448164e-08,0.0
1.7073558011894893e-08,1.6027555960716892e-08,1.7073558011894893e-08,1.6027555960716892e-08,0.0,0.0,3.7835017304671514e-08,0.0,3.683294204181299e-08,0.0,2.20773490616054e-08,0.0,3.642606933633112e-08,0.0,6.179672845669965e-08,0.0,8.675241998836533e-09,0.0,3.62658862209442e-08,0.0,4.7103393983105724e-08,0.0,5.5563273760643756e-12,0.0,3.47226061398241e-08,0.0,4.946491507247333e-08,0.0
1.8559961885871618e-08,1.361657318372016e-08,1.8559961885871618e-08,1.361657318372016e-08,0.0,0.0,3.37164034866401e-08,0.0,3.429943862637295e-08,0.0,2.6025248431716093e-08,0.0,3.2760830147933394e-08,0.0,5.622553085847523e-08,0.0,1.2989771905903222e-08,0.0,3.341790016531934e-08,0.0,5.2740001769249897e-08,0.0,1.2582698761238752e-10,0.0,3.4656377765811e-08,0.0,4.65071472800336e-08,0.0
1.6109404147693762e-08,1.3342597868152354e-08,1.6109404147693762e-08,1.3342597868152354e-08,0.0,0.0,2.966511605692799e-08,0.0,3.2389726212126464e-08,0.0,2.9436340176961884e-08,0.0,2.7861751115962644e-08,0.0,4.0982778885904294e-08,0.0,1.7768584553096274e-08,0.0,2.739984507674545e-08,0.0,4.2193785252794907e-08,0.0,4.69707357862096e-10,0.0,2.981683373733306e-08,0.0,3.464057676330038e-08,0.0
1.6029057992343672e-08,1.494339649768427e-08,1.6029057992343672e-08,1.494339649768427e-08,0.0,0.0,2.4194970681294473e-08,0.0,2.971268822904495e-08,0.0,3.24894726806436e-08,0.0,2.2037238768445552e-08,0.0,3.1106237261272375e-08,0.0,2.2923283055098547e-08,0.0,2.342198194403569e-08,0.0,2.9623158067513847e-08,0.0,1.104553476437601e-09,0.0,2.2733255577440956e-08,0.0,2.655710844811944e-08,0.0
1.6792346468169556e-08,1.4223232811048889e-08,1.6792346468169556e-08,1.4223232811048889e-08,0.0,0.0,1.7626036559322454e-08,0.0,2.2276995043257595e-08,0.0,3.466994223135969e-08,0.0,1.7494578008022762e-08,0.0,2.291809189323682e-08,0.0,2.8371270166588018e-08,0.0,1.7556806067281734e-08,0.0,2.2545681620754537e-08,0.0,2.378985896990085e-09,0.0,1.7241980378235353e-08,0.0,2.1191806972187253e-08,0.0
