Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Woody biomass
2.01000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.65500800000000E+06,7.04860000000000E+04,0.00000000000000E+00,5.87142094464000E+04
2.01100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.41683200000000E+06,7.12250000000000E+04,0.00000000000000E+00,5.95971025711200E+04
2.01200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.40556900000000E+06,7.47850000000000E+04,0.00000000000000E+00,6.04799956958400E+04
2.01300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.58533774000000E+06,8.10528800000000E+04,0.00000000000000E+00,6.13628888205600E+04
2.01400000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.30596311645576E+06,1.15335027000000E+05,0.00000000000000E+00,6.22457819452800E+04
2.01500000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.25340092006793E+06,8.48660870000000E+04,0.00000000000000E+00,6.31286750700000E+04
2.01600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.19131141357248E+06,6.32531190000000E+04,0.00000000000000E+00,6.46764630170400E+04
2.01700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.14826779074306E+06,5.10695900000000E+04,0.00000000000000E+00,6.62242509640800E+04
2.01800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.14442670701216E+06,4.83792580000000E+04,0.00000000000000E+00,6.77720389111200E+04
2.01900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.11724979369958E+06,4.13532400000000E+04,0.00000000000000E+00,6.93198268581600E+04
2.02000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.08910262582484E+06,3.93009140000000E+04,0.00000000000000E+00,7.08676148052000E+04
2.02100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.04324963001856E+06,3.63879970000000E+04,0.00000000000000E+00,7.06350832826400E+04
