EmissionYear,RegionName,Regioncode,SourceName,Sourcecode,CRT_Category,CRT_Category_Description,Emission,ConvertTo,Pollutant,TES_Sector,TES_Subsector,TES_Category,LegacyIPCCCode,NCFormat
1990,Northern Ireland,4,Autogenerators,58,1A2gviii,Other manufacturing industries and construction stationary fuel use,0.000474093595787,kilotonne,N2O,Industry,Industrial fuel combustion,Other industrial combustion,1A2gviii_Other_manufacturing_industries_and_construction,Business
1990,Northern Ireland,4,Autogenerators,58,1A2gviii,Other manufacturing industries and construction stationary fuel use,0.0,kilotonne,N2O,Industry,Industrial fuel combustion,Other industrial combustion,1A2gviii_Other_manufacturing_industries_and_construction,Energy Supply
1990,Northern Ireland,4,House and garden machinery,59,1A4bii,Residential mobile machinery fuel use,0.19140269896830056,GWP CO2_AR5,CH4,Buildings and product uses,Other buildings and product uses,House and garden mobile machinery,1A4bii_Residential:Off-road,Residential
1990,Northern Ireland,4,House and garden machinery,59,1A4bii,Residential mobile machinery fuel use,7.383011599060631,GWP CO2_AR5,CO2,Buildings and product uses,Other buildings and product uses,House and garden mobile machinery,1A4bii_Residential:Off-road,Residential
1990,Northern Ireland,4,House and garden machinery,59,1A4bii,Residential mobile machinery fuel use,0.02482438517818453,GWP CO2_AR5,N2O,Buildings and product uses,Other buildings and product uses,House and garden mobile machinery,1A4bii_Residential:Off-road,Residential
1990,Northern Ireland,4,House and garden machinery,59,1A4bii,Residential mobile machinery fuel use,0.05220073608226374,GWP Carbon_AR5,CH4,Buildings and product uses,Other buildings and product uses,House and garden mobile machinery,1A4bii_Residential:Off-road,Residential
1990,Northern Ireland,4,House and garden machinery,59,1A4bii,Residential mobile machinery fuel use,2.0135486179256246,GWP Carbon_AR5,CO2,Buildings and product uses,Other buildings and product uses,House and garden mobile machinery,1A4bii_Residential:Off-road,Residential
1990,Northern Ireland,4,House and garden machinery,59,1A4bii,Residential mobile machinery fuel use,0.006770286866777601,GWP Carbon_AR5,N2O,Buildings and product uses,Other buildings and product uses,House and garden mobile machinery,1A4bii_Residential:Off-road,Residential
1990,Northern Ireland,4,House and garden machinery,59,1A4bii,Residential mobile machinery fuel use,0.0068358106774393055,kilotonne,CH4,Buildings and product uses,Other buildings and product uses,House and garden mobile machinery,1A4bii_Residential:Off-road,Residential
1990,Northern Ireland,4,House and garden machinery,59,1A4bii,Residential mobile machinery fuel use,2.0135486179256246,kilotonne,CO2,Buildings and product uses,Other buildings and product uses,House and garden mobile machinery,1A4bii_Residential:Off-road,Residential
1990,Northern Ireland,4,House and garden machinery,59,1A4bii,Residential mobile machinery fuel use,9.36769252007e-05,kilotonne,N2O,Buildings and product uses,Other buildings and product uses,House and garden mobile machinery,1A4bii_Residential:Off-road,Residential
1990,Northern Ireland,4,Glass - general,65,2A3,Glass production,0.04727310216327674,GWP CO2_AR5,CO2,Industry,Industrial processes,Glass production,2A3_Glass_production,Industrial processes
1990,Northern Ireland,4,Glass - general,65,2A3,Glass production,0.01289266422634819,GWP Carbon_AR5,CO2,Industry,Industrial processes,Glass production,2A3_Glass_production,Industrial processes
1990,Northern Ireland,4,Glass - general,65,2A3,Glass production,0.01289266422634819,kilotonne,CO2,Industry,Industrial processes,Glass production,2A3_Glass_production,Industrial processes
1990,Northern Ireland,4,Shipping - naval,67,1A5b,Other mobile fuel use - Military aviation and naval shipping,0.008586352027525114,GWP CO2_AR5,CH4,Domestic transport,Other domestic transport,Military shipping,1A5b_Other:Mobile,Transport
1990,Northern Ireland,4,Shipping - naval,67,1A5b,Other mobile fuel use - Military aviation and naval shipping,28.942901594181023,GWP CO2_AR5,CO2,Domestic transport,Other domestic transport,Military shipping,1A5b_Other:Mobile,Transport
1990,Northern Ireland,4,Shipping - naval,67,1A5b,Other mobile fuel use - Military aviation and naval shipping,0.35414488914533276,GWP CO2_AR5,N2O,Domestic transport,Other domestic transport,Military shipping,1A5b_Other:Mobile,Transport
1990,Northern Ireland,4,Shipping - naval,67,1A5b,Other mobile fuel use - Military aviation and naval shipping,0.002341732371143211,GWP Carbon_AR5,CH4,Domestic transport,Other domestic transport,Military shipping,1A5b_Other:Mobile,Transport
1990,Northern Ireland,4,Shipping - naval,67,1A5b,Other mobile fuel use - Military aviation and naval shipping,7.893518616594817,GWP Carbon_AR5,CO2,Domestic transport,Other domestic transport,Military shipping,1A5b_Other:Mobile,Transport
1990,Northern Ireland,4,Shipping - naval,67,1A5b,Other mobile fuel use - Military aviation and naval shipping,0.09658496976690897,GWP Carbon_AR5,N2O,Domestic transport,Other domestic transport,Military shipping,1A5b_Other:Mobile,Transport
1990,Northern Ireland,4,Shipping - naval,67,1A5b,Other mobile fuel use - Military aviation and naval shipping,0.0003066554295545,kilotonne,CH4,Domestic transport,Other domestic transport,Military shipping,1A5b_Other:Mobile,Transport
1990,Northern Ireland,4,Shipping - naval,67,1A5b,Other mobile fuel use - Military aviation and naval shipping,7.893518616594817,kilotonne,CO2,Domestic transport,Other domestic transport,Military shipping,1A5b_Other:Mobile,Transport
1990,Northern Ireland,4,Shipping - naval,67,1A5b,Other mobile fuel use - Military aviation and naval shipping,0.0013363958080955954,kilotonne,N2O,Domestic transport,Other domestic transport,Military shipping,1A5b_Other:Mobile,Transport
1990,Northern Ireland,4,Cement production - combustion,69,1A2f,Non-metallic minerals industries fuel use,0.9275521400254306,GWP CO2_AR5,CH4,Industry,Industrial fuel combustion,Other industrial combustion,1A2f_Non-metallic_minerals,Business
1990,Northern Ireland,4,Cement production - combustion,69,1A2f,Non-metallic minerals industries fuel use,340.5735378001197,GWP CO2_AR5,CO2,Industry,Industrial fuel combustion,Other industrial combustion,1A2f_Non-metallic_minerals,Business
1990,Northern Ireland,4,Cement production - combustion,69,1A2f,Non-metallic minerals industries fuel use,3.6324208856451836,GWP CO2_AR5,N2O,Industry,Industrial fuel combustion,Other industrial combustion,1A2f_Non-metallic_minerals,Business
1990,Northern Ireland,4,Cement production - combustion,69,1A2f,Non-metallic minerals industries fuel use,0.2529687654614809,GWP Carbon_AR5,CH4,Industry,Industrial fuel combustion,Other industrial combustion,1A2f_Non-metallic_minerals,Business
1990,Northern Ireland,4,Cement production - combustion,69,1A2f,Non-metallic minerals industries fuel use,92.88369212730531,GWP Carbon_AR5,CO2,Industry,Industrial fuel combustion,Other industrial combustion,1A2f_Non-metallic_minerals,Business
1990,Northern Ireland,4,Cement production - combustion,69,1A2f,Non-metallic minerals industries fuel use,0.9906602415395959,GWP Carbon_AR5,N2O,Industry,Industrial fuel combustion,Other industrial combustion,1A2f_Non-metallic_minerals,Business
1990,Northern Ireland,4,Cement production - combustion,69,1A2f,Non-metallic minerals industries fuel use,0.033126862143765375,kilotonne,CH4,Industry,Industrial fuel combustion,Other industrial combustion,1A2f_Non-metallic_minerals,Business
1990,Northern Ireland,4,Cement production - combustion,69,1A2f,Non-metallic minerals industries fuel use,92.88369212730531,kilotonne,CO2,Industry,Industrial fuel combustion,Other industrial combustion,1A2f_Non-metallic_minerals,Business
1990,Northern Ireland,4,Cement production - combustion,69,1A2f,Non-metallic minerals industries fuel use,0.013707248625076166,kilotonne,N2O,Industry,Industrial fuel combustion,Other industrial combustion,1A2f_Non-metallic_minerals,Business
1990,Northern Ireland,4,Bread baking,73,2A4d,Other process uses of carbonates - other sodium bicarbonate use,0.24979776092806538,GWP CO2_AR5,CO2,Industry,Industrial processes,Other - chemical industry,2A4d_Other_process_uses_of_carbonates:_Other,Industrial processes
1990,Northern Ireland,4,Bread baking,73,2A4d,Other process uses of carbonates - other sodium bicarbonate use,0.06812666207129049,GWP Carbon_AR5,CO2,Industry,Industrial processes,Other - chemical industry,2A4d_Other_process_uses_of_carbonates:_Other,Industrial processes
1990,Northern Ireland,4,Bread baking,73,2A4d,Other process uses of carbonates - other sodium bicarbonate use,0.06812666207129049,kilotonne,CO2,Industry,Industrial processes,Other - chemical industry,2A4d_Other_process_uses_of_carbonates:_Other,Industrial processes
1990,Northern Ireland,4,Forestry Machinery,84,1A4cii,Agriculture/Forestry mobile machinery fuel use,0.00306254375854788,GWP CO2_AR5,CH4,Agriculture,Agricultural combustion,Agricultural and forestry mobile machinery,1A4cii_Agriculture/Forestry/Fishing:Off-road,Agriculture
1990,Northern Ireland,4,Forestry Machinery,84,1A4cii,Agriculture/Forestry mobile machinery fuel use,0.956752596563269,GWP CO2_AR5,CO2,Agriculture,Agricultural combustion,Agricultural and forestry mobile machinery,1A4cii_Agriculture/Forestry/Fishing:Off-road,Agriculture
1990,Northern Ireland,4,Forestry Machinery,84,1A4cii,Agriculture/Forestry mobile machinery fuel use,0.009741806659138534,GWP CO2_AR5,N2O,Agriculture,Agricultural combustion,Agricultural and forestry mobile machinery,1A4cii_Agriculture/Forestry/Fishing:Off-road,Agriculture
1990,Northern Ireland,4,Forestry Machinery,84,1A4cii,Agriculture/Forestry mobile machinery fuel use,0.0008352392068767,GWP Carbon_AR5,CH4,Agriculture,Agricultural combustion,Agricultural and forestry mobile machinery,1A4cii_Agriculture/Forestry/Fishing:Off-road,Agriculture
1990,Northern Ireland,4,Forestry Machinery,84,1A4cii,Agriculture/Forestry mobile machinery fuel use,0.26093252633543673,GWP Carbon_AR5,CO2,Agriculture,Agricultural combustion,Agricultural and forestry mobile machinery,1A4cii_Agriculture/Forestry/Fishing:Off-road,Agriculture
1990,Northern Ireland,4,Forestry Machinery,84,1A4cii,Agriculture/Forestry mobile machinery fuel use,0.0026568563615832373,GWP Carbon_AR5,N2O,Agriculture,Agricultural combustion,Agricultural and forestry mobile machinery,1A4cii_Agriculture/Forestry/Fishing:Off-road,Agriculture
1990,Northern Ireland,4,Forestry Machinery,84,1A4cii,Agriculture/Forestry mobile machinery fuel use,0.0001093765628053,kilotonne,CH4,Agriculture,Agricultural combustion,Agricultural and forestry mobile machinery,1A4cii_Agriculture/Forestry/Fishing:Off-road,Agriculture
1990,Northern Ireland,4,Forestry Machinery,84,1A4cii,Agriculture/Forestry mobile machinery fuel use,0.26093252633543673,kilotonne,CO2,Agriculture,Agricultural combustion,Agricultural and forestry mobile machinery,1A4cii_Agriculture/Forestry/Fishing:Off-road,Agriculture
1990,Northern Ireland,4,Forestry Machinery,84,1A4cii,Agriculture/Forestry mobile machinery fuel use,3.67615345628e-05,kilotonne,N2O,Agriculture,Agricultural combustion,Agricultural and forestry mobile machinery,1A4cii_Agriculture/Forestry/Fishing:Off-road,Agriculture
1990,Northern Ireland,4,Adipic acid production,91,2B3,Adipic Acid Production,0.0,GWP CO2_AR5,N2O,Industry,Industrial processes,Adipic acid production,2B3_Adipic_Acid_Production,Industrial processes
1990,Northern Ireland,4,Adipic acid production,91,2B3,Adipic Acid Production,0.0,GWP Carbon_AR5,N2O,Industry,Industrial processes,Adipic acid production,2B3_Adipic_Acid_Production,Industrial processes
1990,Northern Ireland,4,Adipic acid production,91,2B3,Adipic Acid Production,0.0,kilotonne,N2O,Industry,Industrial processes,Adipic acid production,2B3_Adipic_Acid_Production,Industrial processes
1990,Northern Ireland,4,Primary aluminium production - general,92,2C3,Aluminium production,0.0,GWP CO2_AR5,CO2,Industry,Industrial processes,Aluminium production,2C3_Aluminium_Production,Industrial processes
1990,Northern Ireland,4,Primary aluminium production - general,92,2C3,Aluminium production,0.0,GWP Carbon_AR5,CO2,Industry,Industrial processes,Aluminium production,2C3_Aluminium_Production,Industrial processes
1990,Northern Ireland,4,Primary aluminium production - general,92,2C3,Aluminium production,0.0,kilotonne,CO2,Industry,Industrial processes,Aluminium production,2C3_Aluminium_Production,Industrial processes
1990,Northern Ireland,4,Ammonia production - feedstock use of gas,93,2B1,Ammonia Production,0.0,GWP CO2_AR5,CO2,Industry,Industrial processes,Ammonia production,2B1_Ammonia_Production,Industrial processes
1990,Northern Ireland,4,Ammonia production - feedstock use of gas,93,2B1,Ammonia Production,0.0,GWP Carbon_AR5,CO2,Industry,Industrial processes,Ammonia production,2B1_Ammonia_Production,Industrial processes
1990,Northern Ireland,4,Ammonia production - feedstock use of gas,93,2B1,Ammonia Production,0.0,kilotonne,CO2,Industry,Industrial processes,Ammonia production,2B1_Ammonia_Production,Industrial processes
1990,Northern Ireland,4,Ammonia production - combustion,94,2B1,Ammonia Production,0.0,GWP CO2_AR5,CH4,Industry,Industrial fuel combustion,Other industrial combustion,2B1_Chemical_Industry:Ammonia_production,Business
1990,Northern Ireland,4,Ammonia production - combustion,94,2B1,Ammonia Production,0.0,GWP CO2_AR5,CO2,Industry,Industrial fuel combustion,Other industrial combustion,2B1_Chemical_Industry:Ammonia_production,Business
1990,Northern Ireland,4,Ammonia production - combustion,94,2B1,Ammonia Production,0.0,GWP CO2_AR5,N2O,Industry,Industrial fuel combustion,Other industrial combustion,2B1_Chemical_Industry:Ammonia_production,Business
1990,Northern Ireland,4,Ammonia production - combustion,94,2B1,Ammonia Production,0.0,GWP Carbon_AR5,CH4,Industry,Industrial fuel combustion,Other industrial combustion,2B1_Chemical_Industry:Ammonia_production,Business
1990,Northern Ireland,4,Ammonia production - combustion,94,2B1,Ammonia Production,0.0,GWP Carbon_AR5,CO2,Industry,Industrial fuel combustion,Other industrial combustion,2B1_Chemical_Industry:Ammonia_production,Business
1990,Northern Ireland,4,Ammonia production - combustion,94,2B1,Ammonia Production,0.0,GWP Carbon_AR5,N2O,Industry,Industrial fuel combustion,Other industrial combustion,2B1_Chemical_Industry:Ammonia_production,Business
1990,Northern Ireland,4,Ammonia production - combustion,94,2B1,Ammonia Production,0.0,kilotonne,CH4,Industry,Industrial fuel combustion,Other industrial combustion,2B1_Chemical_Industry:Ammonia_production,Business
1990,Northern Ireland,4,Ammonia production - combustion,94,2B1,Ammonia Production,0.0,kilotonne,CO2,Industry,Industrial fuel combustion,Other industrial combustion,2B1_Chemical_Industry:Ammonia_production,Business
1990,Northern Ireland,4,Ammonia production - combustion,94,2B1,Ammonia Production,0.0,kilotonne,N2O,Industry,Industrial fuel combustion,Other industrial combustion,2B1_Chemical_Industry:Ammonia_production,Business
1990,Northern Ireland,4,Electric arc furnaces,95,2C1a,Steel production,0.0,GWP CO2_AR5,CH4,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Electric arc furnaces,95,2C1a,Steel production,0.0,GWP CO2_AR5,CO2,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Electric arc furnaces,95,2C1a,Steel production,0.0,GWP CO2_AR5,N2O,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Electric arc furnaces,95,2C1a,Steel production,0.0,GWP Carbon_AR5,CH4,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Electric arc furnaces,95,2C1a,Steel production,0.0,GWP Carbon_AR5,CO2,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Electric arc furnaces,95,2C1a,Steel production,0.0,GWP Carbon_AR5,N2O,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Electric arc furnaces,95,2C1a,Steel production,0.0,kilotonne,CH4,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Electric arc furnaces,95,2C1a,Steel production,0.0,kilotonne,CO2,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Electric arc furnaces,95,2C1a,Steel production,0.0,kilotonne,N2O,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Iron and steel - flaring,98,1B1bii,Coke production,0.0,GWP CO2_AR5,CH4,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Iron and steel - flaring,98,1B1bii,Coke production,0.0,GWP CO2_AR5,CO2,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Iron and steel - flaring,98,1B1bii,Coke production,0.0,GWP CO2_AR5,N2O,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Iron and steel - flaring,98,1B1bii,Coke production,0.0,GWP Carbon_AR5,CH4,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Iron and steel - flaring,98,1B1bii,Coke production,0.0,GWP Carbon_AR5,CO2,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Iron and steel - flaring,98,1B1bii,Coke production,0.0,GWP Carbon_AR5,N2O,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Iron and steel - flaring,98,1B1bii,Coke production,0.0,kilotonne,CH4,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Iron and steel - flaring,98,1B1bii,Coke production,0.0,kilotonne,CO2,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Iron and steel - flaring,98,1B1bii,Coke production,0.0,kilotonne,N2O,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Iron and steel - flaring,98,2C1b,Pig iron production,0.0,GWP CO2_AR5,CH4,Industry,Industrial processes,Iron and steel production processes,2C1b_Pig_iron,Industrial processes
1990,Northern Ireland,4,Iron and steel - flaring,98,2C1b,Pig iron production,0.0,GWP CO2_AR5,CO2,Industry,Industrial processes,Iron and steel production processes,2C1b_Pig_iron,Industrial processes
1990,Northern Ireland,4,Iron and steel - flaring,98,2C1b,Pig iron production,0.0,GWP CO2_AR5,N2O,Industry,Industrial processes,Iron and steel production processes,2C1b_Pig_iron,Industrial processes
1990,Northern Ireland,4,Iron and steel - flaring,98,2C1b,Pig iron production,0.0,GWP Carbon_AR5,CH4,Industry,Industrial processes,Iron and steel production processes,2C1b_Pig_iron,Industrial processes
1990,Northern Ireland,4,Iron and steel - flaring,98,2C1b,Pig iron production,0.0,GWP Carbon_AR5,CO2,Industry,Industrial processes,Iron and steel production processes,2C1b_Pig_iron,Industrial processes
1990,Northern Ireland,4,Iron and steel - flaring,98,2C1b,Pig iron production,0.0,GWP Carbon_AR5,N2O,Industry,Industrial processes,Iron and steel production processes,2C1b_Pig_iron,Industrial processes
1990,Northern Ireland,4,Iron and steel - flaring,98,2C1b,Pig iron production,0.0,kilotonne,CH4,Industry,Industrial processes,Iron and steel production processes,2C1b_Pig_iron,Industrial processes
1990,Northern Ireland,4,Iron and steel - flaring,98,2C1b,Pig iron production,0.0,kilotonne,CO2,Industry,Industrial processes,Iron and steel production processes,2C1b_Pig_iron,Industrial processes
1990,Northern Ireland,4,Iron and steel - flaring,98,2C1b,Pig iron production,0.0,kilotonne,N2O,Industry,Industrial processes,Iron and steel production processes,2C1b_Pig_iron,Industrial processes
1990,Northern Ireland,4,Firefighting,103,2F3,Fire Protection release of fire suppressant,0.0,GWP CO2_AR5,HFCs,Buildings and product uses,Other buildings and product uses,Firefighting - F-gases,2F3_Fire_Protection,Business
1990,Northern Ireland,4,Firefighting,103,2F3,Fire Protection release of fire suppressant,0.0,GWP CO2_AR5,PFCs,Buildings and product uses,Other buildings and product uses,Firefighting - F-gases,2F3_Fire_Protection,Business
1990,Northern Ireland,4,Firefighting,103,2F3,Fire Protection release of fire suppressant,0.0,GWP Carbon_AR5,HFCs,Buildings and product uses,Other buildings and product uses,Firefighting - F-gases,2F3_Fire_Protection,Business
1990,Northern Ireland,4,Firefighting,103,2F3,Fire Protection release of fire suppressant,0.0,GWP Carbon_AR5,PFCs,Buildings and product uses,Other buildings and product uses,Firefighting - F-gases,2F3_Fire_Protection,Business
1990,Northern Ireland,4,Firefighting,103,2F3,Fire Protection release of fire suppressant,0.0,kilotonne,HFCs,Buildings and product uses,Other buildings and product uses,Firefighting - F-gases,2F3_Fire_Protection,Business
1990,Northern Ireland,4,Firefighting,103,2F3,Fire Protection release of fire suppressant,0.0,kilotonne,PFCs,Buildings and product uses,Other buildings and product uses,Firefighting - F-gases,2F3_Fire_Protection,Business
1990,Northern Ireland,4,Closed foams,105,2F2a,Closed cell foam blowing agents,0.0,GWP CO2_AR5,HFCs,Buildings and product uses,Other buildings and product uses,Foams - F-gases,2F2a_Closed_foam_blowing_agents,Business
1990,Northern Ireland,4,Closed foams,105,2F2a,Closed cell foam blowing agents,0.0,GWP Carbon_AR5,HFCs,Buildings and product uses,Other buildings and product uses,Foams - F-gases,2F2a_Closed_foam_blowing_agents,Business
1990,Northern Ireland,4,Closed foams,105,2F2a,Closed cell foam blowing agents,0.0,kilotonne,HFCs,Buildings and product uses,Other buildings and product uses,Foams - F-gases,2F2a_Closed_foam_blowing_agents,Business
1990,Northern Ireland,4,Electronics and Shoes,106,2G2eii,Electronics and shoes,2.9346750682752716,GWP CO2_AR5,PFCs,Industry,Other industry,Electronics and other - F-gases,2G2e_Electronics_and_shoes,Business
1990,Northern Ireland,4,Electronics and Shoes,106,2G2eii,Electronics and shoes,0.2748893959063295,GWP CO2_AR5,SF6,Industry,Other industry,Electronics and other - F-gases,2G2e_Electronics_and_shoes,Business
1990,Northern Ireland,4,Electronics and Shoes,106,2G2eii,Electronics and shoes,0.8003659277114384,GWP Carbon_AR5,PFCs,Industry,Other industry,Electronics and other - F-gases,2G2e_Electronics_and_shoes,Business
1990,Northern Ireland,4,Electronics and Shoes,106,2G2eii,Electronics and shoes,0.07496983524718077,GWP Carbon_AR5,SF6,Industry,Other industry,Electronics and other - F-gases,2G2e_Electronics_and_shoes,Business
1990,Northern Ireland,4,Electronics and Shoes,106,2G2eii,Electronics and shoes,0.0003037470623553,kilotonne,PFCs,Industry,Other industry,Electronics and other - F-gases,2G2e_Electronics_and_shoes,Business
1990,Northern Ireland,4,Electronics and Shoes,106,2G2eii,Electronics and shoes,1.16974211024e-05,kilotonne,SF6,Industry,Other industry,Electronics and other - F-gases,2G2e_Electronics_and_shoes,Business
1990,Northern Ireland,4,Magnesium cover gas,110,2C4,Magnesium production,0.0,GWP CO2_AR5,HFCs,Industry,Industrial processes,Magnesium cover gas - F-gases,2C4_Magnesium_production,Industrial processes
1990,Northern Ireland,4,Magnesium cover gas,110,2C4,Magnesium production,0.0,GWP CO2_AR5,SF6,Industry,Industrial processes,Magnesium cover gas - F-gases,2C4_Magnesium_production,Industrial processes
1990,Northern Ireland,4,Magnesium cover gas,110,2C4,Magnesium production,0.0,GWP Carbon_AR5,HFCs,Industry,Industrial processes,Magnesium cover gas - F-gases,2C4_Magnesium_production,Industrial processes
1990,Northern Ireland,4,Magnesium cover gas,110,2C4,Magnesium production,0.0,GWP Carbon_AR5,SF6,Industry,Industrial processes,Magnesium cover gas - F-gases,2C4_Magnesium_production,Industrial processes
1990,Northern Ireland,4,Magnesium cover gas,110,2C4,Magnesium production,0.0,kilotonne,HFCs,Industry,Industrial processes,Magnesium cover gas - F-gases,2C4_Magnesium_production,Industrial processes
1990,Northern Ireland,4,Magnesium cover gas,110,2C4,Magnesium production,0.0,kilotonne,SF6,Industry,Industrial processes,Magnesium cover gas - F-gases,2C4_Magnesium_production,Industrial processes
1990,Northern Ireland,4,Upstream Oil Production - Onshore Oil Loading,113,1B2aiii,Oil transport fugitive emissions,0.0,GWP CO2_AR5,CH4,Fuel supply,Oil and gas supply,Oil platforms,1B2a3_Oil_transport,Energy Supply
1990,Northern Ireland,4,Upstream Oil Production - Onshore Oil Loading,113,1B2aiii,Oil transport fugitive emissions,0.0,GWP Carbon_AR5,CH4,Fuel supply,Oil and gas supply,Oil platforms,1B2a3_Oil_transport,Energy Supply
1990,Northern Ireland,4,Upstream Oil Production - Onshore Oil Loading,113,1B2aiii,Oil transport fugitive emissions,0.0,kilotonne,CH4,Fuel supply,Oil and gas supply,Oil platforms,1B2a3_Oil_transport,Energy Supply
1990,Northern Ireland,4,Basic oxygen furnaces,119,2C1a,Steel production,0.0,GWP CO2_AR5,CO2,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Basic oxygen furnaces,119,2C1a,Steel production,0.0,GWP Carbon_AR5,CO2,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Basic oxygen furnaces,119,2C1a,Steel production,0.0,kilotonne,CO2,Industry,Industrial processes,Iron and steel production processes,2C1a_Steel,Industrial processes
1990,Northern Ireland,4,Electrical insulation,121,2G1,Electrical equipment insulating gas leakage,0.8636748937455107,GWP CO2_AR5,SF6,Industry,Other industry,Electronics and other - F-gases,2G1_Electrical_equipment,Business
1990,Northern Ireland,4,Electrical insulation,121,2G1,Electrical equipment insulating gas leakage,0.23554769829423022,GWP Carbon_AR5,SF6,Industry,Other industry,Electronics and other - F-gases,2G1_Electrical_equipment,Business
1990,Northern Ireland,4,Electrical insulation,121,2G1,Electrical equipment insulating gas leakage,3.67521231381e-05,kilotonne,SF6,Industry,Other industry,Electronics and other - F-gases,2G1_Electrical_equipment,Business
1990,Northern Ireland,4,Halocarbons production - by-product,123,2B9ai,HCFC-22 production by-product emissions,0.0,GWP CO2_AR5,HFCs,Industry,Industrial processes,Halocarbon production - F-gases,2B9a1_Fluorchemical_production:By-product_emissions,Industrial processes
1990,Northern Ireland,4,Halocarbons production - by-product,123,2B9ai,HCFC-22 production by-product emissions,0.0,GWP Carbon_AR5,HFCs,Industry,Industrial processes,Halocarbon production - F-gases,2B9a1_Fluorchemical_production:By-product_emissions,Industrial processes
1990,Northern Ireland,4,Halocarbons production - by-product,123,2B9ai,HCFC-22 production by-product emissions,0.0,kilotonne,HFCs,Industry,Industrial processes,Halocarbon production - F-gases,2B9a1_Fluorchemical_production:By-product_emissions,Industrial processes
1990,Northern Ireland,4,Halocarbons production - fugitive,124,2B9biv,Flurochemical production fugitive emissions - various HFC and PFC production,0.0,GWP CO2_AR5,PFCs,Industry,Industrial processes,Halocarbon production - F-gases,2B9b3_Fluorchemical_production:Fugitive_emissions,Industrial processes
1990,Northern Ireland,4,Halocarbons production - fugitive,124,2B9biv,Flurochemical production fugitive emissions - various HFC and PFC production,0.0,GWP Carbon_AR5,PFCs,Industry,Industrial processes,Halocarbon production - F-gases,2B9b3_Fluorchemical_production:Fugitive_emissions,Industrial processes
1990,Northern Ireland,4,Halocarbons production - fugitive,124,2B9biv,Flurochemical production fugitive emissions - various HFC and PFC production,0.0,kilotonne,PFCs,Industry,Industrial processes,Halocarbon production - F-gases,2B9b3_Fluorchemical_production:Fugitive_emissions,Industrial processes
1990,Northern Ireland,4,Shipping - international IPCC definition,127,1D1b,International Navigation,0.050570271113188583,GWP CO2_AR5,CH4,International aviation and shipping,International aviation and shipping,International shipping,Marine_Bunkers,Exports
1990,Northern Ireland,4,Shipping - international IPCC definition,127,1D1b,International Navigation,124.36255393601483,GWP CO2_AR5,CO2,International aviation and shipping,International aviation and shipping,International shipping,Marine_Bunkers,Exports
1990,Northern Ireland,4,Shipping - international IPCC definition,127,1D1b,International Navigation,1.5541864983770752,GWP CO2_AR5,N2O,International aviation and shipping,International aviation and shipping,International shipping,Marine_Bunkers,Exports
1990,Northern Ireland,4,Shipping - international IPCC definition,127,1D1b,International Navigation,0.013791892121778695,GWP Carbon_AR5,CH4,International aviation and shipping,International aviation and shipping,International shipping,Marine_Bunkers,Exports
