key,share
industry_final_demand_for_other_minerals_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_transport_equipment_steam_hot_water,2.89756575597106E-04
industry_final_demand_for_other_machinery_steam_hot_water,9.04791380078802E-03
industry_final_demand_for_other_mining_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_food_steam_hot_water,4.34937134374853E-01
industry_final_demand_for_other_paper_steam_hot_water,4.01251247830436E-01
industry_final_demand_for_other_wood_products_steam_hot_water,2.98227864185991E-03
industry_final_demand_for_other_construction_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_textile_steam_hot_water,1.62667993835212E-02
industry_final_demand_for_other_non_specified_steam_hot_water,1.35224869392946E-01
