key,share
industry_final_demand_for_other_minerals_crude_oil,2.79936151573654E-02
industry_final_demand_for_other_transport_equipment_crude_oil,1.09558796674244E-02
industry_final_demand_for_other_machinery_crude_oil,1.82311640197760E-02
industry_final_demand_for_other_mining_crude_oil,1.75315679850451E-02
industry_final_demand_for_other_food_crude_oil,1.11323219026543E-02
industry_final_demand_for_other_paper_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_wood_products_crude_oil,2.36679511455628E-03
industry_final_demand_for_other_construction_crude_oil,8.98465981371199E-01
industry_final_demand_for_other_textile_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_non_specified_crude_oil,1.33226747819794E-02
