key,share
industry_final_demand_for_other_minerals_network_gas,1.28134556935698E-01
industry_final_demand_for_other_transport_equipment_network_gas,1.56341325894616E-02
industry_final_demand_for_other_machinery_network_gas,7.56129003270937E-02
industry_final_demand_for_other_mining_network_gas,2.01359555235703E-02
industry_final_demand_for_other_food_network_gas,3.82415149306860E-01
industry_final_demand_for_other_paper_network_gas,9.18443571534531E-02
industry_final_demand_for_other_wood_products_network_gas,7.69329047292227E-03
industry_final_demand_for_other_construction_network_gas,3.08578863389626E-02
industry_final_demand_for_other_textile_network_gas,1.72552503654883E-02
industry_final_demand_for_other_non_specified_network_gas,2.30416520986490E-01
