Key,Value,Source
country,fr,
base_year,2012,
pp_share_coal_us,0.05,Optimized to match coal use
pp_share_coal_us_ccs,0,
pp_share_coal_cc,0.05,Optimized to match coal use
pp_share_coal_cc_ccs,0,
pp_share_lignite_us,1,
pp_share_lignite_us_ccs,0,
pp_share_gas_turbine,0.15,Optimized to match gas use
pp_share_gas_cc,0.4,Optimized to match gas use
pp_share_gas_cc_ccs,0,
pp_share_gas_engine,0.05,Optimized to match gas use
pp_share_gas_us,0.4,Optimized to match gas use
pp_share_nuclear_2,0.4,Optimized to match nuclear fuel input
pp_share_nuclear_3,0.6,Optimized to match nuclear fuel input
pp_share_hydro_river,1,
pp_share_hydro_mountain,0,
pp_share_wind_coastal,0.134,
pp_share_wind_offshore,0.162,
pp_share_wind_inland,0.704,
pp_flh_coal_us_co,7700,
pp_flh_coal_supercritical,6800,
pp_flh_coal_us,7700,
pp_flh_coal_us_ccs,6000,
pp_flh_coal_cc,4600,
pp_flh_coal_cc_ccs,4500,
pp_flh_lignite_us,6329,
pp_flh_lignite_us_ccs,5972,
pp_flh_gas_turbine,500,
pp_flh_gas_cc,4200,
pp_flh_gas_cc_ccs,3500,
pp_flh_gas_engine,1,
pp_flh_gas_us,700,
pp_flh_nuclear_2,5256,
pp_flh_nuclear_3,7843,
pp_flh_hydro_river,2500,
pp_flh_hydro_mountain,3942,
pp_flh_solar_pv,872,
pp_flh_residential_solar_pv,872,
pp_flh_caps_solar_pv,872,
pp_flh_solar_csp,500,
pp_flh_wind_coastal,3000,
pp_flh_wind_offshore,3800,ECN_Hekkenberg_201309_Toelichting inschatting korte-termijneffecten Energieakkoord op hernieuwbare energie.pdf (https://github.com/quintel/etdataset/issues/448)
pp_flh_wind_inland,2500,
pp_flh_oil_us,3504,
pp_flh_diesel,3504,
pp_flh_waste,3800,
pp_flh_geothermal,8250,
