B8130AB3F36EB92770CCF8C556228D0D
CET,CEST
,van,tot, SPT
16-01-2023 13:00,16-01-2023 12:00,16-01-2023 13:00,-0.212
16-01-2023 14:00,16-01-2023 13:00,16-01-2023 14:00,-0.149
16-01-2023 15:00,16-01-2023 14:00,16-01-2023 15:00,-0.382
16-01-2023 16:00,16-01-2023 15:00,16-01-2023 16:00,-0.948
16-01-2023 17:00,16-01-2023 16:00,16-01-2023 17:00,-1.703
16-01-2023 18:00,16-01-2023 17:00,16-01-2023 18:00,-2.095
16-01-2023 19:00,16-01-2023 18:00,16-01-2023 19:00,-2.232
16-01-2023 20:00,16-01-2023 19:00,16-01-2023 20:00,-2.320
16-01-2023 21:00,16-01-2023 20:00,16-01-2023 21:00,-2.417
16-01-2023 22:00,16-01-2023 21:00,16-01-2023 22:00,-2.495
16-01-2023 23:00,16-01-2023 22:00,16-01-2023 23:00,-2.530
17-01-2023 00:00,16-01-2023 23:00,17-01-2023 00:00,-2.552
17-01-2023 01:00,17-01-2023 00:00,17-01-2023 01:00,-2.676
17-01-2023 02:00,17-01-2023 01:00,17-01-2023 02:00,-2.748
17-01-2023 03:00,17-01-2023 02:00,17-01-2023 03:00,-2.753
17-01-2023 04:00,17-01-2023 03:00,17-01-2023 04:00,-2.795
17-01-2023 05:00,17-01-2023 04:00,17-01-2023 05:00,-2.775
17-01-2023 06:00,17-01-2023 05:00,17-01-2023 06:00,-2.774
17-01-2023 07:00,17-01-2023 06:00,17-01-2023 07:00,-2.836
17-01-2023 08:00,17-01-2023 07:00,17-01-2023 08:00,-2.824
17-01-2023 09:00,17-01-2023 08:00,17-01-2023 09:00,-2.888
17-01-2023 10:00,17-01-2023 09:00,17-01-2023 10:00,-2.359
17-01-2023 11:00,17-01-2023 10:00,17-01-2023 11:00,-1.656
17-01-2023 12:00,17-01-2023 11:00,17-01-2023 12:00,-1.011
17-01-2023 13:00,17-01-2023 12:00,17-01-2023 13:00,-0.589
17-01-2023 14:00,17-01-2023 13:00,17-01-2023 14:00,-0.496
17-01-2023 15:00,17-01-2023 14:00,17-01-2023 15:00,-0.656
17-01-2023 16:00,17-01-2023 15:00,17-01-2023 16:00,-1.087
17-01-2023 17:00,17-01-2023 16:00,17-01-2023 17:00,-1.705
17-01-2023 18:00,17-01-2023 17:00,17-01-2023 18:00,-2.047
17-01-2023 19:00,17-01-2023 18:00,17-01-2023 19:00,-2.195
17-01-2023 20:00,17-01-2023 19:00,17-01-2023 20:00,-2.395
17-01-2023 21:00,17-01-2023 20:00,17-01-2023 21:00,-2.466
17-01-2023 22:00,17-01-2023 21:00,17-01-2023 22:00,-2.461
17-01-2023 23:00,17-01-2023 22:00,17-01-2023 23:00,-2.498
18-01-2023 00:00,17-01-2023 23:00,18-01-2023 00:00,-2.486
18-01-2023 01:00,18-01-2023 00:00,18-01-2023 01:00,-2.638
18-01-2023 02:00,18-01-2023 01:00,18-01-2023 02:00,-2.654
18-01-2023 03:00,18-01-2023 02:00,18-01-2023 03:00,-2.715
18-01-2023 04:00,18-01-2023 03:00,18-01-2023 04:00,-2.798
18-01-2023 05:00,18-01-2023 04:00,18-01-2023 05:00,-2.842
18-01-2023 06:00,18-01-2023 05:00,18-01-2023 06:00,-2.850
18-01-2023 07:00,18-01-2023 06:00,18-01-2023 07:00,-2.852
18-01-2023 08:00,18-01-2023 07:00,18-01-2023 08:00,-2.832
18-01-2023 09:00,18-01-2023 08:00,18-01-2023 09:00,-2.804
18-01-2023 10:00,18-01-2023 09:00,18-01-2023 10:00,-2.464
18-01-2023 11:00,18-01-2023 10:00,18-01-2023 11:00,-1.821
18-01-2023 12:00,18-01-2023 11:00,18-01-2023 12:00,-1.307
18-01-2023 13:00,18-01-2023 12:00,18-01-2023 13:00,-1.025
18-01-2023 14:00,18-01-2023 13:00,18-01-2023 14:00,-0.971
18-01-2023 15:00,18-01-2023 14:00,18-01-2023 15:00,-1.170
18-01-2023 16:00,18-01-2023 15:00,18-01-2023 16:00,-1.561
18-01-2023 17:00,18-01-2023 16:00,18-01-2023 17:00,-2.109
18-01-2023 18:00,18-01-2023 17:00,18-01-2023 18:00,-2.378
18-01-2023 19:00,18-01-2023 18:00,18-01-2023 19:00,-2.457
18-01-2023 20:00,18-01-2023 19:00,18-01-2023 20:00,-2.529
18-01-2023 21:00,18-01-2023 20:00,18-01-2023 21:00,-2.599
18-01-2023 22:00,18-01-2023 21:00,18-01-2023 22:00,-2.718
18-01-2023 23:00,18-01-2023 22:00,18-01-2023 23:00,-2.772
19-01-2023 00:00,18-01-2023 23:00,19-01-2023 00:00,-2.817
19-01-2023 01:00,19-01-2023 00:00,19-01-2023 01:00,-2.904
19-01-2023 02:00,19-01-2023 01:00,19-01-2023 02:00,-2.971
19-01-2023 03:00,19-01-2023 02:00,19-01-2023 03:00,-2.978
19-01-2023 04:00,19-01-2023 03:00,19-01-2023 04:00,-2.986
19-01-2023 05:00,19-01-2023 04:00,19-01-2023 05:00,-3.031
19-01-2023 06:00,19-01-2023 05:00,19-01-2023 06:00,-3.018
19-01-2023 07:00,19-01-2023 06:00,19-01-2023 07:00,-2.995
19-01-2023 08:00,19-01-2023 07:00,19-01-2023 08:00,-2.910
19-01-2023 09:00,19-01-2023 08:00,19-01-2023 09:00,-2.844
19-01-2023 10:00,19-01-2023 09:00,19-01-2023 10:00,-2.409
19-01-2023 11:00,19-01-2023 10:00,19-01-2023 11:00,-1.855
19-01-2023 12:00,19-01-2023 11:00,19-01-2023 12:00,-1.262
19-01-2023 13:00,19-01-2023 12:00,19-01-2023 13:00,-0.970
19-01-2023 14:00,19-01-2023 13:00,19-01-2023 14:00,-0.882
19-01-2023 15:00,19-01-2023 14:00,19-01-2023 15:00,-1.044
19-01-2023 16:00,19-01-2023 15:00,19-01-2023 16:00,-1.344
19-01-2023 17:00,19-01-2023 16:00,19-01-2023 17:00,-1.779
19-01-2023 18:00,19-01-2023 17:00,19-01-2023 18:00,-2.076
19-01-2023 19:00,19-01-2023 18:00,19-01-2023 19:00,-2.164
19-01-2023 20:00,19-01-2023 19:00,19-01-2023 20:00,-2.234
19-01-2023 21:00,19-01-2023 20:00,19-01-2023 21:00,-2.343
19-01-2023 22:00,19-01-2023 21:00,19-01-2023 22:00,-2.459
19-01-2023 23:00,19-01-2023 22:00,19-01-2023 23:00,-2.509
20-01-2023 00:00,19-01-2023 23:00,20-01-2023 00:00,-2.554
20-01-2023 01:00,20-01-2023 00:00,20-01-2023 01:00,-2.569
20-01-2023 02:00,20-01-2023 01:00,20-01-2023 02:00,-2.567
20-01-2023 03:00,20-01-2023 02:00,20-01-2023 03:00,-2.569
20-01-2023 04:00,20-01-2023 03:00,20-01-2023 04:00,-2.591
20-01-2023 05:00,20-01-2023 04:00,20-01-2023 05:00,-2.642
20-01-2023 06:00,20-01-2023 05:00,20-01-2023 06:00,-2.704
20-01-2023 07:00,20-01-2023 06:00,20-01-2023 07:00,-2.732
20-01-2023 08:00,20-01-2023 07:00,20-01-2023 08:00,-2.750
20-01-2023 09:00,20-01-2023 08:00,20-01-2023 09:00,-2.700
20-01-2023 10:00,20-01-2023 09:00,20-01-2023 10:00,-2.306
20-01-2023 11:00,20-01-2023 10:00,20-01-2023 11:00,-1.722
20-01-2023 12:00,20-01-2023 11:00,20-01-2023 12:00,-1.250
20-01-2023 13:00,20-01-2023 12:00,20-01-2023 13:00,-0.964
20-01-2023 14:00,20-01-2023 13:00,20-01-2023 14:00,-0.926
20-01-2023 15:00,20-01-2023 14:00,20-01-2023 15:00,-1.080
20-01-2023 16:00,20-01-2023 15:00,20-01-2023 16:00,-1.415
20-01-2023 17:00,20-01-2023 16:00,20-01-2023 17:00,-1.873
20-01-2023 18:00,20-01-2023 17:00,20-01-2023 18:00,-2.180
20-01-2023 19:00,20-01-2023 18:00,20-01-2023 19:00,-2.287
20-01-2023 20:00,20-01-2023 19:00,20-01-2023 20:00,-2.407
20-01-2023 21:00,20-01-2023 20:00,20-01-2023 21:00,-2.506
20-01-2023 22:00,20-01-2023 21:00,20-01-2023 22:00,-2.579
20-01-2023 23:00,20-01-2023 22:00,20-01-2023 23:00,-2.640
21-01-2023 00:00,20-01-2023 23:00,21-01-2023 00:00,-2.638
21-01-2023 01:00,21-01-2023 00:00,21-01-2023 01:00,-2.663
21-01-2023 02:00,21-01-2023 01:00,21-01-2023 02:00,-2.742
21-01-2023 03:00,21-01-2023 02:00,21-01-2023 03:00,-2.789
21-01-2023 04:00,21-01-2023 03:00,21-01-2023 04:00,-2.787
21-01-2023 05:00,21-01-2023 04:00,21-01-2023 05:00,-2.845
21-01-2023 06:00,21-01-2023 05:00,21-01-2023 06:00,-2.932
21-01-2023 07:00,21-01-2023 06:00,21-01-2023 07:00,-2.928
21-01-2023 08:00,21-01-2023 07:00,21-01-2023 08:00,-2.983
21-01-2023 09:00,21-01-2023 08:00,21-01-2023 09:00,-2.961
21-01-2023 10:00,21-01-2023 09:00,21-01-2023 10:00,-2.465
21-01-2023 11:00,21-01-2023 10:00,21-01-2023 11:00,-1.815
21-01-2023 12:00,21-01-2023 11:00,21-01-2023 12:00,-1.165
21-01-2023 13:00,21-01-2023 12:00,21-01-2023 13:00,-0.780
21-01-2023 14:00,21-01-2023 13:00,21-01-2023 14:00,-0.691
21-01-2023 15:00,21-01-2023 14:00,21-01-2023 15:00,-0.985
21-01-2023 16:00,21-01-2023 15:00,21-01-2023 16:00,-1.452
21-01-2023 17:00,21-01-2023 16:00,21-01-2023 17:00,-2.061
21-01-2023 18:00,21-01-2023 17:00,21-01-2023 18:00,-2.460
21-01-2023 19:00,21-01-2023 18:00,21-01-2023 19:00,-2.592
21-01-2023 20:00,21-01-2023 19:00,21-01-2023 20:00,-2.751
21-01-2023 21:00,21-01-2023 20:00,21-01-2023 21:00,-2.795
21-01-2023 22:00,21-01-2023 21:00,21-01-2023 22:00,-2.863
21-01-2023 23:00,21-01-2023 22:00,21-01-2023 23:00,-2.984
22-01-2023 00:00,21-01-2023 23:00,22-01-2023 00:00,-3.001
22-01-2023 01:00,22-01-2023 00:00,22-01-2023 01:00,-3.182
22-01-2023 02:00,22-01-2023 01:00,22-01-2023 02:00,-3.298
22-01-2023 03:00,22-01-2023 02:00,22-01-2023 03:00,-3.376
22-01-2023 04:00,22-01-2023 03:00,22-01-2023 04:00,-3.434
22-01-2023 05:00,22-01-2023 04:00,22-01-2023 05:00,-3.461
22-01-2023 06:00,22-01-2023 05:00,22-01-2023 06:00,-3.525
22-01-2023 07:00,22-01-2023 06:00,22-01-2023 07:00,-3.539
22-01-2023 08:00,22-01-2023 07:00,22-01-2023 08:00,-3.573
22-01-2023 09:00,22-01-2023 08:00,22-01-2023 09:00,-3.412
22-01-2023 10:00,22-01-2023 09:00,22-01-2023 10:00,-2.958
22-01-2023 11:00,22-01-2023 10:00,22-01-2023 11:00,-2.323
22-01-2023 12:00,22-01-2023 11:00,22-01-2023 12:00,-1.645
22-01-2023 13:00,22-01-2023 12:00,22-01-2023 13:00,-1.249
22-01-2023 14:00,22-01-2023 13:00,22-01-2023 14:00,-1.122
22-01-2023 15:00,22-01-2023 14:00,22-01-2023 15:00,-1.367
22-01-2023 16:00,22-01-2023 15:00,22-01-2023 16:00,-1.777
22-01-2023 17:00,22-01-2023 16:00,22-01-2023 17:00,-2.399
22-01-2023 18:00,22-01-2023 17:00,22-01-2023 18:00,-2.743
22-01-2023 19:00,22-01-2023 18:00,22-01-2023 19:00,-2.908
22-01-2023 20:00,22-01-2023 19:00,22-01-2023 20:00,-3.012
22-01-2023 21:00,22-01-2023 20:00,22-01-2023 21:00,-3.032
22-01-2023 22:00,22-01-2023 21:00,22-01-2023 22:00,-3.068
22-01-2023 23:00,22-01-2023 22:00,22-01-2023 23:00,-3.144
23-01-2023 00:00,22-01-2023 23:00,23-01-2023 00:00,-3.225
23-01-2023 01:00,23-01-2023 00:00,23-01-2023 01:00,-3.441
23-01-2023 02:00,23-01-2023 01:00,23-01-2023 02:00,-3.440
23-01-2023 03:00,23-01-2023 02:00,23-01-2023 03:00,-3.482
23-01-2023 04:00,23-01-2023 03:00,23-01-2023 04:00,-3.526
23-01-2023 05:00,23-01-2023 04:00,23-01-2023 05:00,-3.547
23-01-2023 06:00,23-01-2023 05:00,23-01-2023 06:00,-3.666
23-01-2023 07:00,23-01-2023 06:00,23-01-2023 07:00,-3.611
23-01-2023 08:00,23-01-2023 07:00,23-01-2023 08:00,-3.688
23-01-2023 09:00,23-01-2023 08:00,23-01-2023 09:00,-3.612
23-01-2023 10:00,23-01-2023 09:00,23-01-2023 10:00,-3.208
23-01-2023 11:00,23-01-2023 10:00,23-01-2023 11:00,-2.488
23-01-2023 12:00,23-01-2023 11:00,23-01-2023 12:00,-1.845
23-01-2023 13:00,23-01-2023 12:00,23-01-2023 13:00,-1.516
23-01-2023 14:00,23-01-2023 13:00,23-01-2023 14:00,-1.531
23-01-2023 15:00,23-01-2023 14:00,23-01-2023 15:00,-1.669
23-01-2023 16:00,23-01-2023 15:00,23-01-2023 16:00,-2.146
23-01-2023 17:00,23-01-2023 16:00,23-01-2023 17:00,-2.714
23-01-2023 18:00,23-01-2023 17:00,23-01-2023 18:00,-3.039
23-01-2023 19:00,23-01-2023 18:00,23-01-2023 19:00,-3.290
23-01-2023 20:00,23-01-2023 19:00,23-01-2023 20:00,-3.362
23-01-2023 21:00,23-01-2023 20:00,23-01-2023 21:00,-3.392
23-01-2023 22:00,23-01-2023 21:00,23-01-2023 22:00,-3.439
23-01-2023 23:00,23-01-2023 22:00,23-01-2023 23:00,-3.423
24-01-2023 00:00,23-01-2023 23:00,24-01-2023 00:00,-3.456
24-01-2023 01:00,24-01-2023 00:00,24-01-2023 01:00,-3.534
24-01-2023 02:00,24-01-2023 01:00,24-01-2023 02:00,-3.548
24-01-2023 03:00,24-01-2023 02:00,24-01-2023 03:00,-3.451
24-01-2023 04:00,24-01-2023 03:00,24-01-2023 04:00,-3.534
24-01-2023 05:00,24-01-2023 04:00,24-01-2023 05:00,-3.572
24-01-2023 06:00,24-01-2023 05:00,24-01-2023 06:00,-3.538
24-01-2023 07:00,24-01-2023 06:00,24-01-2023 07:00,-3.520
24-01-2023 08:00,24-01-2023 07:00,24-01-2023 08:00,-3.557
24-01-2023 09:00,24-01-2023 08:00,24-01-2023 09:00,-3.484
24-01-2023 10:00,24-01-2023 09:00,24-01-2023 10:00,-2.942
24-01-2023 11:00,24-01-2023 10:00,24-01-2023 11:00,-2.226
24-01-2023 12:00,24-01-2023 11:00,24-01-2023 12:00,-1.519
24-01-2023 13:00,24-01-2023 12:00,24-01-2023 13:00,-1.138
24-01-2023 14:00,24-01-2023 13:00,24-01-2023 14:00,-1.018
24-01-2023 15:00,24-01-2023 14:00,24-01-2023 15:00,-1.362
24-01-2023 16:00,24-01-2023 15:00,24-01-2023 16:00,-1.791
24-01-2023 17:00,24-01-2023 16:00,24-01-2023 17:00,-2.438
24-01-2023 18:00,24-01-2023 17:00,24-01-2023 18:00,-2.814
24-01-2023 19:00,24-01-2023 18:00,24-01-2023 19:00,-3.040
24-01-2023 20:00,24-01-2023 19:00,24-01-2023 20:00,-3.206
24-01-2023 21:00,24-01-2023 20:00,24-01-2023 21:00,-3.357
24-01-2023 22:00,24-01-2023 21:00,24-01-2023 22:00,-3.361
24-01-2023 23:00,24-01-2023 22:00,24-01-2023 23:00,-3.531
25-01-2023 00:00,24-01-2023 23:00,25-01-2023 00:00,-3.646
25-01-2023 01:00,25-01-2023 00:00,25-01-2023 01:00,-3.613
25-01-2023 02:00,25-01-2023 01:00,25-01-2023 02:00,-3.697
25-01-2023 03:00,25-01-2023 02:00,25-01-2023 03:00,-3.748
25-01-2023 04:00,25-01-2023 03:00,25-01-2023 04:00,-3.795
25-01-2023 05:00,25-01-2023 04:00,25-01-2023 05:00,-3.806
25-01-2023 06:00,25-01-2023 05:00,25-01-2023 06:00,-3.893
25-01-2023 07:00,25-01-2023 06:00,25-01-2023 07:00,-3.922
25-01-2023 08:00,25-01-2023 07:00,25-01-2023 08:00,-3.841
25-01-2023 09:00,25-01-2023 08:00,25-01-2023 09:00,-3.841
25-01-2023 10:00,25-01-2023 09:00,25-01-2023 10:00,-3.342
25-01-2023 11:00,25-01-2023 10:00,25-01-2023 11:00,-2.566
25-01-2023 12:00,25-01-2023 11:00,25-01-2023 12:00,-1.876
25-01-2023 13:00,25-01-2023 12:00,25-01-2023 13:00,-1.475
25-01-2023 14:00,25-01-2023 13:00,25-01-2023 14:00,-1.387
25-01-2023 15:00,25-01-2023 14:00,25-01-2023 15:00,-1.687
25-01-2023 16:00,25-01-2023 15:00,25-01-2023 16:00,-2.135
25-01-2023 17:00,25-01-2023 16:00,25-01-2023 17:00,-2.739
25-01-2023 18:00,25-01-2023 17:00,25-01-2023 18:00,-3.129
25-01-2023 19:00,25-01-2023 18:00,25-01-2023 19:00,-3.301
25-01-2023 20:00,25-01-2023 19:00,25-01-2023 20:00,-3.366
25-01-2023 21:00,25-01-2023 20:00,25-01-2023 21:00,-3.462
25-01-2023 22:00,25-01-2023 21:00,25-01-2023 22:00,-3.514
25-01-2023 23:00,25-01-2023 22:00,25-01-2023 23:00,-3.566
26-01-2023 00:00,25-01-2023 23:00,26-01-2023 00:00,-3.578
26-01-2023 01:00,26-01-2023 00:00,26-01-2023 01:00,-3.773
26-01-2023 02:00,26-01-2023 01:00,26-01-2023 02:00,-3.886
26-01-2023 03:00,26-01-2023 02:00,26-01-2023 03:00,-3.913
26-01-2023 04:00,26-01-2023 03:00,26-01-2023 04:00,-3.906
26-01-2023 05:00,26-01-2023 04:00,26-01-2023 05:00,-3.971
26-01-2023 06:00,26-01-2023 05:00,26-01-2023 06:00,-3.953
26-01-2023 07:00,26-01-2023 06:00,26-01-2023 07:00,-3.994
26-01-2023 08:00,26-01-2023 07:00,26-01-2023 08:00,-4.020
26-01-2023 09:00,26-01-2023 08:00,26-01-2023 09:00,-3.951
26-01-2023 10:00,26-01-2023 09:00,26-01-2023 10:00,-3.482
26-01-2023 11:00,26-01-2023 10:00,26-01-2023 11:00,-2.798
26-01-2023 12:00,26-01-2023 11:00,26-01-2023 12:00,-2.151
26-01-2023 13:00,26-01-2023 12:00,26-01-2023 13:00,-1.764
26-01-2023 14:00,26-01-2023 13:00,26-01-2023 14:00,-1.749
26-01-2023 15:00,26-01-2023 14:00,26-01-2023 15:00,-1.972
26-01-2023 16:00,26-01-2023 15:00,26-01-2023 16:00,-2.435
26-01-2023 17:00,26-01-2023 16:00,26-01-2023 17:00,-2.990
26-01-2023 18:00,26-01-2023 17:00,26-01-2023 18:00,-3.317
26-01-2023 19:00,26-01-2023 18:00,26-01-2023 19:00,-3.424
26-01-2023 20:00,26-01-2023 19:00,26-01-2023 20:00,-3.494
26-01-2023 21:00,26-01-2023 20:00,26-01-2023 21:00,-3.471
26-01-2023 22:00,26-01-2023 21:00,26-01-2023 22:00,-3.546
26-01-2023 23:00,26-01-2023 22:00,26-01-2023 23:00,-3.551
27-01-2023 00:00,26-01-2023 23:00,27-01-2023 00:00,-3.543
27-01-2023 01:00,27-01-2023 00:00,27-01-2023 01:00,-3.638
27-01-2023 02:00,27-01-2023 01:00,27-01-2023 02:00,-3.643
27-01-2023 03:00,27-01-2023 02:00,27-01-2023 03:00,-3.685
27-01-2023 04:00,27-01-2023 03:00,27-01-2023 04:00,-3.696
27-01-2023 05:00,27-01-2023 04:00,27-01-2023 05:00,-3.768
27-01-2023 06:00,27-01-2023 05:00,27-01-2023 06:00,-3.733
27-01-2023 07:00,27-01-2023 06:00,27-01-2023 07:00,-3.761
27-01-2023 08:00,27-01-2023 07:00,27-01-2023 08:00,-3.729
27-01-2023 09:00,27-01-2023 08:00,27-01-2023 09:00,-3.621
27-01-2023 10:00,27-01-2023 09:00,27-01-2023 10:00,-3.087
27-01-2023 11:00,27-01-2023 10:00,27-01-2023 11:00,-2.394
27-01-2023 12:00,27-01-2023 11:00,27-01-2023 12:00,-1.878
27-01-2023 13:00,27-01-2023 12:00,27-01-2023 13:00,-1.436
27-01-2023 14:00,27-01-2023 13:00,27-01-2023 14:00,-1.333
27-01-2023 15:00,27-01-2023 14:00,27-01-2023 15:00,-1.462
27-01-2023 16:00,27-01-2023 15:00,27-01-2023 16:00,-1.927
27-01-2023 17:00,27-01-2023 16:00,27-01-2023 17:00,-2.378
27-01-2023 18:00,27-01-2023 17:00,27-01-2023 18:00,-2.756
27-01-2023 19:00,27-01-2023 18:00,27-01-2023 19:00,-2.898
27-01-2023 20:00,27-01-2023 19:00,27-01-2023 20:00,-3.018
27-01-2023 21:00,27-01-2023 20:00,27-01-2023 21:00,-3.134
27-01-2023 22:00,27-01-2023 21:00,27-01-2023 22:00,-3.266
27-01-2023 23:00,27-01-2023 22:00,27-01-2023 23:00,-3.293
28-01-2023 00:00,27-01-2023 23:00,28-01-2023 00:00,-3.325
28-01-2023 01:00,28-01-2023 00:00,28-01-2023 01:00,-3.167
28-01-2023 02:00,28-01-2023 01:00,28-01-2023 02:00,-3.178
28-01-2023 03:00,28-01-2023 02:00,28-01-2023 03:00,-3.189
28-01-2023 04:00,28-01-2023 03:00,28-01-2023 04:00,-3.176
28-01-2023 05:00,28-01-2023 04:00,28-01-2023 05:00,-3.160
28-01-2023 06:00,28-01-2023 05:00,28-01-2023 06:00,-3.243
28-01-2023 07:00,28-01-2023 06:00,28-01-2023 07:00,-3.252
28-01-2023 08:00,28-01-2023 07:00,28-01-2023 08:00,-3.291
28-01-2023 09:00,28-01-2023 08:00,28-01-2023 09:00,-3.293
28-01-2023 10:00,28-01-2023 09:00,28-01-2023 10:00,-2.799
28-01-2023 11:00,28-01-2023 10:00,28-01-2023 11:00,-2.124
28-01-2023 12:00,28-01-2023 11:00,28-01-2023 12:00,-1.533
28-01-2023 13:00,28-01-2023 12:00,28-01-2023 13:00,-1.141
28-01-2023 14:00,28-01-2023 13:00,28-01-2023 14:00,-1.068
28-01-2023 15:00,28-01-2023 14:00,28-01-2023 15:00,-1.265
28-01-2023 16:00,28-01-2023 15:00,28-01-2023 16:00,-1.654
28-01-2023 17:00,28-01-2023 16:00,28-01-2023 17:00,-2.340
28-01-2023 18:00,28-01-2023 17:00,28-01-2023 18:00,-2.717
28-01-2023 19:00,28-01-2023 18:00,28-01-2023 19:00,-2.837
28-01-2023 20:00,28-01-2023 19:00,28-01-2023 20:00,-2.935
28-01-2023 21:00,28-01-2023 20:00,28-01-2023 21:00,-2.964
28-01-2023 22:00,28-01-2023 21:00,28-01-2023 22:00,-3.082
28-01-2023 23:00,28-01-2023 22:00,28-01-2023 23:00,-3.071
29-01-2023 00:00,28-01-2023 23:00,29-01-2023 00:00,-3.085
29-01-2023 01:00,29-01-2023 00:00,29-01-2023 01:00,-3.039
29-01-2023 02:00,29-01-2023 01:00,29-01-2023 02:00,-3.086
29-01-2023 03:00,29-01-2023 02:00,29-01-2023 03:00,-3.145
29-01-2023 04:00,29-01-2023 03:00,29-01-2023 04:00,-3.189
29-01-2023 05:00,29-01-2023 04:00,29-01-2023 05:00,-3.232
29-01-2023 06:00,29-01-2023 05:00,29-01-2023 06:00,-3.281
29-01-2023 07:00,29-01-2023 06:00,29-01-2023 07:00,-3.345
29-01-2023 08:00,29-01-2023 07:00,29-01-2023 08:00,-3.402
29-01-2023 09:00,29-01-2023 08:00,29-01-2023 09:00,-3.310
29-01-2023 10:00,29-01-2023 09:00,29-01-2023 10:00,-2.740
29-01-2023 11:00,29-01-2023 10:00,29-01-2023 11:00,-2.130
29-01-2023 12:00,29-01-2023 11:00,29-01-2023 12:00,-1.442
29-01-2023 13:00,29-01-2023 12:00,29-01-2023 13:00,-1.033
29-01-2023 14:00,29-01-2023 13:00,29-01-2023 14:00,-1.025
29-01-2023 15:00,29-01-2023 14:00,29-01-2023 15:00,-1.284
29-01-2023 16:00,29-01-2023 15:00,29-01-2023 16:00,-1.694
29-01-2023 17:00,29-01-2023 16:00,29-01-2023 17:00,-2.250
29-01-2023 18:00,29-01-2023 17:00,29-01-2023 18:00,-2.634
29-01-2023 19:00,29-01-2023 18:00,29-01-2023 19:00,-2.752
29-01-2023 20:00,29-01-2023 19:00,29-01-2023 20:00,-2.867
29-01-2023 21:00,29-01-2023 20:00,29-01-2023 21:00,-2.894
29-01-2023 22:00,29-01-2023 21:00,29-01-2023 22:00,-2.918
29-01-2023 23:00,29-01-2023 22:00,29-01-2023 23:00,-2.938
30-01-2023 00:00,29-01-2023 23:00,30-01-2023 00:00,-2.977
30-01-2023 01:00,30-01-2023 00:00,30-01-2023 01:00,-3.075
30-01-2023 02:00,30-01-2023 01:00,30-01-2023 02:00,-3.129
30-01-2023 03:00,30-01-2023 02:00,30-01-2023 03:00,-3.237
30-01-2023 04:00,30-01-2023 03:00,30-01-2023 04:00,-3.274
30-01-2023 05:00,30-01-2023 04:00,30-01-2023 05:00,-3.295
30-01-2023 06:00,30-01-2023 05:00,30-01-2023 06:00,-3.321
30-01-2023 07:00,30-01-2023 06:00,30-01-2023 07:00,-3.342
30-01-2023 08:00,30-01-2023 07:00,30-01-2023 08:00,-3.275
30-01-2023 09:00,30-01-2023 08:00,30-01-2023 09:00,-3.194
30-01-2023 10:00,30-01-2023 09:00,30-01-2023 10:00,-2.723
30-01-2023 11:00,30-01-2023 10:00,30-01-2023 11:00,-1.950
30-01-2023 12:00,30-01-2023 11:00,30-01-2023 12:00,-1.156
30-01-2023 13:00,30-01-2023 12:00,30-01-2023 13:00,-0.696
30-01-2023 14:00,30-01-2023 13:00,30-01-2023 14:00,-0.657
30-01-2023 15:00,30-01-2023 14:00,30-01-2023 15:00,-0.849
30-01-2023 16:00,30-01-2023 15:00,30-01-2023 16:00,-1.359
30-01-2023 17:00,30-01-2023 16:00,30-01-2023 17:00,-2.103
30-01-2023 18:00,30-01-2023 17:00,30-01-2023 18:00,-2.611
30-01-2023 19:00,30-01-2023 18:00,30-01-2023 19:00,-2.838
30-01-2023 20:00,30-01-2023 19:00,30-01-2023 20:00,-2.975
30-01-2023 21:00,30-01-2023 20:00,30-01-2023 21:00,-3.088
30-01-2023 22:00,30-01-2023 21:00,30-01-2023 22:00,-3.161
30-01-2023 23:00,30-01-2023 22:00,30-01-2023 23:00,-3.180
31-01-2023 00:00,30-01-2023 23:00,31-01-2023 00:00,-3.240
31-01-2023 01:00,31-01-2023 00:00,31-01-2023 01:00,-3.252
31-01-2023 02:00,31-01-2023 01:00,31-01-2023 02:00,-3.290
31-01-2023 03:00,31-01-2023 02:00,31-01-2023 03:00,-3.389
31-01-2023 04:00,31-01-2023 03:00,31-01-2023 04:00,-3.388
31-01-2023 05:00,31-01-2023 04:00,31-01-2023 05:00,-3.545
31-01-2023 06:00,31-01-2023 05:00,31-01-2023 06:00,-3.607
31-01-2023 07:00,31-01-2023 06:00,31-01-2023 07:00,-3.638
31-01-2023 08:00,31-01-2023 07:00,31-01-2023 08:00,-3.735
31-01-2023 09:00,31-01-2023 08:00,31-01-2023 09:00,-3.687
31-01-2023 10:00,31-01-2023 09:00,31-01-2023 10:00,-3.099
31-01-2023 11:00,31-01-2023 10:00,31-01-2023 11:00,-2.362
31-01-2023 12:00,31-01-2023 11:00,31-01-2023 12:00,-1.653
31-01-2023 13:00,31-01-2023 12:00,31-01-2023 13:00,-1.207
31-01-2023 14:00,31-01-2023 13:00,31-01-2023 14:00,-1.053
31-01-2023 15:00,31-01-2023 14:00,31-01-2023 15:00,-1.287
31-01-2023 16:00,31-01-2023 15:00,31-01-2023 16:00,-1.821
31-01-2023 17:00,31-01-2023 16:00,31-01-2023 17:00,-2.452
31-01-2023 18:00,31-01-2023 17:00,31-01-2023 18:00,-2.922
31-01-2023 19:00,31-01-2023 18:00,31-01-2023 19:00,-3.065
