utc_timestamp,cet_cest_timestamp,interpolated_values,BE_solar_generation_actual
2016-01-03T05:00:00Z,2016-01-03T06:00:00+0100,,0
2016-01-03T06:00:00Z,2016-01-03T07:00:00+0100,,0
2016-01-03T07:00:00Z,2016-01-03T08:00:00+0100,,0.08
2016-01-03T08:00:00Z,2016-01-03T09:00:00+0100,,59.65
2016-01-03T09:00:00Z,2016-01-03T10:00:00+0100,,236.13
2016-01-03T10:00:00Z,2016-01-03T11:00:00+0100,,434.84
2016-01-03T11:00:00Z,2016-01-03T12:00:00+0100,,446.58
2016-01-03T12:00:00Z,2016-01-03T13:00:00+0100,,304.95
2016-01-03T13:00:00Z,2016-01-03T14:00:00+0100,,205.9
2016-01-03T14:00:00Z,2016-01-03T15:00:00+0100,,63.91
2016-01-03T15:00:00Z,2016-01-03T16:00:00+0100,,4.56
2016-01-03T16:00:00Z,2016-01-03T17:00:00+0100,,0
2016-01-03T17:00:00Z,2016-01-03T18:00:00+0100,,0
2016-01-03T18:00:00Z,2016-01-03T19:00:00+0100,,0
2016-01-03T19:00:00Z,2016-01-03T20:00:00+0100,,0
2016-01-03T20:00:00Z,2016-01-03T21:00:00+0100,,0
2016-01-03T21:00:00Z,2016-01-03T22:00:00+0100,,0
2016-01-03T22:00:00Z,2016-01-03T23:00:00+0100,,0
2016-01-03T23:00:00Z,2016-01-04T00:00:00+0100,,0
2016-01-04T00:00:00Z,2016-01-04T01:00:00+0100,,0
2016-01-04T01:00:00Z,2016-01-04T02:00:00+0100,,0
2016-01-04T02:00:00Z,2016-01-04T03:00:00+0100,,0
2016-01-04T03:00:00Z,2016-01-04T04:00:00+0100,,0
2016-01-04T04:00:00Z,2016-01-04T05:00:00+0100,,0
2016-01-04T05:00:00Z,2016-01-04T06:00:00+0100,,0
2016-01-04T06:00:00Z,2016-01-04T07:00:00+0100,,0
2016-01-04T07:00:00Z,2016-01-04T08:00:00+0100,,0.06
2016-01-04T08:00:00Z,2016-01-04T09:00:00+0100,,46.02
2016-01-04T09:00:00Z,2016-01-04T10:00:00+0100,,132.42
2016-01-04T10:00:00Z,2016-01-04T11:00:00+0100,,223.1
2016-01-04T11:00:00Z,2016-01-04T12:00:00+0100,,261.1
2016-01-04T12:00:00Z,2016-01-04T13:00:00+0100,,230.11
2016-01-04T13:00:00Z,2016-01-04T14:00:00+0100,,183.36
2016-01-04T14:00:00Z,2016-01-04T15:00:00+0100,,97.06
2016-01-04T15:00:00Z,2016-01-04T16:00:00+0100,,16.37
2016-01-04T16:00:00Z,2016-01-04T17:00:00+0100,,0
2016-01-04T17:00:00Z,2016-01-04T18:00:00+0100,,0
2016-01-04T18:00:00Z,2016-01-04T19:00:00+0100,,0
2016-01-04T19:00:00Z,2016-01-04T20:00:00+0100,,0
2016-01-04T20:00:00Z,2016-01-04T21:00:00+0100,,0
2016-01-04T21:00:00Z,2016-01-04T22:00:00+0100,,0
2016-01-04T22:00:00Z,2016-01-04T23:00:00+0100,,0
2016-01-04T23:00:00Z,2016-01-05T00:00:00+0100,,0
2016-01-05T00:00:00Z,2016-01-05T01:00:00+0100,,0
2016-01-05T01:00:00Z,2016-01-05T02:00:00+0100,,0
2016-01-05T02:00:00Z,2016-01-05T03:00:00+0100,,0
2016-01-05T03:00:00Z,2016-01-05T04:00:00+0100,,0
2016-01-05T04:00:00Z,2016-01-05T05:00:00+0100,,0
2016-01-05T05:00:00Z,2016-01-05T06:00:00+0100,,0
2016-01-05T06:00:00Z,2016-01-05T07:00:00+0100,,0
2016-01-05T07:00:00Z,2016-01-05T08:00:00+0100,,0.08
2016-01-05T08:00:00Z,2016-01-05T09:00:00+0100,,36.77
2016-01-05T09:00:00Z,2016-01-05T10:00:00+0100,,122.09
2016-01-05T10:00:00Z,2016-01-05T11:00:00+0100,,190.98
2016-01-05T11:00:00Z,2016-01-05T12:00:00+0100,,200.3
2016-01-05T12:00:00Z,2016-01-05T13:00:00+0100,,160.66
2016-01-05T13:00:00Z,2016-01-05T14:00:00+0100,,138.81
2016-01-05T14:00:00Z,2016-01-05T15:00:00+0100,,80.07
2016-01-05T15:00:00Z,2016-01-05T16:00:00+0100,,9.82
2016-01-05T16:00:00Z,2016-01-05T17:00:00+0100,,0
2016-01-05T17:00:00Z,2016-01-05T18:00:00+0100,,0
2016-01-05T18:00:00Z,2016-01-05T19:00:00+0100,,0
2016-01-05T19:00:00Z,2016-01-05T20:00:00+0100,,0
2016-01-05T20:00:00Z,2016-01-05T21:00:00+0100,,0
2016-01-05T21:00:00Z,2016-01-05T22:00:00+0100,,0
2016-01-05T22:00:00Z,2016-01-05T23:00:00+0100,,0
2016-01-05T23:00:00Z,2016-01-06T00:00:00+0100,,0
2016-01-06T00:00:00Z,2016-01-06T01:00:00+0100,,0
2016-01-06T01:00:00Z,2016-01-06T02:00:00+0100,,0
2016-01-06T02:00:00Z,2016-01-06T03:00:00+0100,,0
2016-01-06T03:00:00Z,2016-01-06T04:00:00+0100,,0
2016-01-06T04:00:00Z,2016-01-06T05:00:00+0100,,0
2016-01-06T05:00:00Z,2016-01-06T06:00:00+0100,,0
2016-01-06T06:00:00Z,2016-01-06T07:00:00+0100,,0
2016-01-06T07:00:00Z,2016-01-06T08:00:00+0100,,0.04
2016-01-06T08:00:00Z,2016-01-06T09:00:00+0100,,40.93
2016-01-06T09:00:00Z,2016-01-06T10:00:00+0100,,141.06
2016-01-06T10:00:00Z,2016-01-06T11:00:00+0100,,249.05
2016-01-06T11:00:00Z,2016-01-06T12:00:00+0100,,338.59
2016-01-06T12:00:00Z,2016-01-06T13:00:00+0100,,323.24
2016-01-06T13:00:00Z,2016-01-06T14:00:00+0100,,234.74
2016-01-06T14:00:00Z,2016-01-06T15:00:00+0100,,114.57
2016-01-06T15:00:00Z,2016-01-06T16:00:00+0100,,17.55
2016-01-06T16:00:00Z,2016-01-06T17:00:00+0100,,0
2016-01-06T17:00:00Z,2016-01-06T18:00:00+0100,,0
2016-01-06T18:00:00Z,2016-01-06T19:00:00+0100,,0
2016-01-06T19:00:00Z,2016-01-06T20:00:00+0100,,0
2016-01-06T20:00:00Z,2016-01-06T21:00:00+0100,,0
2016-01-06T21:00:00Z,2016-01-06T22:00:00+0100,,0
2016-01-06T22:00:00Z,2016-01-06T23:00:00+0100,,0
2016-01-06T23:00:00Z,2016-01-07T00:00:00+0100,,0
2016-01-07T00:00:00Z,2016-01-07T01:00:00+0100,,0
2016-01-07T01:00:00Z,2016-01-07T02:00:00+0100,,0
2016-01-07T02:00:00Z,2016-01-07T03:00:00+0100,,0
2016-01-07T03:00:00Z,2016-01-07T04:00:00+0100,,0
2016-01-07T04:00:00Z,2016-01-07T05:00:00+0100,,0
2016-01-07T05:00:00Z,2016-01-07T06:00:00+0100,,0
2016-01-07T06:00:00Z,2016-01-07T07:00:00+0100,,0
2016-01-07T07:00:00Z,2016-01-07T08:00:00+0100,,0.39
2016-01-07T08:00:00Z,2016-01-07T09:00:00+0100,,15.2
2016-01-07T09:00:00Z,2016-01-07T10:00:00+0100,,19.99
2016-01-07T10:00:00Z,2016-01-07T11:00:00+0100,,27.66
2016-01-07T11:00:00Z,2016-01-07T12:00:00+0100,,43.82
2016-01-07T12:00:00Z,2016-01-07T13:00:00+0100,,104.16
2016-01-07T13:00:00Z,2016-01-07T14:00:00+0100,,170.67
2016-01-07T14:00:00Z,2016-01-07T15:00:00+0100,,96.13
2016-01-07T15:00:00Z,2016-01-07T16:00:00+0100,,9.81
2016-01-07T16:00:00Z,2016-01-07T17:00:00+0100,,0
2016-01-07T17:00:00Z,2016-01-07T18:00:00+0100,,0
2016-01-07T18:00:00Z,2016-01-07T19:00:00+0100,,0
2016-01-07T19:00:00Z,2016-01-07T20:00:00+0100,,0
2016-01-07T20:00:00Z,2016-01-07T21:00:00+0100,,0
2016-01-07T21:00:00Z,2016-01-07T22:00:00+0100,,0
2016-01-07T22:00:00Z,2016-01-07T23:00:00+0100,,0
2016-01-07T23:00:00Z,2016-01-08T00:00:00+0100,,0
2016-01-08T00:00:00Z,2016-01-08T01:00:00+0100,,0
2016-01-08T01:00:00Z,2016-01-08T02:00:00+0100,,0
2016-01-08T02:00:00Z,2016-01-08T03:00:00+0100,,0
2016-01-08T03:00:00Z,2016-01-08T04:00:00+0100,,0
2016-01-08T04:00:00Z,2016-01-08T05:00:00+0100,,0
2016-01-08T05:00:00Z,2016-01-08T06:00:00+0100,,0
2016-01-08T06:00:00Z,2016-01-08T07:00:00+0100,,0
2016-01-08T07:00:00Z,2016-01-08T08:00:00+0100,,0.53
2016-01-08T08:00:00Z,2016-01-08T09:00:00+0100,,127.14
2016-01-08T09:00:00Z,2016-01-08T10:00:00+0100,,450.5
2016-01-08T10:00:00Z,2016-01-08T11:00:00+0100,,810.35
2016-01-08T11:00:00Z,2016-01-08T12:00:00+0100,,1010.75
2016-01-08T12:00:00Z,2016-01-08T13:00:00+0100,,957.48
2016-01-08T13:00:00Z,2016-01-08T14:00:00+0100,,684.64
2016-01-08T14:00:00Z,2016-01-08T15:00:00+0100,,301.76
2016-01-08T15:00:00Z,2016-01-08T16:00:00+0100,,39.71
2016-01-08T16:00:00Z,2016-01-08T17:00:00+0100,,0
2016-01-08T17:00:00Z,2016-01-08T18:00:00+0100,,0
2016-01-08T18:00:00Z,2016-01-08T19:00:00+0100,,0
2016-01-08T19:00:00Z,2016-01-08T20:00:00+0100,,0
2016-01-08T20:00:00Z,2016-01-08T21:00:00+0100,,0
2016-01-08T21:00:00Z,2016-01-08T22:00:00+0100,,0
2016-01-08T22:00:00Z,2016-01-08T23:00:00+0100,,0
2016-01-08T23:00:00Z,2016-01-09T00:00:00+0100,,0
2016-01-09T00:00:00Z,2016-01-09T01:00:00+0100,,0
2016-01-09T01:00:00Z,2016-01-09T02:00:00+0100,,0
2016-01-09T02:00:00Z,2016-01-09T03:00:00+0100,,0
2016-01-09T03:00:00Z,2016-01-09T04:00:00+0100,LT_solar_generation_actual | LT_wind_onshore_generation_actual,0
2016-01-09T04:00:00Z,2016-01-09T05:00:00+0100,,0
2016-01-09T05:00:00Z,2016-01-09T06:00:00+0100,,0
2016-01-09T06:00:00Z,2016-01-09T07:00:00+0100,,0
2016-01-09T07:00:00Z,2016-01-09T08:00:00+0100,,0.13
2016-01-09T08:00:00Z,2016-01-09T09:00:00+0100,,69.44
2016-01-09T09:00:00Z,2016-01-09T10:00:00+0100,,217.66
2016-01-09T10:00:00Z,2016-01-09T11:00:00+0100,,377.12
2016-01-09T11:00:00Z,2016-01-09T12:00:00+0100,,433.66
2016-01-09T12:00:00Z,2016-01-09T13:00:00+0100,,337.04
2016-01-09T13:00:00Z,2016-01-09T14:00:00+0100,,194.89
2016-01-09T14:00:00Z,2016-01-09T15:00:00+0100,,85.07
2016-01-09T15:00:00Z,2016-01-09T16:00:00+0100,,16.13
2016-01-09T16:00:00Z,2016-01-09T17:00:00+0100,,0
2016-01-09T17:00:00Z,2016-01-09T18:00:00+0100,,0
2016-01-09T18:00:00Z,2016-01-09T19:00:00+0100,,0
2016-01-09T19:00:00Z,2016-01-09T20:00:00+0100,,0
2016-01-09T20:00:00Z,2016-01-09T21:00:00+0100,,0
2016-01-09T21:00:00Z,2016-01-09T22:00:00+0100,,0
2016-01-09T22:00:00Z,2016-01-09T23:00:00+0100,,0
2016-01-09T23:00:00Z,2016-01-10T00:00:00+0100,,0
2016-01-10T00:00:00Z,2016-01-10T01:00:00+0100,,0
2016-01-10T01:00:00Z,2016-01-10T02:00:00+0100,,0
2016-01-10T02:00:00Z,2016-01-10T03:00:00+0100,,0
2016-01-10T03:00:00Z,2016-01-10T04:00:00+0100,,0
2016-01-10T04:00:00Z,2016-01-10T05:00:00+0100,,0
2016-01-10T05:00:00Z,2016-01-10T06:00:00+0100,,0
2016-01-10T06:00:00Z,2016-01-10T07:00:00+0100,,0
2016-01-10T07:00:00Z,2016-01-10T08:00:00+0100,,0.72
2016-01-10T08:00:00Z,2016-01-10T09:00:00+0100,,162.74
2016-01-10T09:00:00Z,2016-01-10T10:00:00+0100,,461.53
2016-01-10T10:00:00Z,2016-01-10T11:00:00+0100,,726.43
2016-01-10T11:00:00Z,2016-01-10T12:00:00+0100,,844.75
2016-01-10T12:00:00Z,2016-01-10T13:00:00+0100,,685.19
2016-01-10T13:00:00Z,2016-01-10T14:00:00+0100,,214.32
2016-01-10T14:00:00Z,2016-01-10T15:00:00+0100,,103.04
2016-01-10T15:00:00Z,2016-01-10T16:00:00+0100,,20.29
2016-01-10T16:00:00Z,2016-01-10T17:00:00+0100,,0
2016-01-10T17:00:00Z,2016-01-10T18:00:00+0100,,0
2016-01-10T18:00:00Z,2016-01-10T19:00:00+0100,,0
2016-01-10T19:00:00Z,2016-01-10T20:00:00+0100,,0
2016-01-10T20:00:00Z,2016-01-10T21:00:00+0100,,0
2016-01-10T21:00:00Z,2016-01-10T22:00:00+0100,,0
2016-01-10T22:00:00Z,2016-01-10T23:00:00+0100,,0
2016-01-10T23:00:00Z,2016-01-11T00:00:00+0100,,0
2016-01-11T00:00:00Z,2016-01-11T01:00:00+0100,,0
2016-01-11T01:00:00Z,2016-01-11T02:00:00+0100,,0
2016-01-11T02:00:00Z,2016-01-11T03:00:00+0100,,0
2016-01-11T03:00:00Z,2016-01-11T04:00:00+0100,,0
2016-01-11T04:00:00Z,2016-01-11T05:00:00+0100,,0
2016-01-11T05:00:00Z,2016-01-11T06:00:00+0100,,0
2016-01-11T06:00:00Z,2016-01-11T07:00:00+0100,,0
2016-01-11T07:00:00Z,2016-01-11T08:00:00+0100,,0.07
2016-01-11T08:00:00Z,2016-01-11T09:00:00+0100,,9.57
2016-01-11T09:00:00Z,2016-01-11T10:00:00+0100,,63.07
2016-01-11T10:00:00Z,2016-01-11T11:00:00+0100,,158.63
2016-01-11T11:00:00Z,2016-01-11T12:00:00+0100,,253.98
2016-01-11T12:00:00Z,2016-01-11T13:00:00+0100,,267.24
2016-01-11T13:00:00Z,2016-01-11T14:00:00+0100,,191.63
2016-01-11T14:00:00Z,2016-01-11T15:00:00+0100,,80.38
2016-01-11T15:00:00Z,2016-01-11T16:00:00+0100,IE_load_entsoe_transparency,13.81
2016-01-11T16:00:00Z,2016-01-11T17:00:00+0100,,0
2016-01-11T17:00:00Z,2016-01-11T18:00:00+0100,,0
2016-01-11T18:00:00Z,2016-01-11T19:00:00+0100,,0
2016-01-11T19:00:00Z,2016-01-11T20:00:00+0100,,0
2016-01-11T20:00:00Z,2016-01-11T21:00:00+0100,,0
2016-01-11T21:00:00Z,2016-01-11T22:00:00+0100,,0
2016-01-11T22:00:00Z,2016-01-11T23:00:00+0100,,0
2016-01-11T23:00:00Z,2016-01-12T00:00:00+0100,,0
2016-01-12T00:00:00Z,2016-01-12T01:00:00+0100,,0
2016-01-12T01:00:00Z,2016-01-12T02:00:00+0100,,0
2016-01-12T02:00:00Z,2016-01-12T03:00:00+0100,,0
2016-01-12T03:00:00Z,2016-01-12T04:00:00+0100,,0
2016-01-12T04:00:00Z,2016-01-12T05:00:00+0100,,0
2016-01-12T05:00:00Z,2016-01-12T06:00:00+0100,,0
2016-01-12T06:00:00Z,2016-01-12T07:00:00+0100,,0
2016-01-12T07:00:00Z,2016-01-12T08:00:00+0100,,0.61
2016-01-12T08:00:00Z,2016-01-12T09:00:00+0100,,92.71
2016-01-12T09:00:00Z,2016-01-12T10:00:00+0100,,315.53
2016-01-12T10:00:00Z,2016-01-12T11:00:00+0100,,529.22
2016-01-12T11:00:00Z,2016-01-12T12:00:00+0100,,590.01
2016-01-12T12:00:00Z,2016-01-12T13:00:00+0100,,513.26
2016-01-12T13:00:00Z,2016-01-12T14:00:00+0100,,424.3
2016-01-12T14:00:00Z,2016-01-12T15:00:00+0100,,196.42
2016-01-12T15:00:00Z,2016-01-12T16:00:00+0100,,29.06
2016-01-12T16:00:00Z,2016-01-12T17:00:00+0100,FR_solar_generation_actual | FR_wind_onshore_generation_actual,0
2016-01-12T17:00:00Z,2016-01-12T18:00:00+0100,LT_solar_generation_actual | LT_wind_onshore_generation_actual | LV_load_entsoe_transparency | LV_wind_onshore_generation_actual,0
2016-01-12T18:00:00Z,2016-01-12T19:00:00+0100,,0
2016-01-12T19:00:00Z,2016-01-12T20:00:00+0100,,0
2016-01-12T20:00:00Z,2016-01-12T21:00:00+0100,,0
2016-01-12T21:00:00Z,2016-01-12T22:00:00+0100,,0
2016-01-12T22:00:00Z,2016-01-12T23:00:00+0100,,0
2016-01-12T23:00:00Z,2016-01-13T00:00:00+0100,,0
2016-01-13T00:00:00Z,2016-01-13T01:00:00+0100,,0
2016-01-13T01:00:00Z,2016-01-13T02:00:00+0100,,0
2016-01-13T02:00:00Z,2016-01-13T03:00:00+0100,,0
2016-01-13T03:00:00Z,2016-01-13T04:00:00+0100,,0
2016-01-13T04:00:00Z,2016-01-13T05:00:00+0100,,0
2016-01-13T05:00:00Z,2016-01-13T06:00:00+0100,,0
2016-01-13T06:00:00Z,2016-01-13T07:00:00+0100,,0
2016-01-13T07:00:00Z,2016-01-13T08:00:00+0100,,0.91
2016-01-13T08:00:00Z,2016-01-13T09:00:00+0100,,44.96
2016-01-13T09:00:00Z,2016-01-13T10:00:00+0100,,126.93
2016-01-13T10:00:00Z,2016-01-13T11:00:00+0100,,287.11
2016-01-13T11:00:00Z,2016-01-13T12:00:00+0100,,475.87
2016-01-13T12:00:00Z,2016-01-13T13:00:00+0100,,429.31
2016-01-13T13:00:00Z,2016-01-13T14:00:00+0100,,354.12
2016-01-13T14:00:00Z,2016-01-13T15:00:00+0100,,212.2
2016-01-13T15:00:00Z,2016-01-13T16:00:00+0100,,54.35
2016-01-13T16:00:00Z,2016-01-13T17:00:00+0100,,0.07
2016-01-13T17:00:00Z,2016-01-13T18:00:00+0100,,0
2016-01-13T18:00:00Z,2016-01-13T19:00:00+0100,,0
2016-01-13T19:00:00Z,2016-01-13T20:00:00+0100,,0
2016-01-13T20:00:00Z,2016-01-13T21:00:00+0100,,0
2016-01-13T21:00:00Z,2016-01-13T22:00:00+0100,,0
2016-01-13T22:00:00Z,2016-01-13T23:00:00+0100,,0
2016-01-13T23:00:00Z,2016-01-14T00:00:00+0100,,0
2016-01-14T00:00:00Z,2016-01-14T01:00:00+0100,,0
2016-01-14T01:00:00Z,2016-01-14T02:00:00+0100,,0
2016-01-14T02:00:00Z,2016-01-14T03:00:00+0100,,0
2016-01-14T03:00:00Z,2016-01-14T04:00:00+0100,,0
2016-01-14T04:00:00Z,2016-01-14T05:00:00+0100,,0
2016-01-14T05:00:00Z,2016-01-14T06:00:00+0100,,0
2016-01-14T06:00:00Z,2016-01-14T07:00:00+0100,,0
2016-01-14T07:00:00Z,2016-01-14T08:00:00+0100,,0.75
2016-01-14T08:00:00Z,2016-01-14T09:00:00+0100,,25.68
2016-01-14T09:00:00Z,2016-01-14T10:00:00+0100,,101.48
2016-01-14T10:00:00Z,2016-01-14T11:00:00+0100,,236.86
2016-01-14T11:00:00Z,2016-01-14T12:00:00+0100,,533.43
2016-01-14T12:00:00Z,2016-01-14T13:00:00+0100,,578.94
2016-01-14T13:00:00Z,2016-01-14T14:00:00+0100,,350.29
2016-01-14T14:00:00Z,2016-01-14T15:00:00+0100,,154.93
2016-01-14T15:00:00Z,2016-01-14T16:00:00+0100,,32.81
2016-01-14T16:00:00Z,2016-01-14T17:00:00+0100,,0.09
2016-01-14T17:00:00Z,2016-01-14T18:00:00+0100,,0
2016-01-14T18:00:00Z,2016-01-14T19:00:00+0100,,0
2016-01-14T19:00:00Z,2016-01-14T20:00:00+0100,,0
2016-01-14T20:00:00Z,2016-01-14T21:00:00+0100,,0
2016-01-14T21:00:00Z,2016-01-14T22:00:00+0100,,0
2016-01-14T22:00:00Z,2016-01-14T23:00:00+0100,,0
2016-01-14T23:00:00Z,2016-01-15T00:00:00+0100,,0
2016-01-15T00:00:00Z,2016-01-15T01:00:00+0100,,0
2016-01-15T01:00:00Z,2016-01-15T02:00:00+0100,,0
2016-01-15T02:00:00Z,2016-01-15T03:00:00+0100,,0
2016-01-15T03:00:00Z,2016-01-15T04:00:00+0100,,0
2016-01-15T04:00:00Z,2016-01-15T05:00:00+0100,,0
2016-01-15T05:00:00Z,2016-01-15T06:00:00+0100,,0
2016-01-15T06:00:00Z,2016-01-15T07:00:00+0100,,0
2016-01-15T07:00:00Z,2016-01-15T08:00:00+0100,,0.13
2016-01-15T08:00:00Z,2016-01-15T09:00:00+0100,,17.58
2016-01-15T09:00:00Z,2016-01-15T10:00:00+0100,,62.43
2016-01-15T10:00:00Z,2016-01-15T11:00:00+0100,,108.33
2016-01-15T11:00:00Z,2016-01-15T12:00:00+0100,,123.34
2016-01-15T12:00:00Z,2016-01-15T13:00:00+0100,,136.25
2016-01-15T13:00:00Z,2016-01-15T14:00:00+0100,,119.38
2016-01-15T14:00:00Z,2016-01-15T15:00:00+0100,,81.93
2016-01-15T15:00:00Z,2016-01-15T16:00:00+0100,,14.84
2016-01-15T16:00:00Z,2016-01-15T17:00:00+0100,,0.36
2016-01-15T17:00:00Z,2016-01-15T18:00:00+0100,,0
2016-01-15T18:00:00Z,2016-01-15T19:00:00+0100,,0
2016-01-15T19:00:00Z,2016-01-15T20:00:00+0100,,0
2016-01-15T20:00:00Z,2016-01-15T21:00:00+0100,,0
2016-01-15T21:00:00Z,2016-01-15T22:00:00+0100,,0
2016-01-15T22:00:00Z,2016-01-15T23:00:00+0100,,0
2016-01-15T23:00:00Z,2016-01-16T00:00:00+0100,,0
2016-01-16T00:00:00Z,2016-01-16T01:00:00+0100,,0
2016-01-16T01:00:00Z,2016-01-16T02:00:00+0100,,0
2016-01-16T02:00:00Z,2016-01-16T03:00:00+0100,,0
2016-01-16T03:00:00Z,2016-01-16T04:00:00+0100,,0
2016-01-16T04:00:00Z,2016-01-16T05:00:00+0100,,0
2016-01-16T05:00:00Z,2016-01-16T06:00:00+0100,,0
2016-01-16T06:00:00Z,2016-01-16T07:00:00+0100,,0
2016-01-16T07:00:00Z,2016-01-16T08:00:00+0100,,0.8
2016-01-16T08:00:00Z,2016-01-16T09:00:00+0100,,105.94
2016-01-16T09:00:00Z,2016-01-16T10:00:00+0100,,381.59
2016-01-16T10:00:00Z,2016-01-16T11:00:00+0100,,656.56
2016-01-16T11:00:00Z,2016-01-16T12:00:00+0100,,733.19
2016-01-16T12:00:00Z,2016-01-16T13:00:00+0100,,645.27
2016-01-16T13:00:00Z,2016-01-16T14:00:00+0100,,485.7
2016-01-16T14:00:00Z,2016-01-16T15:00:00+0100,,252.04
2016-01-16T15:00:00Z,2016-01-16T16:00:00+0100,,64.34
2016-01-16T16:00:00Z,2016-01-16T17:00:00+0100,,0.22
2016-01-16T17:00:00Z,2016-01-16T18:00:00+0100,,0
2016-01-16T18:00:00Z,2016-01-16T19:00:00+0100,,0
2016-01-16T19:00:00Z,2016-01-16T20:00:00+0100,,0
2016-01-16T20:00:00Z,2016-01-16T21:00:00+0100,,0
2016-01-16T21:00:00Z,2016-01-16T22:00:00+0100,,0
2016-01-16T22:00:00Z,2016-01-16T23:00:00+0100,,0
2016-01-16T23:00:00Z,2016-01-17T00:00:00+0100,,0
2016-01-17T00:00:00Z,2016-01-17T01:00:00+0100,,0
2016-01-17T01:00:00Z,2016-01-17T02:00:00+0100,,0
2016-01-17T02:00:00Z,2016-01-17T03:00:00+0100,,0
2016-01-17T03:00:00Z,2016-01-17T04:00:00+0100,,0
2016-01-17T04:00:00Z,2016-01-17T05:00:00+0100,,0
2016-01-17T05:00:00Z,2016-01-17T06:00:00+0100,,0
2016-01-17T06:00:00Z,2016-01-17T07:00:00+0100,,0
2016-01-17T07:00:00Z,2016-01-17T08:00:00+0100,,1.53
2016-01-17T08:00:00Z,2016-01-17T09:00:00+0100,,127.01
2016-01-17T09:00:00Z,2016-01-17T10:00:00+0100,,416.93
2016-01-17T10:00:00Z,2016-01-17T11:00:00+0100,,774.56
