PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural Gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other Kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,7.54001000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.89134900000000E+04,0.00000000000000E+00,3.37769700000000E+04,1.13399000000000E+03,0.00000000000000E+00,4.67230000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.28148500000000E+04,5.28148500000000E+04,4.07013770000000E+05,1.72466900000000E+04,1.76850000000000E+04,8.23250100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.64162808000000E+06,2.11419250000000E+05,7.89848000000000E+03,1.44566000000000E+04,3.19440000000000E+03,1.64910000000000E+03,5.36964600000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.62987930000000E+06,8.69399610000000E+05
Imports,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.42580930000000E+05,2.88912020000000E+05,0.00000000000000E+00,1.29200000000000E+03,2.84799000000000E+03,2.61240000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.77319613000000E+06,0.00000000000000E+00,2.36765365000000E+06,0.00000000000000E+00,1.05474700000000E+04,3.08977000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.31927990000000E+05,1.64120000000000E+04,2.64020000000000E+02,0.00000000000000E+00,1.76299990000000E+05,1.98229900000000E+04,9.99481190000000E+05,2.13840010000000E+05,1.20648000000000E+05,2.74679000000000E+03,3.46919900000000E+04,4.73460100000000E+04,2.60000000000000E+03,3.77280100000000E+04,1.07599900000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.26700000000000E+03,1.50219900000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.39747100000000E+04,0.00000000000000E+00,6.49307664000000E+06,1.82889900000000E+04
Exports,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.63600000000000E+03,-6.50000000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.01599000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.27771800000000E+05,0.00000000000000E+00,-7.65946000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-1.55745000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-5.81899900000000E+04,-1.98572010000000E+05,-1.14400000000000E+03,0.00000000000000E+00,-3.55180100000000E+04,-2.88102000000000E+03,-1.18470610000000E+05,-2.36200000000000E+05,-9.59200100000000E+04,-4.79598000000000E+03,-5.35500100000000E+04,-7.95601000000000E+03,-4.96002000000000E+03,-2.23990000000000E+02,-2.43199900000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.48300000000000E+03,-1.36900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.04279160000000E+05,0.00000000000000E+00,-1.29612351000000E+06,-4.85200000000000E+03
International marine bunkers,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.87660000000000E+03,-9.26800100000000E+04,0.00000000000000E+00,0.00000000000000E+00,-7.56010000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-9.73126200000000E+04,0.00000000000000E+00
International aviation bunkers,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.36113000000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.36113000000000E+05,0.00000000000000E+00
Stock changes,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.22039800000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-6.07601000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.54166000000000E+04,0.00000000000000E+00,-1.69512600000000E+04,0.00000000000000E+00,3.89251000000000E+03,2.51200000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.56398000000000E+03,6.29201000000000E+03,1.76010000000000E+02,0.00000000000000E+00,2.06401000000000E+03,1.71990000000000E+02,7.19941000000000E+03,8.87999000000000E+03,3.73998000000000E+03,-8.72100000000000E+01,5.46000000000000E+02,1.32600000000000E+03,2.00000000000000E+02,0.00000000000000E+00,6.00010000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.70000000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,7.11561200000000E+04,-2.70000000000000E+01
Total primary energy supply,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.37944920000000E+05,3.23847705771459E+05,0.00000000000000E+00,1.29200000000000E+03,2.84799000000000E+03,1.80319900000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-6.12237899360536E+02,-1.57725357419614E+03,0.00000000000000E+00,0.00000000000000E+00,1.55535407751112E+06,0.00000000000000E+00,2.37681990000000E+06,1.13399000000000E+03,1.44399800000000E+04,6.22979000000000E+03,0.00000000000000E+00,-3.23106626017625E+03,0.00000000000000E+00,7.60522430695968E+04,-1.75867990000000E+05,-7.04000000000000E+02,0.00000000000000E+00,-9.32670000000000E+04,1.71140000000000E+04,8.84708637924265E+05,-1.03737647299799E+05,2.84679300000000E+04,-2.13635000000000E+03,-1.90680300000000E+04,4.07160000000000E+04,-2.16002000000000E+03,3.72829657743262E+04,-1.42607918221369E+04,0.00000000000000E+00,4.14837118018018E+04,4.14837118018018E+04,3.85820461100089E+05,1.32258594830797E+04,1.74420000000000E+04,9.59779900000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.78581750000000E+06,2.11381200000000E+05,6.69626853659869E+03,1.44556400000000E+04,3.19441000000000E+03,0.00000000000000E+00,5.36868000000000E+04,0.00000000000000E+00,-1.56835170000000E+05,-2.78741128181724E+04,1.05916180031003E+07,8.82809600000000E+05
Transfers,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.13399000000000E+03,1.20081990000000E+05,-1.75841000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.26798000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.12980000000000E+02,-1.13599980000000E+05,0.00000000000000E+00,0.00000000000000E+00,1.38600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.45656999999999E+03,0.00000000000000E+00
Statistical differences,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-6.33920000000000E+02,-2.33030200000000E+04,0.00000000000000E+00,0.00000000000000E+00,-1.69599000000000E+03,3.35999000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.93180000000000E+02,2.70049000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-3.70658200000000E+04,0.00000000000000E+00,6.69680000000000E+02,0.00000000000000E+00,2.54060000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.46500000000000E+02,2.24479900000000E+04,-2.81159900000000E+04,1.76010000000000E+02,0.00000000000000E+00,-1.56520200000000E+04,-8.64302000000000E+03,-4.43892100000000E+04,-3.29600000000000E+04,4.02160100000000E+04,5.97318000000000E+03,1.55401000000000E+03,-8.03401000000000E+03,0.00000000000000E+00,0.00000000000000E+00,3.83600100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.20369700000000E+04,-1.05780000000000E+03,-4.86971400000000E+04,0.00000000000000E+00
