utc_timestamp,cet_cest_timestamp,interpolated_values,DK_load_entsoe_power_statistics,DK_load_entsoe_transparency,DK_solar_generation_actual,DK_wind_offshore_generation_actual,DK_wind_onshore_generation_actual,DK_1_load_entsoe_power_statistics,DK_1_price_day_ahead,DK_1_solar_generation_actual,DK_1_wind_generation_actual,DK_2_price_day_ahead,DK_2_solar_generation_actual,DK_2_wind_generation_actual
2015-02-21T14:00:00Z,2015-02-21T15:00:00+0100,CH_solar_generation_actual | DK_wind_offshore_generation_actual | EE_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual,4144,4153.43,19.74,435,273.3,,26.18,17,198.1,26.18,2,510.3
2015-02-21T15:00:00Z,2015-02-21T16:00:00+0100,BE_solar_generation_actual | BE_wind_offshore_generation_actual | BE_wind_onshore_generation_actual | BG_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | PT_solar_generation_actual | RO_wind_onshore_generation_actual | SI_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual,4256,4263.1,10.14,474.9,431.3,,26.36,10,254.3,26.36,1,651.9
2015-02-21T16:00:00Z,2015-02-21T17:00:00+0100,ES_solar_generation_actual | ES_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | GR_solar_generation_actual | GR_wind_onshore_generation_actual | PT_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual,4662,4652.63,1.24,488.3,506.5,,26.82,2,276.7,26.82,0,718.1
2015-02-21T17:00:00Z,2015-02-21T18:00:00+0100,CZ_wind_onshore_generation_actual | DK_wind_offshore_generation_actual | FI_wind_onshore_generation_actual | LT_solar_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,4755,4747.4,,450.5,539.5,,26.91,0,312.8,26.91,0,677.3
2015-02-21T18:00:00Z,2015-02-21T19:00:00+0100,BE_wind_offshore_generation_actual | BE_wind_onshore_generation_actual | CZ_solar_generation_actual | DK_wind_onshore_generation_actual | GR_solar_generation_actual | LT_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,4409,4416.8,,353,579.8,,26.64,0,384.4,26.64,0,548.5
2015-02-21T19:00:00Z,2015-02-21T20:00:00+0100,BE_wind_offshore_generation_actual | DK_wind_offshore_generation_actual | FI_wind_onshore_generation_actual | GR_solar_generation_actual | LT_solar_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual,4090,4094.62,,378.7,640.1,,26.25,0,492.2,26.25,0,526.5
2015-02-21T20:00:00Z,2015-02-21T21:00:00+0100,BE_solar_generation_actual | BE_wind_onshore_generation_actual | CZ_solar_generation_actual | DK_wind_offshore_generation_actual | EE_solar_generation_actual | ES_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual,3837,3828.86,0,388.7,734.1,,26.03,0,622.4,26.03,0,500.5
2015-02-21T21:00:00Z,2015-02-21T22:00:00+0100,BE_solar_generation_actual | BE_wind_onshore_generation_actual | FR_solar_generation_actual | PT_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual,3576,3556.43,0,362.3,821.8,,25.86,0,760.9,25.86,0,423.2
2015-02-21T22:00:00Z,2015-02-21T23:00:00+0100,CH_wind_onshore_generation_actual | DK_wind_offshore_generation_actual | ES_solar_generation_actual | FI_wind_onshore_generation_actual | LT_solar_generation_actual | RO_solar_generation_actual | RO_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual,3351,3337.61,0,392.8,915.7,,25.35,0,864,25.35,0,444.5
2015-02-21T23:00:00Z,2015-02-22T00:00:00+0100,DK_solar_generation_actual | EE_wind_onshore_generation_actual | ES_solar_generation_actual | ES_wind_onshore_generation_actual | FR_solar_generation_actual | LV_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | RO_solar_generation_actual | SI_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual,3148,3139.95,0,427,907.9,,25.32,0,912.3,25.32,0,422.5
2015-02-22T00:00:00Z,2015-02-22T01:00:00+0100,BE_solar_generation_actual | BE_wind_onshore_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | CZ_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | FR_solar_generation_actual | PL_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,3015,3013.18,0,442.1,915.8,,25.03,0,931.9,25.03,0,426.1
2015-02-22T01:00:00Z,2015-02-22T02:00:00+0100,LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,2941,2908.94,0,376.5,928.9,,24.81,0,975,24.81,0,330.4
2015-02-22T02:00:00Z,2015-02-22T03:00:00+0100,BE_wind_offshore_generation_actual | BE_wind_onshore_generation_actual | CZ_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | ES_solar_generation_actual | FI_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,2919,2877.87,0,418.9,1016.3,,24.72,0,1114.1,24.72,0,321.1
2015-02-22T03:00:00Z,2015-02-22T04:00:00+0100,BE_wind_offshore_generation_actual | ES_solar_generation_actual | FR_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | RO_solar_generation_actual | SE_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,2943,2908.51,,462.4,1121.6,,24.76,0,1236.4,24.76,0,347.6
2015-02-22T04:00:00Z,2015-02-22T05:00:00+0100,CH_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual,3024,2980.99,,505.4,1235.3,,24.98,0,1369.3,24.98,0,371.4
2015-02-22T05:00:00Z,2015-02-22T06:00:00+0100,BE_wind_offshore_generation_actual | CH_solar_generation_actual | DK_wind_offshore_generation_actual | DK_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,3200,3178.31,,543.8,1264.8,,25.13,0,1403.1,25.13,0,405.4
2015-02-22T06:00:00Z,2015-02-22T07:00:00+0100,ES_solar_generation_actual | FR_wind_onshore_generation_actual | GR_solar_generation_actual | GR_wind_onshore_generation_actual | RO_solar_generation_actual | SE_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_offshore_generation_actual,3387,3384.37,2.13,491.4,1232.6,,25.33,1,1329.1,25.33,1,394.8
2015-02-22T07:00:00Z,2015-02-22T08:00:00+0100,BE_solar_generation_actual | BE_wind_offshore_generation_actual | BE_wind_onshore_generation_actual | CH_solar_generation_actual | CH_wind_onshore_generation_actual | DK_wind_offshore_generation_actual | EE_solar_generation_actual | PT_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_offshore_generation_actual,3668,3689.04,39.78,451.4,1082,,25.88,25,1040.7,25.88,14,492.7
2015-02-22T08:00:00Z,2015-02-22T09:00:00+0100,BG_solar_generation_actual | EE_solar_generation_actual | GR_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | SI_solar_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,3849,3883.89,119.61,447.4,952,,26.11,78,855.2,26.11,37,544.3
2015-02-22T09:00:00Z,2015-02-22T10:00:00+0100,BG_solar_generation_actual | CH_wind_onshore_generation_actual | CZ_wind_onshore_generation_actual | DK_wind_offshore_generation_actual | RO_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual,3922,3970.04,194.23,331,919.6,,26.22,126,753.4,26.22,62,497.2
2015-02-22T10:00:00Z,2015-02-22T11:00:00+0100,DK_solar_generation_actual | DK_wind_offshore_generation_actual | FR_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SK_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual,3925,3946.2,211.435,293.6,935.4,,26.18,141,741.1,26.18,76,488
2015-02-22T11:00:00Z,2015-02-22T12:00:00+0100,BE_solar_generation_actual | FR_solar_generation_actual | GR_solar_generation_actual | NO_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual,3878,3883.86,228.64,371.1,881.5,,25.84,154,679.3,25.84,68,573.2
2015-02-22T12:00:00Z,2015-02-22T13:00:00+0100,BG_solar_generation_actual | BG_wind_onshore_generation_actual | CH_solar_generation_actual | CH_wind_onshore_generation_actual | CZ_wind_onshore_generation_actual | DK_solar_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | ES_solar_generation_actual | FR_solar_generation_actual | PL_wind_onshore_generation_actual | RO_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual,3841,3832.88,184.5,416.4,900.6,,25.52,145,704.6,25.52,51,612.4
2015-02-22T13:00:00Z,2015-02-22T14:00:00+0100,CZ_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_solar_generation_actual | EE_wind_onshore_generation_actual | ES_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SK_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,3819,3814.66,140.36,455,1040.4,,25.31,111,880.4,25.31,31,615
2015-02-22T14:00:00Z,2015-02-22T15:00:00+0100,FR_solar_generation_actual | GR_wind_onshore_generation_actual | RO_solar_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,3801,3784.37,96.22,534.4,1078.7,,25.05,77,1088.2,25.05,15,524.9
2015-02-22T15:00:00Z,2015-02-22T16:00:00+0100,BE_solar_generation_actual | BG_wind_onshore_generation_actual | CH_wind_onshore_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | ES_solar_generation_actual | FI_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | NO_wind_onshore_generation_actual | PT_solar_generation_actual | RO_solar_generation_actual | RO_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual,3956,3964.2,40.13,579.3,1197.1,,25.87,31,1310.5,25.87,6,465.9
2015-02-22T16:00:00Z,2015-02-22T17:00:00+0100,BE_wind_offshore_generation_actual | CZ_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_solar_generation_actual | ES_solar_generation_actual | GR_solar_generation_actual | LV_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,4479,4446.21,20.07,609.4,1191,,26.51,6,1366.5,26.51,0,433.9
2015-02-22T17:00:00Z,2015-02-22T18:00:00+0100,BE_solar_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_wind_offshore_generation_actual | DK_wind_onshore_generation_actual | FR_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,4748,4746.25,0.01,625.7,1273,,26.72,0,1485.1,26.72,0,413.7
2015-02-22T18:00:00Z,2015-02-22T19:00:00+0100,BE_solar_generation_actual | BE_wind_offshore_generation_actual | BG_wind_onshore_generation_actual | CH_wind_onshore_generation_actual | DK_wind_offshore_generation_actual | EE_solar_generation_actual | FR_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual,4469,4467.67,0.01,694.9,1447.1,,26.52,0,1670.2,26.52,0,471.8
2015-02-22T19:00:00Z,2015-02-22T20:00:00+0100,CZ_wind_onshore_generation_actual | DK_solar_generation_actual | DK_wind_onshore_generation_actual | ES_wind_onshore_generation_actual | GR_solar_generation_actual | PL_wind_onshore_generation_actual | SI_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual,4148,4131.52,0.006666667,762.3,1717.2,,26.07,0,1921.2,26.07,0,558.3
2015-02-22T20:00:00Z,2015-02-22T21:00:00+0100,BE_solar_generation_actual | CH_solar_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | DK_solar_generation_actual | DK_wind_offshore_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | PT_solar_generation_actual | RO_solar_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,3947,3920.22,0.003333333,775.9,2135.5,,26.02,0,2305.7,26.02,0,605.7
2015-02-22T21:00:00Z,2015-02-22T22:00:00+0100,BE_solar_generation_actual | DK_wind_offshore_generation_actual | EE_solar_generation_actual | FI_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual,3673,3637.37,0,787,2451.2,,25.54,0,2580.6,25.54,0,657.6
2015-02-22T22:00:00Z,2015-02-22T23:00:00+0100,BG_solar_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | ES_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | LT_solar_generation_actual | SE_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual,3406,3362.75,0,752.2,2600.4,,25.07,0,2706,25.07,0,646.6
2015-02-22T23:00:00Z,2015-02-23T00:00:00+0100,BE_solar_generation_actual | CH_solar_generation_actual | DK_wind_offshore_generation_actual | ES_solar_generation_actual | ES_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SI_solar_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual,3364,3271.99,0,796.4,2694.1,,18.62,0,2771.8,23.66,0,718.7
2015-02-23T00:00:00Z,2015-02-23T01:00:00+0100,BG_wind_onshore_generation_actual | CH_solar_generation_actual | EE_solar_generation_actual | FI_wind_onshore_generation_actual | LT_solar_generation_actual | SE_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual,3269,3192.68,0,809.8,2753.2,,16.53,0,2781.5,22.35,0,781.4
2015-02-23T01:00:00Z,2015-02-23T02:00:00+0100,BE_wind_onshore_generation_actual | BG_solar_generation_actual | DK_solar_generation_actual | EE_solar_generation_actual | FR_solar_generation_actual | LT_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_wind_onshore_generation_actual,3270,3183.93,0,801.9,2801,,14.09,0,2798,22.13,0,804.9
2015-02-23T02:00:00Z,2015-02-23T03:00:00+0100,CH_solar_generation_actual | CH_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | LT_solar_generation_actual | LV_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual,3287,3158.45,0,815,2822.1,,11.9,0,2804.8,22.2,0,832.2
2015-02-23T03:00:00Z,2015-02-23T04:00:00+0100,BE_solar_generation_actual | BE_wind_offshore_generation_actual | DK_solar_generation_actual | ES_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual,3392,3263.02,0,821.6,2844.4,,12.25,0,2819.7,22.58,0,846.3
2015-02-23T04:00:00Z,2015-02-23T05:00:00+0100,CH_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PT_solar_generation_actual | SE_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual,3584,3556.05,0,823.3,2823.3,,18.18,0,2797.5,23.2,0,849.2
2015-02-23T05:00:00Z,2015-02-23T06:00:00+0100,BE_solar_generation_actual | BE_wind_onshore_generation_actual | CH_solar_generation_actual | GR_solar_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual,4333,4183.32,0.01,826.1,2704.1,,25.64,0,2673.2,25.64,0,856.9
2015-02-23T06:00:00Z,2015-02-23T07:00:00+0100,BE_solar_generation_actual | ES_wind_onshore_generation_actual | FR_solar_generation_actual | LV_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual,4969,4882.75,0.05,821.1,2617.8,,26.61,0,2599,26.61,0,840
2015-02-23T07:00:00Z,2015-02-23T08:00:00+0100,BE_wind_onshore_generation_actual | BG_wind_onshore_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | DK_solar_generation_actual | DK_wind_offshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual,5210,5128.12,3,825.4,2616.9,,26.73,1,2562.7,26.73,1,879.7
2015-02-23T08:00:00Z,2015-02-23T09:00:00+0100,BE_wind_offshore_generation_actual | BG_wind_onshore_generation_actual | CH_solar_generation_actual | CH_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | ES_solar_generation_actual | GR_wind_onshore_generation_actual | RO_solar_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual,5264,5305.45,5.95,782.6,2431.2,,26.71,3,2329.4,26.71,3,884.3
2015-02-23T09:00:00Z,2015-02-23T10:00:00+0100,BE_solar_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | ES_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual,5336,5281.22,22.16,761.5,2098.3,,26.69,16,1995.9,26.69,5,863.9
