Key,Value,Source
country,br,
base_year,2013,
transport_percentage_of_gasoline_mix_delivered_to_cars,1,
transport_percentage_of_diesel_mix_delivered_to_cars,0.967,Based on ANP 2015
transport_percentage_of_electricity_mix_delivered_to_cars,0.95,Trens drive on electricity
transport_road_lng,0,NVGA (see source_analyses/EU/2013)
transport_percentage_of_compressed_network_gas_mix_delivered_to_cars,1,NVGA (see source_analyses/EU/2013)
transport_road_bio_lng,0,The value is 0 TJ
transport_shipping_lng_ship_type,0,The value is 0 TJ
transport_shipping_bio_lng_ship_type,0,The value is 0 TJ
