Key,Value,Source
country,br,
base_year,2013,
services_final_demand_space_heating,118283.736,Based on EPE 2013 (desconsidering eletric equipments)
services_final_demand_space_cooling,52655.341,Based on EPE 2013 (desconsidering eletric equipments)
services_final_demand_lighting,0,Based on EPE 2013 (desconsidering eletric equipments)
services_space_heating_share_gas_fired_heaters,0,Based on EPE 2013
services_space_heating_share_electric_heat_pump_with_storage,0.955,Based on EPE 2013
services_space_heating_share_gas_fired_heat_pumps,0.015,Based on EPE 2013
services_space_heating_share_electric_heaters,0,Based on EPE 2013
services_space_heating_share_coal_fired_heater,0,Based on EPE 2013
services_space_heating_share_oil_fired_heater,0.03,Based on EPE 2013
services_space_cooling_share_gas_fired_heat_pump,0.007,Based on EPE 2013; adjusted from 1.0% to fit the energy balance for network gas
services_space_cooling_share_electric_heat_pump,0.9,Based on EPE 2013
services_space_cooling_share_airco,0.093,Based on EPE 2013; adjusted form 9.0% to fit the energy balance for network gas
services_lighting_incandescent_lamp,0.433,Bases on Alilux 2013 
services_lighting_fluorescent_lamp,0.347,Bases on Alilux 2013 
services_lighting_fluorescent_tube,0.156,Bases on Alilux 2013 
services_lighting_efficient_fluorescent_tube,0.035,Bases on Alilux 2013 
services_lighting_LED_tube,0.029,Bases on Alilux 2013 
services_biomass_used_in space_heating,1,Assumed to be the same as NL 2012
services_biomass_used_in appliances,0,Assumed to be the same as NL 2012
services_savings_lighting_motion_detection,0,Assumed to be the same as NL 2012
services_savings_lighting_daylight_control,0,Assumed to be the same as NL 2012
