Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Bio-residues
2.02500000000000E+03,0.00000000000000E+00,8.45078874100000E+05,9.48549002300000E+05,0.00000000000000E+00,0.00000000000000E+00,7.82969961700000E+04
2.02600000000000E+03,0.00000000000000E+00,8.45078874100000E+05,9.20201560800000E+05,0.00000000000000E+00,0.00000000000000E+00,7.92647118500000E+04
2.02700000000000E+03,0.00000000000000E+00,8.39894341100000E+05,8.91854119400000E+05,0.00000000000000E+00,0.00000000000000E+00,8.01444533800000E+04
2.02800000000000E+03,0.00000000000000E+00,8.39894341100000E+05,8.63506677900000E+05,0.00000000000000E+00,0.00000000000000E+00,8.11121690700000E+04
2.02900000000000E+03,0.00000000000000E+00,8.39894341100000E+05,8.35159236500000E+05,0.00000000000000E+00,0.00000000000000E+00,8.19919106000000E+04
2.03000000000000E+03,0.00000000000000E+00,8.34709808200000E+05,8.06811795000000E+05,0.00000000000000E+00,0.00000000000000E+00,8.29596262800000E+04
2.03100000000000E+03,0.00000000000000E+00,8.34709808200000E+05,6.45449436000000E+05,0.00000000000000E+00,0.00000000000000E+00,8.39273419600000E+04
2.03200000000000E+03,0.00000000000000E+00,8.29525275200000E+05,4.84087077000000E+05,0.00000000000000E+00,0.00000000000000E+00,8.48070834900000E+04
2.03300000000000E+03,0.00000000000000E+00,8.29525275200000E+05,3.22724718000000E+05,0.00000000000000E+00,0.00000000000000E+00,8.57747991800000E+04
2.03400000000000E+03,0.00000000000000E+00,8.24340742200000E+05,1.61362359000000E+05,0.00000000000000E+00,0.00000000000000E+00,8.66545407100000E+04
2.03500000000000E+03,0.00000000000000E+00,8.24340742200000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,8.76222563900000E+04
2.03600000000000E+03,0.00000000000000E+00,8.24340742200000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,8.88538945300000E+04
2.03700000000000E+03,0.00000000000000E+00,8.19156209300000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,8.97336360600000E+04
2.03800000000000E+03,0.00000000000000E+00,8.19156209300000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.06133775900000E+04
2.03900000000000E+03,0.00000000000000E+00,8.13971676300000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.14931191200000E+04
2.04000000000000E+03,0.00000000000000E+00,8.13971676300000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.23728606500000E+04
2.04100000000000E+03,0.00000000000000E+00,8.13971676300000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.32526021800000E+04
2.04200000000000E+03,0.00000000000000E+00,8.08787143300000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.41323437100000E+04
2.04300000000000E+03,0.00000000000000E+00,8.08787143300000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.50120852400000E+04
2.04400000000000E+03,0.00000000000000E+00,8.03602610400000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.58918267700000E+04
2.04500000000000E+03,0.00000000000000E+00,8.03602610400000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.67715683000000E+04
2.04600000000000E+03,0.00000000000000E+00,8.03602610400000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.76513098300000E+04
2.04700000000000E+03,0.00000000000000E+00,7.98418077400000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.85310513600000E+04
2.04800000000000E+03,0.00000000000000E+00,7.98418077400000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.94107928900000E+04
2.04900000000000E+03,0.00000000000000E+00,7.93233544400000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.00290534400000E+05
2.05000000000000E+03,0.00000000000000E+00,7.93233544400000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.02050017500000E+05
