# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   FH,    T
# 
  260,19870227,   15,   46,   97
  260,19870227,   16,   36,   95
  260,19870227,   17,   36,   96
  260,19870227,   18,   41,   90
  260,19870227,   19,   31,   86
  260,19870227,   20,   36,   80
  260,19870227,   21,   31,   74
  260,19870227,   22,   31,   68
  260,19870227,   23,   26,   65
  260,19870227,   24,   21,   64
  260,19870228,    1,   21,   67
  260,19870228,    2,   26,   71
  260,19870228,    3,   31,   73
  260,19870228,    4,   36,   69
  260,19870228,    5,   31,   71
  260,19870228,    6,   31,   73
  260,19870228,    7,   26,   75
  260,19870228,    8,   26,   73
  260,19870228,    9,   26,   76
  260,19870228,   10,   26,   80
  260,19870228,   11,   21,   86
  260,19870228,   12,   26,   88
  260,19870228,   13,   21,   96
  260,19870228,   14,   26,   94
  260,19870228,   15,   26,   96
  260,19870228,   16,   26,   87
  260,19870228,   17,   21,   85
  260,19870228,   18,   21,   85
  260,19870228,   19,   26,   80
  260,19870228,   20,   15,   78
  260,19870228,   21,   10,   77
  260,19870228,   22,   10,   78
  260,19870228,   23,   21,   77
  260,19870228,   24,   21,   76
  260,19870301,    1,   15,   73
  260,19870301,    2,   10,   70
  260,19870301,    3,   15,   67
  260,19870301,    4,   15,   66
  260,19870301,    5,   10,   61
  260,19870301,    6,   10,   60
  260,19870301,    7,   10,   60
  260,19870301,    8,   15,   60
  260,19870301,    9,   10,   62
  260,19870301,   10,   15,   67
  260,19870301,   11,   21,   70
  260,19870301,   12,   21,   74
  260,19870301,   13,   21,   81
  260,19870301,   14,   26,   87
  260,19870301,   15,   21,   89
  260,19870301,   16,   26,   88
  260,19870301,   17,   26,   86
  260,19870301,   18,   26,   85
  260,19870301,   19,   31,   86
  260,19870301,   20,   41,   88
  260,19870301,   21,   46,   90
  260,19870301,   22,   46,   92
  260,19870301,   23,   46,   90
  260,19870301,   24,   41,   89
  260,19870302,    1,   31,   88
  260,19870302,    2,   31,   90
  260,19870302,    3,   26,   90
  260,19870302,    4,   31,   96
  260,19870302,    5,   36,  100
  260,19870302,    6,   36,   96
  260,19870302,    7,   36,   94
  260,19870302,    8,   41,   92
  260,19870302,    9,   51,   88
  260,19870302,   10,   51,   85
  260,19870302,   11,   51,   82
  260,19870302,   12,   62,   68
  260,19870302,   13,   72,   58
  260,19870302,   14,   62,   54
  260,19870302,   15,   62,   52
  260,19870302,   16,   41,   53
  260,19870302,   17,   46,   13
  260,19870302,   18,   57,   -3
  260,19870302,   19,   72,  -19
  260,19870302,   20,   72,  -29
  260,19870302,   21,   77,  -35
  260,19870302,   22,   82,  -42
  260,19870302,   23,   87,  -49
  260,19870302,   24,   87,  -53
  260,19870303,    1,   82,  -56
  260,19870303,    2,   77,  -61
  260,19870303,    3,   72,  -63
  260,19870303,    4,   62,  -62
  260,19870303,    5,   72,  -60
  260,19870303,    6,   72,  -61
  260,19870303,    7,   62,  -61
  260,19870303,    8,   57,  -54
  260,19870303,    9,   67,  -51
  260,19870303,   10,   67,  -42
  260,19870303,   11,   57,  -34
  260,19870303,   12,   51,  -29
  260,19870303,   13,   57,  -26
  260,19870303,   14,   51,  -25
  260,19870303,   15,   41,  -24
  260,19870303,   16,   41,  -28
  260,19870303,   17,   36,  -34
  260,19870303,   18,   26,  -40
  260,19870303,   19,   26,  -47
  260,19870303,   20,   21,  -55
  260,19870303,   21,   21,  -63
  260,19870303,   22,   15,  -71
  260,19870303,   23,   10,  -75
  260,19870303,   24,   15,  -78
  260,19870304,    1,   15,  -79
  260,19870304,    2,   15,  -79
  260,19870304,    3,   15,  -83
  260,19870304,    4,   15,  -77
  260,19870304,    5,   15,  -74
  260,19870304,    6,   21,  -69
  260,19870304,    7,   26,  -65
  260,19870304,    8,   31,  -59
  260,19870304,    9,   36,  -54
  260,19870304,   10,   36,  -47
  260,19870304,   11,   36,  -41
  260,19870304,   12,   41,  -31
  260,19870304,   13,   36,  -28
  260,19870304,   14,   36,  -25
  260,19870304,   15,   31,  -24
  260,19870304,   16,   26,  -24
  260,19870304,   17,   21,  -25
  260,19870304,   18,   15,  -25
  260,19870304,   19,   15,  -28
  260,19870304,   20,   10,  -36
  260,19870304,   21,   10,  -42
  260,19870304,   22,    5,  -55
  260,19870304,   23,    5,  -63
  260,19870304,   24,    5,  -73
  260,19870305,    1,    5,  -75
  260,19870305,    2,    5,  -75
  260,19870305,    3,   10,  -72
  260,19870305,    4,   10,  -72
  260,19870305,    5,    5,  -82
  260,19870305,    6,    5,  -90
  260,19870305,    7,    5,  -83
  260,19870305,    8,    5,  -61
  260,19870305,    9,   21,  -28
  260,19870305,   10,   26,  -14
  260,19870305,   11,   26,   -1
  260,19870305,   12,   26,    4
  260,19870305,   13,   26,   14
  260,19870305,   14,   26,   17
  260,19870305,   15,   26,   21
  260,19870305,   16,   26,   16
  260,19870305,   17,   21,    9
  260,19870305,   18,   10,   -7
  260,19870305,   19,   10,  -14
  260,19870305,   20,   15,  -22
  260,19870305,   21,   21,  -19
  260,19870305,   22,   21,  -22
  260,19870305,   23,   21,  -24
  260,19870305,   24,   21,  -29
  260,19870306,    1,   21,  -34
  260,19870306,    2,   21,  -38
  260,19870306,    3,   21,  -40
  260,19870306,    4,   21,  -42
  260,19870306,    5,   15,  -49
  260,19870306,    6,   21,  -46
  260,19870306,    7,   15,  -43
  260,19870306,    8,   21,  -29
  260,19870306,    9,   26,  -13
  260,19870306,   10,   31,    3
  260,19870306,   11,   21,   18
  260,19870306,   12,   26,   23
  260,19870306,   13,   31,   29
  260,19870306,   14,   31,   33
  260,19870306,   15,   26,   31
  260,19870306,   16,   26,   24
  260,19870306,   17,   36,   14
  260,19870306,   18,   36,    1
  260,19870306,   19,   36,   -5
  260,19870306,   20,   41,   -9
  260,19870306,   21,   36,  -18
  260,19870306,   22,   36,  -23
  260,19870306,   23,   36,  -29
  260,19870306,   24,   41,  -33
  260,19870307,    1,   51,  -36
  260,19870307,    2,   51,  -36
  260,19870307,    3,   51,  -40
  260,19870307,    4,   41,  -45
  260,19870307,    5,   41,  -49
  260,19870307,    6,   57,  -52
  260,19870307,    7,   46,  -52
  260,19870307,    8,   46,  -44
  260,19870307,    9,   51,  -36
  260,19870307,   10,   51,  -21
  260,19870307,   11,   57,  -13
  260,19870307,   12,   62,   -4
  260,19870307,   13,   67,    0
  260,19870307,   14,   67,    0
  260,19870307,   15,   72,    4
  260,19870307,   16,   72,    0
  260,19870307,   17,   62,   -5
  260,19870307,   18,   62,  -12
  260,19870307,   19,   62,  -17
  260,19870307,   20,   67,  -23
  260,19870307,   21,   62,  -27
  260,19870307,   22,   62,  -30
  260,19870307,   23,   51,  -35
  260,19870307,   24,   57,  -36
  260,19870308,    1,   46,  -34
  260,19870308,    2,   41,  -36
  260,19870308,    3,   46,  -38
  260,19870308,    4,   51,  -40
  260,19870308,    5,   57,  -42
  260,19870308,    6,   57,  -45
  260,19870308,    7,   46,  -49
  260,19870308,    8,   46,  -45
  260,19870308,    9,   46,  -35
  260,19870308,   10,   57,   -9
  260,19870308,   11,   57,    4
  260,19870308,   12,   62,   14
  260,19870308,   13,   57,   15
  260,19870308,   14,   62,   19
  260,19870308,   15,   62,   15
  260,19870308,   16,   51,   11
  260,19870308,   17,   57,    4
  260,19870308,   18,   36,   -4
  260,19870308,   19,   41,   -9
  260,19870308,   20,   46,  -14
  260,19870308,   21,   46,  -17
  260,19870308,   22,   51,  -19
  260,19870308,   23,   51,  -23
  260,19870308,   24,   51,  -27
  260,19870309,    1,   51,  -32
  260,19870309,    2,   51,  -37
  260,19870309,    3,   51,  -40
  260,19870309,    4,   57,  -42
  260,19870309,    5,   62,  -44
  260,19870309,    6,   62,  -43
  260,19870309,    7,   62,  -41
  260,19870309,    8,   57,  -32
  260,19870309,    9,   62,  -18
  260,19870309,   10,   67,   -2
  260,19870309,   11,   67,    8
  260,19870309,   12,   67,   23
  260,19870309,   13,   67,   24
  260,19870309,   14,   67,   32
  260,19870309,   15,   67,   29
  260,19870309,   16,   72,   27
  260,19870309,   17,   72,   16
  260,19870309,   18,   57,   10
  260,19870309,   19,   46,    2
  260,19870309,   20,   51,   -5
  260,19870309,   21,   51,   -9
  260,19870309,   22,   62,  -12
  260,19870309,   23,   51,  -14
  260,19870309,   24,   51,  -15
  260,19870310,    1,   57,  -18
  260,19870310,    2,   41,  -22
  260,19870310,    3,   41,  -26
  260,19870310,    4,   41,  -30
  260,19870310,    5,   46,  -34
  260,19870310,    6,   46,  -38
  260,19870310,    7,   41,  -35
  260,19870310,    8,   46,  -22
  260,19870310,    9,   41,   -9
  260,19870310,   10,   46,   14
  260,19870310,   11,   41,   30
  260,19870310,   12,   46,   56
  260,19870310,   13,   46,   60
  260,19870310,   14,   51,   61
  260,19870310,   15,   51,   63
  260,19870310,   16,   51,   54
  260,19870310,   17,   46,   38
  260,19870310,   18,   41,   20
  260,19870310,   19,   51,    7
  260,19870310,   20,   51,    0
  260,19870310,   21,   51,   -5
  260,19870310,   22,   57,   -7
  260,19870310,   23,   51,  -11
  260,19870310,   24,   46,  -16
  260,19870311,    1,   41,  -20
  260,19870311,    2,   31,  -27
  260,19870311,    3,   31,  -29
  260,19870311,    4,   36,  -33
  260,19870311,    5,   26,  -39
  260,19870311,    6,   26,  -45
  260,19870311,    7,   31,  -40
  260,19870311,    8,   41,  -25
  260,19870311,    9,   46,   -8
  260,19870311,   10,   46,    8
  260,19870311,   11,   51,   28
  260,19870311,   12,   51,   46
  260,19870311,   13,   51,   53
  260,19870311,   14,   51,   58
  260,19870311,   15,   51,   61
  260,19870311,   16,   51,   55
  260,19870311,   17,   46,   40
  260,19870311,   18,   36,   20
  260,19870311,   19,   41,    8
  260,19870311,   20,   46,   -1
  260,19870311,   21,   46,   -8
  260,19870311,   22,   31,  -14
  260,19870311,   23,   31,  -20
  260,19870311,   24,   26,  -22
  260,19870312,    1,   21,  -30
  260,19870312,    2,   21,  -31
  260,19870312,    3,   26,  -31
  260,19870312,    4,   21,  -44
  260,19870312,    5,   15,  -48
  260,19870312,    6,   15,  -55
  260,19870312,    7,   15,  -50
  260,19870312,    8,   21,  -32
  260,19870312,    9,   21,   -4
  260,19870312,   10,   36,   10
  260,19870312,   11,   36,   22
  260,19870312,   12,   31,   29
  260,19870312,   13,   31,   39
  260,19870312,   14,   31,   44
  260,19870312,   15,   31,   47
  260,19870312,   16,   31,   46
  260,19870312,   17,   26,   35
  260,19870312,   18,   15,   18
  260,19870312,   19,   15,    4
  260,19870312,   20,   15,   -9
  260,19870312,   21,   10,  -15
  260,19870312,   22,   10,  -19
  260,19870312,   23,   10,  -28
  260,19870312,   24,   10,  -36
  260,19870313,    1,   10,  -45
  260,19870313,    2,    5,  -49
  260,19870313,    3,    5,  -56
  260,19870313,    4,    5,  -66
  260,19870313,    5,    5,  -75
  260,19870313,    6,    5,  -75
  260,19870313,    7,    5,  -64
  260,19870313,    8,    5,  -47
  260,19870313,    9,   10,  -24
  260,19870313,   10,   21,   -5
  260,19870313,   11,   21,    5
  260,19870313,   12,   21,   22
  260,19870313,   13,   31,   30
  260,19870313,   14,   36,   37
  260,19870313,   15,   31,   38
  260,19870313,   16,   26,   33
  260,19870313,   17,   41,   27
  260,19870313,   18,   26,   15
  260,19870313,   19,   31,   -2
  260,19870313,   20,   31,   -9
  260,19870313,   21,   31,  -14
  260,19870313,   22,   26,  -19
  260,19870313,   23,   36,  -24
  260,19870313,   24,   31,  -29
  260,19870314,    1,   31,  -33
  260,19870314,    2,   21,  -43
  260,19870314,    3,   15,  -42
  260,19870314,    4,   15,  -49
  260,19870314,    5,   26,  -49
  260,19870314,    6,   21,  -54
  260,19870314,    7,   10,  -53
  260,19870314,    8,   15,  -33
  260,19870314,    9,   36,   -4
  260,19870314,   10,   26,   11
  260,19870314,   11,   21,   26
  260,19870314,   12,   26,   38
  260,19870314,   13,   21,   58
  260,19870314,   14,   15,   56
  260,19870314,   15,   10,   60
  260,19870314,   16,   21,   50
  260,19870314,   17,   15,   38
  260,19870314,   18,   15,   19
  260,19870314,   19,   15,   -9
  260,19870314,   20,    5,  -20
  260,19870314,   21,    5,  -31
  260,19870314,   22,    5,  -39
  260,19870314,   23,    0,  -46
  260,19870314,   24,    5,  -50
  260,19870315,    1,    5,  -53
  260,19870315,    2,    5,  -54
  260,19870315,    3,    5,  -56
  260,19870315,    4,   10,  -36
  260,19870315,    5,   15,  -21
  260,19870315,    6,   26,   -9
  260,19870315,    7,   31,   -1
  260,19870315,    8,   41,    7
  260,19870315,    9,   51,   16
  260,19870315,   10,   51,   31
  260,19870315,   11,   51,   41
  260,19870315,   12,   51,   45
  260,19870315,   13,   57,   39
  260,19870315,   14,   51,   45
  260,19870315,   15,   46,   44
  260,19870315,   16,   46,   48
  260,19870315,   17,   46,   42
  260,19870315,   18,   46,   32
  260,19870315,   19,   41,   26
  260,19870315,   20,   36,   22
  260,19870315,   21,   36,   21
  260,19870315,   22,   41,   24
  260,19870315,   23,   51,   19
  260,19870315,   24,   51,   15
  260,19870316,    1,   51,    3
  260,19870316,    2,   31,    7
  260,19870316,    3,   36,    4
  260,19870316,    4,   41,    6
  260,19870316,    5,   36,   -1
  260,19870316,    6,   31,   -4
  260,19870316,    7,   31,    7
  260,19870316,    8,   46,    2
  260,19870316,    9,   36,   25
  260,19870316,   10,   51,   21
  260,19870316,   11,   57,   29
  260,19870316,   12,   62,   26
  260,19870316,   13,   62,   37
  260,19870316,   14,   51,   28
  260,19870316,   15,   46,   38
  260,19870316,   16,   51,   32
  260,19870316,   17,   46,   21
  260,19870316,   18,   31,   11
  260,19870316,   19,   26,    6
  260,19870316,   20,   21,   14
  260,19870316,   21,   15,   13
  260,19870316,   22,   26,   16
  260,19870316,   23,   31,    8
  260,19870316,   24,   31,    7
  260,19870317,    1,   41,    5
  260,19870317,    2,   36,    3
  260,19870317,    3,   41,    4
  260,19870317,    4,   41,    8
  260,19870317,    5,   36,   15
  260,19870317,    6,   31,   25
  260,19870317,    7,   26,   36
  260,19870317,    8,   46,   42
  260,19870317,    9,   41,   46
  260,19870317,   10,   41,   50
  260,19870317,   11,   46,   53
  260,19870317,   12,   46,   53
  260,19870317,   13,   41,   55
  260,19870317,   14,   41,   58
  260,19870317,   15,   41,   57
  260,19870317,   16,   41,   62
  260,19870317,   17,   51,   57
  260,19870317,   18,   51,   58
  260,19870317,   19,   51,   57
  260,19870317,   20,   51,   60
  260,19870317,   21,   62,   63
  260,19870317,   22,   67,   63
  260,19870317,   23,   72,   63
  260,19870317,   24,   72,   64
  260,19870318,    1,   77,   67
  260,19870318,    2,   82,   68
  260,19870318,    3,   77,   68
  260,19870318,    4,   57,   49
  260,19870318,    5,   46,   39
  260,19870318,    6,   41,   28
  260,19870318,    7,   46,   26
  260,19870318,    8,   46,   27
  260,19870318,    9,   57,   48
  260,19870318,   10,   62,   54
  260,19870318,   11,   67,   48
  260,19870318,   12,   67,   52
  260,19870318,   13,   72,   45
  260,19870318,   14,   77,   44
  260,19870318,   15,   72,   38
  260,19870318,   16,   67,   43
  260,19870318,   17,   62,   30
  260,19870318,   18,   41,   24
  260,19870318,   19,   36,   22
  260,19870318,   20,   41,   15
  260,19870318,   21,   36,   12
  260,19870318,   22,   31,    8
  260,19870318,   23,   36,    5
  260,19870318,   24,   41,    3
  260,19870319,    1,   46,    5
  260,19870319,    2,   41,    8
  260,19870319,    3,   36,    1
  260,19870319,    4,   31,   -5
  260,19870319,    5,   26,   -4
  260,19870319,    6,   21,   -7
  260,19870319,    7,   21,   -8
  260,19870319,    8,   15,   -8
  260,19870319,    9,   10,   -3
  260,19870319,   10,   15,   -2
  260,19870319,   11,   15,    7
  260,19870319,   12,   21,   11
  260,19870319,   13,   21,   29
  260,19870319,   14,   21,   41
  260,19870319,   15,   41,   49
  260,19870319,   16,   41,   48
  260,19870319,   17,   46,   31
  260,19870319,   18,   31,   23
  260,19870319,   19,   31,   16
  260,19870319,   20,   31,   16
  260,19870319,   21,   26,   10
  260,19870319,   22,   26,    3
  260,19870319,   23,   21,    8
  260,19870319,   24,   10,   -4
  260,19870320,    1,   15,   -9
  260,19870320,    2,   15,   -8
  260,19870320,    3,   15,   -8
  260,19870320,    4,   21,   -3
  260,19870320,    5,   26,   -5
  260,19870320,    6,   31,    5
  260,19870320,    7,   31,    4
  260,19870320,    8,   36,   14
  260,19870320,    9,   36,   26
  260,19870320,   10,   51,   24
  260,19870320,   11,   46,   10
  260,19870320,   12,   62,   35
  260,19870320,   13,   62,   39
  260,19870320,   14,   62,   44
  260,19870320,   15,   57,   43
  260,19870320,   16,   57,   41
  260,19870320,   17,   57,   37
  260,19870320,   18,   36,   23
  260,19870320,   19,   21,   19
  260,19870320,   20,   26,    9
  260,19870320,   21,   31,   17
  260,19870320,   22,   31,   14
  260,19870320,   23,   31,   13
  260,19870320,   24,   31,    3
  260,19870321,    1,   26,    7
  260,19870321,    2,   31,    4
  260,19870321,    3,   31,    2
  260,19870321,    4,   31,   -1
  260,19870321,    5,   31,    0
  260,19870321,    6,   26,   -7
  260,19870321,    7,   26,    1
  260,19870321,    8,   26,    9
  260,19870321,    9,   31,   19
  260,19870321,   10,   41,   27
  260,19870321,   11,   46,   31
  260,19870321,   12,   57,   42
  260,19870321,   13,   57,   50
  260,19870321,   14,   51,   46
  260,19870321,   15,   51,   49
  260,19870321,   16,   46,   52
  260,19870321,   17,   46,   37
  260,19870321,   18,   41,   29
  260,19870321,   19,   26,   31
  260,19870321,   20,   31,   31
  260,19870321,   21,   31,   26
  260,19870321,   22,   21,   20
  260,19870321,   23,   10,   13
  260,19870321,   24,    5,   12
  260,19870322,    1,    5,   12
  260,19870322,    2,    5,   13
  260,19870322,    3,   10,    6
  260,19870322,    4,   10,    5
  260,19870322,    5,   26,   15
  260,19870322,    6,   21,   10
  260,19870322,    7,   15,   11
  260,19870322,    8,   10,   18
  260,19870322,    9,   15,   42
  260,19870322,   10,   31,   53
  260,19870322,   11,   36,   73
  260,19870322,   12,   46,   80
  260,19870322,   13,   51,   69
  260,19870322,   14,   57,   74
  260,19870322,   15,   62,   74
  260,19870322,   16,   57,   76
  260,19870322,   17,   41,   70
  260,19870322,   18,   36,   64
  260,19870322,   19,   41,   55
  260,19870322,   20,   36,   52
  260,19870322,   21,   36,   53
  260,19870322,   22,   36,   53
  260,19870322,   23,   36,   54
  260,19870322,   24,   46,   47
  260,19870323,    1,   51,   46
  260,19870323,    2,   51,   43
  260,19870323,    3,   41,   44
  260,19870323,    4,   41,   47
  260,19870323,    5,   36,   53
  260,19870323,    6,   31,   56
  260,19870323,    7,   26,   62
  260,19870323,    8,   26,   64
  260,19870323,    9,   21,   72
  260,19870323,   10,   26,   77
  260,19870323,   11,   31,   80
  260,19870323,   12,   31,   86
  260,19870323,   13,   41,   91
  260,19870323,   14,   36,   87
  260,19870323,   15,   46,   90
  260,19870323,   16,   51,   91
  260,19870323,   17,   51,   89
  260,19870323,   18,   31,   90
  260,19870323,   19,   41,   86
  260,19870323,   20,   36,   81
  260,19870323,   21,   31,   82
  260,19870323,   22,   26,   85
  260,19870323,   23,   41,   87
  260,19870323,   24,   26,   90
  260,19870324,    1,   31,   92
  260,19870324,    2,   31,   91
  260,19870324,    3,   21,   89
  260,19870324,    4,   26,   90
  260,19870324,    5,   31,   86
  260,19870324,    6,   26,   81
  260,19870324,    7,   26,   79
  260,19870324,    8,   21,   79
  260,19870324,    9,   26,   79
  260,19870324,   10,   21,   82
  260,19870324,   11,   26,   87
  260,19870324,   12,   21,  100
  260,19870324,   13,   31,  105
  260,19870324,   14,   36,  103
  260,19870324,   15,   31,  102
  260,19870324,   16,   21,  101
  260,19870324,   17,   26,   97
  260,19870324,   18,   10,   92
  260,19870324,   19,    5,   68
  260,19870324,   20,    5,   67
  260,19870324,   21,    5,   73
  260,19870324,   22,   10,   80
  260,19870324,   23,   21,   87
  260,19870324,   24,   21,   91
  260,19870325,    1,   26,   93
  260,19870325,    2,   21,   93
  260,19870325,    3,   21,   92
  260,19870325,    4,   26,   94
  260,19870325,    5,   26,   94
  260,19870325,    6,   26,   95
  260,19870325,    7,   26,   97
  260,19870325,    8,   31,  100
  260,19870325,    9,   36,  100
  260,19870325,   10,   36,  108
  260,19870325,   11,   36,  112
  260,19870325,   12,   41,  116
  260,19870325,   13,   41,  121
  260,19870325,   14,   41,  134
  260,19870325,   15,   41,  133
  260,19870325,   16,   46,  121
  260,19870325,   17,   41,  121
  260,19870325,   18,   41,  108
  260,19870325,   19,   46,   78
  260,19870325,   20,   36,   75
  260,19870325,   21,   31,   69
  260,19870325,   22,   31,   68
  260,19870325,   23,   31,   65
  260,19870325,   24,   31,   61
  260,19870326,    1,   31,   60
  260,19870326,    2,   31,   54
  260,19870326,    3,   31,   45
  260,19870326,    4,   31,   36
  260,19870326,    5,   21,   29
  260,19870326,    6,   21,   23
  260,19870326,    7,   26,   35
  260,19870326,    8,   31,   62
  260,19870326,    9,   46,   78
  260,19870326,   10,   57,   90
  260,19870326,   11,   72,  102
  260,19870326,   12,   82,   99
  260,19870326,   13,   77,  107
  260,19870326,   14,   82,  107
  260,19870326,   15,   77,  107
  260,19870326,   16,   72,  109
  260,19870326,   17,   72,  108
  260,19870326,   18,   67,  103
  260,19870326,   19,   67,   99
  260,19870326,   20,   51,   92
  260,19870326,   21,   36,   92
  260,19870326,   22,   41,   91
  260,19870326,   23,   51,   89
  260,19870326,   24,   51,   88
  260,19870327,    1,   51,   86
  260,19870327,    2,   51,   83
  260,19870327,    3,   51,   82
  260,19870327,    4,   62,   82
  260,19870327,    5,   62,   78
  260,19870327,    6,   72,   78
  260,19870327,    7,   77,   84
  260,19870327,    8,   82,   84
  260,19870327,    9,   87,   74
  260,19870327,   10,   93,   77
  260,19870327,   11,   87,   82
  260,19870327,   12,  103,   99
  260,19870327,   13,  108,  118
  260,19870327,   14,  113,  111
  260,19870327,   15,  113,  120
  260,19870327,   16,  134,  125
  260,19870327,   17,  113,  118
  260,19870327,   18,  129,  107
  260,19870327,   19,  123,   98
  260,19870327,   20,  123,   92
  260,19870327,   21,  134,   85
  260,19870327,   22,  123,   82
  260,19870327,   23,  123,   81
  260,19870327,   24,  113,   82
  260,19870328,    1,  108,   80
  260,19870328,    2,  113,   78
  260,19870328,    3,  108,   73
  260,19870328,    4,  108,   71
  260,19870328,    5,  113,   68
  260,19870328,    6,  103,   70
  260,19870328,    7,  108,   69
  260,19870328,    8,  108,   75
  260,19870328,    9,  108,   82
  260,19870328,   10,  113,   95
  260,19870328,   11,  113,   91
  260,19870328,   12,  113,   87
  260,19870328,   13,  103,   78
  260,19870328,   14,   98,   55
  260,19870328,   15,   77,   53
  260,19870328,   16,   67,   49
  260,19870328,   17,   57,   49
  260,19870328,   18,   62,   47
  260,19870328,   19,   51,   46
  260,19870328,   20,   41,   47
  260,19870328,   21,   41,   44
  260,19870328,   22,   36,   41
  260,19870328,   23,   31,   34
  260,19870328,   24,   26,   32
  260,19870329,    1,   31,   31
  260,19870329,    2,   31,   31
  260,19870329,    3,   31,   29
  260,19870329,    4,   31,   25
  260,19870329,    5,   31,   24
  260,19870329,    6,   31,   22
  260,19870329,    7,   36,   30
  260,19870329,    8,   36,   44
  260,19870329,    9,   41,   35
  260,19870329,   10,   41,   52
  260,19870329,   11,   62,   60
  260,19870329,   12,   62,   56
  260,19870329,   13,   62,   57
  260,19870329,   14,   62,   61
  260,19870329,   15,   72,   59
  260,19870329,   16,   72,   61
  260,19870329,   17,   67,   46
  260,19870329,   18,   57,   32
  260,19870329,   19,   36,   28
  260,19870329,   20,   31,   28
  260,19870329,   21,   26,   15
  260,19870329,   22,   21,    7
  260,19870329,   23,   15,   11
  260,19870329,   24,   15,   10
  260,19870330,    1,   21,   11
  260,19870330,    2,   21,    6
  260,19870330,    3,   21,   19
  260,19870330,    4,   21,   21
  260,19870330,    5,   21,   21
  260,19870330,    6,   31,   26
  260,19870330,    7,   31,   33
  260,19870330,    8,   36,   38
  260,19870330,    9,   31,   46
  260,19870330,   10,   31,   50
  260,19870330,   11,   41,   48
  260,19870330,   12,   36,   48
  260,19870330,   13,   36,   55
  260,19870330,   14,   21,   66
  260,19870330,   15,   15,   70
  260,19870330,   16,   10,   71
  260,19870330,   17,   21,   73
  260,19870330,   18,   10,   60
  260,19870330,   19,    5,   43
  260,19870330,   20,   15,   39
  260,19870330,   21,   15,   31
  260,19870330,   22,   10,   23
  260,19870330,   23,    5,   14
  260,19870330,   24,    5,    9
  260,19870331,    1,    5,    0
  260,19870331,    2,    5,    0
  260,19870331,    3,   10,   -8
  260,19870331,    4,    5,   -1
  260,19870331,    5,   10,   -1
  260,19870331,    6,   15,   -3
  260,19870331,    7,   15,    0
  260,19870331,    8,   26,    6
  260,19870331,    9,   31,   20
  260,19870331,   10,   26,   31
  260,19870331,   11,   26,   39
  260,19870331,   12,   31,   45
  260,19870331,   13,   31,   57
  260,19870331,   14,   36,   71
  260,19870331,   15,   36,   77
  260,19870331,   16,   26,   78
  260,19870331,   17,   21,   81
  260,19870331,   18,   15,   70
  260,19870331,   19,   15,   66
  260,19870331,   20,   15,   67
  260,19870331,   21,   15,   65
  260,19870331,   22,   15,   62
  260,19870331,   23,   21,   54
  260,19870331,   24,   21,   44
  260,19870401,    1,   21,   45
  260,19870401,    2,   21,   29
  260,19870401,    3,   10,   20
  260,19870401,    4,   15,   12
  260,19870401,    5,   15,   17
  260,19870401,    6,   26,   19
  260,19870401,    7,   26,   34
  260,19870401,    8,   31,   55
  260,19870401,    9,   36,   79
  260,19870401,   10,   46,   88
  260,19870401,   11,   51,   97
  260,19870401,   12,   46,  103
  260,19870401,   13,   36,  105
  260,19870401,   14,   41,  107
  260,19870401,   15,   36,  105
  260,19870401,   16,   31,  104
  260,19870401,   17,   31,   96
  260,19870401,   18,   26,   86
  260,19870401,   19,   26,   66
  260,19870401,   20,   21,   48
  260,19870401,   21,   15,   43
  260,19870401,   22,   15,   35
  260,19870401,   23,   15,   35
  260,19870401,   24,   21,   46
  260,19870402,    1,   26,   56
  260,19870402,    2,   26,   50
  260,19870402,    3,   36,   47
  260,19870402,    4,   36,   36
  260,19870402,    5,   36,   33
  260,19870402,    6,   36,   33
  260,19870402,    7,   41,   40
  260,19870402,    8,   46,   51
  260,19870402,    9,   51,   67
  260,19870402,   10,   46,   79
  260,19870402,   11,   46,   89
  260,19870402,   12,   51,   99
  260,19870402,   13,   51,   98
  260,19870402,   14,   46,  106
  260,19870402,   15,   51,  108
  260,19870402,   16,   51,  113
  260,19870402,   17,   51,  104
  260,19870402,   18,   26,   92
  260,19870402,   19,   21,   84
