utc_timestamp,cet_cest_timestamp,DK_wind_offshore_generation_actual,DK_wind_onshore_generation_actual
2012-12-31T23:00:00Z,2013-01-01T00:00:00+0100,719.3,2033.7
2013-01-01T00:00:00Z,2013-01-01T01:00:00+0100,637.6,1610.3
2013-01-01T01:00:00Z,2013-01-01T02:00:00+0100,596.8,1276.4
2013-01-01T02:00:00Z,2013-01-01T03:00:00+0100,591.6,1057.2
2013-01-01T03:00:00Z,2013-01-01T04:00:00+0100,547.2,881.8
2013-01-01T04:00:00Z,2013-01-01T05:00:00+0100,541,721.7
2013-01-01T05:00:00Z,2013-01-01T06:00:00+0100,541,624.2
2013-01-01T06:00:00Z,2013-01-01T07:00:00+0100,521.1,543.2
2013-01-01T07:00:00Z,2013-01-01T08:00:00+0100,594.9,527.1
2013-01-01T08:00:00Z,2013-01-01T09:00:00+0100,573,527.3
2013-01-01T09:00:00Z,2013-01-01T10:00:00+0100,607.4,523.6
2013-01-01T10:00:00Z,2013-01-01T11:00:00+0100,593.7,476.6
2013-01-01T11:00:00Z,2013-01-01T12:00:00+0100,466.8,480.2
2013-01-01T12:00:00Z,2013-01-01T13:00:00+0100,296,508.1
2013-01-01T13:00:00Z,2013-01-01T14:00:00+0100,343.1,534.4
2013-01-01T14:00:00Z,2013-01-01T15:00:00+0100,459.5,617.6
2013-01-01T15:00:00Z,2013-01-01T16:00:00+0100,457.4,648.3
2013-01-01T16:00:00Z,2013-01-01T17:00:00+0100,484.2,659.6
2013-01-01T17:00:00Z,2013-01-01T18:00:00+0100,533.5,702.3
2013-01-01T18:00:00Z,2013-01-01T19:00:00+0100,603.8,743.7
2013-01-01T19:00:00Z,2013-01-01T20:00:00+0100,630.7,802.6
2013-01-01T20:00:00Z,2013-01-01T21:00:00+0100,653.2,818.1
2013-01-01T21:00:00Z,2013-01-01T22:00:00+0100,569.2,762.2
2013-01-01T22:00:00Z,2013-01-01T23:00:00+0100,639.5,729.8
2013-01-01T23:00:00Z,2013-01-02T00:00:00+0100,656.8,670.1
2013-01-02T00:00:00Z,2013-01-02T01:00:00+0100,678,687.6
2013-01-02T01:00:00Z,2013-01-02T02:00:00+0100,687.8,713.1
2013-01-02T02:00:00Z,2013-01-02T03:00:00+0100,670.6,691.7
2013-01-02T03:00:00Z,2013-01-02T04:00:00+0100,657.3,617.5
2013-01-02T04:00:00Z,2013-01-02T05:00:00+0100,604.7,686.2
2013-01-02T05:00:00Z,2013-01-02T06:00:00+0100,605.1,794
2013-01-02T06:00:00Z,2013-01-02T07:00:00+0100,584.4,761.3
2013-01-02T07:00:00Z,2013-01-02T08:00:00+0100,520.5,723.2
2013-01-02T08:00:00Z,2013-01-02T09:00:00+0100,480.6,814.5
2013-01-02T09:00:00Z,2013-01-02T10:00:00+0100,552.5,845.9
2013-01-02T10:00:00Z,2013-01-02T11:00:00+0100,630,960.7
2013-01-02T11:00:00Z,2013-01-02T12:00:00+0100,678.6,1071.1
2013-01-02T12:00:00Z,2013-01-02T13:00:00+0100,702.7,1191.1
2013-01-02T13:00:00Z,2013-01-02T14:00:00+0100,712.2,1226.6
2013-01-02T14:00:00Z,2013-01-02T15:00:00+0100,698.1,1222.5
2013-01-02T15:00:00Z,2013-01-02T16:00:00+0100,737.9,1196.1
2013-01-02T16:00:00Z,2013-01-02T17:00:00+0100,689.4,1212
2013-01-02T17:00:00Z,2013-01-02T18:00:00+0100,733,1176.2
2013-01-02T18:00:00Z,2013-01-02T19:00:00+0100,762.6,1128.7
2013-01-02T19:00:00Z,2013-01-02T20:00:00+0100,698.5,1172.6
2013-01-02T20:00:00Z,2013-01-02T21:00:00+0100,673.6,1153.6
2013-01-02T21:00:00Z,2013-01-02T22:00:00+0100,701.9,1169.3
2013-01-02T22:00:00Z,2013-01-02T23:00:00+0100,718.6,1268
2013-01-02T23:00:00Z,2013-01-03T00:00:00+0100,737.6,1500.6
2013-01-03T00:00:00Z,2013-01-03T01:00:00+0100,769.2,1662.9
2013-01-03T01:00:00Z,2013-01-03T02:00:00+0100,822.1,1815.1
2013-01-03T02:00:00Z,2013-01-03T03:00:00+0100,855.3,1998.9
2013-01-03T03:00:00Z,2013-01-03T04:00:00+0100,861.2,2091.7
2013-01-03T04:00:00Z,2013-01-03T05:00:00+0100,860.4,2132
2013-01-03T05:00:00Z,2013-01-03T06:00:00+0100,862.1,2132.4
