utc_timestamp,cet_cest_timestamp,FR_solar_generation_actual
2012-03-24T11:00:00Z,2012-03-24T12:00:00+0100,1914
2012-03-24T12:00:00Z,2012-03-24T13:00:00+0100,1944
2012-03-24T13:00:00Z,2012-03-24T14:00:00+0100,1838
2012-03-24T14:00:00Z,2012-03-24T15:00:00+0100,1598
2012-03-24T15:00:00Z,2012-03-24T16:00:00+0100,1216
2012-03-24T16:00:00Z,2012-03-24T17:00:00+0100,718
2012-03-24T17:00:00Z,2012-03-24T18:00:00+0100,230
2012-03-24T18:00:00Z,2012-03-24T19:00:00+0100,14
2012-03-24T19:00:00Z,2012-03-24T20:00:00+0100,1
2012-03-24T20:00:00Z,2012-03-24T21:00:00+0100,0
2012-03-24T21:00:00Z,2012-03-24T22:00:00+0100,0
2012-03-24T22:00:00Z,2012-03-24T23:00:00+0100,0
2012-03-24T23:00:00Z,2012-03-25T00:00:00+0100,0
2012-03-25T00:00:00Z,2012-03-25T01:00:00+0100,0
2012-03-25T01:00:00Z,2012-03-25T03:00:00+0200,0
2012-03-25T02:00:00Z,2012-03-25T04:00:00+0200,0
2012-03-25T03:00:00Z,2012-03-25T05:00:00+0200,0
2012-03-25T04:00:00Z,2012-03-25T06:00:00+0200,0
2012-03-25T05:00:00Z,2012-03-25T07:00:00+0200,0
2012-03-25T06:00:00Z,2012-03-25T08:00:00+0200,66
2012-03-25T07:00:00Z,2012-03-25T09:00:00+0200,448
2012-03-25T08:00:00Z,2012-03-25T10:00:00+0200,978
2012-03-25T09:00:00Z,2012-03-25T11:00:00+0200,1420
2012-03-25T10:00:00Z,2012-03-25T12:00:00+0200,1724
2012-03-25T11:00:00Z,2012-03-25T13:00:00+0200,1862
2012-03-25T12:00:00Z,2012-03-25T14:00:00+0200,1894
2012-03-25T13:00:00Z,2012-03-25T15:00:00+0200,1809
2012-03-25T14:00:00Z,2012-03-25T16:00:00+0200,1526
2012-03-25T15:00:00Z,2012-03-25T17:00:00+0200,1129
2012-03-25T16:00:00Z,2012-03-25T18:00:00+0200,656
2012-03-25T17:00:00Z,2012-03-25T19:00:00+0200,215
2012-03-25T18:00:00Z,2012-03-25T20:00:00+0200,12
2012-03-25T19:00:00Z,2012-03-25T21:00:00+0200,0
2012-03-25T20:00:00Z,2012-03-25T22:00:00+0200,0
2012-03-25T21:00:00Z,2012-03-25T23:00:00+0200,0
2012-03-25T22:00:00Z,2012-03-26T00:00:00+0200,0
2012-03-25T23:00:00Z,2012-03-26T01:00:00+0200,0
2012-03-26T00:00:00Z,2012-03-26T02:00:00+0200,0
2012-03-26T01:00:00Z,2012-03-26T03:00:00+0200,0
2012-03-26T02:00:00Z,2012-03-26T04:00:00+0200,0
2012-03-26T03:00:00Z,2012-03-26T05:00:00+0200,0
2012-03-26T04:00:00Z,2012-03-26T06:00:00+0200,0
2012-03-26T05:00:00Z,2012-03-26T07:00:00+0200,0
2012-03-26T06:00:00Z,2012-03-26T08:00:00+0200,70
2012-03-26T07:00:00Z,2012-03-26T09:00:00+0200,451
2012-03-26T08:00:00Z,2012-03-26T10:00:00+0200,998
2012-03-26T09:00:00Z,2012-03-26T11:00:00+0200,1464
2012-03-26T10:00:00Z,2012-03-26T12:00:00+0200,1782
2012-03-26T11:00:00Z,2012-03-26T13:00:00+0200,1945
2012-03-26T12:00:00Z,2012-03-26T14:00:00+0200,1959
2012-03-26T13:00:00Z,2012-03-26T15:00:00+0200,1845
2012-03-26T14:00:00Z,2012-03-26T16:00:00+0200,1604
2012-03-26T15:00:00Z,2012-03-26T17:00:00+0200,1230
2012-03-26T16:00:00Z,2012-03-26T18:00:00+0200,734
2012-03-26T17:00:00Z,2012-03-26T19:00:00+0200,244
2012-03-26T18:00:00Z,2012-03-26T20:00:00+0200,14
2012-03-26T19:00:00Z,2012-03-26T21:00:00+0200,0
2012-03-26T20:00:00Z,2012-03-26T22:00:00+0200,0
2012-03-26T21:00:00Z,2012-03-26T23:00:00+0200,0
2012-03-26T22:00:00Z,2012-03-27T00:00:00+0200,0
2012-03-26T23:00:00Z,2012-03-27T01:00:00+0200,0
2012-03-27T00:00:00Z,2012-03-27T02:00:00+0200,0
2012-03-27T01:00:00Z,2012-03-27T03:00:00+0200,0
2012-03-27T02:00:00Z,2012-03-27T04:00:00+0200,0
2012-03-27T03:00:00Z,2012-03-27T05:00:00+0200,0
2012-03-27T04:00:00Z,2012-03-27T06:00:00+0200,0
2012-03-27T05:00:00Z,2012-03-27T07:00:00+0200,0
2012-03-27T06:00:00Z,2012-03-27T08:00:00+0200,80
2012-03-27T07:00:00Z,2012-03-27T09:00:00+0200,481
2012-03-27T08:00:00Z,2012-03-27T10:00:00+0200,1018
2012-03-27T09:00:00Z,2012-03-27T11:00:00+0200,1464
2012-03-27T10:00:00Z,2012-03-27T12:00:00+0200,1758
2012-03-27T11:00:00Z,2012-03-27T13:00:00+0200,1914
2012-03-27T12:00:00Z,2012-03-27T14:00:00+0200,1944
2012-03-27T13:00:00Z,2012-03-27T15:00:00+0200,1852
2012-03-27T14:00:00Z,2012-03-27T16:00:00+0200,1620
2012-03-27T15:00:00Z,2012-03-27T17:00:00+0200,1232
2012-03-27T16:00:00Z,2012-03-27T18:00:00+0200,743
2012-03-27T17:00:00Z,2012-03-27T19:00:00+0200,256
2012-03-27T18:00:00Z,2012-03-27T20:00:00+0200,16
2012-03-27T19:00:00Z,2012-03-27T21:00:00+0200,0
2012-03-27T20:00:00Z,2012-03-27T22:00:00+0200,0
2012-03-27T21:00:00Z,2012-03-27T23:00:00+0200,0
2012-03-27T22:00:00Z,2012-03-28T00:00:00+0200,0
2012-03-27T23:00:00Z,2012-03-28T01:00:00+0200,0
2012-03-28T00:00:00Z,2012-03-28T02:00:00+0200,0
2012-03-28T01:00:00Z,2012-03-28T03:00:00+0200,0
2012-03-28T02:00:00Z,2012-03-28T04:00:00+0200,0
2012-03-28T03:00:00Z,2012-03-28T05:00:00+0200,0
2012-03-28T04:00:00Z,2012-03-28T06:00:00+0200,0
2012-03-28T05:00:00Z,2012-03-28T07:00:00+0200,0
2012-03-28T06:00:00Z,2012-03-28T08:00:00+0200,88
2012-03-28T07:00:00Z,2012-03-28T09:00:00+0200,504
2012-03-28T08:00:00Z,2012-03-28T10:00:00+0200,1034
2012-03-28T09:00:00Z,2012-03-28T11:00:00+0200,1471
2012-03-28T10:00:00Z,2012-03-28T12:00:00+0200,1766
2012-03-28T11:00:00Z,2012-03-28T13:00:00+0200,1922
2012-03-28T12:00:00Z,2012-03-28T14:00:00+0200,1919
2012-03-28T13:00:00Z,2012-03-28T15:00:00+0200,1840
2012-03-28T14:00:00Z,2012-03-28T16:00:00+0200,1593
2012-03-28T15:00:00Z,2012-03-28T17:00:00+0200,1254
2012-03-28T16:00:00Z,2012-03-28T18:00:00+0200,746
2012-03-28T17:00:00Z,2012-03-28T19:00:00+0200,258
2012-03-28T18:00:00Z,2012-03-28T20:00:00+0200,17
2012-03-28T19:00:00Z,2012-03-28T21:00:00+0200,0
2012-03-28T20:00:00Z,2012-03-28T22:00:00+0200,0
2012-03-28T21:00:00Z,2012-03-28T23:00:00+0200,0
2012-03-28T22:00:00Z,2012-03-29T00:00:00+0200,0
2012-03-28T23:00:00Z,2012-03-29T01:00:00+0200,0
2012-03-29T00:00:00Z,2012-03-29T02:00:00+0200,0
2012-03-29T01:00:00Z,2012-03-29T03:00:00+0200,0
2012-03-29T02:00:00Z,2012-03-29T04:00:00+0200,0
2012-03-29T03:00:00Z,2012-03-29T05:00:00+0200,0
2012-03-29T04:00:00Z,2012-03-29T06:00:00+0200,0
2012-03-29T05:00:00Z,2012-03-29T07:00:00+0200,1
2012-03-29T06:00:00Z,2012-03-29T08:00:00+0200,95
2012-03-29T07:00:00Z,2012-03-29T09:00:00+0200,514
2012-03-29T08:00:00Z,2012-03-29T10:00:00+0200,1055
2012-03-29T09:00:00Z,2012-03-29T11:00:00+0200,1479
2012-03-29T10:00:00Z,2012-03-29T12:00:00+0200,1768
2012-03-29T11:00:00Z,2012-03-29T13:00:00+0200,1936
2012-03-29T12:00:00Z,2012-03-29T14:00:00+0200,1954
2012-03-29T13:00:00Z,2012-03-29T15:00:00+0200,1882
2012-03-29T14:00:00Z,2012-03-29T16:00:00+0200,1634
2012-03-29T15:00:00Z,2012-03-29T17:00:00+0200,1235
2012-03-29T16:00:00Z,2012-03-29T18:00:00+0200,752
2012-03-29T17:00:00Z,2012-03-29T19:00:00+0200,271
2012-03-29T18:00:00Z,2012-03-29T20:00:00+0200,21
2012-03-29T19:00:00Z,2012-03-29T21:00:00+0200,0
2012-03-29T20:00:00Z,2012-03-29T22:00:00+0200,0
2012-03-29T21:00:00Z,2012-03-29T23:00:00+0200,0
2012-03-29T22:00:00Z,2012-03-30T00:00:00+0200,0
2012-03-29T23:00:00Z,2012-03-30T01:00:00+0200,0
2012-03-30T00:00:00Z,2012-03-30T02:00:00+0200,0
2012-03-30T01:00:00Z,2012-03-30T03:00:00+0200,0
2012-03-30T02:00:00Z,2012-03-30T04:00:00+0200,0
2012-03-30T03:00:00Z,2012-03-30T05:00:00+0200,0
2012-03-30T04:00:00Z,2012-03-30T06:00:00+0200,0
2012-03-30T05:00:00Z,2012-03-30T07:00:00+0200,1
2012-03-30T06:00:00Z,2012-03-30T08:00:00+0200,95
2012-03-30T07:00:00Z,2012-03-30T09:00:00+0200,506
2012-03-30T08:00:00Z,2012-03-30T10:00:00+0200,1052
2012-03-30T09:00:00Z,2012-03-30T11:00:00+0200,1506
2012-03-30T10:00:00Z,2012-03-30T12:00:00+0200,1798
2012-03-30T11:00:00Z,2012-03-30T13:00:00+0200,1969
2012-03-30T12:00:00Z,2012-03-30T14:00:00+0200,2002
2012-03-30T13:00:00Z,2012-03-30T15:00:00+0200,1892
2012-03-30T14:00:00Z,2012-03-30T16:00:00+0200,1647
2012-03-30T15:00:00Z,2012-03-30T17:00:00+0200,1280
2012-03-30T16:00:00Z,2012-03-30T18:00:00+0200,788
2012-03-30T17:00:00Z,2012-03-30T19:00:00+0200,283
2012-03-30T18:00:00Z,2012-03-30T20:00:00+0200,21
2012-03-30T19:00:00Z,2012-03-30T21:00:00+0200,0
2012-03-30T20:00:00Z,2012-03-30T22:00:00+0200,0
2012-03-30T21:00:00Z,2012-03-30T23:00:00+0200,0
2012-03-30T22:00:00Z,2012-03-31T00:00:00+0200,0
2012-03-30T23:00:00Z,2012-03-31T01:00:00+0200,0
2012-03-31T00:00:00Z,2012-03-31T02:00:00+0200,0
2012-03-31T01:00:00Z,2012-03-31T03:00:00+0200,0
2012-03-31T02:00:00Z,2012-03-31T04:00:00+0200,0
2012-03-31T03:00:00Z,2012-03-31T05:00:00+0200,0
2012-03-31T04:00:00Z,2012-03-31T06:00:00+0200,0
2012-03-31T05:00:00Z,2012-03-31T07:00:00+0200,2
2012-03-31T06:00:00Z,2012-03-31T08:00:00+0200,95
2012-03-31T07:00:00Z,2012-03-31T09:00:00+0200,477
2012-03-31T08:00:00Z,2012-03-31T10:00:00+0200,960
2012-03-31T09:00:00Z,2012-03-31T11:00:00+0200,1365
2012-03-31T10:00:00Z,2012-03-31T12:00:00+0200,1658
2012-03-31T11:00:00Z,2012-03-31T13:00:00+0200,1802
2012-03-31T12:00:00Z,2012-03-31T14:00:00+0200,1828
2012-03-31T13:00:00Z,2012-03-31T15:00:00+0200,1748
2012-03-31T14:00:00Z,2012-03-31T16:00:00+0200,1527
2012-03-31T15:00:00Z,2012-03-31T17:00:00+0200,1178
2012-03-31T16:00:00Z,2012-03-31T18:00:00+0200,718
2012-03-31T17:00:00Z,2012-03-31T19:00:00+0200,253
2012-03-31T18:00:00Z,2012-03-31T20:00:00+0200,20
2012-03-31T19:00:00Z,2012-03-31T21:00:00+0200,0
2012-03-31T20:00:00Z,2012-03-31T22:00:00+0200,0
2012-03-31T21:00:00Z,2012-03-31T23:00:00+0200,0
2012-03-31T22:00:00Z,2012-04-01T00:00:00+0200,0
2012-03-31T23:00:00Z,2012-04-01T01:00:00+0200,0
2012-04-01T00:00:00Z,2012-04-01T02:00:00+0200,0
2012-04-01T01:00:00Z,2012-04-01T03:00:00+0200,0
2012-04-01T02:00:00Z,2012-04-01T04:00:00+0200,0
2012-04-01T03:00:00Z,2012-04-01T05:00:00+0200,0
2012-04-01T04:00:00Z,2012-04-01T06:00:00+0200,0
2012-04-01T05:00:00Z,2012-04-01T07:00:00+0200,2
2012-04-01T06:00:00Z,2012-04-01T08:00:00+0200,112
2012-04-01T07:00:00Z,2012-04-01T09:00:00+0200,518
2012-04-01T08:00:00Z,2012-04-01T10:00:00+0200,1047
2012-04-01T09:00:00Z,2012-04-01T11:00:00+0200,1508
2012-04-01T10:00:00Z,2012-04-01T12:00:00+0200,1836
2012-04-01T11:00:00Z,2012-04-01T13:00:00+0200,2051
2012-04-01T12:00:00Z,2012-04-01T14:00:00+0200,2102
2012-04-01T13:00:00Z,2012-04-01T15:00:00+0200,2008
2012-04-01T14:00:00Z,2012-04-01T16:00:00+0200,1770
2012-04-01T15:00:00Z,2012-04-01T17:00:00+0200,1378
2012-04-01T16:00:00Z,2012-04-01T18:00:00+0200,854
2012-04-01T17:00:00Z,2012-04-01T19:00:00+0200,310
2012-04-01T18:00:00Z,2012-04-01T20:00:00+0200,25
2012-04-01T19:00:00Z,2012-04-01T21:00:00+0200,0
2012-04-01T20:00:00Z,2012-04-01T22:00:00+0200,0
2012-04-01T21:00:00Z,2012-04-01T23:00:00+0200,0
2012-04-01T22:00:00Z,2012-04-02T00:00:00+0200,0
2012-04-01T23:00:00Z,2012-04-02T01:00:00+0200,0
2012-04-02T00:00:00Z,2012-04-02T02:00:00+0200,0
2012-04-02T01:00:00Z,2012-04-02T03:00:00+0200,0
2012-04-02T02:00:00Z,2012-04-02T04:00:00+0200,0
2012-04-02T03:00:00Z,2012-04-02T05:00:00+0200,0
2012-04-02T04:00:00Z,2012-04-02T06:00:00+0200,0
2012-04-02T05:00:00Z,2012-04-02T07:00:00+0200,2
2012-04-02T06:00:00Z,2012-04-02T08:00:00+0200,121
2012-04-02T07:00:00Z,2012-04-02T09:00:00+0200,506
2012-04-02T08:00:00Z,2012-04-02T10:00:00+0200,974
2012-04-02T09:00:00Z,2012-04-02T11:00:00+0200,1381
2012-04-02T10:00:00Z,2012-04-02T12:00:00+0200,1672
2012-04-02T11:00:00Z,2012-04-02T13:00:00+0200,1886
2012-04-02T12:00:00Z,2012-04-02T14:00:00+0200,1932
2012-04-02T13:00:00Z,2012-04-02T15:00:00+0200,1808
2012-04-02T14:00:00Z,2012-04-02T16:00:00+0200,1556
2012-04-02T15:00:00Z,2012-04-02T17:00:00+0200,1150
2012-04-02T16:00:00Z,2012-04-02T18:00:00+0200,716
2012-04-02T17:00:00Z,2012-04-02T19:00:00+0200,270
2012-04-02T18:00:00Z,2012-04-02T20:00:00+0200,24
2012-04-02T19:00:00Z,2012-04-02T21:00:00+0200,0
2012-04-02T20:00:00Z,2012-04-02T22:00:00+0200,0
2012-04-02T21:00:00Z,2012-04-02T23:00:00+0200,0
2012-04-02T22:00:00Z,2012-04-03T00:00:00+0200,0
2012-04-02T23:00:00Z,2012-04-03T01:00:00+0200,0
2012-04-03T00:00:00Z,2012-04-03T02:00:00+0200,0
2012-04-03T01:00:00Z,2012-04-03T03:00:00+0200,0
2012-04-03T02:00:00Z,2012-04-03T04:00:00+0200,0
2012-04-03T03:00:00Z,2012-04-03T05:00:00+0200,0
2012-04-03T04:00:00Z,2012-04-03T06:00:00+0200,0
2012-04-03T05:00:00Z,2012-04-03T07:00:00+0200,2
2012-04-03T06:00:00Z,2012-04-03T08:00:00+0200,94
2012-04-03T07:00:00Z,2012-04-03T09:00:00+0200,371
2012-04-03T08:00:00Z,2012-04-03T10:00:00+0200,702
2012-04-03T09:00:00Z,2012-04-03T11:00:00+0200,942
2012-04-03T10:00:00Z,2012-04-03T12:00:00+0200,1124
2012-04-03T11:00:00Z,2012-04-03T13:00:00+0200,1184
2012-04-03T12:00:00Z,2012-04-03T14:00:00+0200,1124
2012-04-03T13:00:00Z,2012-04-03T15:00:00+0200,986
2012-04-03T14:00:00Z,2012-04-03T16:00:00+0200,760
2012-04-03T15:00:00Z,2012-04-03T17:00:00+0200,544
2012-04-03T16:00:00Z,2012-04-03T18:00:00+0200,316
2012-04-03T17:00:00Z,2012-04-03T19:00:00+0200,128
2012-04-03T18:00:00Z,2012-04-03T20:00:00+0200,16
2012-04-03T19:00:00Z,2012-04-03T21:00:00+0200,0
2012-04-03T20:00:00Z,2012-04-03T22:00:00+0200,0
2012-04-03T21:00:00Z,2012-04-03T23:00:00+0200,0
2012-04-03T22:00:00Z,2012-04-04T00:00:00+0200,0
2012-04-03T23:00:00Z,2012-04-04T01:00:00+0200,0
2012-04-04T00:00:00Z,2012-04-04T02:00:00+0200,0
2012-04-04T01:00:00Z,2012-04-04T03:00:00+0200,0
2012-04-04T02:00:00Z,2012-04-04T04:00:00+0200,0
2012-04-04T03:00:00Z,2012-04-04T05:00:00+0200,0
2012-04-04T04:00:00Z,2012-04-04T06:00:00+0200,0
2012-04-04T05:00:00Z,2012-04-04T07:00:00+0200,0
2012-04-04T06:00:00Z,2012-04-04T08:00:00+0200,50
2012-04-04T07:00:00Z,2012-04-04T09:00:00+0200,244
2012-04-04T08:00:00Z,2012-04-04T10:00:00+0200,518
2012-04-04T09:00:00Z,2012-04-04T11:00:00+0200,722
2012-04-04T10:00:00Z,2012-04-04T12:00:00+0200,823
2012-04-04T11:00:00Z,2012-04-04T13:00:00+0200,919
2012-04-04T12:00:00Z,2012-04-04T14:00:00+0200,884
2012-04-04T13:00:00Z,2012-04-04T15:00:00+0200,822
2012-04-04T14:00:00Z,2012-04-04T16:00:00+0200,698
2012-04-04T15:00:00Z,2012-04-04T17:00:00+0200,543
2012-04-04T16:00:00Z,2012-04-04T18:00:00+0200,376
2012-04-04T17:00:00Z,2012-04-04T19:00:00+0200,160
2012-04-04T18:00:00Z,2012-04-04T20:00:00+0200,18
2012-04-04T19:00:00Z,2012-04-04T21:00:00+0200,0
2012-04-04T20:00:00Z,2012-04-04T22:00:00+0200,0
2012-04-04T21:00:00Z,2012-04-04T23:00:00+0200,0
2012-04-04T22:00:00Z,2012-04-05T00:00:00+0200,0
2012-04-04T23:00:00Z,2012-04-05T01:00:00+0200,0
2012-04-05T00:00:00Z,2012-04-05T02:00:00+0200,0
2012-04-05T01:00:00Z,2012-04-05T03:00:00+0200,0
2012-04-05T02:00:00Z,2012-04-05T04:00:00+0200,0
2012-04-05T03:00:00Z,2012-04-05T05:00:00+0200,0
2012-04-05T04:00:00Z,2012-04-05T06:00:00+0200,0
2012-04-05T05:00:00Z,2012-04-05T07:00:00+0200,1
2012-04-05T06:00:00Z,2012-04-05T08:00:00+0200,92
2012-04-05T07:00:00Z,2012-04-05T09:00:00+0200,394
2012-04-05T08:00:00Z,2012-04-05T10:00:00+0200,757
2012-04-05T09:00:00Z,2012-04-05T11:00:00+0200,1140
2012-04-05T10:00:00Z,2012-04-05T12:00:00+0200,1316
2012-04-05T11:00:00Z,2012-04-05T13:00:00+0200,1407
2012-04-05T12:00:00Z,2012-04-05T14:00:00+0200,1340
2012-04-05T13:00:00Z,2012-04-05T15:00:00+0200,1190
2012-04-05T14:00:00Z,2012-04-05T16:00:00+0200,1028
2012-04-05T15:00:00Z,2012-04-05T17:00:00+0200,754
2012-04-05T16:00:00Z,2012-04-05T18:00:00+0200,443
2012-04-05T17:00:00Z,2012-04-05T19:00:00+0200,180
2012-04-05T18:00:00Z,2012-04-05T20:00:00+0200,18
2012-04-05T19:00:00Z,2012-04-05T21:00:00+0200,0
2012-04-05T20:00:00Z,2012-04-05T22:00:00+0200,0
2012-04-05T21:00:00Z,2012-04-05T23:00:00+0200,0
2012-04-05T22:00:00Z,2012-04-06T00:00:00+0200,0
2012-04-05T23:00:00Z,2012-04-06T01:00:00+0200,0
2012-04-06T00:00:00Z,2012-04-06T02:00:00+0200,0
2012-04-06T01:00:00Z,2012-04-06T03:00:00+0200,0
2012-04-06T02:00:00Z,2012-04-06T04:00:00+0200,0
2012-04-06T03:00:00Z,2012-04-06T05:00:00+0200,0
2012-04-06T04:00:00Z,2012-04-06T06:00:00+0200,0
2012-04-06T05:00:00Z,2012-04-06T07:00:00+0200,2
2012-04-06T06:00:00Z,2012-04-06T08:00:00+0200,96
2012-04-06T07:00:00Z,2012-04-06T09:00:00+0200,372
2012-04-06T08:00:00Z,2012-04-06T10:00:00+0200,734
2012-04-06T09:00:00Z,2012-04-06T11:00:00+0200,1110
2012-04-06T10:00:00Z,2012-04-06T12:00:00+0200,1347
2012-04-06T11:00:00Z,2012-04-06T13:00:00+0200,1446
2012-04-06T12:00:00Z,2012-04-06T14:00:00+0200,1490
2012-04-06T13:00:00Z,2012-04-06T15:00:00+0200,1470
2012-04-06T14:00:00Z,2012-04-06T16:00:00+0200,1262
2012-04-06T15:00:00Z,2012-04-06T17:00:00+0200,953
2012-04-06T16:00:00Z,2012-04-06T18:00:00+0200,582
2012-04-06T17:00:00Z,2012-04-06T19:00:00+0200,218
2012-04-06T18:00:00Z,2012-04-06T20:00:00+0200,22
2012-04-06T19:00:00Z,2012-04-06T21:00:00+0200,0
2012-04-06T20:00:00Z,2012-04-06T22:00:00+0200,0
2012-04-06T21:00:00Z,2012-04-06T23:00:00+0200,0
2012-04-06T22:00:00Z,2012-04-07T00:00:00+0200,0
2012-04-06T23:00:00Z,2012-04-07T01:00:00+0200,0
2012-04-07T00:00:00Z,2012-04-07T02:00:00+0200,0
2012-04-07T01:00:00Z,2012-04-07T03:00:00+0200,0
2012-04-07T02:00:00Z,2012-04-07T04:00:00+0200,0
2012-04-07T03:00:00Z,2012-04-07T05:00:00+0200,0
2012-04-07T04:00:00Z,2012-04-07T06:00:00+0200,0
2012-04-07T05:00:00Z,2012-04-07T07:00:00+0200,2
2012-04-07T06:00:00Z,2012-04-07T08:00:00+0200,106
2012-04-07T07:00:00Z,2012-04-07T09:00:00+0200,393
2012-04-07T08:00:00Z,2012-04-07T10:00:00+0200,766
2012-04-07T09:00:00Z,2012-04-07T11:00:00+0200,1068
2012-04-07T10:00:00Z,2012-04-07T12:00:00+0200,1240
2012-04-07T11:00:00Z,2012-04-07T13:00:00+0200,1318
2012-04-07T12:00:00Z,2012-04-07T14:00:00+0200,1276
2012-04-07T13:00:00Z,2012-04-07T15:00:00+0200,1180
2012-04-07T14:00:00Z,2012-04-07T16:00:00+0200,907
2012-04-07T15:00:00Z,2012-04-07T17:00:00+0200,606
2012-04-07T16:00:00Z,2012-04-07T18:00:00+0200,330
2012-04-07T17:00:00Z,2012-04-07T19:00:00+0200,132
2012-04-07T18:00:00Z,2012-04-07T20:00:00+0200,14
2012-04-07T19:00:00Z,2012-04-07T21:00:00+0200,0
2012-04-07T20:00:00Z,2012-04-07T22:00:00+0200,0
2012-04-07T21:00:00Z,2012-04-07T23:00:00+0200,0
2012-04-07T22:00:00Z,2012-04-08T00:00:00+0200,0
2012-04-07T23:00:00Z,2012-04-08T01:00:00+0200,0
2012-04-08T00:00:00Z,2012-04-08T02:00:00+0200,0
2012-04-08T01:00:00Z,2012-04-08T03:00:00+0200,0
2012-04-08T02:00:00Z,2012-04-08T04:00:00+0200,0
2012-04-08T03:00:00Z,2012-04-08T05:00:00+0200,0
2012-04-08T04:00:00Z,2012-04-08T06:00:00+0200,0
2012-04-08T05:00:00Z,2012-04-08T07:00:00+0200,3
2012-04-08T06:00:00Z,2012-04-08T08:00:00+0200,116
2012-04-08T07:00:00Z,2012-04-08T09:00:00+0200,414
2012-04-08T08:00:00Z,2012-04-08T10:00:00+0200,766
2012-04-08T09:00:00Z,2012-04-08T11:00:00+0200,1080
2012-04-08T10:00:00Z,2012-04-08T12:00:00+0200,1316
2012-04-08T11:00:00Z,2012-04-08T13:00:00+0200,1452
2012-04-08T12:00:00Z,2012-04-08T14:00:00+0200,1458
2012-04-08T13:00:00Z,2012-04-08T15:00:00+0200,1346
2012-04-08T14:00:00Z,2012-04-08T16:00:00+0200,1182
2012-04-08T15:00:00Z,2012-04-08T17:00:00+0200,912
2012-04-08T16:00:00Z,2012-04-08T18:00:00+0200,556
2012-04-08T17:00:00Z,2012-04-08T19:00:00+0200,210
2012-04-08T18:00:00Z,2012-04-08T20:00:00+0200,22
2012-04-08T19:00:00Z,2012-04-08T21:00:00+0200,0
2012-04-08T20:00:00Z,2012-04-08T22:00:00+0200,0
2012-04-08T21:00:00Z,2012-04-08T23:00:00+0200,0
2012-04-08T22:00:00Z,2012-04-09T00:00:00+0200,0
2012-04-08T23:00:00Z,2012-04-09T01:00:00+0200,0
2012-04-09T00:00:00Z,2012-04-09T02:00:00+0200,0
2012-04-09T01:00:00Z,2012-04-09T03:00:00+0200,0
2012-04-09T02:00:00Z,2012-04-09T04:00:00+0200,0
2012-04-09T03:00:00Z,2012-04-09T05:00:00+0200,0
2012-04-09T04:00:00Z,2012-04-09T06:00:00+0200,0
2012-04-09T05:00:00Z,2012-04-09T07:00:00+0200,3
2012-04-09T06:00:00Z,2012-04-09T08:00:00+0200,108
2012-04-09T07:00:00Z,2012-04-09T09:00:00+0200,368
2012-04-09T08:00:00Z,2012-04-09T10:00:00+0200,664
2012-04-09T09:00:00Z,2012-04-09T11:00:00+0200,956
2012-04-09T10:00:00Z,2012-04-09T12:00:00+0200,1196
2012-04-09T11:00:00Z,2012-04-09T13:00:00+0200,1306
2012-04-09T12:00:00Z,2012-04-09T14:00:00+0200,1327
2012-04-09T13:00:00Z,2012-04-09T15:00:00+0200,1272
2012-04-09T14:00:00Z,2012-04-09T16:00:00+0200,1202
2012-04-09T15:00:00Z,2012-04-09T17:00:00+0200,978
2012-04-09T16:00:00Z,2012-04-09T18:00:00+0200,632
2012-04-09T17:00:00Z,2012-04-09T19:00:00+0200,256
2012-04-09T18:00:00Z,2012-04-09T20:00:00+0200,26
2012-04-09T19:00:00Z,2012-04-09T21:00:00+0200,0
2012-04-09T20:00:00Z,2012-04-09T22:00:00+0200,0
2012-04-09T21:00:00Z,2012-04-09T23:00:00+0200,0
2012-04-09T22:00:00Z,2012-04-10T00:00:00+0200,0
2012-04-09T23:00:00Z,2012-04-10T01:00:00+0200,0
2012-04-10T00:00:00Z,2012-04-10T02:00:00+0200,0
2012-04-10T01:00:00Z,2012-04-10T03:00:00+0200,0
2012-04-10T02:00:00Z,2012-04-10T04:00:00+0200,0
2012-04-10T03:00:00Z,2012-04-10T05:00:00+0200,0
2012-04-10T04:00:00Z,2012-04-10T06:00:00+0200,0
2012-04-10T05:00:00Z,2012-04-10T07:00:00+0200,6
2012-04-10T06:00:00Z,2012-04-10T08:00:00+0200,108
2012-04-10T07:00:00Z,2012-04-10T09:00:00+0200,326
2012-04-10T08:00:00Z,2012-04-10T10:00:00+0200,545
2012-04-10T09:00:00Z,2012-04-10T11:00:00+0200,724
2012-04-10T10:00:00Z,2012-04-10T12:00:00+0200,879
2012-04-10T11:00:00Z,2012-04-10T13:00:00+0200,841
2012-04-10T12:00:00Z,2012-04-10T14:00:00+0200,765
2012-04-10T13:00:00Z,2012-04-10T15:00:00+0200,649
2012-04-10T14:00:00Z,2012-04-10T16:00:00+0200,557
2012-04-10T15:00:00Z,2012-04-10T17:00:00+0200,434
2012-04-10T16:00:00Z,2012-04-10T18:00:00+0200,305
2012-04-10T17:00:00Z,2012-04-10T19:00:00+0200,146
2012-04-10T18:00:00Z,2012-04-10T20:00:00+0200,30
2012-04-10T19:00:00Z,2012-04-10T21:00:00+0200,0
2012-04-10T20:00:00Z,2012-04-10T22:00:00+0200,0
2012-04-10T21:00:00Z,2012-04-10T23:00:00+0200,0
2012-04-10T22:00:00Z,2012-04-11T00:00:00+0200,0
