nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,1545338.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179134.457,0.0,0.0,17982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164589.132,166746.719,0.0,72727.351,85280.04,9550.429,225912.383,304029.442,0.0,84288.213,36551.275,413.738,0.0,32259.819,0.0,0.0,0.0,11766.228,104605.544,12950.563,36551.275,0.0,0.0,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,6359869.246,2822.177,66147.858,190298.488,0.0,15.388,0.0,16518.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2643524.921,0.0,107649.44,4110.515,0.0,0.0,0.0,111425.156,17823.696,0.0,0.0,110203.324,11387.604,40732.296,221332.262,40314.92,0.0,15570.786,2304.393,33682.016,2309.76,11893.92,2436827.596,0.0,0.0,0.0,0.0,0.0,0.0,53431.604,1999.813,0.0,0.0,860.556,0.0,32114.483,0.0,0.0,0.0,26258.028,0.0,0.0,0.0,0.0,0.0,158309.784
Exports,1231389.309,0.0,0.0,0.0,0.0,0.0,0.0,7885.601,0.0,514.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42708.208,8182.032,0.0,0.0,0.0,11207.946,373160.348,0.0,0.0,14318.097,13432.856,53226.448,409726.885,148705.36,0.0,26222.658,49603.086,342.784,2206.04,25774.76,11159.339,0.0,0.0,0.0,0.0,0.0,0.0,1057.041,14.784,0.0,0.0,0.0,0.0,10939.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21001.345
Change in stock,-55055.552,-215.816,1713.973,2763.687,0.0,0.0,0.0,-332.621,0.0,-11.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6112.728,0.0,765.0,1406.0,0.0,0.0,0.0,-1906.884,-2772.0,0.0,0.0,-2666.0,473.0,-1276.0,-5239.8,-2280.0,0.0,-1302.0,3159.0,-1888.0,0.0,280.0,-38442.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1170.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,6618762.992,2606.361,67861.831,193062.174,0.0,15.388,0.0,8300.241,0.0,-525.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816546.65,0.0,65706.233,15316.483,0.0,0.0,0.0,98310.326,-358108.652,0.0,0.0,93219.227,-1572.252,-13770.152,-193634.423,-110670.44,0.0,-11953.872,-44139.693,31451.232,103.72,-13600.84,2551815.275,166746.719,0.0,72727.351,85280.04,9550.429,225912.383,356404.005,1985.029,84288.213,36551.275,1274.294,0.0,52264.239,0.0,0.0,0.0,38024.255,104605.544,12950.563,36551.275,0.0,0.0,137308.439
International maritime bunkers,111108.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21812.35,88036.84,0.0,1258.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,6507654.894,2606.361,67861.831,193062.174,0.0,15.388,0.0,8300.241,0.0,-525.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816546.65,0.0,65706.233,15316.483,0.0,0.0,0.0,98310.326,-358108.652,0.0,0.0,93219.227,-1572.252,-13770.152,-215446.774,-198707.28,0.0,-13212.78,-44139.693,31451.232,103.72,-13600.84,2551815.275,166746.719,0.0,72727.351,85280.04,9550.429,225912.383,356404.005,1985.029,84288.213,36551.275,1274.294,0.0,52264.239,0.0,0.0,0.0,38024.255,104605.544,12950.563,36551.275,0.0,0.0,137308.439
International aviation,166153.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166153.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,6341501.174,2606.361,67861.831,193062.174,0.0,15.388,0.0,8300.241,0.0,-525.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816546.65,0.0,65706.233,15316.483,0.0,0.0,0.0,98310.326,-358108.652,0.0,0.0,-72934.493,-1572.252,-13770.152,-215446.774,-198707.28,0.0,-13212.78,-44139.693,31451.232,103.72,-13600.84,2551815.275,166746.719,0.0,72727.351,85280.04,9550.429,225912.383,356404.005,1985.029,84288.213,36551.275,1274.294,0.0,52264.239,0.0,0.0,0.0,38024.255,104605.544,12950.563,36551.275,0.0,0.0,137308.439
