nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,266581.64,0.0,0.0,0.0,0.0,129266.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6883.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.259,14319.414,0.0,26158.849,15942.636,11968.0,432.0,32277.1,0.0,5232.83,0.0,339.264,0.0,7205.918,0.0,0.0,0.0,0.0,14397.0,1757.54,0.0,0.0,0.0,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,1590823.835,0.0,0.0,8512.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948192.331,0.0,184367.238,8212.944,0.0,0.0,0.0,3336.15,27578.804,86.372,0.0,6367.053,32.766,0.0,64254.986,93240.52,44.167,689.052,0.0,13554.432,0.0,111.08,186621.893,0.0,0.0,0.0,0.0,0.0,0.0,1919.6,1863.379,0.0,0.0,1466.064,0.0,531.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39841.2
Exports,781912.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10138.45,0.0,0.0,829.624,0.0,0.0,0.0,13061.884,179237.916,1.188,0.0,67017.349,0.0,20380.052,300366.295,109472.2,11.467,8253.21,52166.244,941.28,0.0,14373.4,570.738,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,2.295,428.683,354.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4042.8
Change in stock,16001.416,0.0,0.0,-403.571,0.0,-3561.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11318.818,0.0,2179.111,-52.391,0.0,0.0,0.0,130.272,-334.444,15.268,0.0,2711.709,-1.462,-171.512,2987.197,-4916.76,1.875,408.282,-265.356,3475.136,0.0,1226.28,1504.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-330.876,0.0,86.112,-5.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,1091494.102,0.0,0.0,8108.695,0.0,125705.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956256.653,0.0,186546.349,7330.929,0.0,0.0,0.0,-9595.462,-151993.556,100.452,0.0,-57938.587,31.304,-20551.564,-233124.112,-21148.44,34.575,-7155.876,-52431.6,16088.288,0.0,-13036.04,187956.015,14319.414,0.0,26158.849,15942.636,11968.0,432.0,33933.7,1863.379,5232.83,0.0,1474.452,-2.295,7394.886,-359.83,0.0,0.0,0.0,14397.0,1757.54,0.0,0.0,0.0,35798.4
International maritime bunkers,105436.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16335.524,88803.64,0.0,295.218,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,986058.054,0.0,0.0,8108.695,0.0,125705.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956256.653,0.0,186546.349,7330.929,0.0,0.0,0.0,-9595.462,-151993.556,100.452,0.0,-57938.587,31.304,-20551.564,-249459.636,-109952.08,34.575,-7451.094,-52431.6,16088.288,0.0,-13036.16,187956.015,14319.414,0.0,26158.849,15942.636,11968.0,432.0,33933.7,1863.379,5232.83,0.0,1474.452,-2.295,7394.886,-361.376,0.0,0.0,0.0,14397.0,1757.54,0.0,0.0,0.0,35798.4
International aviation,47337.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,4.664,0.0,47332.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,938721.051,0.0,0.0,8108.695,0.0,125705.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956256.653,0.0,186546.349,7330.929,0.0,0.0,0.0,-9595.508,-151993.556,95.788,0.0,-105270.88,31.304,-20551.564,-249459.636,-109952.08,34.575,-7451.094,-52431.6,16088.288,0.0,-13036.16,187956.015,14319.414,0.0,26158.849,15942.636,11968.0,432.0,33933.7,1863.379,5232.83,0.0,1474.452,-2.295,7394.886,-361.376,0.0,0.0,0.0,14397.0,1757.54,0.0,0.0,0.0,35798.4
