nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,4407692.403,0.0,0.0,0.0,0.0,1189899.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81907.135,0.0,0.0,52625.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183113.851,71031.6,0.0,453218.4,159778.8,30538.0,13955.0,534400.0,0.0,317935.0,129419.0,14172.894,0.0,132957.964,0.0,0.0,0.0,2730.296,52758.0,48440.0,129419.0,809392.176,0.0,0.0
Recovered and recycled products,19509.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.686,7060.025,302.4,11374.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,10040343.889,27319.515,326278.275,768530.948,0.0,432.745,2280.017,54525.248,0.0,0.0,389.876,0.0,0.0,0.0,0.0,0.0,0.0,3655047.455,0.0,0.0,0.0,0.0,0.0,0.0,52722.576,132762.34,435.16,0.0,290483.6,813.2,302764.0,849782.892,65678.404,12484.8,42027.09,2379.671,21504.0,12044.35,8808.723,3168238.441,0.0,0.0,0.0,0.0,0.0,0.0,35219.0,6848.0,0.0,0.0,20383.488,610.443,27831.0,3710.8,0.0,0.0,3554.232,0.0,0.0,0.0,0.0,0.0,144453.6
Exports,1350865.841,2158.002,352.35,10144.268,0.0,0.0,12.591,21794.37,0.0,0.0,28374.948,0.0,0.0,0.0,0.0,0.0,0.0,4505.53,0.0,0.0,0.0,0.0,0.0,0.0,10854.648,203583.015,87.032,0.0,59877.2,0.0,21120.0,311177.823,110378.448,16632.0,64901.536,69283.536,25376.0,9791.45,4582.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29361.0,704.0,0.0,0.0,3821.904,1008.558,70356.768,8571.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262054.8
Change in stock,-157992.472,0.0,6644.712,49733.034,0.0,1213.594,0.0,0.0,0.0,0.0,-333.315,0.0,0.0,0.0,0.0,0.0,0.0,-17894.605,0.0,0.0,0.0,0.0,0.0,0.0,-86.148,-5369.687,0.0,0.0,-5136.0,85.6,1980.0,-8585.4,4921.846,-388.8,334.544,-117.033,-448.0,216.625,513.513,-185276.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,12958687.585,25161.513,332570.637,808119.714,0.0,1191546.312,2267.425,32730.877,0.0,0.0,-28318.387,0.0,0.0,0.0,0.0,0.0,0.0,3714554.455,0.0,0.0,52625.314,0.0,0.0,0.0,41781.78,-76190.362,348.128,0.0,225470.4,898.8,283624.0,530792.355,-32718.173,-4233.6,-11165.406,-67020.898,-4320.0,2469.525,4740.12,3166075.341,71031.6,0.0,453218.4,159778.8,30538.0,13955.0,540258.0,6144.0,317935.0,129419.0,30734.478,-398.115,90432.196,-4861.148,0.0,0.0,6284.528,52758.0,48440.0,129419.0,809392.176,0.0,-117601.2
International maritime bunkers,57255.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30306.462,26949.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,12901431.999,25161.513,332570.637,808119.714,0.0,1191546.312,2267.425,32730.877,0.0,0.0,-28318.387,0.0,0.0,0.0,0.0,0.0,0.0,3714554.455,0.0,0.0,52625.314,0.0,0.0,0.0,41781.78,-76190.362,348.128,0.0,225470.4,898.8,283624.0,500485.893,-59667.297,-4233.6,-11165.406,-67020.898,-4320.0,2469.525,4740.12,3166075.341,71031.6,0.0,453218.4,159778.8,30538.0,13955.0,540258.0,6144.0,317935.0,129419.0,30734.478,-398.115,90432.196,-4861.148,0.0,0.0,6284.528,52758.0,48440.0,129419.0,809392.176,0.0,-117601.2
International aviation,407969.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407969.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,12493462.399,25161.513,332570.637,808119.714,0.0,1191546.312,2267.425,32730.877,0.0,0.0,-28318.387,0.0,0.0,0.0,0.0,0.0,0.0,3714554.455,0.0,0.0,52625.314,0.0,0.0,0.0,41781.78,-76190.362,348.128,0.0,-182499.2,898.8,283624.0,500485.893,-59667.297,-4233.6,-11165.406,-67020.898,-4320.0,2469.525,4740.12,3166075.341,71031.6,0.0,453218.4,159778.8,30538.0,13955.0,540258.0,6144.0,317935.0,129419.0,30734.478,-398.115,90432.196,-4861.148,0.0,0.0,6284.528,52758.0,48440.0,129419.0,809392.176,0.0,-117601.2
