nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,451576.933,0.0,0.0,0.0,0.0,41595.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38874.0,7912.0,0.0,1922.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55607.4,788.4,0.0,2624.4,5389.2,560.0,6611.0,85914.0,0.0,3769.0,1842.0,13486.2,0.0,6300.0,0.0,0.0,0.0,0.0,529.0,3339.0,2603.0,171910.008,0.0,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,1219261.108,75.0,37048.76,3429.135,0.0,2574.432,0.0,973.203,0.0,456.0,177.669,0.0,0.0,0.0,0.0,0.0,0.0,255314.4,0.0,8360.0,167.2,0.0,0.0,0.0,22101.06,33748.0,88.6,0.0,693.152,0.0,13818.0,86872.5,442.2,0.0,1432.8,6335.28,315.819,0.0,7144.0,652306.498,0.0,0.0,0.0,0.0,0.0,0.0,1826.0,0.0,0.0,1231.0,1276.8,744.8,2250.0,3525.0,0.0,0.0,0.0,0.0,2756.0,307.0,0.0,0.0,71470.8
Exports,439820.309,0.0,0.0,0.0,0.0,50.952,0.0,8150.28,0.0,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7983.8,0.0,41.8,292.6,0.0,0.0,0.0,4291.02,17908.0,0.0,0.0,1689.558,0.0,1470.0,60017.1,120.6,520.8,4815.8,13236.21,5895.288,608.6,21242.0,244033.201,0.0,0.0,0.0,0.0,0.0,0.0,1134.0,0.0,0.0,0.0,12741.4,638.4,3300.0,1912.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26168.4
Change in stock,-112800.91,0.0,482.72,0.0,0.0,-934.916,0.0,382.696,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1755.6,-172.0,668.8,167.2,0.0,0.0,0.0,184.56,-660.0,0.0,0.0,43.322,0.0,756.0,-2102.1,80.4,0.0,0.0,0.0,-35.091,0.0,0.0,-109496.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.6,-159.6,-337.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,1118216.822,75.0,37531.48,3429.135,0.0,43184.089,0.0,-6794.381,0.0,-1026.0,177.669,0.0,0.0,0.0,0.0,0.0,0.0,284449.0,7740.0,8987.0,1964.6,0.0,0.0,0.0,17994.6,15180.0,88.6,0.0,-953.084,0.0,13104.0,24753.3,402.0,-520.8,-3383.0,-6900.93,-5614.56,-608.6,-14098.0,354383.995,788.4,0.0,2624.4,5389.2,560.0,6611.0,86606.0,0.0,3769.0,3073.0,1995.0,-53.2,4912.5,1650.0,0.0,0.0,0.0,529.0,6095.0,2910.0,171910.008,0.0,45302.4
International maritime bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,1118216.822,75.0,37531.48,3429.135,0.0,43184.089,0.0,-6794.381,0.0,-1026.0,177.669,0.0,0.0,0.0,0.0,0.0,0.0,284449.0,7740.0,8987.0,1964.6,0.0,0.0,0.0,17994.6,15180.0,88.6,0.0,-953.084,0.0,13104.0,24753.3,402.0,-520.8,-3383.0,-6900.93,-5614.56,-608.6,-14098.0,354383.995,788.4,0.0,2624.4,5389.2,560.0,6611.0,86606.0,0.0,3769.0,3073.0,1995.0,-53.2,4912.5,1650.0,0.0,0.0,0.0,529.0,6095.0,2910.0,171910.008,0.0,45302.4
International aviation,11696.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11696.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,1106519.882,75.0,37531.48,3429.135,0.0,43184.089,0.0,-6794.381,0.0,-1026.0,177.669,0.0,0.0,0.0,0.0,0.0,0.0,284449.0,7740.0,8987.0,1964.6,0.0,0.0,0.0,17994.6,15180.0,88.6,0.0,-12650.024,0.0,13104.0,24753.3,402.0,-520.8,-3383.0,-6900.93,-5614.56,-608.6,-14098.0,354383.995,788.4,0.0,2624.4,5389.2,560.0,6611.0,86606.0,0.0,3769.0,3073.0,1995.0,-53.2,4912.5,1650.0,0.0,0.0,0.0,529.0,6095.0,2910.0,171910.008,0.0,45302.4
