nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,806751.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43921.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44685.745,0.0,21689.086,530.1,91.0,0.0,374683.0,0.0,7941.0,14645.0,0.0,0.0,14177.773,0.0,1034.4,0.0,1851.013,25088.0,1818.0,10569.0,237638.581,6388.6,0.0
Recovered and recycled products,398.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,1036224.598,0.0,34456.8,50719.968,0.0,0.0,0.0,9434.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.76,0.0,507696.66,24156.0,0.0,1870.0,0.0,0.0,0.0,38151.2,26647.6,87.4,0.0,11128.1,21258.16,19359.1,68422.568,24280.4,132.0,6832.3,2574.0,3528.738,80.0,1553.253,89607.039,0.0,0.0,0.0,0.0,0.0,0.0,3566.0,24.6,0.0,0.0,3917.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86176.8
Exports,426958.241,0.0,0.0,0.0,0.0,0.0,0.0,4805.2,0.0,1406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.9,144825.8,43.7,0.0,0.0,4743.2,6202.0,162159.767,47470.0,8360.0,17402.27,2184.0,0.0,0.0,10036.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14025.6
Change in stock,31033.434,0.0,-820.4,4325.118,0.0,0.0,0.0,-2461.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12169.06,0.0,5375.16,0.0,1275.0,0.0,0.0,0.0,0.0,324.1,1388.8,0.0,0.0,346.4,0.0,177.2,4426.837,4928.8,0.0,0.0,0.0,0.0,0.0,79.654,-503.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.721,0.0,-7.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,1447449.439,0.0,33636.4,55045.086,0.0,0.0,0.0,2168.2,0.0,-1406.0,0.0,0.0,0.0,0.0,0.0,56653.9,0.0,513071.82,24156.0,1275.0,1870.0,0.0,0.0,0.0,37410.4,-116789.4,43.7,0.0,11474.5,16514.96,13334.3,-89310.362,-18260.8,-8228.0,-10569.97,390.0,3528.738,80.0,-8005.227,89103.887,44685.745,0.0,21689.086,530.1,91.0,0.0,377054.0,24.6,7941.0,14645.0,3927.273,0.0,14170.11,0.0,0.0,0.0,1851.013,25088.0,1818.0,10569.0,237638.581,6388.6,72151.2
International maritime bunkers,14101.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3094.488,10988.8,0.0,0.0,0.0,0.0,0.0,0.0,18.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,1433348.149,0.0,33636.4,55045.086,0.0,0.0,0.0,2168.2,0.0,-1406.0,0.0,0.0,0.0,0.0,0.0,56653.9,0.0,513071.82,24156.0,1275.0,1870.0,0.0,0.0,0.0,37410.4,-116789.4,43.7,0.0,11474.5,16514.96,13334.3,-92404.85,-29249.6,-8228.0,-10569.97,390.0,3528.738,80.0,-8005.227,89085.885,44685.745,0.0,21689.086,530.1,91.0,0.0,377054.0,24.6,7941.0,14645.0,3927.273,0.0,14170.11,0.0,0.0,0.0,1851.013,25088.0,1818.0,10569.0,237638.581,6388.6,72151.2
International aviation,35159.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35159.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,1398188.549,0.0,33636.4,55045.086,0.0,0.0,0.0,2168.2,0.0,-1406.0,0.0,0.0,0.0,0.0,0.0,56653.9,0.0,513071.82,24156.0,1275.0,1870.0,0.0,0.0,0.0,37410.4,-116789.4,43.7,0.0,-23685.1,16514.96,13334.3,-92404.85,-29249.6,-8228.0,-10569.97,390.0,3528.738,80.0,-8005.227,89085.885,44685.745,0.0,21689.086,530.1,91.0,0.0,377054.0,24.6,7941.0,14645.0,3927.273,0.0,14170.11,0.0,0.0,0.0,1851.013,25088.0,1818.0,10569.0,237638.581,6388.6,72151.2
Gross inland consumption (Europe 2020-2030),1401871.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primary energy consumption (Europe 2020-2030),1342194.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Final energy consumption (Europe 2020-2030),1060063.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transformation input - energy use,1493815.937,0.0,34456.8,57226.866,0.0,0.0,0.0,25168.7,0.0,0.0,0.0,0.0,680.4,4286.0,901.0,47873.86,0.0,509360.4,29612.0,84447.5,1870.0,11794.56,7695.6,0.0,6111.6,20832.0,0.0,0.0,0.0,21258.16,28263.4,20415.025,25088.4,0.0,0.0,0.0,0.0,0.0,1553.253,52179.186,44685.745,0.0,21689.086,530.1,0.0,0.0,143117.0,24.6,3884.0,12785.0,3927.273,0.0,14170.11,0.0,0.0,0.0,362.132,0.0,953.0,9368.0,237638.581,8202.6,1404.0
Transformation input - electricity and heat generation - energy use,638944.801,0.0,0.0,49664.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.4,4286.0,901.0,47873.86,0.0,0.0,0.0,0.0,0.0,0.0,2274.8,0.0,416.7,0.0,0.0,0.0,0.0,0.0,0.0,4297.9,2666.4,0.0,0.0,0.0,0.0,0.0,1553.253,40054.958,44685.745,0.0,21689.086,530.1,0.0,0.0,143117.0,0.0,3540.0,12785.0,0.0,0.0,0.0,0.0,0.0,0.0,362.132,0.0,953.0,9368.0,237638.581,8202.6,1404.0
Transformation input - electricity and heat generation - main activity producer electricity only - energy use,325043.67,0.0,0.0,5940.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.9,3523.0,49.0,5261.76,0.0,0.0,0.0,0.0,0.0,0.0,96.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.874,444.4,0.0,0.0,0.0,0.0,0.0,39.827,952.296,41978.47,0.0,21689.086,10.426,0.0,0.0,4535.0,0.0,1263.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,16.428,0.0,0.0,288.0,237638.581,0.0,0.0
Transformation input - electricity and heat generation - main activity producer combined heat and power - energy use,174116.695,0.0,0.0,40442.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3,551.0,728.0,31723.18,0.0,0.0,0.0,0.0,0.0,0.0,290.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.937,444.4,0.0,0.0,0.0,0.0,0.0,318.616,28146.751,0.0,0.0,0.0,0.0,0.0,0.0,56321.0,0.0,1074.0,7909.0,0.0,0.0,0.0,0.0,0.0,0.0,28.771,0.0,19.0,5544.0,0.0,360.0,0.0
Transformation input - electricity and heat generation - main activity producer heat only - energy use,68181.213,0.0,0.0,2535.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,212.0,124.0,8769.6,0.0,0.0,0.0,0.0,0.0,0.0,1645.6,0.0,416.7,0.0,0.0,0.0,0.0,0.0,0.0,3739.173,1292.8,0.0,0.0,0.0,0.0,0.0,955.848,8928.004,0.0,0.0,0.0,0.0,0.0,0.0,35764.0,0.0,184.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,310.874,0.0,19.0,1244.0,0.0,0.0,0.0
Transformation input - electricity and heat generation - autoproducer electricity only - energy use,14050.446,0.0,0.0,248.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.937,161.6,0.0,0.0,0.0,0.0,0.0,119.481,133.213,2707.276,0.0,0.0,519.674,0.0,0.0,8904.0,0.0,307.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,158.0,62.0,0.0,496.8,0.0
Transformation input - electricity and heat generation - autoproducer combined heat and power - energy use,48524.56,0.0,0.0,497.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.979,282.8,0.0,0.0,0.0,0.0,0.0,119.481,1822.685,0.0,0.0,0.0,0.0,0.0,0.0,36284.0,0.0,592.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,5.835,0.0,705.0,2219.0,0.0,1719.8,0.0
Transformation input - electricity and heat generation - autoproducer heat only - energy use,5810.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.72,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,72.007,0.0,0.0,0.0,0.0,0.0,0.0,1309.0,0.0,120.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,52.0,11.0,0.0,3812.0,0.0
Transformation input - electricity and heat generation - electrically driven heat pumps,1310.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.4
Transformation input - electricity and heat generation - electric boilers,93.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6
Transformation input - electricity and heat generation - electricity for pumped storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
