nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,205539.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.72,125271.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4,0.0,2473.2,264.6,0.0,0.0,73818.027,0.0,581.0,894.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.316,895.757,0.0,0.0,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,114979.01,0.0,0.0,1214.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1865.5,17732.0,0.0,0.0,2921.162,0.0,0.0,34371.33,17150.502,0.0,218.4,2457.0,0.0,0.0,0.0,16777.994,0.0,0.0,0.0,0.0,0.0,0.0,1113.4,0.0,0.0,252.939,0.0,308.958,0.0,838.317,0.0,0.0,0.0,0.0,5.453,252.0,0.0,0.0,17499.6
Exports,104854.611,0.0,0.0,0.0,0.0,0.0,0.0,580.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44426.472,0.0,0.0,506.415,4972.0,0.0,0.0,0.0,0.0,0.0,1734.3,13206.279,0.0,121.8,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29455.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9734.4
Change in stock,-6001.674,0.0,0.0,41.151,0.0,0.0,0.0,-83.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.712,-1824.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,-1188.0,0.0,0.0,0.0,0.0,0.0,-2157.3,784.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,209662.302,0.0,0.0,1255.604,0.0,0.0,0.0,-664.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.432,123447.087,0.0,0.0,0.0,0.0,-44426.472,0.0,0.0,1268.085,11572.0,0.0,0.0,2921.162,0.0,0.0,30479.73,4729.143,0.0,96.6,2340.0,0.0,0.0,0.0,16777.994,68.4,0.0,2473.2,264.6,0.0,0.0,43685.027,0.0,581.0,1147.757,0.0,308.958,0.0,838.317,0.0,0.0,0.0,0.0,619.769,1147.757,0.0,0.0,7765.2
International maritime bunkers,7685.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664.9,4160.076,0.0,0.0,0.0,0.0,0.0,0.0,860.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,201976.43,0.0,0.0,1255.604,0.0,0.0,0.0,-664.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.432,123447.087,0.0,0.0,0.0,0.0,-44426.472,0.0,0.0,1268.085,11572.0,0.0,0.0,2921.162,0.0,0.0,27814.83,569.067,0.0,96.6,2340.0,0.0,0.0,0.0,15917.099,68.4,0.0,2473.2,264.6,0.0,0.0,43685.027,0.0,581.0,1147.757,0.0,308.958,0.0,838.317,0.0,0.0,0.0,0.0,619.769,1147.757,0.0,0.0,7765.2
International aviation,2867.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2867.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,199109.319,0.0,0.0,1255.604,0.0,0.0,0.0,-664.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.432,123447.087,0.0,0.0,0.0,0.0,-44426.472,0.0,0.0,1268.085,11572.0,0.0,0.0,54.051,0.0,0.0,27814.83,569.067,0.0,96.6,2340.0,0.0,0.0,0.0,15917.099,68.4,0.0,2473.2,264.6,0.0,0.0,43685.027,0.0,581.0,1147.757,0.0,308.958,0.0,838.317,0.0,0.0,0.0,0.0,619.769,1147.757,0.0,0.0,7765.2
Gross inland consumption (Europe 2020-2030),201976.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primary energy consumption (Europe 2020-2030),197233.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Final energy consumption (Europe 2020-2030),121242.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
