nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,9728.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.894,0.0,1012.619,469.386,102.277,0.0,4760.511,0.0,753.191,592.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.587,620.288,974.613,0.0,0.0,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,184974.558,125.784,0.0,1449.384,0.0,0.0,2.51,14.279,0.0,0.0,192.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.15,14311.504,9.048,0.0,25076.98,27.944,0.0,82538.796,83.04,0.0,358.504,709.811,577.558,0.0,0.0,28640.117,0.0,0.0,0.0,0.0,0.0,0.0,435.523,0.0,0.0,0.0,0.0,712.245,0.0,4727.196,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,24543.072
Exports,4164.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.588,0.0,0.0,0.0,0.0,0.0,0.0,139.223,2.08,0.0,38.833,5.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.054,0.0,0.0,0.0,0.0,0.0,0.0,8.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3379.399
Change in stock,-469.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.414,0.0,0.0,70.175,0.394,0.0,-573.717,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.789,0.0,-7.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,190068.865,125.784,0.0,1449.384,0.0,0.0,2.51,14.279,0.0,0.0,192.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.562,14356.917,9.048,0.0,25147.155,28.339,0.0,81825.855,80.96,0.0,319.751,704.505,577.558,0.0,0.0,28640.117,384.894,0.0,1012.619,469.386,102.277,0.0,4607.98,0.0,753.191,592.289,0.0,707.457,0.0,4711.775,0.0,0.0,0.795,58.587,620.288,974.613,0.0,0.0,21163.673
International maritime bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,190068.865,125.784,0.0,1449.384,0.0,0.0,2.51,14.279,0.0,0.0,192.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.562,14356.917,9.048,0.0,25147.155,28.339,0.0,81825.855,80.96,0.0,319.751,704.505,577.558,0.0,0.0,28640.117,384.894,0.0,1012.619,469.386,102.277,0.0,4607.98,0.0,753.191,592.289,0.0,707.457,0.0,4711.775,0.0,0.0,0.795,58.587,620.288,974.613,0.0,0.0,21163.673
International aviation,25147.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25147.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,164921.623,125.784,0.0,1449.384,0.0,0.0,2.51,14.279,0.0,0.0,192.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.562,14356.917,9.048,0.0,-0.086,28.339,0.0,81825.855,80.96,0.0,319.751,704.505,577.558,0.0,0.0,28640.117,384.894,0.0,1012.619,469.386,102.277,0.0,4607.98,0.0,753.191,592.289,0.0,707.457,0.0,4711.775,0.0,0.0,0.795,58.587,620.288,974.613,0.0,0.0,21163.673
