nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,1027017.587,0.0,0.0,0.0,0.0,164446.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.354,0.0,139780.778,6366.187,0.0,1287.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346413.119,56090.239,0.0,24382.112,6399.414,30.296,1662.658,144699.779,0.0,794.294,85.175,1447.388,0.0,7725.289,0.0,0.0,0.0,0.0,0.0,6140.43,102.55,119156.328,0.0,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,671436.827,4054.124,49.488,0.0,20044.423,42.397,0.0,20963.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.945,0.0,362686.59,0.0,28950.567,9619.747,0.0,0.0,0.0,8939.931,3060.955,78.214,0.0,1805.348,31.523,461.745,52113.05,195.579,247.211,5420.116,19429.647,11711.448,347.342,174.838,90338.728,0.0,0.0,0.0,0.0,0.0,0.0,1677.103,0.0,0.0,0.0,2727.972,0.0,5875.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19773.479
Exports,250018.801,0.0,0.0,0.0,0.0,3.252,0.0,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,217.465,1487.649,0.0,124.835,0.0,0.0,0.0,15038.269,95177.833,9.184,0.0,18089.736,0.129,8124.046,65017.164,5473.93,5684.983,1184.812,558.657,15010.159,2.772,2469.717,442.752,0.0,0.0,0.0,0.0,0.0,0.0,1458.202,0.0,0.0,0.0,0.0,0.0,124.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14308.61
Change in stock,-56768.392,100.114,-3.327,0.0,-2656.761,-1481.134,0.0,-677.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5956.454,15.876,0.0,-160.487,0.0,0.0,0.0,297.836,863.809,-0.352,0.0,271.179,-4.78,-210.479,337.051,13.183,-103.807,-7.77,38.535,269.468,0.483,803.201,-48409.811,0.0,0.0,0.0,0.0,0.0,0.0,-119.896,0.0,0.0,0.0,-80.132,0.0,-77.204,0.0,0.0,0.0,0.0,0.0,170.526,0.0,0.0,0.0,0.0
Gross available energy,1391667.222,4154.238,46.161,0.0,17387.663,163004.488,0.0,20285.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.099,0.0,496293.449,4894.414,28950.567,10622.145,0.0,0.0,0.0,-5800.502,-91253.069,68.679,0.0,-16013.209,26.613,-7872.78,-12567.063,-5265.168,-5541.579,4227.534,18909.525,-3029.243,345.054,-1491.679,387899.285,56090.239,0.0,24382.112,6399.414,30.296,1662.658,144798.784,0.0,794.294,85.175,4095.228,0.0,13398.979,0.0,0.0,0.0,0.0,0.0,6310.956,102.55,119156.328,0.0,5464.868
International maritime bunkers,1431.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,1390235.276,4154.238,46.161,0.0,17387.663,163004.488,0.0,20285.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.099,0.0,496293.449,4894.414,28950.567,10622.145,0.0,0.0,0.0,-5800.502,-91253.069,68.679,0.0,-16013.209,26.613,-7872.78,-13999.009,-5265.168,-5541.579,4227.534,18909.525,-3029.243,345.054,-1491.679,387899.285,56090.239,0.0,24382.112,6399.414,30.296,1662.658,144798.784,0.0,794.294,85.175,4095.228,0.0,13398.979,0.0,0.0,0.0,0.0,0.0,6310.956,102.55,119156.328,0.0,5464.868
International aviation,6389.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6389.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,1383845.472,4154.238,46.161,0.0,17387.663,163004.488,0.0,20285.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.099,0.0,496293.449,4894.414,28950.567,10622.145,0.0,0.0,0.0,-5800.502,-91253.069,68.679,0.0,-22403.013,26.613,-7872.78,-13999.009,-5265.168,-5541.579,4227.534,18909.525,-3029.243,345.054,-1491.679,387899.285,56090.239,0.0,24382.112,6399.414,30.296,1662.658,144798.784,0.0,794.294,85.175,4095.228,0.0,13398.979,0.0,0.0,0.0,0.0,0.0,6310.956,102.55,119156.328,0.0,5464.868
