nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,489561.028,0.0,0.0,0.0,0.0,195780.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.818,10546.196,0.0,4741.157,5192.885,1091.868,1470.0,67844.851,0.0,2133.311,2472.375,441.828,0.0,6461.632,0.0,0.0,0.0,0.0,4418.642,2785.337,0.0,180106.171,2439.727,0.0
Recovered and recycled products,9382.342,0.0,0.0,8420.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.52,0.0,372.373,0.0,0.0,0.0,402.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,525515.124,5571.957,0.0,9449.494,0.0,0.0,0.0,1767.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297123.123,0.0,1218.978,550.628,0.0,0.0,0.0,16884.944,11831.6,3.696,0.0,1451.85,0.0,0.0,37787.098,1392.04,711.5,2413.246,4858.734,13708.104,49.848,60.943,102906.833,0.0,0.0,0.0,0.0,0.0,0.0,2080.396,186.648,0.0,0.0,903.825,0.0,1639.154,0.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10961.809
Exports,223637.471,0.0,0.0,0.0,0.0,907.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.718,70460.456,0.0,0.0,326.505,0.0,20064.987,66276.401,21743.12,1.769,925.002,814.926,1.955,0.0,27.778,265.983,0.0,0.0,0.0,0.0,0.0,0.0,5760.679,94.388,0.0,0.0,0.0,0.0,1901.379,174.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31878.486
Change in stock,-8582.521,-676.346,0.0,3292.923,0.0,-539.325,0.0,8.522,0.0,0.0,-2411.028,0.0,0.0,0.0,0.0,0.0,-60.613,-7441.215,0.0,84.995,94.324,0.0,0.0,0.0,43.746,1015.256,0.0,0.0,-301.366,0.0,-1349.207,2286.019,-507.72,0.121,113.686,0.0,-258.178,0.0,0.0,-1762.612,0.0,0.0,0.0,0.0,0.0,0.0,-355.434,0.0,0.0,0.0,-13.473,0.0,154.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,792238.501,4895.611,0.0,21162.745,0.0,194333.653,0.0,1776.291,0.0,0.0,-2411.028,0.0,0.0,0.0,0.0,0.0,218.113,289681.908,0.0,1303.973,644.952,0.0,0.0,0.0,14916.972,-57613.6,3.696,0.0,823.98,0.0,-21414.194,-26203.285,-20671.28,709.852,1974.302,4043.808,13447.97,49.848,435.286,102234.056,10546.196,0.0,4741.157,5192.885,1091.868,1470.0,63809.134,92.26,2133.311,2472.375,1332.18,0.0,6353.813,-173.508,0.0,0.0,0.0,4418.642,2785.337,0.0,180106.171,2439.727,-20916.677
International maritime bunkers,3175.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.311,672.28,0.0,27.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,789062.97,4895.611,0.0,21162.745,0.0,194333.653,0.0,1776.291,0.0,0.0,-2411.028,0.0,0.0,0.0,0.0,0.0,218.113,289681.908,0.0,1303.973,644.952,0.0,0.0,0.0,14916.972,-57613.6,3.696,0.0,823.98,0.0,-21414.194,-28678.596,-21343.56,709.852,1946.363,4043.808,13447.97,49.848,435.286,102234.056,10546.196,0.0,4741.157,5192.885,1091.868,1470.0,63809.134,92.26,2133.311,2472.375,1332.18,0.0,6353.813,-173.508,0.0,0.0,0.0,4418.642,2785.337,0.0,180106.171,2439.727,-20916.677
International aviation,10180.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10180.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,778882.726,4895.611,0.0,21162.745,0.0,194333.653,0.0,1776.291,0.0,0.0,-2411.028,0.0,0.0,0.0,0.0,0.0,218.113,289681.908,0.0,1303.973,644.952,0.0,0.0,0.0,14916.972,-57613.6,3.696,0.0,-9356.264,0.0,-21414.194,-28678.596,-21343.56,709.852,1946.363,4043.808,13447.97,49.848,435.286,102234.056,10546.196,0.0,4741.157,5192.885,1091.868,1470.0,63809.134,92.26,2133.311,2472.375,1332.18,0.0,6353.813,-173.508,0.0,0.0,0.0,4418.642,2785.337,0.0,180106.171,2439.727,-20916.677
