nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,274324.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31743.77,0.0,49201.016,4832.107,4033.172,8286.804,118467.525,0.0,3355.158,4939.797,0.0,0.0,14533.896,0.0,0.0,0.0,0.0,28520.837,2683.827,3726.513,0.0,0.0,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,1007939.784,119.252,0.0,63420.252,0.0,0.0,0.0,283.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480565.481,0.0,59685.667,2617.306,0.0,0.0,0.0,34584.64,11218.68,55.396,0.0,10818.241,10.894,8103.92,53711.429,7626.146,189.747,1772.904,5059.548,12166.272,169.0,698.031,221857.196,0.0,0.0,0.0,0.0,0.0,0.0,1508.839,707.587,0.0,0.0,177.741,168.561,64.454,319.421,0.0,0.0,0.0,0.0,1103.0,0.0,0.0,0.0,29157.149
Exports,239455.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6164.05,0.0,0.0,0.0,0.0,3787.778,69755.136,0.572,0.0,687.656,0.0,26281.068,38695.614,44976.795,257.502,3939.264,4010.253,0.0,158.52,6864.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13741.413,0.0,0.0,0.0,0.0,0.0,3215.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16920.133
Change in stock,-2351.179,5.102,0.0,-11580.269,0.0,0.0,0.0,9.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2046.423,0.0,2513.059,589.484,0.0,0.0,0.0,1230.73,-476.036,-0.88,0.0,1576.853,-3.15,-793.1,-300.785,7713.976,-46.042,165.438,188.721,-1271.68,11.2,187.819,154.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.319,0.0,-174.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,1040457.327,124.353,0.0,51839.983,0.0,0.0,0.0,293.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478519.058,0.0,56034.677,3206.79,0.0,0.0,0.0,32027.592,-59012.492,53.944,0.0,11707.438,7.744,-18970.248,14715.03,-29636.672,-113.796,-2000.922,1238.016,10894.592,21.68,-5979.094,222012.087,31743.77,0.0,49201.016,4832.107,4033.172,8286.804,106234.951,707.587,3355.158,4939.797,172.422,168.561,11208.595,319.421,0.0,0.0,0.0,28520.837,3786.827,3726.513,0.0,0.0,12237.016
International maritime bunkers,40203.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6592.545,33591.59,0.0,19.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,1000253.788,124.353,0.0,51839.983,0.0,0.0,0.0,293.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478519.058,0.0,56034.677,3206.79,0.0,0.0,0.0,32027.592,-59012.492,53.944,0.0,11707.438,7.744,-18970.248,8122.485,-63228.262,-113.796,-2020.326,1238.016,10894.592,21.68,-5979.094,222012.087,31743.77,0.0,49201.016,4832.107,4033.172,8286.804,106234.951,707.587,3355.158,4939.797,172.422,168.561,11208.595,319.421,0.0,0.0,0.0,28520.837,3786.827,3726.513,0.0,0.0,12237.016
International aviation,61050.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61050.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,939203.678,124.353,0.0,51839.983,0.0,0.0,0.0,293.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478519.058,0.0,56034.677,3206.79,0.0,0.0,0.0,32027.592,-59012.492,53.944,0.0,-49342.672,7.744,-18970.248,8122.485,-63228.262,-113.796,-2020.326,1238.016,10894.592,21.68,-5979.094,222012.087,31743.77,0.0,49201.016,4832.107,4033.172,8286.804,106234.951,707.587,3355.158,4939.797,172.422,168.561,11208.595,319.421,0.0,0.0,0.0,28520.837,3786.827,3726.513,0.0,0.0,12237.016
