nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,5613686.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31016.225,0.0,0.0,8367.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.798,204890.008,1724.27,125234.471,44018.989,7843.137,19268.544,434422.562,0.0,40750.394,52747.151,26301.313,0.0,77244.759,0.0,0.0,0.0,970.716,111661.867,20148.653,52747.151,4353727.716,0.0,0.0
Recovered and recycled products,3918.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.404,400.01,0.0,2646.126,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,6477129.798,19250.531,134053.576,132581.15,0.0,932.28,297.888,17655.876,0.0,0.0,866.439,0.0,0.0,0.0,0.0,0.0,0.0,2067819.635,7811.91,0.0,4854.633,0.0,0.0,0.0,152996.0,65382.514,1099.975,0.0,259191.944,9029.58,120425.263,1037717.759,115322.883,2572.459,48134.292,51480.0,32320.0,2760.069,10680.267,2047506.752,0.0,0.0,0.0,0.0,0.0,0.0,9932.854,0.0,0.0,0.0,3806.664,0.0,64372.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56274.3
Exports,1438532.248,0.0,0.0,0.0,0.0,0.0,0.0,172.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860.423,0.0,0.0,2259.005,0.0,0.0,0.0,41492.0,115233.381,483.989,0.0,74558.532,3095.856,128477.08,109314.166,154083.852,7063.362,45236.154,18213.0,1440.0,2880.072,26840.671,405480.678,0.0,0.0,0.0,0.0,0.0,0.0,8520.284,0.0,0.0,0.0,2755.989,0.0,24195.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263875.676
Change in stock,-61108.015,238.116,-6311.053,8373.768,0.0,74.902,0.0,-1011.416,0.0,0.0,3.756,0.0,0.0,0.0,0.0,0.0,0.0,2104.825,0.0,2371.63,57.687,0.0,0.0,0.0,655.868,188.844,87.998,0.0,3725.777,-4.816,-1143.974,3823.568,-3495.167,0.0,1554.074,429.0,-1696.0,120.003,-120.043,-70793.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,-342.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,10595094.427,19488.647,127742.523,140954.918,0.0,1007.182,297.888,16471.644,0.0,0.0,870.196,0.0,0.0,0.0,0.0,0.0,0.0,2098080.262,7811.91,2371.63,11020.943,0.0,0.0,0.0,112159.868,-49662.023,703.984,0.0,188359.189,5928.908,-9195.791,932397.565,-41856.126,-4490.903,7098.338,34398.0,29184.0,0.0,-16280.447,1571833.706,204890.008,1724.27,125234.471,44018.989,7843.137,19268.544,435835.132,0.0,40750.394,52747.151,27351.988,0.0,117421.841,-342.234,0.0,0.0,970.716,111661.867,20148.653,52747.151,4353727.716,0.0,-207601.376
International maritime bunkers,71089.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5930.017,64697.857,0.0,462.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,10524004.531,19488.647,127742.523,140954.918,0.0,1007.182,297.888,16471.644,0.0,0.0,870.196,0.0,0.0,0.0,0.0,0.0,0.0,2098080.262,7811.91,2371.63,11020.943,0.0,0.0,0.0,112159.868,-49662.023,703.984,0.0,188359.189,5928.908,-9195.791,926467.548,-106553.984,-4490.903,6636.316,34398.0,29184.0,0.0,-16280.447,1571833.706,204890.008,1724.27,125234.471,44018.989,7843.137,19268.544,435835.132,0.0,40750.394,52747.151,27351.988,0.0,117421.841,-342.234,0.0,0.0,970.716,111661.867,20148.653,52747.151,4353727.716,0.0,-207601.376
International aviation,260033.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260033.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,10263970.6,19488.647,127742.523,140954.918,0.0,1007.182,297.888,16471.644,0.0,0.0,870.196,0.0,0.0,0.0,0.0,0.0,0.0,2098080.262,7811.91,2371.63,11020.943,0.0,0.0,0.0,112159.868,-49662.023,703.984,0.0,-71674.742,5928.908,-9195.791,926467.548,-106553.984,-4490.903,6636.316,34398.0,29184.0,0.0,-16280.447,1571833.706,204890.008,1724.27,125234.471,44018.989,7843.137,19268.544,435835.132,0.0,40750.394,52747.151,27351.988,0.0,117421.841,-342.234,0.0,0.0,970.716,111661.867,20148.653,52747.151,4353727.716,0.0,-207601.376
Gross inland consumption (Europe 2020-2030),10412342.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primary energy consumption (Europe 2020-2030),9848746.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Final energy consumption (Europe 2020-2030),6087180.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transformation input - energy use,8251498.224,12869.618,127742.523,97375.798,0.0,0.0,0.0,98367.22,0.0,0.0,0.0,0.0,0.0,25791.404,0.0,0.0,0.0,2083434.7,15623.82,105325.973,11020.943,0.0,2907.491,48.511,18222.762,33640.843,0.0,0.0,4299.8,0.0,46289.896,24195.153,89018.385,0.0,0.0,0.0,0.0,0.0,6907.533,301308.062,204890.008,1724.27,125234.471,44018.989,0.0,17587.25,94764.726,0.0,31718.149,50285.673,27351.932,0.0,117421.955,0.0,0.0,0.0,0.736,933.086,3745.901,50285.673,4353727.716,0.0,23417.255
Transformation input - electricity and heat generation - energy use,5421032.636,0.0,0.0,44027.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25791.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2907.491,0.0,134.136,0.0,0.0,0.0,0.0,0.0,0.0,17810.583,29498.097,0.0,0.0,0.0,0.0,0.0,1219.95,301308.062,204890.008,1724.27,125234.471,44018.989,0.0,17587.25,94764.726,0.0,27719.903,50285.673,0.0,0.0,0.0,0.0,0.0,0.0,0.736,933.086,3745.901,50285.673,4353727.716,0.0,23417.255
Transformation input - electricity and heat generation - main activity producer electricity only - energy use,4945596.111,0.0,0.0,30876.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16878.388,28704.438,0.0,0.0,0.0,0.0,0.0,0.0,145233.199,202747.198,1724.27,120672.871,34406.798,0.0,4401.722,4536.789,0.0,769.437,448.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.675,448.298,4353727.716,0.0,0.0
Transformation input - electricity and heat generation - main activity producer combined heat and power - energy use,156120.443,0.0,0.0,5419.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.668,72.762,0.0,0.0,0.0,0.0,0.0,9.52,78426.724,0.0,0.0,0.0,0.0,0.0,0.0,45802.499,0.0,11903.296,6768.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.551,6768.843,0.0,0.0,0.0
Transformation input - electricity and heat generation - main activity producer heat only - energy use,66348.759,0.0,0.0,4155.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.698,0.0,0.0,0.0,0.0,0.0,0.0,357.763,168.804,0.0,0.0,0.0,0.0,0.0,0.0,26067.256,0.0,0.0,0.0,0.0,0.0,11637.391,22124.92,0.0,34.343,421.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.235,0.0,421.092,0.0,0.0,0.0
