Key,Value,Source
country,nl,
base_year,2012,
transport_percentage_of_gasoline_mix_delivered_to_cars,1,NL 2011 value
transport_percentage_of_diesel_mix_delivered_to_cars,0.56,NL 2011 value
transport_percentage_of_electricity_mix_delivered_to_cars,1,NL 2011 value
transport_road_lng,0.0583208230611374,ECN (see source_analyses/EU/2013)
transport_percentage_of_compressed_network_gas_mix_delivered_to_cars,1,NL 2011 value
transport_road_bio_lng,0,Value is 0 TJ
transport_shipping_lng_ship_type,0.268115942028985,TNO (see source_analyses/EU/2013)
transport_shipping_bio_lng_ship_type,0,Value is 0 TJ
