PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural Gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other Kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416832.02,x,46158.72,16675.98,0,8390.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36627.97,31202,43986.56,12260.63,c,18166.99,142.39,0,0,0,0,45182.69,205.24,315.94,363.67,1040.8,0,18363.3,532.9,0,0,2696448.21,131473.47
Imports,x,x,6123.7,124518.15,489969.9,0,359.98,0,4531.5,0,3351.99,0,0,0,0,0,0,690187.7,x,2090976.3,348612.02,0,70790.96,0,0,0,120474,450779.99,879.98,0,114595.02,16296.99,780858,1369280,569844,22410.39,42923.99,9866.99,6880,0,72680,0,1927.64,1642.69,22240.74,0,6236.99,0,0,0,1289.99,0,0,0,0,0,0,0,0,0,0,74245.36,0,7514774.99,31695.37
Exports,x,x,-6563.19,-3526.54,-301718.69,0,-60,0,-1197.01,0,0,0,0,0,0,0,0,-1675367.95,x,-16823.82,-220.02,0,-70489.51,0,0,0,-68218,-664971.99,-2244,0,-270599,-20167.02,-1314934.21,-1100279.99,-534380,-25331.61,-57750,-11348.99,-5840,0,-73080.01,0,-1201.78,-1024.8,-11161.84,0,c,-9213.01,0,0,-1200.02,0,0,0,0,0,0,0,0,0,0,-41519.07,0,-6290432.04,-22776.65
International marine bunkers,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,-65305.79,-549359.99,0,0,-3065.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-617731.78,0
International aviation bunkers,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,-146758.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-146758.98,0
Stock changes,x,x,1289.2,716.78,-6152,0,460,0,854.99,0,0,0,0,0,0,0,0,-46.77,x,32195.78,7259.99,0,1457.01,0,0,0,-368.02,-7568.02,-88.01,0,3225.01,688.02,42387,15120,792.02,-2616,-2730,-116.98,160.02,0,-119.99,0,0,0,0,0,0,-1738.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85061.04,-1738.99
Total primary energy supply,x,x,849.71,121708.39,182099.21,0,759.99,0,4189.48,0,3351.99,0,0,0,0,0,0,1431605,x,2152506.98,372327.98,0.00E+00,10148.89,0,0,0,51888.02,-221760.02,-1451.98,0,-299537.99,-3182.01,-556995,-265240.02,36256.01,-5537.21,-20622,-1598.98,1200.02,0,-520,0,37353.83,31819.89,55065.42,12260.63,6236.99,7214.99,142.39,0,90.02,0,0,45182.69,205.24,315.94,363.67,1040.8,0,18363.3,532.9,32726.29,0,3241361.44,138653.21
Transfers,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,-6908.01,-5651.97,-5476.38,0,445.52,0,9199.99,110967.99,-132.01,0,-602.02,-8127,2982.01,-69440,-42107.99,18660.82,1386,0,480.02,0,5320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10996.97,0
Statistical differences,x,x,0,0,-14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,8668.02,15681.03,0,0,18414.01,0,-29670.01,0,0,0,0,1590.98,-894.59,-1279.99,-34628.02,21451.2,587.99,-116.98,-280.01,0,-1479.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1971.15,0
