Key,Value,Source
country,example,
base_year,2011,
detailed_analysis,no,
fertilizers_energetic_final_demand_coal,0,
fertilizers_energetic_final_demand_network_gas,0,
fertilizers_energetic_final_demand_crude_oil,0,
fertilizers_energetic_final_demand_wood_pellets,0,
fertilizers_energetic_final_demand_heat,0,
fertilizers_energetic_final_demand_electricity,0,
fertilizers_non_energetic_final_demand_coal,0,
fertilizers_non_energetic_final_demand_network_gas,0,
fertilizers_non_energetic_final_demand_crude_oil,0,
