key,share
industry_final_demand_for_other_minerals_crude_oil,3.12311085161937E-01
industry_final_demand_for_other_transport_equipment_crude_oil,3.09747002644894E-02
industry_final_demand_for_other_machinery_crude_oil,2.59028362607383E-01
industry_final_demand_for_other_mining_crude_oil,2.00723397296151E-02
industry_final_demand_for_other_food_crude_oil,1.92055765066975E-01
industry_final_demand_for_other_paper_crude_oil,4.54301602051902E-02
industry_final_demand_for_other_wood_products_crude_oil,2.24956015097705E-02
industry_final_demand_for_other_construction_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_textile_crude_oil,2.06692942376766E-02
industry_final_demand_for_other_non_specified_crude_oil,9.69626912169640E-02
