key,share
industry_final_demand_for_other_minerals_network_gas,2.31061264635845E-01
industry_final_demand_for_other_transport_equipment_network_gas,8.19853501949096E-02
industry_final_demand_for_other_machinery_network_gas,1.60636621528654E-01
industry_final_demand_for_other_mining_network_gas,9.86122481283074E-03
industry_final_demand_for_other_food_network_gas,2.30673146307136E-01
industry_final_demand_for_other_paper_network_gas,1.75832808809727E-01
industry_final_demand_for_other_wood_products_network_gas,1.17953803601810E-02
industry_final_demand_for_other_construction_network_gas,0.00000000000000E+00
industry_final_demand_for_other_textile_network_gas,2.33148940871269E-02
industry_final_demand_for_other_non_specified_network_gas,7.48393092635909E-02
