key,share
industry_final_demand_for_other_minerals_electricity,8.84207086538508E-02
industry_final_demand_for_other_transport_equipment_electricity,1.14656696395177E-01
industry_final_demand_for_other_machinery_electricity,2.48882597905099E-01
industry_final_demand_for_other_mining_electricity,1.29845259097697E-02
industry_final_demand_for_other_food_electricity,1.21631514178904E-01
industry_final_demand_for_other_paper_electricity,1.63370924306025E-01
industry_final_demand_for_other_wood_products_electricity,3.11573835527209E-02
industry_final_demand_for_other_construction_electricity,5.81805109973247E-03
industry_final_demand_for_other_textile_electricity,1.72556527369344E-02
industry_final_demand_for_other_non_specified_electricity,1.95821945261788E-01
