key,share
industry_final_demand_for_other_minerals_wood_pellets,5.82897234921876E-02
industry_final_demand_for_other_transport_equipment_wood_pellets,3.00136704281622E-03
industry_final_demand_for_other_machinery_wood_pellets,1.42889338341072E-02
industry_final_demand_for_other_mining_wood_pellets,2.73486228183363E-03
industry_final_demand_for_other_food_wood_pellets,1.19549273908598E-02
industry_final_demand_for_other_paper_wood_pellets,2.09120961271799E-01
industry_final_demand_for_other_wood_products_wood_pellets,6.48683270672364E-01
industry_final_demand_for_other_construction_wood_pellets,0.00000000000000E+00
industry_final_demand_for_other_textile_wood_pellets,8.84559820127149E-04
industry_final_demand_for_other_non_specified_wood_pellets,5.10413941939052E-02
