Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Woody biomass
2.01000000000000E+03,2.03998864824504E+06,5.10576836034960E+05,1.54723194000000E+05,4.45182444000000E+04,0.00000000000000E+00,2.65880704536462E+05
2.01100000000000E+03,1.96381755412252E+06,5.21857578017480E+05,1.57463937000000E+05,3.69199772000000E+04,0.00000000000000E+00,2.80738255156022E+05
2.01200000000000E+03,1.88764646000000E+06,5.33138320000000E+05,1.60204680000000E+05,2.93217100000000E+04,0.00000000000000E+00,2.95595805775582E+05
2.01300000000000E+03,1.94094635367208E+06,5.26248332243606E+05,1.61886921738889E+05,4.10225643475100E+04,0.00000000000000E+00,3.10453356395142E+05
2.01400000000000E+03,1.99424624734416E+06,5.19358344487213E+05,1.63569163477777E+05,5.27234186950200E+04,0.00000000000000E+00,3.25310907014702E+05
2.01500000000000E+03,2.04754614101623E+06,5.12468356730819E+05,1.65251405216666E+05,6.44242730425300E+04,0.00000000000000E+00,3.40168457634262E+05
2.01600000000000E+03,2.01978742961220E+06,5.05520791089573E+05,1.70643077072722E+05,6.47948808800475E+04,0.00000000000000E+00,3.56028637836011E+05
2.01700000000000E+03,1.99202871820817E+06,4.98573225448328E+05,1.76034748928778E+05,6.51654887175649E+04,0.00000000000000E+00,3.71888818037760E+05
2.01800000000000E+03,1.96427000680414E+06,4.91625659807083E+05,1.81426420784834E+05,6.55360965550823E+04,0.00000000000000E+00,3.87748998239508E+05
2.01900000000000E+03,1.93651129540011E+06,4.84678094165837E+05,1.86818092640890E+05,6.59067043925997E+04,0.00000000000000E+00,4.03609178441257E+05
2.02000000000000E+03,1.90875258399608E+06,4.77730528524592E+05,1.92209764496947E+05,6.62773122301172E+04,0.00000000000000E+00,4.19469358643006E+05
2.02100000000000E+03,1.86071238102389E+06,4.65706826894135E+05,1.96168396718875E+05,6.61302755437543E+04,0.00000000000000E+00,4.27583863621898E+05
2.02200000000000E+03,1.81267217805170E+06,4.53683125263678E+05,2.00127028940804E+05,6.59832388573915E+04,0.00000000000000E+00,4.35698368600789E+05
2.02300000000000E+03,1.76463197507951E+06,4.41659423633222E+05,2.04085661162733E+05,6.58362021710286E+04,0.00000000000000E+00,4.43812873579681E+05
2.02400000000000E+03,1.71659177210732E+06,4.29635722002765E+05,2.08044293384661E+05,6.56891654846658E+04,0.00000000000000E+00,4.51927378558572E+05
