UKNI_solar_profile
0
0
0
0
0
0
0
0
0.019
0.127
0.253
0.318
0.311
0.259
0.186
0.096
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.03
0.085
0.162
0.224
0.222
0.165
0.085
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
0.081
0.176
0.267
0.305
0.284
0.222
0.128
0.029
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.054
0.253
0.404
0.484
0.505
0.47
0.378
0.233
0.061
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.04
0.166
0.283
0.345
0.358
0.315
0.232
0.119
0.022
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.022
0.097
0.185
0.255
0.289
0.285
0.21
0.121
0.025
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
0.059
0.121
0.17
0.194
0.207
0.165
0.093
0.024
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.021
0.098
0.196
0.261
0.281
0.271
0.221
0.136
0.037
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.007
0.04
0.073
0.098
0.104
0.104
0.078
0.041
0.008
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.012
0.056
0.114
0.163
0.197
0.194
0.161
0.099
0.026
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.084
0.157
0.204
0.217
0.22
0.159
0.086
0.028
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.042
0.148
0.254
0.337
0.382
0.36
0.284
0.152
0.051
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.016
0.073
0.131
0.184
0.214
0.191
0.152
0.084
0.025
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.044
0.147
0.241
0.368
0.41
0.398
0.335
0.212
0.069
0.001
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.016
0.058
0.093
0.118
0.103
0.06
0.03
0.013
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.024
0.075
0.138
0.19
0.224
0.224
0.187
0.133
0.055
0.001
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.058
0.2
0.356
0.482
0.467
0.372
0.249
0.133
0.038
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.029
0.078
0.12
0.137
0.132
0.114
0.086
0.045
0.011
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.014
0.062
0.146
0.217
0.238
0.236
0.21
0.145
0.06
0.001
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
0.039
0.085
0.134
0.164
0.184
0.17
0.129
0.053
0.001
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.064
0.18
0.284
0.333
0.34
0.317
0.273
0.204
0.091
0.004
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.013
0.024
0.038
0.06
0.073
0.105
0.095
0.052
0.003
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.062
0.114
0.134
0.14
0.147
0.134
0.076
0.018
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.09
0.209
0.306
0.347
0.327
0.274
0.184
0.103
0.042
0.001
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.054
0.092
0.113
0.127
0.126
0.09
0.044
0.021
0.001
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.05
0.168
0.332
0.431
0.443
0.409
0.331
0.225
0.101
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.027
0.057
0.092
0.156
0.225
0.211
0.145
0.067
0.018
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.018
0.047
0.089
0.12
0.086
0.041
0.026
0.025
0.02
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0.007
0.083
0.148
0.141
0.127
0.14
0.133
0.107
0.083
0.052
0.006
0
0
0
0
0
0
0
0
0
0
0
0
0
0.006
0.076
0.167
0.24
0.251
0.233
0.201
0.164
0.114
0.052
0.006
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008
0.075
0.157
0.217
0.261
0.297
0.286
0.235
0.181
0.093
0.016
0
0
0
0
0
0
0
0
0
0
0
0
0
0.023
0.155
0.319
0.431
0.493
0.484
0.424
0.361
0.268
0.14
0.027
0
0
0
0
0
0
0
0
0
0
0
0
0
0.013
0.077
