# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   FH,    T
# 
  260,19970312,    5,   30,   36
  260,19970312,    6,   30,   35
  260,19970312,    7,   30,   35
  260,19970312,    8,   30,   39
  260,19970312,    9,   30,   42
  260,19970312,   10,   40,   47
  260,19970312,   11,   40,   57
  260,19970312,   12,   40,   71
  260,19970312,   13,   30,   89
  260,19970312,   14,   30,  110
  260,19970312,   15,   30,  129
  260,19970312,   16,   30,  136
  260,19970312,   17,   30,  127
  260,19970312,   18,   30,  113
  260,19970312,   19,   30,   99
  260,19970312,   20,   40,   95
  260,19970312,   21,   30,   82
  260,19970312,   22,   20,   79
  260,19970312,   23,   30,   82
  260,19970312,   24,   30,   78
  260,19970313,    1,   20,   70
  260,19970313,    2,   20,   71
  260,19970313,    3,   20,   67
  260,19970313,    4,   30,   71
  260,19970313,    5,   20,   75
  260,19970313,    6,   20,   69
  260,19970313,    7,   20,   76
  260,19970313,    8,   20,   87
  260,19970313,    9,   20,  104
  260,19970313,   10,   30,  118
  260,19970313,   11,   30,  134
  260,19970313,   12,   40,  144
  260,19970313,   13,   60,  147
  260,19970313,   14,   50,  137
  260,19970313,   15,   60,  142
  260,19970313,   16,   60,  123
  260,19970313,   17,   50,   98
  260,19970313,   18,   50,   89
  260,19970313,   19,   60,   90
  260,19970313,   20,   60,   89
  260,19970313,   21,   60,   89
  260,19970313,   22,   60,   87
  260,19970313,   23,   70,   84
  260,19970313,   24,   60,   81
  260,19970314,    1,   50,   80
  260,19970314,    2,   60,   80
  260,19970314,    3,   50,   79
  260,19970314,    4,   50,   79
  260,19970314,    5,   50,   80
  260,19970314,    6,   50,   81
  260,19970314,    7,   50,   83
  260,19970314,    8,   50,   85
  260,19970314,    9,   60,   88
  260,19970314,   10,   50,   87
  260,19970314,   11,   40,   92
  260,19970314,   12,   40,   94
  260,19970314,   13,   40,   95
  260,19970314,   14,   40,   95
  260,19970314,   15,   40,   99
  260,19970314,   16,   30,   99
  260,19970314,   17,   30,  100
  260,19970314,   18,   30,   96
  260,19970314,   19,   20,   95
  260,19970314,   20,   30,   93
  260,19970314,   21,   30,   89
  260,19970314,   22,   30,   81
  260,19970314,   23,   40,   86
  260,19970314,   24,   40,   85
  260,19970315,    1,   30,   86
  260,19970315,    2,   40,   86
  260,19970315,    3,   30,   88
  260,19970315,    4,   30,   90
  260,19970315,    5,   30,   90
  260,19970315,    6,   40,   91
  260,19970315,    7,   40,   91
  260,19970315,    8,   40,   96
  260,19970315,    9,   40,  101
  260,19970315,   10,   50,  103
  260,19970315,   11,   40,   91
  260,19970315,   12,   50,   93
  260,19970315,   13,   40,   97
  260,19970315,   14,   40,  104
  260,19970315,   15,   40,  110
  260,19970315,   16,   40,  104
  260,19970315,   17,   40,  102
  260,19970315,   18,   30,  106
  260,19970315,   19,   30,  108
  260,19970315,   20,   40,  106
  260,19970315,   21,   30,   97
  260,19970315,   22,   30,   97
  260,19970315,   23,   30,   93
  260,19970315,   24,   20,   90
  260,19970316,    1,   20,   89
  260,19970316,    2,   30,   85
  260,19970316,    3,   20,   82
  260,19970316,    4,   10,   82
  260,19970316,    5,   10,   84
  260,19970316,    6,   20,   88
  260,19970316,    7,   20,   94
  260,19970316,    8,   30,  100
  260,19970316,    9,   40,  109
  260,19970316,   10,   40,  107
  260,19970316,   11,   40,  112
  260,19970316,   12,   40,  107
  260,19970316,   13,   40,  105
  260,19970316,   14,   40,  109
  260,19970316,   15,   40,  111
  260,19970316,   16,   50,  108
  260,19970316,   17,   50,  101
  260,19970316,   18,   40,   98
  260,19970316,   19,   30,   99
  260,19970316,   20,   40,   98
  260,19970316,   21,   40,   97
  260,19970316,   22,   40,   95
  260,19970316,   23,   30,   97
  260,19970316,   24,   40,  100
  260,19970317,    1,   40,  100
  260,19970317,    2,   40,   99
  260,19970317,    3,   50,   96
  260,19970317,    4,   40,   92
  260,19970317,    5,   30,   88
  260,19970317,    6,   30,   74
  260,19970317,    7,   30,   75
  260,19970317,    8,   30,   86
  260,19970317,    9,   30,   94
  260,19970317,   10,   30,  101
  260,19970317,   11,   30,  110
  260,19970317,   12,   30,  120
  260,19970317,   13,   30,  130
  260,19970317,   14,   40,  124
  260,19970317,   15,   40,  121
  260,19970317,   16,   30,  112
  260,19970317,   17,   20,  105
  260,19970317,   18,   20,   92
  260,19970317,   19,   20,   80
  260,19970317,   20,   20,   70
  260,19970317,   21,   20,   61
  260,19970317,   22,   30,   55
  260,19970317,   23,   30,   52
  260,19970317,   24,   30,   44
  260,19970318,    1,   30,   51
  260,19970318,    2,   40,   56
  260,19970318,    3,   40,   58
  260,19970318,    4,   30,   60
  260,19970318,    5,   30,   62
  260,19970318,    6,   30,   63
  260,19970318,    7,   40,   70
  260,19970318,    8,   30,   74
  260,19970318,    9,   30,   84
  260,19970318,   10,   30,   96
  260,19970318,   11,   50,   95
  260,19970318,   12,   50,   95
  260,19970318,   13,   60,   93
  260,19970318,   14,   60,   85
  260,19970318,   15,   50,   79
  260,19970318,   16,   50,   79
  260,19970318,   17,   50,   82
  260,19970318,   18,   60,   51
  260,19970318,   19,   30,   56
  260,19970318,   20,   40,   52
  260,19970318,   21,   50,   63
  260,19970318,   22,   50,   68
  260,19970318,   23,   50,   79
  260,19970318,   24,   50,   79
  260,19970319,    1,   60,   71
  260,19970319,    2,   50,   77
  260,19970319,    3,   50,   75
  260,19970319,    4,   50,   69
  260,19970319,    5,   60,   72
  260,19970319,    6,   50,   74
  260,19970319,    7,   50,   74
  260,19970319,    8,   40,   66
  260,19970319,    9,   20,   69
  260,19970319,   10,   20,   77
  260,19970319,   11,   40,   82
  260,19970319,   12,   50,   88
  260,19970319,   13,   60,   90
  260,19970319,   14,   60,   86
  260,19970319,   15,   60,   76
  260,19970319,   16,   60,   69
  260,19970319,   17,   70,   56
  260,19970319,   18,   60,   52
  260,19970319,   19,   60,   49
  260,19970319,   20,   40,   46
  260,19970319,   21,   40,   44
  260,19970319,   22,   40,   42
  260,19970319,   23,   40,   41
  260,19970319,   24,   40,   40
  260,19970320,    1,   30,   36
  260,19970320,    2,   20,   34
  260,19970320,    3,   10,   32
  260,19970320,    4,   20,   30
  260,19970320,    5,   10,   29
  260,19970320,    6,   10,   25
  260,19970320,    7,   10,   27
  260,19970320,    8,   10,   41
  260,19970320,    9,   10,   56
  260,19970320,   10,   20,   59
  260,19970320,   11,   30,   55
  260,19970320,   12,   30,   61
  260,19970320,   13,   40,   64
  260,19970320,   14,   40,   70
  260,19970320,   15,   40,   69
  260,19970320,   16,   30,   74
  260,19970320,   17,   50,   70
  260,19970320,   18,   40,   66
  260,19970320,   19,   40,   66
  260,19970320,   20,   30,   65
  260,19970320,   21,   30,   66
  260,19970320,   22,   30,   63
  260,19970320,   23,   30,   56
  260,19970320,   24,   30,   47
  260,19970321,    1,   30,   44
  260,19970321,    2,   40,   47
  260,19970321,    3,   30,   46
  260,19970321,    4,   30,   41
  260,19970321,    5,   40,   42
  260,19970321,    6,   40,   42
  260,19970321,    7,   40,   50
  260,19970321,    8,   40,   62
  260,19970321,    9,   50,   69
  260,19970321,   10,   60,   71
  260,19970321,   11,   50,   73
  260,19970321,   12,   60,   78
  260,19970321,   13,   60,   83
  260,19970321,   14,   50,   84
  260,19970321,   15,   50,   80
  260,19970321,   16,   40,   72
  260,19970321,   17,   50,   66
  260,19970321,   18,   40,   59
  260,19970321,   19,   50,   48
  260,19970321,   20,   40,   45
  260,19970321,   21,   30,   32
  260,19970321,   22,   20,   18
  260,19970321,   23,   20,    1
  260,19970321,   24,   10,   -6
  260,19970322,    1,   10,  -14
  260,19970322,    2,    0,  -15
  260,19970322,    3,   10,  -23
  260,19970322,    4,    0,  -23
  260,19970322,    5,   10,  -19
  260,19970322,    6,   10,  -30
  260,19970322,    7,    0,   -8
  260,19970322,    8,   10,   17
  260,19970322,    9,    0,   44
  260,19970322,   10,   20,   54
  260,19970322,   11,   20,   67
  260,19970322,   12,   20,   67
  260,19970322,   13,   20,   69
  260,19970322,   14,   30,   76
  260,19970322,   15,   20,   81
  260,19970322,   16,   20,   79
  260,19970322,   17,   30,   73
  260,19970322,   18,   20,   67
  260,19970322,   19,   20,   57
  260,19970322,   20,   20,   60
  260,19970322,   21,   30,   58
  260,19970322,   22,   40,   54
  260,19970322,   23,   50,   57
  260,19970322,   24,   50,   58
  260,19970323,    1,   30,   56
  260,19970323,    2,   40,   54
  260,19970323,    3,   40,   53
  260,19970323,    4,   50,   57
  260,19970323,    5,   50,   57
  260,19970323,    6,   50,   60
  260,19970323,    7,   60,   62
  260,19970323,    8,   50,   66
  260,19970323,    9,   60,   60
  260,19970323,   10,   50,   64
  260,19970323,   11,   40,   57
  260,19970323,   12,   40,   59
  260,19970323,   13,   30,   66
  260,19970323,   14,   30,   70
  260,19970323,   15,   20,   73
  260,19970323,   16,   20,   79
  260,19970323,   17,   20,   82
  260,19970323,   18,   20,   77
  260,19970323,   19,   20,   72
  260,19970323,   20,   20,   68
  260,19970323,   21,   10,   58
  260,19970323,   22,   10,   62
  260,19970323,   23,   10,   61
  260,19970323,   24,   10,   60
  260,19970324,    1,   10,   58
  260,19970324,    2,   10,   59
  260,19970324,    3,   10,   56
  260,19970324,    4,   10,   60
  260,19970324,    5,   10,   60
  260,19970324,    6,    0,   60
  260,19970324,    7,   10,   61
  260,19970324,    8,   10,   66
  260,19970324,    9,   20,   67
  260,19970324,   10,   20,   69
  260,19970324,   11,   20,   70
  260,19970324,   12,   20,   72
  260,19970324,   13,   20,   73
  260,19970324,   14,   20,   76
  260,19970324,   15,   30,   79
  260,19970324,   16,   20,   77
  260,19970324,   17,   10,   76
  260,19970324,   18,   10,   72
  260,19970324,   19,   10,   69
  260,19970324,   20,   10,   65
  260,19970324,   21,   10,   64
  260,19970324,   22,   10,   61
  260,19970324,   23,   10,   60
  260,19970324,   24,   10,   62
  260,19970325,    1,   10,   60
  260,19970325,    2,   10,   60
  260,19970325,    3,   10,   61
  260,19970325,    4,   10,   61
  260,19970325,    5,   10,   61
  260,19970325,    6,   10,   61
  260,19970325,    7,   20,   62
  260,19970325,    8,   20,   65
  260,19970325,    9,   20,   79
  260,19970325,   10,   10,   79
  260,19970325,   11,   20,   88
  260,19970325,   12,   10,   91
  260,19970325,   13,   10,   94
  260,19970325,   14,   10,  102
  260,19970325,   15,   20,  103
  260,19970325,   16,   20,  103
  260,19970325,   17,   10,  102
  260,19970325,   18,   10,   97
  260,19970325,   19,   10,   72
  260,19970325,   20,   20,   70
  260,19970325,   21,   10,   57
  260,19970325,   22,   20,   55
  260,19970325,   23,   20,   47
  260,19970325,   24,   20,   53
  260,19970326,    1,   20,   57
  260,19970326,    2,   20,   57
  260,19970326,    3,   30,   63
  260,19970326,    4,   30,   70
  260,19970326,    5,   30,   67
  260,19970326,    6,   40,   70
  260,19970326,    7,   40,   76
  260,19970326,    8,   50,   83
  260,19970326,    9,   60,   91
  260,19970326,   10,   60,   99
  260,19970326,   11,   70,  103
  260,19970326,   12,   80,  112
  260,19970326,   13,   80,  117
  260,19970326,   14,   80,  124
  260,19970326,   15,   80,  129
  260,19970326,   16,   80,  128
  260,19970326,   17,   90,  128
  260,19970326,   18,  100,  123
  260,19970326,   19,   80,  108
  260,19970326,   20,   80,  104
  260,19970326,   21,   70,  107
  260,19970326,   22,   70,  110
  260,19970326,   23,   70,  111
  260,19970326,   24,   60,  110
  260,19970327,    1,   50,  101
  260,19970327,    2,   40,   97
  260,19970327,    3,   40,   95
  260,19970327,    4,   50,   92
  260,19970327,    5,   30,   83
  260,19970327,    6,   40,   76
  260,19970327,    7,   30,   82
  260,19970327,    8,   30,   96
  260,19970327,    9,   50,  116
  260,19970327,   10,   60,  122
  260,19970327,   11,   60,  125
  260,19970327,   12,   60,  132
  260,19970327,   13,   70,  132
  260,19970327,   14,   80,  145
  260,19970327,   15,   80,  138
  260,19970327,   16,   80,  138
  260,19970327,   17,   70,  131
  260,19970327,   18,   60,  127
  260,19970327,   19,   70,  121
  260,19970327,   20,  100,  118
  260,19970327,   21,  110,  116
  260,19970327,   22,  120,  112
  260,19970327,   23,  110,  111
  260,19970327,   24,  100,  112
  260,19970328,    1,  110,  105
  260,19970328,    2,  100,   76
  260,19970328,    3,   90,   71
  260,19970328,    4,   70,   63
  260,19970328,    5,   50,   64
  260,19970328,    6,   50,   66
  260,19970328,    7,   60,   72
  260,19970328,    8,   60,   72
  260,19970328,    9,   70,   78
  260,19970328,   10,   70,   84
  260,19970328,   11,   80,   83
  260,19970328,   12,   70,   87
  260,19970328,   13,   80,   91
  260,19970328,   14,   80,   84
  260,19970328,   15,   80,   90
  260,19970328,   16,   70,   83
  260,19970328,   17,   70,   80
  260,19970328,   18,   70,   76
  260,19970328,   19,   60,   70
  260,19970328,   20,   60,   72
  260,19970328,   21,   50,   64
  260,19970328,   22,   40,   63
  260,19970328,   23,   40,   61
  260,19970328,   24,   40,   58
  260,19970329,    1,   40,   52
  260,19970329,    2,   30,   48
  260,19970329,    3,   30,   48
  260,19970329,    4,   30,   55
  260,19970329,    5,   40,   58
  260,19970329,    6,   50,   56
  260,19970329,    7,   40,   71
  260,19970329,    8,   50,   73
  260,19970329,    9,   60,   86
  260,19970329,   10,   50,   82
  260,19970329,   11,   70,   89
  260,19970329,   12,   70,   98
  260,19970329,   13,   70,   93
  260,19970329,   14,   70,   94
  260,19970329,   15,   70,  102
  260,19970329,   16,   70,   93
  260,19970329,   17,   60,   84
  260,19970329,   18,   40,   81
  260,19970329,   19,   40,   78
  260,19970329,   20,   40,   76
  260,19970329,   21,   30,   75
  260,19970329,   22,   30,   75
  260,19970329,   23,   30,   70
  260,19970329,   24,   30,   69
  260,19970330,    1,   30,   62
  260,19970330,    2,   20,   56
  260,19970330,    3,   20,   61
  260,19970330,    4,   20,   55
  260,19970330,    5,   20,   54
  260,19970330,    6,   10,   53
  260,19970330,    7,   10,   72
  260,19970330,    8,   20,   91
  260,19970330,    9,   20,  101
  260,19970330,   10,   30,  110
  260,19970330,   11,   30,  124
  260,19970330,   12,   40,  128
  260,19970330,   13,   40,  137
  260,19970330,   14,   50,  132
  260,19970330,   15,   40,  124
  260,19970330,   16,   40,  119
  260,19970330,   17,   40,  110
  260,19970330,   18,   30,   90
  260,19970330,   19,   20,   75
  260,19970330,   20,   20,   66
  260,19970330,   21,   20,   60
  260,19970330,   22,   20,   52
  260,19970330,   23,   20,   46
  260,19970330,   24,   10,   37
  260,19970331,    1,   20,   28
  260,19970331,    2,   10,   15
  260,19970331,    3,   10,   15
  260,19970331,    4,   20,   11
  260,19970331,    5,   10,    5
  260,19970331,    6,   10,    2
  260,19970331,    7,   20,   23
  260,19970331,    8,   20,   72
  260,19970331,    9,   40,  103
  260,19970331,   10,   50,  116
  260,19970331,   11,   40,  123
  260,19970331,   12,   40,  133
  260,19970331,   13,   40,  136
  260,19970331,   14,   40,  139
  260,19970331,   15,   40,  146
  260,19970331,   16,   40,  141
  260,19970331,   17,   40,  131
  260,19970331,   18,   40,  115
  260,19970331,   19,   20,   86
  260,19970331,   20,   10,   63
  260,19970331,   21,   10,   58
  260,19970331,   22,   10,   47
  260,19970331,   23,   10,   38
  260,19970331,   24,   20,   35
  260,19970401,    1,   10,   36
  260,19970401,    2,   10,   26
  260,19970401,    3,   10,   19
  260,19970401,    4,   10,   16
  260,19970401,    5,   10,   11
  260,19970401,    6,   10,   14
  260,19970401,    7,   20,   49
  260,19970401,    8,   10,   96
  260,19970401,    9,   20,  124
  260,19970401,   10,   30,  137
  260,19970401,   11,   40,  146
  260,19970401,   12,   40,  160
  260,19970401,   13,   40,  165
  260,19970401,   14,   40,  170
  260,19970401,   15,   40,  159
  260,19970401,   16,   40,  150
  260,19970401,   17,   40,  143
  260,19970401,   18,   30,  123
  260,19970401,   19,   20,   95
  260,19970401,   20,   20,   75
  260,19970401,   21,   20,   61
  260,19970401,   22,   20,   54
  260,19970401,   23,   10,   36
  260,19970401,   24,   10,   28
  260,19970402,    1,   10,   19
  260,19970402,    2,   10,   13
  260,19970402,    3,   10,   12
  260,19970402,    4,   10,   12
  260,19970402,    5,   10,   19
  260,19970402,    6,   10,   38
  260,19970402,    7,   10,   58
  260,19970402,    8,   10,   76
  260,19970402,    9,   10,   93
  260,19970402,   10,   20,  108
  260,19970402,   11,   20,  118
  260,19970402,   12,   20,  121
  260,19970402,   13,   20,  130
  260,19970402,   14,   20,  133
  260,19970402,   15,   20,  133
  260,19970402,   16,   20,  131
  260,19970402,   17,   20,  127
  260,19970402,   18,   20,  115
  260,19970402,   19,   10,   87
  260,19970402,   20,   10,   73
  260,19970402,   21,   10,   55
  260,19970402,   22,   20,   74
  260,19970402,   23,   20,   82
  260,19970402,   24,   20,   89
  260,19970403,    1,   30,   91
  260,19970403,    2,   40,   94
  260,19970403,    3,   30,   91
  260,19970403,    4,   40,   90
  260,19970403,    5,   40,   88
  260,19970403,    6,   40,   87
  260,19970403,    7,   40,   91
  260,19970403,    8,   40,  102
  260,19970403,    9,   50,  104
  260,19970403,   10,   60,  109
  260,19970403,   11,   70,  115
  260,19970403,   12,   80,  100
  260,19970403,   13,   70,  104
  260,19970403,   14,   70,  109
  260,19970403,   15,   80,  104
  260,19970403,   16,   70,  100
  260,19970403,   17,   60,   95
  260,19970403,   18,   60,   87
  260,19970403,   19,   50,   68
  260,19970403,   20,   40,   65
  260,19970403,   21,   40,   63
  260,19970403,   22,   40,   62
  260,19970403,   23,   40,   55
  260,19970403,   24,   40,   64
  260,19970404,    1,   70,   53
  260,19970404,    2,   50,   50
  260,19970404,    3,   50,   46
  260,19970404,    4,   50,   46
  260,19970404,    5,   50,   38
  260,19970404,    6,   40,   44
  260,19970404,    7,   40,   56
  260,19970404,    8,   60,   66
  260,19970404,    9,   60,   72
  260,19970404,   10,   60,   87
  260,19970404,   11,   70,   79
  260,19970404,   12,   50,   76
  260,19970404,   13,   60,   78
  260,19970404,   14,   70,   78
  260,19970404,   15,   70,   72
  260,19970404,   16,   60,   77
  260,19970404,   17,   60,   76
  260,19970404,   18,   50,   58
  260,19970404,   19,   40,   54
  260,19970404,   20,   20,   49
  260,19970404,   21,   20,   51
  260,19970404,   22,   20,   51
  260,19970404,   23,   40,   53
  260,19970404,   24,   40,   52
  260,19970405,    1,   50,   54
  260,19970405,    2,   60,   60
  260,19970405,    3,   60,   67
  260,19970405,    4,   70,   77
  260,19970405,    5,   60,   87
  260,19970405,    6,   70,   88
  260,19970405,    7,   60,   90
  260,19970405,    8,   70,   91
  260,19970405,    9,   60,   89
  260,19970405,   10,   60,   90
  260,19970405,   11,   60,   94
  260,19970405,   12,   60,   90
  260,19970405,   13,   60,   92
  260,19970405,   14,   60,   95
  260,19970405,   15,   60,   97
  260,19970405,   16,   70,  106
  260,19970405,   17,   70,  112
  260,19970405,   18,   80,  113
  260,19970405,   19,   70,  109
  260,19970405,   20,   70,  109
  260,19970405,   21,   70,  107
  260,19970405,   22,   70,   90
  260,19970405,   23,   70,   70
  260,19970405,   24,   60,   60
  260,19970406,    1,   60,   59
  260,19970406,    2,   50,   55
  260,19970406,    3,   50,   53
  260,19970406,    4,   40,   51
  260,19970406,    5,   30,   46
  260,19970406,    6,   30,   50
  260,19970406,    7,   20,   56
  260,19970406,    8,   40,   62
  260,19970406,    9,   40,   70
  260,19970406,   10,   40,   70
  260,19970406,   11,   40,   86
  260,19970406,   12,   50,   90
  260,19970406,   13,   50,   91
  260,19970406,   14,   50,   90
  260,19970406,   15,   50,   93
  260,19970406,   16,   50,   86
  260,19970406,   17,   50,   81
  260,19970406,   18,   50,   69
  260,19970406,   19,   40,   57
  260,19970406,   20,   30,   47
  260,19970406,   21,   30,   39
  260,19970406,   22,   30,   32
  260,19970406,   23,   20,   13
  260,19970406,   24,   20,   -5
  260,19970407,    1,   10,  -11
  260,19970407,    2,   10,  -18
  260,19970407,    3,    0,  -25
  260,19970407,    4,   20,  -26
  260,19970407,    5,   10,  -27
  260,19970407,    6,   10,  -13
  260,19970407,    7,   10,   31
  260,19970407,    8,   20,   47
  260,19970407,    9,   30,   55
  260,19970407,   10,   40,   67
  260,19970407,   11,   30,   74
  260,19970407,   12,   30,   84
  260,19970407,   13,   20,   93
  260,19970407,   14,   20,  100
  260,19970407,   15,   20,  104
  260,19970407,   16,   20,  104
  260,19970407,   17,   20,  102
  260,19970407,   18,   20,   91
  260,19970407,   19,   20,   64
  260,19970407,   20,   20,   34
  260,19970407,   21,   20,   37
  260,19970407,   22,   20,   31
  260,19970407,   23,   20,   20
  260,19970407,   24,   20,   24
  260,19970408,    1,   20,    3
  260,19970408,    2,   20,    1
  260,19970408,    3,   20,    1
  260,19970408,    4,   10,   -9
  260,19970408,    5,   10,  -16
  260,19970408,    6,   10,   12
  260,19970408,    7,   20,   44
  260,19970408,    8,   30,   71
  260,19970408,    9,   30,   89
  260,19970408,   10,   30,  102
  260,19970408,   11,   30,  115
  260,19970408,   12,   30,  124
  260,19970408,   13,   40,  129
  260,19970408,   14,   40,  136
  260,19970408,   15,   40,  138
  260,19970408,   16,   30,  137
  260,19970408,   17,   40,  132
  260,19970408,   18,   30,  119
  260,19970408,   19,   20,   97
  260,19970408,   20,   20,   67
  260,19970408,   21,   30,   70
  260,19970408,   22,   30,   72
  260,19970408,   23,   30,   64
  260,19970408,   24,   30,   59
  260,19970409,    1,   20,   53
  260,19970409,    2,   20,   37
  260,19970409,    3,   30,   60
  260,19970409,    4,   20,   57
  260,19970409,    5,   20,   53
  260,19970409,    6,   10,   55
  260,19970409,    7,   20,   72
  260,19970409,    8,   20,   88
  260,19970409,    9,   20,  107
  260,19970409,   10,   20,  131
  260,19970409,   11,   20,  142
  260,19970409,   12,   20,  155
  260,19970409,   13,   20,  167
  260,19970409,   14,   10,  178
  260,19970409,   15,   20,  181
  260,19970409,   16,   30,  173
  260,19970409,   17,   30,  168
  260,19970409,   18,   30,  141
  260,19970409,   19,   20,  110
  260,19970409,   20,   20,   89
  260,19970409,   21,   20,   75
  260,19970409,   22,   20,   61
  260,19970409,   23,   20,   47
  260,19970409,   24,   20,   32
  260,19970410,    1,   20,   23
  260,19970410,    2,   10,   15
  260,19970410,    3,   20,   15
  260,19970410,    4,   10,   11
  260,19970410,    5,   10,   13
  260,19970410,    6,   10,   23
  260,19970410,    7,   10,   71
  260,19970410,    8,   20,   92
  260,19970410,    9,   10,  114
  260,19970410,   10,   10,  129
  260,19970410,   11,   20,  142
  260,19970410,   12,   20,  153
  260,19970410,   13,   30,  160
  260,19970410,   14,   40,  163
  260,19970410,   15,   30,  165
  260,19970410,   16,   40,  162
  260,19970410,   17,   30,  157
  260,19970410,   18,   30,  132
  260,19970410,   19,   20,  107
  260,19970410,   20,   20,  101
  260,19970410,   21,   20,   83
  260,19970410,   22,   20,   74
  260,19970410,   23,   20,   64
  260,19970410,   24,   20,   62
  260,19970411,    1,   20,   58
  260,19970411,    2,   30,   61
  260,19970411,    3,   30,   63
  260,19970411,    4,   30,   67
  260,19970411,    5,   20,   73
  260,19970411,    6,   20,   82
  260,19970411,    7,   30,   90
  260,19970411,    8,   50,   95
  260,19970411,    9,   60,  104
  260,19970411,   10,   70,   98
  260,19970411,   11,   80,   83
  260,19970411,   12,   80,   84
  260,19970411,   13,   90,   81
  260,19970411,   14,   90,   83
  260,19970411,   15,   90,   90
  260,19970411,   16,   90,   79
  260,19970411,   17,   80,   83
  260,19970411,   18,   70,   76
  260,19970411,   19,   60,   70
  260,19970411,   20,   60,   65
  260,19970411,   21,   50,   64
  260,19970411,   22,   40,   55
  260,19970411,   23,   40,   51
  260,19970411,   24,   40,   52
  260,19970412,    1,   40,   51
  260,19970412,    2,   40,   56
  260,19970412,    3,   50,   58
  260,19970412,    4,   40,   49
  260,19970412,    5,   30,   49
  260,19970412,    6,   50,   54
  260,19970412,    7,   40,   67
  260,19970412,    8,   50,   68
  260,19970412,    9,   50,   79
  260,19970412,   10,   60,   87
  260,19970412,   11,   60,   86
  260,19970412,   12,   60,   92
  260,19970412,   13,   50,   87
  260,19970412,   14,   60,   91
  260,19970412,   15,   60,   89
  260,19970412,   16,   60,   80
  260,19970412,   17,   60,   82
  260,19970412,   18,   50,   70
  260,19970412,   19,   40,   65
  260,19970412,   20,   40,   63
  260,19970412,   21,   40,   55
  260,19970412,   22,   20,   57
  260,19970412,   23,   20,   38
  260,19970412,   24,   10,   22
  260,19970413,    1,   20,    5
  260,19970413,    2,   10,    4
  260,19970413,    3,   10,   -4
  260,19970413,    4,   10,  -10
  260,19970413,    5,   10,   -7
  260,19970413,    6,   10,   10
  260,19970413,    7,   10,   55
  260,19970413,    8,   30,   76
  260,19970413,    9,   20,   82
  260,19970413,   10,   30,   85
  260,19970413,   11,   20,   98
  260,19970413,   12,   30,  103
  260,19970413,   13,   30,  106
  260,19970413,   14,   30,  106
  260,19970413,   15,   40,  101
  260,19970413,   16,   40,   94
  260,19970413,   17,   30,   82
  260,19970413,   18,   20,   79
  260,19970413,   19,   30,   76
  260,19970413,   20,   20,   75
  260,19970413,   21,   20,   76
  260,19970413,   22,   30,   74
  260,19970413,   23,   20,   75
  260,19970413,   24,   20,   75
  260,19970414,    1,   20,   70
  260,19970414,    2,   20,   71
  260,19970414,    3,   20,   62
  260,19970414,    4,   10,   64
  260,19970414,    5,   20,   71
  260,19970414,    6,   20,   78
  260,19970414,    7,   20,   83
  260,19970414,    8,   30,   91
  260,19970414,    9,   30,  105
  260,19970414,   10,   40,  127
  260,19970414,   11,   50,  121
  260,19970414,   12,   40,   98
  260,19970414,   13,   40,  113
  260,19970414,   14,   50,   96
  260,19970414,   15,   40,   97
  260,19970414,   16,   40,   96
  260,19970414,   17,   50,   93
  260,19970414,   18,   50,   87
  260,19970414,   19,   50,   73
  260,19970414,   20,   50,   69
  260,19970414,   21,   50,   63
  260,19970414,   22,   50,   61
  260,19970414,   23,   40,   52
  260,19970414,   24,   40,   59
  260,19970415,    1,   50,   58
  260,19970415,    2,   50,   51
  260,19970415,    3,   40,   55
  260,19970415,    4,   40,   51
  260,19970415,    5,   40,   51
  260,19970415,    6,   40,   55
  260,19970415,    7,   40,   63
  260,19970415,    8,   50,   67
  260,19970415,    9,   60,   80
  260,19970415,   10,   60,   83
  260,19970415,   11,   60,   85
  260,19970415,   12,   60,   89
  260,19970415,   13,   60,   99
  260,19970415,   14,   60,   91
  260,19970415,   15,   70,   92
  260,19970415,   16,   70,   83
  260,19970415,   17,   70,   78
  260,19970415,   18,   60,   72
  260,19970415,   19,   50,   64
  260,19970415,   20,   50,   59
  260,19970415,   21,   40,   51
  260,19970415,   22,   30,   48
  260,19970415,   23,   30,   40
