group,subgroup,key,unit
industry,industry_paper,input_industry_paper_coal_demand,TJ
industry,industry_paper,industry_final_demand_for_other_paper_electricity_industry_useful_demand_for_other_paper_electricity_parent_share,%
industry,industry_paper,industry_final_demand_for_other_paper_electricity_industry_other_paper_heater_electricity_parent_share,%
industry,,input_percentage_of_diesel_industry_final_demand_crude_oil,%
industry,,input_percentage_of_biodiesel_industry_final_demand_crude_oil,%
industry,,input_percentage_of_kerosene_industry_final_demand_crude_oil,%
industry,,input_percentage_of_bio_kerosene_industry_final_demand_crude_oil,%
industry,,input_percentage_of_lpg_industry_final_demand_crude_oil,%
industry,,input_percentage_of_bio_oil_industry_final_demand_crude_oil,%
industry,,input_percentage_of_crude_oil_industry_final_demand_crude_oil,%
industry,,input_percentage_of_diesel_industry_final_demand_crude_oil_non_energetic,%
industry,,input_percentage_of_biodiesel_industry_final_demand_crude_oil_non_energetic,%
industry,,input_percentage_of_kerosene_industry_final_demand_crude_oil_non_energetic,%
industry,,input_percentage_of_bio_kerosene_industry_final_demand_crude_oil_non_energetic,%
industry,,input_percentage_of_lpg_industry_final_demand_crude_oil_non_energetic,%
industry,,input_percentage_of_bio_oil_industry_final_demand_crude_oil_non_energetic,%
industry,,input_percentage_of_crude_oil_industry_final_demand_crude_oil_non_energetic,%
